mean_diff,sd,se_nb,wins,ci_lo,ci_hi,p_nb,tost_p,equivalent,mde_post,n_folds,family,metric,seed,arm,base,mean_arm,mean_base,improved,holm_p,sig_holm,sig_improve
0.05464309051589501,0.016939609250228197,0.009532450602597702,15,0.03419801736021777,0.07508816367157226,5.1826095498567755e-05,0.9986458828609754,False,0.02871976248122209,15,F3,mae_plain,2,B1,B0,0.2834846458252904,0.2288415553093954,False,0.00015547828649570326,True,False
0.03800563299810269,0.02065569354791559,0.011623608047821348,14,0.013075473191571398,0.06293579280463397,0.005589364446402517,0.9281637062351349,False,0.03502008835139192,15,F3,mae_plain,2,B4,B0,0.26684718830749804,0.2288415553093954,False,0.005589364446402517,True,False
0.04583445692437677,0.019746853873806848,0.011112175394851159,15,0.02200121106370198,0.06966770278505156,0.0010311872005400497,0.9821864740438174,False,0.03347922284568005,15,F3,mae_plain,2,B1d,B0d,0.2953468491801742,0.24951239225579738,False,0.0020623744010800993,True,False
-0.0476755226969253,0.025158841331766615,0.014157670857161473,0,-0.07804070668327466,-0.01731033871057594,0.004601230665115872,0.9645632796998328,False,0.042654817869624516,15,F3,mcc,3,B1,B0,0.6916410652302545,0.7393165879271797,False,0.013803691995347615,True,False
-0.04453590099028469,0.024117561728543877,0.01357171009297917,0,-0.07364432412997422,-0.015427477850595162,0.005459327662750988,0.9539231916419078,False,0.04088941097981119,15,F3,mcc,3,B4,B0,0.6947806869368951,0.7393165879271797,False,0.013803691995347615,True,False
-0.03587841432325159,0.021945717684404092,0.0123495451798759,1,-0.06236555442687808,-0.009391274219625104,0.011522072311805784,0.8903043690071452,False,0.03720722184707715,15,F3,mcc,3,B1d,B0d,0.6813526758463814,0.7172310901696328,False,0.013803691995347615,True,False
-0.035560319039015256,0.031198070879677558,0.01755613516013434,1,-0.0732144840217417,0.0020938459437111895,0.06231437654767263,0.8047914293761665,False,0.0528938520541494,15,F3,macro_mae_true,3,B1,B0,0.42849419229229285,0.46405451133130804,True,0.09650460769787357,False,False
-0.051172318163371866,0.027942951304316604,0.015724377054069462,1,-0.08489775274472644,-0.017446883582017292,0.005762840695678723,0.9662944100974096,False,0.047375055270151345,15,F3,macro_mae_true,3,B4,B0,0.4128821931679362,0.46405451133130804,True,0.01728852208703617,True,True
-0.03738993199573738,0.03070581806724938,0.01727912902916953,2,-0.07444997791629912,-0.000329886075175638,0.048252303848936785,0.8343520717091835,False,0.05205927649547997,15,F3,macro_mae_true,3,B1d,B0d,0.4442106585725908,0.48160059056832816,True,0.09650460769787357,False,False
0.05382816770563125,0.024065582231162622,0.013542459595885917,15,0.024782480642722288,0.08287385476854021,0.001382830827757658,0.9872157422215759,False,0.0408012838691659,15,F3,mae_plain,3,B1,B0,0.28422114036900653,0.23039297266337525,False,0.004148492483272974,True,False
