seed,arm,family,frontier_base,axis,primary,main_contrast,target_class,target_idx,recall_mean,recall_ci_lo,recall_ci_hi,bacc_mean,bacc_ci_lo,bacc_ci_hi,frontier_mean,frontier_ci_lo,frontier_ci_hi,n_folds_total,n_folds_unreachable,comparable,gap_n_folds,gap_mean,gap_sd,gap_n_above,gap_ci_lo,gap_ci_hi,gap_ttest_p_nb,gap_se_nb,gap_mde_post,gap_tost_p,gap_equivalent,gap_zero_var,gap_noise_flag,above_band,mde_floor,exploratory,ps7_denominator,ps7_above
1,B0_tau,panderm,B0,offset,False,False,severe,3,0.5871577898113401,0.45340766420782985,0.7209079154148504,0.6851527832017499,0.6678385249228491,0.7024670414806506,0.6753349483109166,0.6521817697651948,0.6984881268566383,15,0,True,15,0.009817834890833292,0.017309391862114595,12,-0.011073543279324317,0.0307092130609909,0.33058948862423565,0.00974053890200515,0.02934669953898924,0.15679016660370088,False,False,True,False,0.019,탐색적/exploratory,15,0
1,B0_tau,panderm,B0,union,True,False,severe,3,0.5871577898113401,0.45340766420782985,0.7209079154148504,0.6851527832017499,0.6678385249228491,0.7024670414806506,0.6961219075022987,0.676151283250546,0.7160925317540515,15,0,True,15,-0.010969124300548772,0.010264737240996602,0,-0.023358034854264936,0.0014197862531673926,0.07836989606281475,0.0057762903059364835,0.017403046973448102,0.07013313433797512,False,False,False,False,0.019,탐색적/exploratory,15,0
1,B0d,dinov2,B0d,tau,False,False,severe,3,0.31405280310603395,0.19961461890868343,0.4284909873033845,0.6278652066812624,0.597086896023419,0.6586435173391059,0.6774668424864374,0.6607079908120219,0.6942256941608529,15,0,True,15,-0.049601635805174994,0.024238551518802567,0,-0.07885608622780764,-0.020347185382542345,0.0026958521739633328,0.013639794851135211,0.041094539562622844,0.9761586838521323,False,False,False,False,0.019,탐색적/exploratory,15,0
1,B0d,dinov2,B0d,offset,False,False,severe,3,0.31405280310603395,0.19961461890868343,0.4284909873033845,0.6278652066812624,0.597086896023419,0.6586435173391059,0.6561078407952607,0.6299510709212177,0.6822646106693038,15,0,True,15,-0.02824263411399826,0.02165939316214558,0,-0.054384198017054436,-0.00210107021094209,0.03615284289151533,0.012188421370912899,0.036721781353713755,0.7450552801829855,False,False,False,False,0.019,탐색적/exploratory,15,0
1,B0d,dinov2,B0d,union,True,False,severe,3,0.31405280310603395,0.19961461890868343,0.4284909873033845,0.6278652066812624,0.597086896023419,0.6586435173391059,0.6776268257159938,0.661081869025831,0.6941717824061565,15,0,True,15,-0.04976161903473131,0.023939375327837263,0,-0.07865498207805266,-0.020868255991409963,0.0024063958804052556,0.013471439004213203,0.04058731008538774,0.9778371949919634,False,False,False,False,0.019,탐색적/exploratory,15,0
1,B1d,dinov2,B0d,tau,False,True,severe,3,0.571613953017129,0.46370034164830104,0.6795275643859571,0.6681661844314526,0.6422564039040807,0.6940759649588245,0.6749147016888007,0.6552998940093867,0.6945295093682148,15,0,True,15,-0.006748517257348033,0.019261660271792373,3,-0.029996164091426688,0.01649912957673062,0.5435519858473563,0.01083914170348445,0.03265661561776677,0.12083992512645822,False,False,True,False,0.019,탐색적/exploratory,15,0
1,B1d,dinov2,B0d,offset,False,True,severe,3,0.571613953017129,0.46370034164830104,0.6795275643859571,0.6681661844314526,0.6422564039040807,0.6940759649588245,0.6524712069012577,0.625895858110915,0.6790465556916004,15,0,True,15,0.01569497753019496,0.030231854743686292,9,-0.02079302362355939,0.052182978683949305,0.37186300906074554,0.017012414968498545,0.05125570931299854,0.401953048185098,False,False,True,False,0.019,탐색적/exploratory,15,0
1,B1d,dinov2,B0d,union,True,True,severe,3,0.571613953017129,0.46370034164830104,0.6795275643859571,0.6681661844314526,0.6422564039040807,0.6940759649588245,0.6754851591095664,0.6570779341898754,0.6938923840292575,15,0,True,15,-0.007318974678113718,0.019299930066882083,3,-0.030612810816131087,0.015974861459903653,0.5113507980020708,0.010860677320149236,0.03272149901672514,0.13123299999760926,False,False,True,False,0.019,탐색적/exploratory,15,0
1,B0d_tau,dinov2,B0d,tau,False,False,severe,3,0.5866435941108866,0.4574451753730277,0.7158420128487455,0.6634047870662733,0.6449392121805431,0.6818703619520035,0.6753508101226643,0.6592189936593295,0.6914826265859991,15,0,True,15,-0.011946023056390979,0.010674584637090069,0,-0.024829594370695936,0.0009375482579139765,0.066644508931182,0.006006924318808513,0.018097910691700234,0.10067096560763893,False,False,False,False,0.019,탐색적/exploratory,15,0
1,B0d_tau,dinov2,B0d,offset,False,False,severe,3,0.5866435941108866,0.4574451753730277,0.7158420128487455,0.6634047870662733,0.6449392121805431,0.6818703619520035,0.6516344708105051,0.6252506977900975,0.6780182438309127,15,0,True,15,0.011770316255768017,0.020558917601209845,10,-0.013043040897237942,0.03658367340877398,0.32622939251811456,0.011569149180567386,0.034856012417748584,0.24427638874127988,False,False,True,False,0.019,탐색적/exploratory,15,0
