seed,arm,fold,bacc,mcc,mae_plain,macro_mae_true,qwk,lr,wd,epoch,grid_edge_wd,grid_edge_epoch,per_class_recall
0,B1,5,0.7095983112932266,0.7174674013923441,0.2749326145552561,0.40327435276587825,0.8741886745988412,0.01,10.0,530,False,False,"[0.980225988700565, 0.7692307692307693, 0.6095238095238096, 0.5428571428571428, 0.6461538461538462]"
0,B1,6,0.681146334966369,0.6868339328178321,0.3044654939106901,0.45795434929560563,0.8555589926850702,0.01,10.0,110,False,False,"[0.9736842105263158, 0.6883116883116883, 0.6036866359447005, 0.5945945945945946, 0.5454545454545454]"
0,B1,7,0.6715263582975904,0.6900720305719332,0.2813793103448276,0.4489917949787211,0.8666060933019109,0.01,30.0,210,False,False,"[0.9838274932614556, 0.7183098591549296, 0.578125, 0.5454545454545454, 0.5319148936170213]"
0,B1,8,0.6880109330021782,0.655350593751676,0.31215469613259667,0.4236036754813147,0.8647459315841912,0.01,30.0,250,False,False,"[0.9473684210526315, 0.7808219178082192, 0.45918367346938777, 0.7435897435897436, 0.509090909090909]"
0,B1,9,0.6890026929956028,0.7302623390314135,0.2336065573770492,0.4062579731624236,0.8992866750387261,0.01,10.0,700,False,False,"[0.986737400530504, 0.704225352112676, 0.6793478260869565, 0.5263157894736842, 0.5483870967741935]"
0,B1,10,0.6476401159794615,0.6663469343153009,0.3065187239944521,0.46793221381599837,0.8674679123387585,0.001,10.0,110,False,False,"[0.9797687861271677, 0.618421052631579, 0.5663265306122449, 0.47368421052631576, 0.6]"
0,B1,11,0.6878750908034134,0.7076948266188392,0.25679347826086957,0.41581776059190245,0.8841244176367273,0.01,10.0,40,False,False,"[0.9736147757255936, 0.72, 0.6329787234042553, 0.6842105263157895, 0.42857142857142855]"
0,B1,12,0.6892833568240546,0.7151146160710423,0.25375170532060026,0.4016517500587268,0.8841743782855057,0.01,10.0,350,False,False,"[0.9744318181818182, 0.7777777777777778, 0.6651162790697674, 0.4090909090909091, 0.62]"
0,B1,13,0.7163499871918398,0.7012771302916605,0.27604871447902574,0.3935868533095814,0.8752413444555686,0.01,10.0,330,False,False,"[0.9835616438356164, 0.7564102564102564, 0.5458937198067633, 0.7096774193548387, 0.5862068965517241]"
0,B1,14,0.7110579379456481,0.6987133500232614,0.2946793997271487,0.4159340499077131,0.8625106550595121,0.01,10.0,130,False,False,"[0.9614325068870524, 0.8260869565217391, 0.5751295336787565, 0.7380952380952381, 0.45454545454545453]"
0,B4,0,0.6933834515729109,0.7019572450651997,0.25068493150684934,0.41568618291698706,0.8859002765325226,0.01,3.0,70,False,False,"[0.9758064516129032, 0.6197183098591549, 0.6262626262626263, 0.7272727272727273, 0.5178571428571429]"
0,B4,1,0.6818832939094137,0.6936320064078475,0.24456521739130435,0.38662273988847484,0.9030592532752626,0.01,10.0,190,False,False,"[0.9811320754716981, 0.6714285714285714, 0.5825242718446602, 0.6470588235294118, 0.5272727272727272]"
0,B4,2,0.6846720702186123,0.68603480179939,0.27800269905533065,0.41620812874429225,0.8818957580536582,0.01,3.0,70,False,False,"[0.9719101123595506, 0.7142857142857143, 0.5728643216080402, 0.6470588235294118, 0.5172413793103449]"
0,B4,3,0.6709287864235207,0.6813463079277534,0.26859504132231404,0.41261412901967837,0.8889269671860274,0.001,3.0,120,False,False,"[0.9667590027700831, 0.75, 0.5706806282722513, 0.5833333333333334, 0.4838709677419355]"
0,B4,4,0.6458191412896791,0.6711220419180276,0.2812071330589849,0.4503386743788667,0.8827352974830589,0.01,10.0,90,False,False,"[0.9826086956521739, 0.6973684210526315, 0.6, 0.5897435897435898, 0.359375]"
