seed,arm,fold,lr_match,wd_match,epoch_match,score_absdiff,inner_best_absdiff,inner_epoch_match,n_tied_match,n_inner_valid,n_cands,lr_mine,wd_mine,epoch_mine
4,B0d,1,True,True,True,0.0,0.0,True,True,3,16,0.01,10.0,750
4,B0d,2,True,True,True,0.0,0.0,True,True,3,16,0.001,0.1,170
4,B0d,3,True,True,True,0.0,0.0,True,True,3,16,0.001,3.0,470
4,B0d,4,True,True,True,0.0,0.0,True,True,3,16,0.001,3.0,230
4,B0d,5,True,True,True,0.0,0.0,True,True,3,16,0.01,10.0,750
4,B0d,6,True,True,True,0.0,0.0,True,True,3,16,0.01,10.0,670
4,B0d,7,True,True,True,0.0,0.0,True,True,3,16,0.01,3.0,50
4,B0d,8,True,True,True,0.0,0.0,True,True,3,16,0.01,10.0,550
4,B0d,9,True,True,True,0.0,0.0,True,True,3,16,0.001,1.0,260
4,B0d,10,True,True,True,0.0,0.0,True,True,3,16,0.001,0.1,210
4,B0d,11,True,True,True,0.0,0.0,True,True,3,16,0.01,10.0,500
4,B0d,12,True,True,True,0.0,0.0,True,True,3,16,0.001,0.01,190
4,B0d,13,True,True,True,0.0,0.0,True,True,3,16,0.01,10.0,720
4,B0d,14,True,True,True,0.0,0.0,True,True,3,16,0.001,1.0,360
4,B1d,0,True,True,True,0.0,0.0,True,True,3,16,0.01,30.0,130
4,B1d,1,True,True,True,0.0,0.0,True,True,3,16,0.01,30.0,380
4,B1d,2,True,True,True,0.0,0.0,True,True,3,16,0.01,30.0,130
4,B1d,3,True,True,True,0.0,0.0,True,True,3,16,0.01,30.0,100
4,B1d,4,True,True,True,0.0,0.0,True,True,3,16,0.01,30.0,290
4,B1d,5,True,True,True,0.0,0.0,True,True,3,16,0.01,30.0,290
4,B1d,6,True,True,True,0.0,0.0,True,True,3,16,0.01,30.0,380
4,B1d,7,True,True,True,0.0,0.0,True,True,3,16,0.01,30.0,240
4,B1d,8,True,True,True,0.0,0.0,True,True,3,16,0.01,10.0,30
4,B1d,9,True,True,True,0.0,0.0,True,True,3,16,0.01,30.0,210
4,B1d,10,True,True,True,0.0,0.0,True,True,3,16,0.01,30.0,450
4,B1d,11,True,True,True,0.0,0.0,True,True,3,16,0.01,30.0,310
4,B1d,12,True,True,True,0.0,0.0,True,True,3,16,0.01,30.0,290
4,B1d,13,True,True,True,0.0,0.0,True,True,3,16,0.01,30.0,250
4,B1d,14,True,True,True,0.0,0.0,True,True,3,16,0.01,10.0,440
