seed,arm,family,frontier_base,axis,fold,recall_target,bacc,frontier_bacc,gap,exploratory
1,B1,panderm,B0,union,3,0.5277777777777778,0.69437356142321,0.7217012611262198,-0.027327699703009745,탐색적/exploratory
1,B1,panderm,B0,tau,4,0.6153846153846154,0.6832663846683353,0.6846148229084826,-0.0013484382401472983,탐색적/exploratory
1,B1,panderm,B0,offset,4,0.6153846153846154,0.6832663846683353,0.6376758321490978,0.04559055251923749,탐색적/exploratory
1,B1,panderm,B0,union,4,0.6153846153846154,0.6832663846683353,0.6846148229084826,-0.0013484382401472983,탐색적/exploratory
1,B1,panderm,B0,tau,5,0.6285714285714286,0.7160352641708574,0.7266790836282361,-0.01064381945737869,탐색적/exploratory
1,B1,panderm,B0,offset,5,0.6285714285714286,0.7160352641708574,0.7051604892282859,0.010874774942571497,탐색적/exploratory
1,B1,panderm,B0,union,5,0.6285714285714286,0.7160352641708574,0.7266790836282361,-0.01064381945737869,탐색적/exploratory
1,B1,panderm,B0,tau,6,0.5135135135135135,0.673057475264606,0.6767777346724715,-0.003720259407865467,탐색적/exploratory
1,B1,panderm,B0,offset,6,0.5135135135135135,0.673057475264606,0.6573841276727524,0.01567334759185357,탐색적/exploratory
1,B1,panderm,B0,union,6,0.5135135135135135,0.673057475264606,0.6767777346724715,-0.003720259407865467,탐색적/exploratory
1,B1,panderm,B0,tau,7,0.4772727272727273,0.665270313810163,0.6769561723803156,-0.011685858570152585,탐색적/exploratory
1,B1,panderm,B0,offset,7,0.4772727272727273,0.665270313810163,0.6575928718057281,0.007677442004434876,탐색적/exploratory
1,B1,panderm,B0,union,7,0.4772727272727273,0.665270313810163,0.6769561723803156,-0.011685858570152585,탐색적/exploratory
1,B1,panderm,B0,tau,8,0.5128205128205128,0.6548189390861139,0.6922292819763426,-0.03741034289022871,탐색적/exploratory
1,B1,panderm,B0,offset,8,0.5128205128205128,0.6548189390861139,0.6848119844406524,-0.029993045354538506,탐색적/exploratory
1,B1,panderm,B0,union,8,0.5128205128205128,0.6548189390861139,0.6922292819763426,-0.03741034289022871,탐색적/exploratory
1,B1,panderm,B0,tau,9,0.6052631578947368,0.6757836132554805,0.689072039464911,-0.013288426209430493,탐색적/exploratory
1,B1,panderm,B0,offset,9,0.6052631578947368,0.6757836132554805,0.6671021093784595,0.008681503877021046,탐색적/exploratory
1,B1,panderm,B0,union,9,0.6052631578947368,0.6757836132554805,0.689072039464911,-0.013288426209430493,탐색적/exploratory
1,B1,panderm,B0,tau,10,0.42105263157894735,0.6479086444434786,0.6736083921294056,-0.025699747685926977,탐색적/exploratory
1,B1,panderm,B0,offset,10,0.42105263157894735,0.6479086444434786,0.6608840974315354,-0.012975452988056801,탐색적/exploratory
1,B1,panderm,B0,union,10,0.42105263157894735,0.6479086444434786,0.6736083921294056,-0.025699747685926977,탐색적/exploratory
1,B1,panderm,B0,tau,11,0.5526315789473685,0.6648730689633194,0.7018579224685528,-0.036984853505233395,탐색적/exploratory
1,B1,panderm,B0,offset,11,0.5526315789473685,0.6648730689633194,0.6801207649168393,-0.015247695953519824,탐색적/exploratory
1,B1,panderm,B0,union,11,0.5526315789473685,0.6648730689633194,0.7018579224685528,-0.036984853505233395,탐색적/exploratory
1,B1,panderm,B0,tau,12,0.5227272727272727,0.6961435870331218,0.7017940451021847,-0.005650458069062836,탐색적/exploratory
1,B1,panderm,B0,offset,12,0.5227272727272727,0.6961435870331218,0.696156976744186,-1.3389711064126786e-05,탐색적/exploratory
1,B1,panderm,B0,union,12,0.5227272727272727,0.6961435870331218,0.7017940451021847,-0.005650458069062836,탐색적/exploratory
1,B1,panderm,B0,tau,13,0.8387096774193549,0.7191179580451228,0.7064809010906357,0.012637056954487136,탐색적/exploratory
1,B1,panderm,B0,offset,13,0.8387096774193549,0.7191179580451228,0.6795023572093986,0.03961560083572424,탐색적/exploratory
1,B1,panderm,B0,union,13,0.8387096774193549,0.7191179580451228,0.7064809010906357,0.012637056954487136,탐색적/exploratory
1,B1,panderm,B0,tau,14,0.6666666666666666,0.7131702658070186,0.724898393093523,-0.011728127286504408,탐색적/exploratory
1,B1,panderm,B0,offset,14,0.6666666666666666,0.7131702658070186,0.7050025714794602,0.008167694327558372,탐색적/exploratory
1,B1,panderm,B0,union,14,0.6666666666666666,0.7131702658070186,0.724898393093523,-0.011728127286504408,탐색적/exploratory
1,B4,panderm,B0,tau,0,0.7878787878787878,0.7078525896335982,0.7000936377469772,0.007758951886621013,탐색적/exploratory
1,B4,panderm,B0,offset,0,0.7878787878787878,0.7078525896335982,0.6765793522949362,0.03127323733866205,탐색적/exploratory
1,B4,panderm,B0,union,0,0.7878787878787878,0.7078525896335982,0.7000936377469772,0.007758951886621013,탐색적/exploratory
1,B4,panderm,B0,tau,1,0.6764705882352942,0.6821875356414111,0.6548580452014608,0.027329490439950255,탐색적/exploratory
1,B4,panderm,B0,offset,1,0.6764705882352942,0.6821875356414111,0.6614223034381865,0.02076523220322457,탐색적/exploratory
1,B4,panderm,B0,union,1,0.6764705882352942,0.6821875356414111,0.6614223034381865,0.02076523220322457,탐색적/exploratory
1,B4,panderm,B0,tau,2,0.6274509803921569,0.6774463507024195,0.6921404325771181,-0.014694081874698561,탐색적/exploratory
1,B4,panderm,B0,offset,2,0.6274509803921569,0.6774463507024195,0.6861665756626236,-0.008720224960204082,탐색적/exploratory
1,B4,panderm,B0,union,2,0.6274509803921569,0.6774463507024195,0.6921404325771181,-0.014694081874698561,탐색적/exploratory
1,B4,panderm,B0,tau,3,0.5555555555555556,0.6733415356154693,0.7217012611262198,-0.04835972551075052,탐색적/exploratory
1,B4,panderm,B0,offset,3,0.5555555555555556,0.6733415356154693,0.6752389066070451,-0.0018973709915758308,탐색적/exploratory
1,B4,panderm,B0,union,3,0.5555555555555556,0.6733415356154693,0.7217012611262198,-0.04835972551075052,탐색적/exploratory
1,B4,panderm,B0,tau,4,0.5128205128205128,0.6285313636383151,0.6846148229084826,-0.05608345927016756,탐색적/exploratory
1,B4,panderm,B0,offset,4,0.5128205128205128,0.6285313636383151,0.6376758321490978,-0.009144468510782766,탐색적/exploratory
1,B4,panderm,B0,union,4,0.5128205128205128,0.6285313636383151,0.6846148229084826,-0.05608345927016756,탐색적/exploratory
1,B4,panderm,B0,tau,5,0.6285714285714286,0.703203576084932,0.7266790836282361,-0.023475507543304075,탐색적/exploratory
1,B4,panderm,B0,offset,5,0.6285714285714286,0.703203576084932,0.7051604892282859,-0.001956913143353889,탐색적/exploratory
1,B4,panderm,B0,union,5,0.6285714285714286,0.703203576084932,0.7266790836282361,-0.023475507543304075,탐색적/exploratory
1,B4,panderm,B0,tau,6,0.7567567567567568,0.6909562286472304,0.6421462761021335,0.0488099525450969,탐색적/exploratory
1,B4,panderm,B0,offset,6,0.7567567567567568,0.6909562286472304,0.6346617779554962,0.05629445069173422,탐색적/exploratory
1,B4,panderm,B0,union,6,0.7567567567567568,0.6909562286472304,0.6421462761021335,0.0488099525450969,탐색적/exploratory
1,B4,panderm,B0,tau,7,0.6818181818181818,0.6817662701174505,0.6764512776603663,0.005314992457084222,탐색적/exploratory
1,B4,panderm,B0,offset,7,0.6818181818181818,0.6817662701174505,0.6575928718057281,0.024173398311722383,탐색적/exploratory
1,B4,panderm,B0,union,7,0.6818181818181818,0.6817662701174505,0.6764512776603663,0.005314992457084222,탐색적/exploratory
1,B4,panderm,B0,tau,8,0.5897435897435898,0.6821921012926103,0.6922292819763426,-0.010037180683732272,탐색적/exploratory
1,B4,panderm,B0,offset,8,0.5897435897435898,0.6821921012926103,0.6848119844406524,-0.002619883148042068,탐색적/exploratory
1,B4,panderm,B0,union,8,0.5897435897435898,0.6821921012926103,0.6922292819763426,-0.010037180683732272,탐색적/exploratory
1,B4,panderm,B0,tau,9,0.5789473684210527,0.6604099324758891,0.689072039464911,-0.02866210698902194,탐색적/exploratory
1,B4,panderm,B0,offset,9,0.5789473684210527,0.6604099324758891,0.6763089448401853,-0.01589901236429625,탐색적/exploratory
1,B4,panderm,B0,union,9,0.5789473684210527,0.6604099324758891,0.689072039464911,-0.02866210698902194,탐색적/exploratory
1,B4,panderm,B0,tau,10,0.47368421052631576,0.6363244053091505,0.6691225698114307,-0.032798164502280236,탐색적/exploratory
1,B4,panderm,B0,offset,10,0.47368421052631576,0.6363244053091505,0.6608840974315354,-0.024559692122384957,탐색적/exploratory
1,B4,panderm,B0,union,10,0.47368421052631576,0.6363244053091505,0.6691225698114307,-0.032798164502280236,탐색적/exploratory
1,B4,panderm,B0,tau,11,0.7631578947368421,0.6777848164170602,0.7018579224685528,-0.0240731060514926,탐색적/exploratory
1,B4,panderm,B0,offset,11,0.7631578947368421,0.6777848164170602,0.6801207649168393,-0.002335948499779028,탐색적/exploratory
1,B4,panderm,B0,union,11,0.7631578947368421,0.6777848164170602,0.7018579224685528,-0.0240731060514926,탐색적/exploratory
1,B4,panderm,B0,tau,12,0.6818181818181818,0.7014059196617335,0.696994597134132,0.004411322527601458,탐색적/exploratory
1,B4,panderm,B0,offset,12,0.6818181818181818,0.7014059196617335,0.696156976744186,0.005248942917547517,탐색적/exploratory
1,B4,panderm,B0,union,12,0.6818181818181818,0.7014059196617335,0.696994597134132,0.004411322527601458,탐색적/exploratory
1,B4,panderm,B0,tau,13,0.7741935483870968,0.6845122641892398,0.7098208307722816,-0.025308566583041814,탐색적/exploratory
1,B4,panderm,B0,offset,13,0.7741935483870968,0.6845122641892398,0.6795023572093986,0.005009906979841272,탐색적/exploratory
1,B4,panderm,B0,union,13,0.7741935483870968,0.6845122641892398,0.7098208307722816,-0.025308566583041814,탐색적/exploratory
1,B4,panderm,B0,tau,14,0.7857142857142857,0.7094852617124218,0.5709505980717762,0.1385346636406456,탐색적/exploratory
1,B4,panderm,B0,offset,14,0.7857142857142857,0.7094852617124218,0.6465908370575679,0.06289442465485384,탐색적/exploratory
1,B4,panderm,B0,union,14,0.7857142857142857,0.7094852617124218,0.6465908370575679,0.06289442465485384,탐색적/exploratory
1,B0_tau,panderm,B0,tau,0,0.7878787878787878,0.6919831796251605,0.7000936377469772,-0.008110458121816655,탐색적/exploratory
1,B0_tau,panderm,B0,offset,0,0.7878787878787878,0.6919831796251605,0.6765793522949362,0.015403827330224384,탐색적/exploratory
1,B0_tau,panderm,B0,union,0,0.7878787878787878,0.6919831796251605,0.7000936377469772,-0.008110458121816655,탐색적/exploratory
1,B0_tau,panderm,B0,tau,1,0.47058823529411764,0.6639615126638176,0.6825906741987041,-0.018629161534886474,탐색적/exploratory
1,B0_tau,panderm,B0,offset,1,0.47058823529411764,0.6639615126638176,0.6649444466290906,-0.0009829339652729363,탐색적/exploratory
1,B0_tau,panderm,B0,union,1,0.47058823529411764,0.6639615126638176,0.6825906741987041,-0.018629161534886474,탐색적/exploratory
1,B0_tau,panderm,B0,tau,2,0.6274509803921569,0.6875540375286467,0.6921404325771181,-0.004586395048471359,탐색적/exploratory
1,B0_tau,panderm,B0,offset,2,0.6274509803921569,0.6875540375286467,0.6861665756626236,0.0013874618660231208,탐색적/exploratory
1,B0_tau,panderm,B0,union,2,0.6274509803921569,0.6875540375286467,0.6921404325771181,-0.004586395048471359,탐색적/exploratory
1,B0_tau,panderm,B0,tau,3,0.6666666666666666,0.7086951494149732,0.7086951494149732,0.0,탐색적/exploratory
1,B0_tau,panderm,B0,offset,3,0.6666666666666666,0.7086951494149732,0.6634452345229425,0.045249914892030785,탐색적/exploratory
1,B0_tau,panderm,B0,union,3,0.6666666666666666,0.7086951494149732,0.7086951494149732,0.0,탐색적/exploratory
1,B0_tau,panderm,B0,tau,4,0.6153846153846154,0.6804622275363751,0.6846148229084826,-0.004152595372107548,탐색적/exploratory
1,B0_tau,panderm,B0,offset,4,0.6153846153846154,0.6804622275363751,0.6376758321490978,0.04278639538727724,탐색적/exploratory
1,B0_tau,panderm,B0,union,4,0.6153846153846154,0.6804622275363751,0.6846148229084826,-0.004152595372107548,탐색적/exploratory
1,B0_tau,panderm,B0,tau,5,0.5428571428571428,0.7154069659154405,0.7266790836282361,-0.01127211771279557,탐색적/exploratory
1,B0_tau,panderm,B0,offset,5,0.5428571428571428,0.7154069659154405,0.7051604892282859,0.010246476687154615,탐색적/exploratory
1,B0_tau,panderm,B0,union,5,0.5428571428571428,0.7154069659154405,0.7266790836282361,-0.01127211771279557,탐색적/exploratory
1,B0_tau,panderm,B0,tau,6,0.5135135135135135,0.6724151068803021,0.6767777346724715,-0.004362627792169338,탐색적/exploratory
1,B0_tau,panderm,B0,offset,6,0.5135135135135135,0.6724151068803021,0.6573841276727524,0.0150309792075497,탐색적/exploratory
1,B0_tau,panderm,B0,union,6,0.5135135135135135,0.6724151068803021,0.6767777346724715,-0.004362627792169338,탐색적/exploratory
1,B0_tau,panderm,B0,tau,7,0.5454545454545454,0.6720873475099959,0.6769561723803156,-0.004868824870319699,탐색적/exploratory
1,B0_tau,panderm,B0,offset,7,0.5454545454545454,0.6720873475099959,0.6575928718057281,0.014494475704267762,탐색적/exploratory
1,B0_tau,panderm,B0,union,7,0.5454545454545454,0.6720873475099959,0.6769561723803156,-0.004868824870319699,탐색적/exploratory
1,B0_tau,panderm,B0,tau,8,0.6410256410256411,0.687223998379844,0.6922292819763426,-0.005005283596498544,탐색적/exploratory
1,B0_tau,panderm,B0,offset,8,0.6410256410256411,0.687223998379844,0.6848119844406524,0.0024120139391916595,탐색적/exploratory
1,B0_tau,panderm,B0,union,8,0.6410256410256411,0.687223998379844,0.6922292819763426,-0.005005283596498544,탐색적/exploratory
1,B0_tau,panderm,B0,tau,9,0.6052631578947368,0.6799233045848063,0.689072039464911,-0.009148734880104703,탐색적/exploratory
1,B0_tau,panderm,B0,offset,9,0.6052631578947368,0.6799233045848063,0.6671021093784595,0.012821195206346836,탐색적/exploratory
1,B0_tau,panderm,B0,union,9,0.6052631578947368,0.6799233045848063,0.689072039464911,-0.009148734880104703,탐색적/exploratory
1,B0_tau,panderm,B0,tau,10,0.42105263157894735,0.6648102390894343,0.6736083921294056,-0.008798153039971335,탐색적/exploratory
1,B0_tau,panderm,B0,offset,10,0.42105263157894735,0.6648102390894343,0.6608840974315354,0.003926141657898841,탐색적/exploratory
1,B0_tau,panderm,B0,union,10,0.42105263157894735,0.6648102390894343,0.6736083921294056,-0.008798153039971335,탐색적/exploratory
1,B0_tau,panderm,B0,tau,11,0.7631578947368421,0.6922834543834464,0.7018579224685528,-0.009574468085106425,탐색적/exploratory
1,B0_tau,panderm,B0,offset,11,0.7631578947368421,0.6922834543834464,0.6801207649168393,0.012162689466607146,탐색적/exploratory
1,B0_tau,panderm,B0,union,11,0.7631578947368421,0.6922834543834464,0.7018579224685528,-0.009574468085106425,탐색적/exploratory
1,B0_tau,panderm,B0,tau,12,0.4772727272727273,0.6861382428940569,0.7017940451021847,-0.01565580220812779,탐색적/exploratory
1,B0_tau,panderm,B0,offset,12,0.4772727272727273,0.6861382428940569,0.696156976744186,-0.01001873385012908,탐색적/exploratory
1,B0_tau,panderm,B0,union,12,0.4772727272727273,0.6861382428940569,0.7017940451021847,-0.01565580220812779,탐색적/exploratory
1,B0_tau,panderm,B0,tau,13,0.6774193548387096,0.6921585262639083,0.7098208307722816,-0.01766230450837336,탐색적/exploratory
1,B0_tau,panderm,B0,offset,13,0.6774193548387096,0.6921585262639083,0.686996790307159,0.0051617359567492915,탐색적/exploratory
1,B0_tau,panderm,B0,union,13,0.6774193548387096,0.6921585262639083,0.7098208307722816,-0.01766230450837336,탐색적/exploratory
1,B0_tau,panderm,B0,tau,14,0.4523809523809524,0.6821884553560402,0.724898393093523,-0.04270993773748277,탐색적/exploratory
1,B0_tau,panderm,B0,offset,14,0.4523809523809524,0.6821884553560402,0.7050025714794602,-0.022814116123419992,탐색적/exploratory
1,B0_tau,panderm,B0,union,14,0.4523809523809524,0.6821884553560402,0.724898393093523,-0.04270993773748277,탐색적/exploratory
1,B0d,dinov2,B0d,tau,0,0.36363636363636365,0.6551017411081019,0.6859982147692281,-0.030896473661126134,탐색적/exploratory
1,B0d,dinov2,B0d,offset,0,0.36363636363636365,0.6551017411081019,0.6810335948568571,-0.025931853748755174,탐색적/exploratory
1,B0d,dinov2,B0d,union,0,0.36363636363636365,0.6551017411081019,0.6859982147692281,-0.030896473661126134,탐색적/exploratory
1,B0d,dinov2,B0d,tau,1,0.29411764705882354,0.6201041026578994,0.6780316830890627,-0.057927580431163306,탐색적/exploratory
1,B0d,dinov2,B0d,offset,1,0.29411764705882354,0.6201041026578994,0.6527818080220481,-0.03267770536414871,탐색적/exploratory
1,B0d,dinov2,B0d,union,1,0.29411764705882354,0.6201041026578994,0.6780316830890627,-0.057927580431163306,탐색적/exploratory
1,B0d,dinov2,B0d,tau,2,0.11764705882352941,0.5772151924951443,0.683307470259277,-0.10609227776413266,탐색적/exploratory
1,B0d,dinov2,B0d,offset,2,0.11764705882352941,0.5772151924951443,0.6482296669077601,-0.07101447441261577,탐색적/exploratory
1,B0d,dinov2,B0d,union,2,0.11764705882352941,0.5772151924951443,0.683307470259277,-0.10609227776413266,탐색적/exploratory
1,B0d,dinov2,B0d,tau,3,0.4444444444444444,0.6594861246070076,0.6843041619759167,-0.024818037368909085,탐색적/exploratory
1,B0d,dinov2,B0d,offset,3,0.4444444444444444,0.6594861246070076,0.6639945597437149,-0.0045084351367072895,탐색적/exploratory
1,B0d,dinov2,B0d,union,3,0.4444444444444444,0.6594861246070076,0.6843041619759167,-0.024818037368909085,탐색적/exploratory
1,B0d,dinov2,B0d,tau,4,0.2564102564102564,0.5964586759029886,0.65722482443976,-0.060766148536771425,탐색적/exploratory
1,B0d,dinov2,B0d,offset,4,0.2564102564102564,0.5964586759029886,0.648807698389869,-0.05234902248688034,탐색적/exploratory
1,B0d,dinov2,B0d,union,4,0.2564102564102564,0.5964586759029886,0.65722482443976,-0.060766148536771425,탐색적/exploratory
1,B0d,dinov2,B0d,tau,5,0.22857142857142856,0.622804991618551,0.6654659464828956,-0.042660954864344625,탐색적/exploratory
1,B0d,dinov2,B0d,offset,5,0.22857142857142856,0.622804991618551,0.6414552678959459,-0.018650276277394906,탐색적/exploratory
1,B0d,dinov2,B0d,union,5,0.22857142857142856,0.622804991618551,0.6654659464828956,-0.042660954864344625,탐색적/exploratory
1,B0d,dinov2,B0d,tau,6,0.35135135135135137,0.6585136058820269,0.7039871547511616,-0.04547354886913468,탐색적/exploratory
1,B0d,dinov2,B0d,offset,6,0.35135135135135137,0.6585136058820269,0.6917835327003409,-0.03326992681831398,탐색적/exploratory
1,B0d,dinov2,B0d,union,6,0.35135135135135137,0.6585136058820269,0.7039871547511616,-0.04547354886913468,탐색적/exploratory
1,B0d,dinov2,B0d,tau,7,0.29545454545454547,0.6208936058751202,0.6763852751589767,-0.055491669283856515,탐색적/exploratory
1,B0d,dinov2,B0d,offset,7,0.29545454545454547,0.6208936058751202,0.6307195238111148,-0.009825917935994632,탐색적/exploratory
1,B0d,dinov2,B0d,union,7,0.29545454545454547,0.6208936058751202,0.6763852751589767,-0.055491669283856515,탐색적/exploratory
1,B0d,dinov2,B0d,tau,8,0.3076923076923077,0.6208455092023784,0.6552449923890963,-0.03439948318671793,탐색적/exploratory
1,B0d,dinov2,B0d,offset,8,0.3076923076923077,0.6208455092023784,0.6470887897313731,-0.026243280528994717,탐색적/exploratory
1,B0d,dinov2,B0d,union,8,0.3076923076923077,0.6208455092023784,0.6552449923890963,-0.03439948318671793,탐색적/exploratory
1,B0d,dinov2,B0d,tau,9,0.4473684210526316,0.6556450484288121,0.6620824695314116,-0.006437421102599483,탐색적/exploratory
1,B0d,dinov2,B0d,offset,9,0.4473684210526316,0.6556450484288121,0.6644822179747563,-0.008837169545944157,탐색적/exploratory
1,B0d,dinov2,B0d,union,9,0.4473684210526316,0.6556450484288121,0.6644822179747563,-0.008837169545944157,탐색적/exploratory
1,B0d,dinov2,B0d,tau,10,0.3684210526315789,0.6519871297375751,0.6816829152854187,-0.02969578554784358,탐색적/exploratory
1,B0d,dinov2,B0d,offset,10,0.3684210526315789,0.6519871297375751,0.676423219963139,-0.024436090225563922,탐색적/exploratory
1,B0d,dinov2,B0d,union,10,0.3684210526315789,0.6519871297375751,0.6816829152854187,-0.02969578554784358,탐색적/exploratory
1,B0d,dinov2,B0d,tau,11,0.15789473684210525,0.6209627147079511,0.6949437731475717,-0.07398105843962066,탐색적/exploratory
1,B0d,dinov2,B0d,offset,11,0.15789473684210525,0.6209627147079511,0.6927539481106066,-0.07179123340265559,탐색적/exploratory
1,B0d,dinov2,B0d,union,11,0.15789473684210525,0.6209627147079511,0.6949437731475717,-0.07398105843962066,탐색적/exploratory
1,B0d,dinov2,B0d,tau,12,0.3181818181818182,0.5958267559314071,0.6653447850599014,-0.06951802912849425,탐색적/exploratory
1,B0d,dinov2,B0d,offset,12,0.3181818181818182,0.5958267559314071,0.6224046863988725,-0.02657793046746537,탐색적/exploratory
1,B0d,dinov2,B0d,union,12,0.3181818181818182,0.5958267559314071,0.6653447850599014,-0.06951802912849425,탐색적/exploratory
1,B0d,dinov2,B0d,tau,13,0.3548387096774194,0.6201217985566289,0.6847213094224498,-0.06459951086582094,탐색적/exploratory
1,B0d,dinov2,B0d,offset,13,0.3548387096774194,0.6201217985566289,0.6343283429271235,-0.014206544370494623,탐색적/exploratory
1,B0d,dinov2,B0d,union,13,0.3548387096774194,0.6201217985566289,0.6847213094224498,-0.06459951086582094,탐색적/exploratory
1,B0d,dinov2,B0d,tau,14,0.40476190476190477,0.6420111035073455,0.6832776615344351,-0.04126655802708967,탐색적/exploratory
1,B0d,dinov2,B0d,offset,14,0.40476190476190477,0.6420111035073455,0.6453307544953902,-0.0033196509880447644,탐색적/exploratory
1,B0d,dinov2,B0d,union,14,0.40476190476190477,0.6420111035073455,0.6832776615344351,-0.04126655802708967,탐색적/exploratory
1,B1d,dinov2,B0d,tau,0,0.45454545454545453,0.6422559796707911,0.6859982147692281,-0.043742235098437,탐색적/exploratory
1,B1d,dinov2,B0d,offset,0,0.45454545454545453,0.6422559796707911,0.6810335948568571,-0.03877761518606604,탐색적/exploratory
1,B1d,dinov2,B0d,union,0,0.45454545454545453,0.6422559796707911,0.6859982147692281,-0.043742235098437,탐색적/exploratory
1,B1d,dinov2,B0d,tau,1,0.5294117647058824,0.6769445569031789,0.6780316830890627,-0.0010871261858838022,탐색적/exploratory
1,B1d,dinov2,B0d,offset,1,0.5294117647058824,0.6769445569031789,0.6527818080220481,0.02416274888113079,탐색적/exploratory
1,B1d,dinov2,B0d,union,1,0.5294117647058824,0.6769445569031789,0.6780316830890627,-0.0010871261858838022,탐색적/exploratory
1,B1d,dinov2,B0d,tau,2,0.6862745098039216,0.7080920728659045,0.6776210122426127,0.030471060623291746,탐색적/exploratory
1,B1d,dinov2,B0d,offset,2,0.6862745098039216,0.7080920728659045,0.6482296669077601,0.059862405958144405,탐색적/exploratory
1,B1d,dinov2,B0d,union,2,0.6862745098039216,0.7080920728659045,0.6776210122426127,0.030471060623291746,탐색적/exploratory
1,B1d,dinov2,B0d,tau,3,0.5,0.6654815411224708,0.6843041619759167,-0.01882262085344588,탐색적/exploratory
1,B1d,dinov2,B0d,offset,3,0.5,0.6654815411224708,0.6610887067534168,0.004392834369054022,탐색적/exploratory
1,B1d,dinov2,B0d,union,3,0.5,0.6654815411224708,0.6843041619759167,-0.01882262085344588,탐색적/exploratory
1,B1d,dinov2,B0d,tau,4,0.5128205128205128,0.629320035011871,0.65722482443976,-0.0279047894278891,탐색적/exploratory
1,B1d,dinov2,B0d,offset,4,0.5128205128205128,0.629320035011871,0.648807698389869,-0.01948766337799801,탐색적/exploratory
1,B1d,dinov2,B0d,union,4,0.5128205128205128,0.629320035011871,0.65722482443976,-0.0279047894278891,탐색적/exploratory
1,B1d,dinov2,B0d,tau,5,0.37142857142857144,0.6684261501210654,0.6654659464828956,0.002960203638169845,탐색적/exploratory
1,B1d,dinov2,B0d,offset,5,0.37142857142857144,0.6684261501210654,0.6414552678959459,0.026970882225119563,탐색적/exploratory
1,B1d,dinov2,B0d,union,5,0.37142857142857144,0.6684261501210654,0.6654659464828956,0.002960203638169845,탐색적/exploratory
1,B1d,dinov2,B0d,tau,6,0.6756756756756757,0.6908357258102588,0.7039871547511616,-0.01315142894090282,탐색적/exploratory
1,B1d,dinov2,B0d,offset,6,0.6756756756756757,0.6908357258102588,0.6917835327003409,-0.0009478068900821146,탐색적/exploratory
1,B1d,dinov2,B0d,union,6,0.6756756756756757,0.6908357258102588,0.7039871547511616,-0.01315142894090282,탐색적/exploratory
1,B1d,dinov2,B0d,tau,7,0.7045454545454546,0.6602179059632053,0.6763852751589767,-0.01616736919577144,탐색적/exploratory
1,B1d,dinov2,B0d,offset,7,0.7045454545454546,0.6602179059632053,0.6307195238111148,0.02949838215209044,탐색적/exploratory
1,B1d,dinov2,B0d,union,7,0.7045454545454546,0.6602179059632053,0.6763852751589767,-0.01616736919577144,탐색적/exploratory
1,B1d,dinov2,B0d,tau,8,0.5641025641025641,0.6352101046241587,0.6409316768632325,-0.005721572239073769,탐색적/exploratory
1,B1d,dinov2,B0d,offset,8,0.5641025641025641,0.6352101046241587,0.6470887897313731,-0.011878685107214348,탐색적/exploratory
1,B1d,dinov2,B0d,union,8,0.5641025641025641,0.6352101046241587,0.6470887897313731,-0.011878685107214348,탐색적/exploratory
1,B1d,dinov2,B0d,tau,9,0.6052631578947368,0.6564759585168134,0.6620824695314116,-0.005606511014598192,탐색적/exploratory
1,B1d,dinov2,B0d,offset,9,0.6052631578947368,0.6564759585168134,0.6644822179747563,-0.008006259457942866,탐색적/exploratory
1,B1d,dinov2,B0d,union,9,0.6052631578947368,0.6564759585168134,0.6644822179747563,-0.008006259457942866,탐색적/exploratory
1,B1d,dinov2,B0d,tau,10,0.5789473684210527,0.6736964656448337,0.6754251585261191,-0.0017286928812854097,탐색적/exploratory
1,B1d,dinov2,B0d,offset,10,0.5789473684210527,0.6736964656448337,0.6347988293161921,0.038897636328641516,탐색적/exploratory
1,B1d,dinov2,B0d,union,10,0.5789473684210527,0.6736964656448337,0.6754251585261191,-0.0017286928812854097,탐색적/exploratory
1,B1d,dinov2,B0d,tau,11,0.5789473684210527,0.6829176973197041,0.6949437731475717,-0.012026075827867633,탐색적/exploratory
1,B1d,dinov2,B0d,offset,11,0.5789473684210527,0.6829176973197041,0.6927539481106066,-0.009836250790902556,탐색적/exploratory
1,B1d,dinov2,B0d,union,11,0.5789473684210527,0.6829176973197041,0.6949437731475717,-0.012026075827867633,탐색적/exploratory
1,B1d,dinov2,B0d,tau,12,0.6363636363636364,0.6856761804087385,0.6556105238430819,0.030065656565656518,탐색적/exploratory
1,B1d,dinov2,B0d,offset,12,0.6363636363636364,0.6856761804087385,0.6224046863988725,0.06327149400986598,탐색적/exploratory
1,B1d,dinov2,B0d,union,12,0.6363636363636364,0.6856761804087385,0.6556105238430819,0.030065656565656518,탐색적/exploratory
1,B1d,dinov2,B0d,tau,13,0.5806451612903226,0.6639275706425428,0.6824309889765452,-0.018503418334002375,탐색적/exploratory
1,B1d,dinov2,B0d,offset,13,0.5806451612903226,0.6639275706425428,0.628086302656936,0.03584126798560683,탐색적/exploratory
1,B1d,dinov2,B0d,union,13,0.5806451612903226,0.6639275706425428,0.6824309889765452,-0.018503418334002375,탐색적/exploratory
1,B1d,dinov2,B0d,tau,14,0.5952380952380952,0.683014821846254,0.6832776615344351,-0.0002628396881811934,탐색적/exploratory
1,B1d,dinov2,B0d,offset,14,0.5952380952380952,0.683014821846254,0.6415535299927771,0.0414612918534768,탐색적/exploratory
1,B1d,dinov2,B0d,union,14,0.5952380952380952,0.683014821846254,0.6832776615344351,-0.0002628396881811934,탐색적/exploratory
