dataset,fold,arm,reference,disagreement,correctness_disagreement,sampling_sd_floor
aptos2019,10,first2_ema,full,0.1553398058252427,0.130374479889043,0.021738870342370986
aptos2019,10,first2_ema,selected_training,0.10124826629680998,0.08044382801664356,0.018261145054527854
aptos2019,10,full_llrd,frozen_lr,0.1539528432732316,0.12482662968099861,0.0210196832861622
aptos2019,10,full_llrd,last2,0.11511789181692095,0.09015256588072122,0.020462016525648562
aptos2019,10,full_llrd,full,0.11789181692094314,0.10402219140083217,0.023262062600710075
aptos2019,10,full_llrd,selected_training,0.13314840499306518,0.10957004160887657,0.020473463156005338
aptos2019,10,full_llrd_ema,frozen_lr,0.08460471567267684,0.06657420249653259,0.01673303405510712
aptos2019,10,full_llrd_ema,last2,0.14701803051317613,0.12343966712898752,0.022172377254652213
aptos2019,10,full_llrd_ema,full,0.130374479889043,0.11511789181692095,0.020704508022688847
aptos2019,10,full_llrd_ema,selected_training,0.0957004160887656,0.08183079056865465,0.020035317245349446
aptos2019,10,selected_surgical,frozen_lr,0.1539528432732316,0.12482662968099861,0.0210196832861622
aptos2019,10,selected_surgical,last2,0.11511789181692095,0.09015256588072122,0.020462016525648562
aptos2019,10,selected_surgical,full,0.11789181692094314,0.10402219140083217,0.023262062600710075
aptos2019,10,selected_surgical,selected_training,0.13314840499306518,0.10957004160887657,0.020473463156005338
aptos2019,11,emb,frozen_lr,0.0,0.0,0.0
aptos2019,11,emb,last2,0.07336956521739131,0.04755434782608696,0.015529201843114968
aptos2019,11,emb,full,0.0,0.0,0.0
aptos2019,11,emb,selected_training,0.02717391304347826,0.021739130434782608,0.00768422397254982
aptos2019,11,emb_ema,frozen_lr,0.0,0.0,0.0
aptos2019,11,emb_ema,last2,0.07336956521739131,0.04755434782608696,0.015529201843114968
aptos2019,11,emb_ema,full,0.0,0.0,0.0
aptos2019,11,emb_ema,selected_training,0.02717391304347826,0.021739130434782608,0.00768422397254982
aptos2019,11,first2,frozen_lr,0.0,0.0,0.0
aptos2019,11,first2,last2,0.07336956521739131,0.04755434782608696,0.015529201843114968
aptos2019,11,first2,full,0.0,0.0,0.0
aptos2019,11,first2,selected_training,0.02717391304347826,0.021739130434782608,0.00768422397254982
aptos2019,11,first2_ema,frozen_lr,0.021739130434782608,0.016304347826086956,0.006005688216320605
aptos2019,11,first2_ema,last2,0.08288043478260869,0.05298913043478261,0.015752587190838135
