dataset,fold,arm,actual_arm,seed,bacc,epoch,lr,inner_bacc,n_train,n_test,predictions_sha256,ref_frozen_lr,ref_lora,ref_last2,ref_full,ref_selected_training,previous_bt
aptos2019,5,full_llrd,full_llrd,0,0.6911044887316073,13,0.0001,0.670469387292445,2920,742,0dfea4414ae71e1af1c759df868935d47a589aedfbacd95e347392e3956a347a,0.6972595765816105,0.6929372322592662,0.701800459427578,0.6489377289377289,0.6489377289377289,full
aptos2019,5,full_llrd_ema,full_llrd_ema,0,0.7344744521015707,6,0.0001,0.6955684715084166,2920,742,919ede8ab7444d5494ccbf714fd3faa327376b3b9f285673255c7b382c03a79b,0.6972595765816105,0.6929372322592662,0.701800459427578,0.6489377289377289,0.6489377289377289,full
aptos2019,5,selected_surgical,full_llrd,0,0.6911044887316073,13,0.0001,0.670469387292445,2920,742,0dfea4414ae71e1af1c759df868935d47a589aedfbacd95e347392e3956a347a,0.6972595765816105,0.6929372322592662,0.701800459427578,0.6489377289377289,0.6489377289377289,full
aptos2019,6,emb,emb,0,0.6922911622402285,0,1e-05,0.680878923051603,2923,739,fd37eb67b70dbeb6c39436f82f37feeeef471317fd80f1391c72e316feabc5c7,0.6922911622402285,0.7054998927664462,0.7056842722377528,0.7441046806072273,0.7441046806072273,full
aptos2019,6,emb_ema,emb_ema,0,0.6814803514294177,2,1e-05,0.6840011752978533,2923,739,2e2783ae56791138318296da6913094fa8443ff26b2066a6a8ae7167c79dd7ea,0.6922911622402285,0.7054998927664462,0.7056842722377528,0.7441046806072273,0.7441046806072273,full
aptos2019,6,first2,first2,0,0.6922911622402285,0,1e-05,0.680878923051603,2923,739,fd37eb67b70dbeb6c39436f82f37feeeef471317fd80f1391c72e316feabc5c7,0.6922911622402285,0.7054998927664462,0.7056842722377528,0.7441046806072273,0.7441046806072273,full
aptos2019,6,first2_ema,first2_ema,0,0.687275631418246,2,1e-05,0.6810345221503309,2923,739,fba6948af42f534ee39864304c5390ebd092e1736df309873a40195c8abada8e,0.6922911622402285,0.7054998927664462,0.7056842722377528,0.7441046806072273,0.7441046806072273,full
aptos2019,6,full_llrd,full_llrd,0,0.7012977345744748,6,0.0001,0.6997811857302282,2923,739,dd9c13cd549209cd80e5c054e63effc0bb3719f67876341532f3b2fcefc312c6,0.6922911622402285,0.7054998927664462,0.7056842722377528,0.7441046806072273,0.7441046806072273,full
aptos2019,6,full_llrd_ema,full_llrd_ema,0,0.7471438033407474,4,0.0001,0.7100646720361271,2923,739,6f50c97882639b21d13cc283e1184e4fad0a25286936c42513ea0446b0cb7484,0.6922911622402285,0.7054998927664462,0.7056842722377528,0.7441046806072273,0.7441046806072273,full
aptos2019,6,selected_surgical,full_llrd,0,0.7012977345744748,6,0.0001,0.6997811857302282,2923,739,dd9c13cd549209cd80e5c054e63effc0bb3719f67876341532f3b2fcefc312c6,0.6922911622402285,0.7054998927664462,0.7056842722377528,0.7441046806072273,0.7441046806072273,full
aptos2019,7,emb,emb,0,0.6909150591357593,0,1e-05,0.6653579592745101,2937,725,6b24df6e53bc435a9b91903600764f04977a409c03543b25b46e54d1d731260c,0.6909150591357593,0.6986921293585142,0.6947707619633595,0.6909150591357593,0.6947707619633595,last2
aptos2019,7,emb_ema,emb_ema,0,0.6966320200652353,5,0.0001,0.6659671496841358,2937,725,3faf078b75de3dbb728eea07533b86d8d589e755af489565c9fc2eb8d159b2cc,0.6909150591357593,0.6986921293585142,0.6947707619633595,0.6909150591357593,0.6947707619633595,last2
aptos2019,7,first2,first2,0,0.6909150591357593,0,1e-05,0.6653579592745101,2937,725,6b24df6e53bc435a9b91903600764f04977a409c03543b25b46e54d1d731260c,0.6909150591357593,0.6986921293585142,0.6947707619633595,0.6909150591357593,0.6947707619633595,last2
aptos2019,7,first2_ema,first2_ema,0,0.7000418946167302,1,1e-05,0.6656169461855866,2937,725,894c479058039f74db686d676feef36b252c1ece596c6bd43174b8fdb50cbd55,0.6909150591357593,0.6986921293585142,0.6947707619633595,0.6909150591357593,0.6947707619633595,last2
aptos2019,7,full_llrd,full_llrd,0,0.6909150591357593,0,1e-05,0.6653579592745101,2937,725,6b24df6e53bc435a9b91903600764f04977a409c03543b25b46e54d1d731260c,0.6909150591357593,0.6986921293585142,0.6947707619633595,0.6909150591357593,0.6947707619633595,last2
aptos2019,7,full_llrd_ema,full_llrd_ema,0,0.6949049948970615,3,0.0001,0.6847556176274718,2937,725,de094e299e583ab9475ae69889503266dbea65995600474f3d314cab895e96f1,0.6909150591357593,0.6986921293585142,0.6947707619633595,0.6909150591357593,0.6947707619633595,last2
aptos2019,7,selected_surgical,emb,0,0.6909150591357593,0,1e-05,0.6653579592745101,2937,725,6b24df6e53bc435a9b91903600764f04977a409c03543b25b46e54d1d731260c,0.6909150591357593,0.6986921293585142,0.6947707619633595,0.6909150591357593,0.6947707619633595,last2
aptos2019,8,emb,emb,0,0.6777761514758115,0,1e-05,0.6663384706513907,2938,724,2dc0df558240189d3df527ec480d0d0e2902b8da75b7f1da1dcfd217305158e0,0.6777761514758115,0.6839661607968279,0.6891726047116867,0.6767847037325708,0.6891726047116867,last2
aptos2019,8,emb_ema,emb_ema,0,0.6777761514758115,0,1e-05,0.6663384706513907,2938,724,2dc0df558240189d3df527ec480d0d0e2902b8da75b7f1da1dcfd217305158e0,0.6777761514758115,0.6839661607968279,0.6891726047116867,0.6767847037325708,0.6891726047116867,last2
aptos2019,8,first2,first2,0,0.6663832693589674,10,1e-05,0.671135146747282,2938,724,368d024f4a1f36477d08475f78a6db85a916c092020266a4010fced0d1ee5061,0.6777761514758115,0.6839661607968279,0.6891726047116867,0.6767847037325708,0.6891726047116867,last2
