dataset,mode,sd_live,sd_ema,sd_ratio_ema_over_live,ratio_ci_lo,ratio_ci_hi,mean_disagreement_live,mean_disagreement_ema,floor_live,floor_ema
aptos2019,emb,0.01321998985306873,0.009436101600473515,0.7137752528821444,0.39100301844268726,2.8212929813146297,0.02280350260441807,0.03287589973356011,0.009069471630177293,0.010005318419831124
aptos2019,first2,0.01088892087225825,0.00997039204712013,0.9156455597470399,0.3816925949566247,1.6665178781152512,0.03660342409705073,0.03937641194836275,0.01104533171127907,0.011028046043094812
aptos2019,full_llrd,0.029978086877633585,0.021416237470670955,0.7143964042164892,0.4075927039064083,1.6992552565064765,0.12053633223488487,0.10982739505858001,0.019899452115131975,0.0199184235311763
