dataset,arm,folds,seeds,seed_variance,fold_variance,seed_share,seed_sd,mean_pairwise_seed_disagreement
aptos2019,emb,5,3,6.186606304585268e-05,0.0005025399503354963,0.10961269295345372,0.00786549827066618,0.03375903975873461
aptos2019,emb_ema,5,3,8.326250628818399e-05,0.00025628611413892487,0.24521526897517762,0.00912482911008113,0.03386215546301234
aptos2019,first2,5,3,7.98844107917327e-05,0.00018792215947115333,0.29829145234680404,0.008937807941085594,0.04312689044365464
aptos2019,first2_ema,5,3,0.000119628874067939,3.187330322586727e-05,0.7896181837436186,0.010937498528819969,0.02842412512292438
aptos2019,full_llrd,5,3,0.0005954329146186328,0.0004270222066222487,0.5823560391540686,0.024401494106276213,0.10695847041379913
aptos2019,full_llrd_ema,5,3,3.496629817700048e-05,0.0004315408794097639,0.07495339805462521,0.0059132307731899385,0.05198378032978825
aptos2019,bt_lora,5,3,0.00037134151668622334,0.00011215163857265027,0.7680388287759696,0.01927022357644621,0.06455328595216633
