condition,seed,arm,fold,bacc,mcc,macro_mae,lr,wd,epoch,per_class_recall
seed,3,B4,6,0.6994553770382212,0.7338592521329357,0.2155525238744884,0.01,3.0,200,"[0.9861495844875346, 0.7027027027027027, 0.685, 0.5641025641025641, 0.559322033898305]"
seed,3,B4,7,0.6945135249339203,0.7063320267786709,0.2459016393442623,0.01,10.0,730,"[0.9750692520775623, 0.7432432432432432, 0.62, 0.7105263157894737, 0.423728813559322]"
seed,3,B4,8,0.6510475596494188,0.6599688329737107,0.28005464480874315,0.01,10.0,140,"[0.9667590027700831, 0.7027027027027027, 0.555, 0.6578947368421053, 0.3728813559322034]"
seed,3,B4,9,0.6609082007822505,0.6757768029499699,0.2855191256830601,0.001,10.0,650,"[0.9667590027700831, 0.6891891891891891, 0.592964824120603, 0.5641025641025641, 0.4915254237288136]"
seed,3,B4,10,0.7031935174582716,0.7130329875588859,0.24965893587994542,0.001,0.01,390,"[0.9778393351800554, 0.7297297297297297, 0.625, 0.6410256410256411, 0.5423728813559322]"
seed,3,B4,11,0.6306217852490448,0.6393982904504187,0.3096862210095498,0.01,10.0,70,"[0.96398891966759, 0.6621621621621622, 0.53, 0.6410256410256411, 0.3559322033898305]"
seed,3,B4,12,0.6527620215642658,0.6854026232722585,0.27459016393442626,0.01,1.0,60,"[0.9806094182825484, 0.7702702702702703, 0.595, 0.5789473684210527, 0.3389830508474576]"
seed,3,B4,13,0.6839496207790494,0.7065857662220427,0.24726775956284153,0.01,3.0,130,"[0.9778393351800554, 0.7027027027027027, 0.65, 0.631578947368421, 0.4576271186440678]"
seed,3,B4,14,0.6938876316045508,0.6879455072408671,0.2581967213114754,0.01,10.0,110,"[0.9722991689750693, 0.581081081081081, 0.5879396984924623, 0.717948717948718, 0.6101694915254238]"
seed,3,B0d,0,0.6416953938701438,0.7482163346410344,0.22100954979536153,0.001,10.0,150,"[0.9889196675900277, 0.6216216216216216, 0.85, 0.2564102564102564, 0.4915254237288136]"
seed,3,B0d,1,0.6337465078039284,0.7096390508467281,0.24693042291950887,0.001,0.0001,380,"[0.9861495844875346, 0.5540540540540541, 0.745, 0.2564102564102564, 0.6271186440677966]"
seed,3,B0d,2,0.6677512178594859,0.7315531661495696,0.23770491803278687,0.001,1.0,220,"[0.9861495844875346, 0.581081081081081, 0.78, 0.5, 0.4915254237288136]"
seed,3,B0d,3,0.6158110392189456,0.7165322883467757,0.24726775956284153,0.01,10.0,30,"[0.9750692520775623, 0.5675675675675675, 0.825, 0.23684210526315788, 0.4745762711864407]"
seed,3,B0d,4,0.5943275894285697,0.6936228203382391,0.28415300546448086,0.01,3.0,50,"[0.9833795013850416, 0.4189189189189189, 0.8040201005025126, 0.3076923076923077, 0.4576271186440678]"
seed,3,B0d,5,0.5824840682885661,0.6812088104884081,0.27967257844474763,0.001,0.01,250,"[0.9833795013850416, 0.5675675675675675, 0.75, 0.15384615384615385, 0.4576271186440678]"
seed,3,B0d,6,0.6603918059460103,0.7289414590966499,0.23192360163710776,0.01,1.0,30,"[0.9750692520775623, 0.5540540540540541, 0.795, 0.38461538461538464, 0.5932203389830508]"
seed,3,B0d,7,0.6141759364416297,0.6734622232822599,0.3005464480874317,0.01,0.1,300,"[0.9833795013850416, 0.47297297297297297, 0.685, 0.42105263157894735, 0.5084745762711864]"
seed,3,B0d,8,0.6274240511228164,0.711882247177343,0.24863387978142076,0.01,3.0,20,"[0.9806094182825484, 0.5135135135135135, 0.8, 0.3684210526315789, 0.4745762711864407]"
seed,3,B0d,9,0.632474252598655,0.6992662334285085,0.2718579234972678,0.01,0.0001,140,"[0.9833795013850416, 0.527027027027027, 0.7336683417085427, 0.358974358974359, 0.559322033898305]"
seed,3,B0d,10,0.6028365163894063,0.698939009955465,0.26193724420190995,0.01,1.0,20,"[0.9778393351800554, 0.47297297297297297, 0.815, 0.3076923076923077, 0.4406779661016949]"
seed,3,B0d,11,0.6434484161864321,0.7050815060683338,0.2646657571623465,0.001,0.01,200,"[0.9806094182825484, 0.6081081081081081, 0.735, 0.4358974358974359, 0.4576271186440678]"
seed,3,B0d,12,0.5923441755291139,0.6916871081579647,0.25956284153005466,0.001,3.0,180,"[0.9806094182825484, 0.5405405405405406, 0.78, 0.23684210526315788, 0.423728813559322]"
seed,3,B0d,13,0.6198947457246439,0.6987363808240457,0.2677595628415301,0.001,0.1,180,"[0.9806094182825484, 0.581081081081081, 0.755, 0.34210526315789475, 0.4406779661016949]"
seed,3,B0d,14,0.627395019398867,0.7209309701862413,0.2459016393442623,0.001,1.0,170,"[0.9861495844875346, 0.47297297297297297, 0.8190954773869347, 0.3333333333333333, 0.5254237288135594]"
seed,3,B1d,0,0.6887884211196573,0.7043176590876863,0.27148703956343795,0.001,3.0,40,"[0.9806094182825484, 0.7162162162162162, 0.615, 0.5897435897435898, 0.5423728813559322]"
seed,3,B1d,1,0.6775117655405463,0.703741939032644,0.26193724420190995,0.001,1.0,80,"[0.9750692520775623, 0.7162162162162162, 0.625, 0.41025641025641024, 0.6610169491525424]"
seed,3,B1d,2,0.7129886836458507,0.7118197497498979,0.26229508196721313,0.01,10.0,300,"[0.9667590027700831, 0.7027027027027027, 0.635, 0.6842105263157895, 0.576271186440678]"
seed,3,B1d,3,0.6410241034029005,0.6423390718838735,0.319672131147541,0.01,10.0,30,"[0.961218836565097, 0.6621621621621622, 0.53, 0.5263157894736842, 0.5254237288135594]"
seed,3,B1d,4,0.6500717018961557,0.6536258999670905,0.32650273224043713,0.01,10.0,20,"[0.9750692520775623, 0.4864864864864865, 0.5628140703517588, 0.6666666666666666, 0.559322033898305]"
seed,3,B1d,5,0.6157305973878113,0.6495882113973798,0.3165075034106412,0.01,10.0,290,"[0.9722991689750693, 0.6621621621621622, 0.585, 0.38461538461538464, 0.4745762711864407]"
seed,3,B1d,6,0.7043933020518306,0.7180674471847982,0.24420190995907232,0.001,10.0,130,"[0.9695290858725761, 0.7162162162162162, 0.645, 0.5641025641025641, 0.6271186440677966]"
seed,3,B1d,7,0.6596242381637001,0.664580503249016,0.30601092896174864,0.01,10.0,240,"[0.9722991689750693, 0.6351351351351351, 0.56, 0.6052631578947368, 0.5254237288135594]"
seed,3,B1d,8,0.6873884740179401,0.6871098181981163,0.2814207650273224,0.001,10.0,40,"[0.961218836565097, 0.6891891891891891, 0.605, 0.6052631578947368, 0.576271186440678]"
seed,3,B1d,9,0.6659706458909291,0.6862870079627515,0.29508196721311475,0.01,10.0,340,"[0.9806094182825484, 0.6621621621621622, 0.5979899497487438, 0.5128205128205128, 0.576271186440678]"
seed,3,B1d,10,0.6673571559113602,0.6816549246134005,0.2837653478854025,0.01,10.0,60,"[0.9750692520775623, 0.6756756756756757, 0.58, 0.5128205128205128, 0.5932203389830508]"
seed,3,B1d,11,0.6604788039365719,0.6555815015327219,0.3151432469304229,0.001,10.0,40,"[0.96398891966759, 0.6621621621621622, 0.535, 0.6666666666666666, 0.4745762711864407]"
seed,3,B1d,12,0.6808028660145191,0.6954268362162909,0.2650273224043716,0.01,10.0,50,"[0.9750692520775623, 0.6756756756756757, 0.615, 0.5789473684210527, 0.559322033898305]"
seed,3,B1d,13,0.6560942564236616,0.6785745176358969,0.2923497267759563,0.01,10.0,370,"[0.9750692520775623, 0.7432432432432432, 0.58, 0.47368421052631576, 0.5084745762711864]"
seed,3,B1d,14,0.6567490512808444,0.6688196927898015,0.2978142076502732,0.001,10.0,100,"[0.9695290858725761, 0.5945945945945946, 0.5879396984924623, 0.5384615384615384, 0.5932203389830508]"
seed,4,B0,0,0.6866500001285203,0.7890379796558509,0.1869031377899045,0.01,3.0,260,"[0.9916897506925207, 0.6621621621621622, 0.895, 0.358974358974359, 0.5254237288135594]"
seed,4,B0,1,0.6386799687074347,0.7206972186653153,0.2551159618008186,0.01,1.0,170,"[0.9778393351800554, 0.6756756756756757, 0.775, 0.2564102564102564, 0.5084745762711864]"
seed,4,B0,2,0.6707505415176198,0.7584794281325073,0.20901639344262296,0.01,3.0,150,"[0.9889196675900277, 0.6216216216216216, 0.84, 0.39473684210526316, 0.5084745762711864]"
seed,4,B0,3,0.6413956739499252,0.7433734238677009,0.23087431693989072,0.01,10.0,330,"[0.9806094182825484, 0.5540540540540541, 0.865, 0.3157894736842105, 0.4915254237288136]"
seed,4,B0,4,0.6265855593006158,0.700193043060565,0.26639344262295084,0.01,0.01,220,"[0.9778393351800554, 0.47297297297297297, 0.7638190954773869, 0.358974358974359, 0.559322033898305]"
seed,4,B0,5,0.636192549196493,0.7472037855103242,0.22373806275579808,0.01,10.0,280,"[0.9916897506925207, 0.5945945945945946, 0.855, 0.28205128205128205, 0.4576271186440678]"
seed,4,B0,6,0.6360437148116851,0.7595483432444021,0.20463847203274216,0.01,10.0,330,"[0.9889196675900277, 0.5405405405405406, 0.895, 0.1794871794871795, 0.576271186440678]"
seed,4,B0,7,0.6372075430517612,0.7482458025786095,0.22950819672131148,0.01,10.0,330,"[0.9861495844875346, 0.5540540540540541, 0.88, 0.34210526315789475, 0.423728813559322]"
seed,4,B0,8,0.657153780852546,0.7353900739104712,0.226775956284153,0.01,10.0,320,"[0.9806094182825484, 0.6621621621621622, 0.8, 0.3684210526315789, 0.4745762711864407]"
seed,4,B0,9,0.6036100866615711,0.7192137534434169,0.25546448087431695,0.01,10.0,280,"[0.9778393351800554, 0.5675675675675675, 0.8442211055276382, 0.15384615384615385, 0.4745762711864407]"
seed,4,B0,10,0.6670446618269521,0.7613429783339613,0.20327421555252387,0.01,3.0,390,"[0.9944598337950139, 0.6081081081081081, 0.84, 0.3333333333333333, 0.559322033898305]"
seed,4,B0,11,0.6007553450187846,0.7133196923082175,0.24965893587994542,0.01,10.0,330,"[0.9806094182825484, 0.5675675675675675, 0.835, 0.23076923076923078, 0.3898305084745763]"
seed,4,B0,12,0.6334560422199748,0.7298520200495009,0.24316939890710382,0.01,3.0,280,"[0.9861495844875346, 0.6756756756756757, 0.815, 0.3684210526315789, 0.3220338983050847]"
seed,4,B0,13,0.6611473422810106,0.7500694528515888,0.22404371584699453,0.01,3.0,220,"[0.9833795013850416, 0.6756756756756757, 0.83, 0.34210526315789475, 0.4745762711864407]"
seed,4,B0,14,0.673446381917018,0.7758619859030145,0.19808743169398907,0.001,1.0,190,"[0.9889196675900277, 0.5540540540540541, 0.8894472361809045, 0.3076923076923077, 0.6271186440677966]"
seed,4,B1,0,0.7459849550945378,0.7461329550699601,0.22646657571623466,0.01,10.0,190,"[0.9833795013850416, 0.8108108108108109, 0.625, 0.6666666666666666, 0.6440677966101694]"
seed,4,B1,1,0.6678447941995527,0.7018920263649573,0.2742155525238745,0.01,10.0,170,"[0.9667590027700831, 0.7702702702702703, 0.65, 0.358974358974359, 0.5932203389830508]"
seed,4,B1,2,0.7095298979903891,0.7087993720461239,0.2650273224043716,0.01,10.0,40,"[0.9695290858725761, 0.7702702702702703, 0.6, 0.631578947368421, 0.576271186440678]"
seed,4,B1,3,0.6915651705510852,0.6975287689755736,0.27049180327868855,0.01,10.0,320,"[0.9695290858725761, 0.7432432432432432, 0.605, 0.631578947368421, 0.5084745762711864]"
seed,4,B1,4,0.6573653789740562,0.6762627404338588,0.296448087431694,0.01,10.0,300,"[0.9778393351800554, 0.6081081081081081, 0.5778894472361809, 0.5128205128205128, 0.6101694915254238]"
seed,4,B1,5,0.67521415774484,0.695104580692336,0.27967257844474763,0.01,10.0,260,"[0.9889196675900277, 0.6756756756756757, 0.605, 0.5641025641025641, 0.5423728813559322]"
seed,4,B1,6,0.7035018829517632,0.6920084433292776,0.2755798090040928,0.01,10.0,220,"[0.9806094182825484, 0.7702702702702703, 0.515, 0.6923076923076923, 0.559322033898305]"
seed,4,B1,7,0.6893914813917161,0.6931048177277984,0.2855191256830601,0.01,10.0,240,"[0.9750692520775623, 0.7837837837837838, 0.565, 0.631578947368421, 0.4915254237288136]"
seed,4,B1,8,0.6898769095871776,0.6861361470972928,0.27049180327868855,0.01,10.0,150,"[0.9695290858725761, 0.7702702702702703, 0.545, 0.6052631578947368, 0.559322033898305]"
seed,4,B1,9,0.6434049017665961,0.6724761576459956,0.3046448087431694,0.01,10.0,240,"[0.96398891966759, 0.6351351351351351, 0.6231155778894473, 0.38461538461538464, 0.6101694915254238]"
seed,4,B1,10,0.6825217259572863,0.7153015473674599,0.2592087312414734,0.01,10.0,250,"[0.9750692520775623, 0.7297297297297297, 0.67, 0.46153846153846156, 0.576271186440678]"
seed,4,B1,11,0.6469099054198355,0.6472625372152785,0.31923601637107774,0.001,10.0,60,"[0.961218836565097, 0.7027027027027027, 0.515, 0.5641025641025641, 0.4915254237288136]"
seed,4,B1,12,0.6533987587286803,0.6896027022219199,0.2896174863387978,0.01,3.0,280,"[0.9833795013850416, 0.7837837837837838, 0.61, 0.5, 0.3898305084745763]"
seed,4,B1,13,0.6807351188927789,0.6951504409647417,0.27459016393442626,0.01,10.0,60,"[0.9722991689750693, 0.7702702702702703, 0.6, 0.5526315789473685, 0.5084745762711864]"
seed,4,B1,14,0.7091453990833276,0.7007050661341487,0.2814207650273224,0.01,10.0,160,"[0.9667590027700831, 0.7027027027027027, 0.5829145728643216, 0.6153846153846154, 0.6779661016949152]"
seed,4,B4,0,0.6973933754873235,0.7112502507148349,0.2291950886766712,0.01,1.0,50,"[0.9806094182825484, 0.7162162162162162, 0.615, 0.6666666666666666, 0.5084745762711864]"
seed,4,B4,1,0.6558599851625815,0.677557465634485,0.27148703956343795,0.01,1.0,40,"[0.9695290858725761, 0.7432432432432432, 0.58, 0.41025641025641024, 0.576271186440678]"
seed,4,B4,2,0.6927171558619045,0.6978881934408304,0.2581967213114754,0.01,10.0,60,"[0.9750692520775623, 0.7297297297297297, 0.6, 0.6842105263157895, 0.4745762711864407]"
seed,4,B4,3,0.6863038221563504,0.6920054091225005,0.2581967213114754,0.01,10.0,40,"[0.9667590027700831, 0.6891891891891891, 0.615, 0.7368421052631579, 0.423728813559322]"
