condition,seed,arm,fold,bacc,mcc,macro_mae,lr,wd,epoch,per_class_recall
seed,1,B4,11,0.6419399628566727,0.6438615201795201,0.3083219645293315,0.001,0.01,100,"[0.961218836565097, 0.6756756756756757, 0.525, 0.6410256410256411, 0.4067796610169492]"
seed,1,B4,12,0.6450559447658372,0.6804848418308421,0.2855191256830601,0.01,0.1,60,"[0.9778393351800554, 0.7432432432432432, 0.605, 0.5263157894736842, 0.3728813559322034]"
seed,1,B4,13,0.6513828742118333,0.6987741785510598,0.2527322404371585,0.001,0.01,290,"[0.9750692520775623, 0.7162162162162162, 0.67, 0.42105263157894735, 0.4745762711864407]"
seed,1,B4,14,0.6779596649568841,0.6744419389487506,0.26639344262295084,0.01,10.0,40,"[0.9722991689750693, 0.581081081081081, 0.5678391959798995, 0.6923076923076923, 0.576271186440678]"
seed,1,B0d,0,0.6313100854848355,0.7354632733153456,0.22646657571623466,0.001,0.01,100,"[0.9889196675900277, 0.5540540540540541, 0.84, 0.28205128205128205, 0.4915254237288136]"
seed,1,B0d,1,0.6193972552695497,0.691170486291012,0.2673942701227831,0.01,0.0001,220,"[0.9833795013850416, 0.527027027027027, 0.72, 0.2564102564102564, 0.6101694915254238]"
seed,1,B0d,2,0.6581730217000417,0.7317608525178609,0.2390710382513661,0.01,3.0,40,"[0.9778393351800554, 0.581081081081081, 0.81, 0.4473684210526316, 0.4745762711864407]"
seed,1,B0d,3,0.6169030407467423,0.6888952245918631,0.2718579234972678,0.001,0.1,290,"[0.9778393351800554, 0.5135135135135135, 0.735, 0.3157894736842105, 0.5423728813559322]"
seed,1,B0d,4,0.5947430416028159,0.6897472333395981,0.2827868852459016,0.001,3.0,220,"[0.9833795013850416, 0.40540540540540543, 0.7939698492462312, 0.3333333333333333, 0.4576271186440678]"
seed,1,B0d,5,0.5887764595287953,0.6909225815778514,0.2660300136425648,0.001,3.0,240,"[0.9861495844875346, 0.5675675675675675, 0.77, 0.1794871794871795, 0.4406779661016949]"
seed,1,B0d,6,0.6340276715153939,0.7047153635797014,0.24693042291950887,0.01,0.01,30,"[0.9722991689750693, 0.5675675675675675, 0.755, 0.28205128205128205, 0.5932203389830508]"
seed,1,B0d,7,0.6312037121397654,0.7111789057545519,0.2527322404371585,0.001,1.0,130,"[0.9806094182825484, 0.5135135135135135, 0.785, 0.3684210526315789, 0.5084745762711864]"
seed,1,B0d,8,0.6631700041747932,0.7453029946593935,0.21448087431693988,0.01,3.0,50,"[0.9861495844875346, 0.6081081081081081, 0.805, 0.2894736842105263, 0.6271186440677966]"
seed,1,B0d,9,0.6234460315581212,0.7217196551650028,0.24863387978142076,0.01,10.0,310,"[0.9806094182825484, 0.5, 0.8291457286432161, 0.28205128205128205, 0.5254237288135594]"
seed,1,B0d,10,0.640335562785443,0.7248212525578319,0.24693042291950887,0.01,1.0,50,"[0.9806094182825484, 0.5540540540540541, 0.8, 0.3076923076923077, 0.559322033898305]"
seed,1,B0d,11,0.6238165096588497,0.7014425679580282,0.2592087312414734,0.001,1.0,150,"[0.9750692520775623, 0.5135135135135135, 0.78, 0.358974358974359, 0.4915254237288136]"
seed,1,B0d,12,0.6020063002577205,0.7019808458211797,0.25546448087431695,0.01,10.0,380,"[0.9833795013850416, 0.581081081081081, 0.785, 0.23684210526315788, 0.423728813559322]"
seed,1,B0d,13,0.6172042438231462,0.7047086009811441,0.26639344262295084,0.01,10.0,320,"[0.9778393351800554, 0.581081081081081, 0.78, 0.2894736842105263, 0.4576271186440678]"
seed,1,B0d,14,0.6376726597514324,0.724266370378249,0.23497267759562843,0.001,3.0,310,"[0.9944598337950139, 0.44594594594594594, 0.8040201005025126, 0.38461538461538464, 0.559322033898305]"
seed,1,B1d,0,0.6857729210898373,0.6909457035484333,0.28512960436562074,0.001,3.0,40,"[0.9750692520775623, 0.7297297297297297, 0.575, 0.5897435897435898, 0.559322033898305]"
seed,1,B1d,1,0.7023946286085353,0.7272705620229772,0.2373806275579809,0.001,10.0,140,"[0.9778393351800554, 0.7702702702702703, 0.65, 0.4358974358974359, 0.6779661016949152]"
seed,1,B1d,2,0.7141748832263409,0.713103490464746,0.26229508196721313,0.01,10.0,170,"[0.9667590027700831, 0.7162162162162162, 0.635, 0.7105263157894737, 0.5423728813559322]"
seed,1,B1d,3,0.6393214007001978,0.6419163546883808,0.32103825136612024,0.001,10.0,70,"[0.961218836565097, 0.6486486486486487, 0.535, 0.5263157894736842, 0.5254237288135594]"
seed,1,B1d,4,0.624234870063242,0.6398103222449334,0.34562841530054644,0.01,10.0,20,"[0.9750692520775623, 0.43243243243243246, 0.5728643216080402, 0.6153846153846154, 0.5254237288135594]"
seed,1,B1d,5,0.634228226937603,0.659272718282491,0.3069577080491132,0.01,10.0,220,"[0.9695290858725761, 0.6891891891891891, 0.585, 0.4358974358974359, 0.4915254237288136]"
seed,1,B1d,6,0.6983727462307209,0.7132212020948928,0.24829467939972716,0.01,10.0,230,"[0.9778393351800554, 0.6621621621621622, 0.635, 0.5897435897435898, 0.6271186440677966]"
seed,1,B1d,7,0.6879058882348239,0.6711748855182198,0.296448087431694,0.01,10.0,20,"[0.9722991689750693, 0.6486486486486487, 0.53, 0.7631578947368421, 0.5254237288135594]"
seed,1,B1d,8,0.6811879075657656,0.6801764340956209,0.2923497267759563,0.001,10.0,40,"[0.9556786703601108, 0.6756756756756757, 0.61, 0.6052631578947368, 0.559322033898305]"
seed,1,B1d,9,0.6666985421240522,0.6777141467624966,0.3005464480874317,0.01,10.0,40,"[0.9750692520775623, 0.6351351351351351, 0.5829145728643216, 0.5641025641025641, 0.576271186440678]"
seed,1,B1d,10,0.6641361085051869,0.6772040824302964,0.29195088676671216,0.001,10.0,90,"[0.9722991689750693, 0.6486486486486487, 0.585, 0.5384615384615384, 0.576271186440678]"
seed,1,B1d,11,0.6819156836250596,0.674371207600801,0.3042291950886767,0.01,10.0,200,"[0.9695290858725761, 0.7162162162162162, 0.54, 0.6923076923076923, 0.4915254237288136]"
seed,1,B1d,12,0.6766166664340287,0.6893257977568014,0.2718579234972678,0.001,10.0,50,"[0.9750692520775623, 0.6621621621621622, 0.6, 0.5526315789473685, 0.5932203389830508]"
seed,1,B1d,13,0.6626171981174094,0.683426977109652,0.2937158469945355,0.01,10.0,300,"[0.9722991689750693, 0.7297297297297297, 0.595, 0.47368421052631576, 0.5423728813559322]"
seed,1,B1d,14,0.6632353512515154,0.6756770612214522,0.30191256830601093,0.001,3.0,110,"[0.9695290858725761, 0.5675675675675675, 0.6130653266331658, 0.5897435897435898, 0.576271186440678]"
seed,2,B0,0,0.6689884935334957,0.7915814815183672,0.17871759890859482,0.01,10.0,350,"[0.9944598337950139, 0.6486486486486487, 0.92, 0.2564102564102564, 0.5254237288135594]"
seed,2,B0,1,0.6454382061475822,0.7074266808529062,0.26875852660300137,0.01,0.1,180,"[0.9695290858725761, 0.6621621621621622, 0.745, 0.358974358974359, 0.4915254237288136]"
seed,2,B0,2,0.6622242257281461,0.7581882032721092,0.21174863387978143,0.01,3.0,100,"[0.9889196675900277, 0.6216216216216216, 0.85, 0.34210526315789475, 0.5084745762711864]"
seed,2,B0,3,0.6364518268209521,0.7371450913557288,0.23497267759562843,0.01,10.0,370,"[0.9778393351800554, 0.5540540540540541, 0.86, 0.3157894736842105, 0.4745762711864407]"
seed,2,B0,4,0.6413536328379335,0.7316892370557206,0.23633879781420766,0.01,3.0,60,"[0.9861495844875346, 0.4594594594594595, 0.8341708542713567, 0.38461538461538464, 0.5423728813559322]"
seed,2,B0,5,0.6376797441061022,0.7557660988998298,0.2155525238744884,0.01,10.0,360,"[0.9944598337950139, 0.5540540540540541, 0.875, 0.2564102564102564, 0.5084745762711864]"
seed,2,B0,6,0.6794959506198531,0.7655497046079848,0.2019099590723056,0.01,10.0,390,"[0.9889196675900277, 0.6081081081081081, 0.84, 0.3333333333333333, 0.6271186440677966]"
seed,2,B0,7,0.6502473723547484,0.7409188553436247,0.23497267759562843,0.01,0.01,90,"[0.9861495844875346, 0.6216216216216216, 0.825, 0.39473684210526316, 0.423728813559322]"
seed,2,B0,8,0.6443487322714048,0.736708809469213,0.22540983606557377,0.01,10.0,310,"[0.9806094182825484, 0.6351351351351351, 0.825, 0.2894736842105263, 0.4915254237288136]"
seed,2,B0,9,0.5960156820652076,0.7173610078351529,0.2581967213114754,0.01,10.0,360,"[0.9778393351800554, 0.5945945945945946, 0.8391959798994975, 0.07692307692307693, 0.4915254237288136]"
seed,2,B0,10,0.6756598122426565,0.7783868544413757,0.18963165075034105,0.01,10.0,340,"[0.9861495844875346, 0.6351351351351351, 0.89, 0.3076923076923077, 0.559322033898305]"
seed,2,B0,11,0.6134171606806003,0.7156186578637659,0.24829467939972716,0.01,10.0,290,"[0.9806094182825484, 0.5945945945945946, 0.82, 0.28205128205128205, 0.3898305084745763]"
seed,2,B0,12,0.6349350318439008,0.7301474082411321,0.24453551912568305,0.01,1.0,50,"[0.9833795013850416, 0.6756756756756757, 0.81, 0.3157894736842105, 0.3898305084745763]"
seed,2,B0,13,0.657429064681377,0.7478383315407793,0.22540983606557377,0.001,0.1,220,"[0.9833795013850416, 0.6351351351351351, 0.835, 0.34210526315789475, 0.4915254237288136]"
seed,2,B0,14,0.6595230122596284,0.7569923123545135,0.21448087431693988,0.01,1.0,40,"[0.9833795013850416, 0.527027027027027, 0.8693467336683417, 0.3076923076923077, 0.6101694915254238]"
seed,2,B1,0,0.737466919457858,0.7414906509136496,0.23192360163710776,0.01,10.0,260,"[0.9833795013850416, 0.8108108108108109, 0.625, 0.6410256410256411, 0.6271186440677966]"
seed,2,B1,1,0.6824091705931228,0.7108792893188544,0.26330150068212826,0.01,10.0,320,"[0.9695290858725761, 0.7972972972972973, 0.65, 0.4358974358974359, 0.559322033898305]"
seed,2,B1,2,0.7027972535190714,0.7044651835963452,0.26229508196721313,0.01,10.0,20,"[0.96398891966759, 0.7297297297297297, 0.62, 0.6578947368421053, 0.5423728813559322]"
seed,2,B1,3,0.6763107644947167,0.701064885765338,0.27595628415300544,0.01,10.0,320,"[0.9695290858725761, 0.7027027027027027, 0.65, 0.5, 0.559322033898305]"
seed,2,B1,4,0.6566727265226098,0.6771287084945933,0.2827868852459016,0.01,10.0,370,"[0.9778393351800554, 0.5945945945945946, 0.5879396984924623, 0.5128205128205128, 0.6101694915254238]"
seed,2,B1,5,0.6797834401954783,0.69206028008509,0.27694406548431105,0.01,10.0,250,"[0.9889196675900277, 0.6891891891891891, 0.58, 0.6153846153846154, 0.5254237288135594]"
seed,2,B1,6,0.7141224981134366,0.7223834267962876,0.24010914051841747,0.01,10.0,150,"[0.9833795013850416, 0.7297297297297297, 0.615, 0.6153846153846154, 0.6271186440677966]"
seed,2,B1,7,0.6921127486000485,0.7052312059588924,0.273224043715847,0.01,10.0,290,"[0.9750692520775623, 0.7567567567567568, 0.615, 0.6052631578947368, 0.5084745762711864]"
seed,2,B1,8,0.6893744637167333,0.6921777058064773,0.27595628415300544,0.01,10.0,270,"[0.9667590027700831, 0.7297297297297297, 0.58, 0.5263157894736842, 0.6440677966101694]"
seed,2,B1,9,0.6727236235507437,0.6829903996878992,0.2923497267759563,0.01,10.0,310,"[0.9667590027700831, 0.6621621621621622, 0.6030150753768844, 0.5384615384615384, 0.5932203389830508]"
seed,2,B1,10,0.6856499310854914,0.7146440883949532,0.25375170532060026,0.01,10.0,370,"[0.9750692520775623, 0.7297297297297297, 0.66, 0.48717948717948717, 0.576271186440678]"
seed,2,B1,11,0.6537923691314931,0.6594576110088999,0.3042291950886767,0.01,10.0,40,"[0.96398891966759, 0.7432432432432432, 0.54, 0.5641025641025641, 0.4576271186440678]"
seed,2,B1,12,0.6605693834122398,0.7022126025601906,0.273224043715847,0.01,3.0,150,"[0.9833795013850416, 0.7702702702702703, 0.65, 0.5263157894736842, 0.3728813559322034]"
seed,2,B1,13,0.6848431521337762,0.70370816143144,0.2650273224043716,0.01,10.0,280,"[0.9778393351800554, 0.7702702702702703, 0.615, 0.5526315789473685, 0.5084745762711864]"
seed,2,B1,14,0.7048480269189195,0.6999229704752876,0.28005464480874315,0.01,10.0,220,"[0.9722991689750693, 0.6756756756756757, 0.5829145728643216, 0.6153846153846154, 0.6779661016949152]"
seed,2,B4,0,0.7291527941424181,0.7179838687813649,0.2291950886766712,0.01,10.0,110,"[0.9861495844875346, 0.7432432432432432, 0.57, 0.8717948717948718, 0.4745762711864407]"
seed,2,B4,1,0.6639776697535278,0.6855119832997385,0.2605729877216917,0.01,10.0,480,"[0.9722991689750693, 0.7432432432432432, 0.6, 0.5128205128205128, 0.4915254237288136]"
seed,2,B4,2,0.6817512952644649,0.6873257954466625,0.2691256830601093,0.01,10.0,70,"[0.9750692520775623, 0.7162162162162162, 0.585, 0.6578947368421053, 0.4745762711864407]"
seed,2,B4,3,0.6780406642616136,0.6826451625214831,0.27049180327868855,0.001,10.0,160,"[0.9667590027700831, 0.6891891891891891, 0.6, 0.7105263157894737, 0.423728813559322]"
seed,2,B4,4,0.6670411898715727,0.6657220711944714,0.27459016393442626,0.01,10.0,20,"[0.9584487534626038, 0.6351351351351351, 0.5577889447236181, 0.6923076923076923, 0.4915254237288136]"
seed,2,B4,5,0.6878545498298538,0.6848005119942525,0.27148703956343795,0.001,3.0,160,"[0.9806094182825484, 0.6891891891891891, 0.56, 0.717948717948718, 0.4915254237288136]"
seed,2,B4,6,0.7058604733768357,0.7281278233457611,0.22237380627557982,0.01,10.0,590,"[0.9833795013850416, 0.7162162162162162, 0.655, 0.6153846153846154, 0.559322033898305]"
seed,2,B4,7,0.6940456029530634,0.7037655202909159,0.25,0.01,10.0,360,"[0.9750692520775623, 0.7702702702702703, 0.6, 0.6842105263157895, 0.4406779661016949]"
seed,2,B4,8,0.6668544646811232,0.6643040940513302,0.28688524590163933,0.001,3.0,170,"[0.9667590027700831, 0.6756756756756757, 0.55, 0.6842105263157895, 0.4576271186440678]"
seed,2,B4,9,0.6653014068020459,0.6650546878146942,0.29508196721311475,0.01,3.0,30,"[0.9362880886426593, 0.7027027027027027, 0.5979899497487438, 0.5641025641025641, 0.5254237288135594]"
seed,2,B4,10,0.6771980241590082,0.6927075728290185,0.2646657571623465,0.01,0.01,90,"[0.9750692520775623, 0.7027027027027027, 0.61, 0.5897435897435898, 0.5084745762711864]"
seed,2,B4,11,0.6247499749548203,0.6462740668186444,0.30013642564802184,0.001,10.0,550,"[0.961218836565097, 0.7027027027027027, 0.565, 0.5897435897435898, 0.3050847457627119]"
seed,2,B4,12,0.6632598853137377,0.6998646585859034,0.2609289617486339,0.01,3.0,190,"[0.9861495844875346, 0.7702702702702703, 0.625, 0.5789473684210527, 0.3559322033898305]"
seed,2,B4,13,0.6851422589310753,0.7019659271470923,0.25,0.001,10.0,380,"[0.9750692520775623, 0.7027027027027027, 0.64, 0.6842105263157895, 0.423728813559322]"
seed,2,B4,14,0.6874420286765359,0.6802643025143347,0.2691256830601093,0.01,10.0,40,"[0.9722991689750693, 0.5945945945945946, 0.5678391959798995, 0.6923076923076923, 0.6101694915254238]"
seed,2,B0d,0,0.6599930905237726,0.7630959983634193,0.2073669849931787,0.01,10.0,140,"[0.9889196675900277, 0.6216216216216216, 0.865, 0.28205128205128205, 0.5423728813559322]"
seed,2,B0d,1,0.608566656505433,0.694614716341722,0.26875852660300137,0.001,0.01,330,"[0.9861495844875346, 0.527027027027027, 0.74, 0.1794871794871795, 0.6101694915254238]"
seed,2,B0d,2,0.6749219922772671,0.7237076211315749,0.2527322404371585,0.01,0.1,140,"[0.9750692520775623, 0.6486486486486487, 0.75, 0.5263157894736842, 0.4745762711864407]"
seed,2,B0d,3,0.6017688966491258,0.6854243269936197,0.26366120218579236,0.01,3.0,20,"[0.9722991689750693, 0.527027027027027, 0.77, 0.3157894736842105, 0.423728813559322]"
seed,2,B0d,4,0.5841742586722238,0.6812944172157803,0.2896174863387978,0.01,3.0,60,"[0.9833795013850416, 0.4189189189189189, 0.7788944723618091, 0.28205128205128205, 0.4576271186440678]"
seed,2,B0d,5,0.6065509054218853,0.6977855781025184,0.26330150068212826,0.001,3.0,320,"[0.9861495844875346, 0.5675675675675675, 0.765, 0.2564102564102564, 0.4576271186440678]"
seed,2,B0d,6,0.6214527745845648,0.7004489604588151,0.24420190995907232,0.01,0.1,20,"[0.9722991689750693, 0.5405405405405406, 0.77, 0.28205128205128205, 0.5423728813559322]"
seed,2,B0d,7,0.6194732337389269,0.6855904173362399,0.27459016393442626,0.01,0.1,150,"[0.9833795013850416, 0.4594594594594595, 0.725, 0.42105263157894735, 0.5084745762711864]"
seed,2,B0d,8,0.6292528249645015,0.7241760002244406,0.23633879781420766,0.001,10.0,200,"[0.9778393351800554, 0.6081081081081081, 0.815, 0.23684210526315788, 0.5084745762711864]"
seed,2,B0d,9,0.6281587845120801,0.7280321222573435,0.24316939890710382,0.01,10.0,370,"[0.9806094182825484, 0.5135135135135135, 0.8391959798994975, 0.28205128205128205, 0.5254237288135594]"
seed,2,B0d,10,0.5831750846614925,0.684486838175863,0.26875852660300137,0.01,0.1,20,"[0.9750692520775623, 0.5, 0.795, 0.20512820512820512, 0.4406779661016949]"
seed,2,B0d,11,0.63369414218055,0.7048586606228447,0.2646657571623465,0.01,3.0,120,"[0.9750692520775623, 0.6081081081081081, 0.76, 0.38461538461538464, 0.4406779661016949]"
seed,2,B0d,12,0.6168972087256983,0.7059975419739902,0.2527322404371585,0.01,0.01,50,"[0.9722991689750693, 0.6351351351351351, 0.775, 0.21052631578947367, 0.4915254237288136]"
seed,2,B0d,13,0.6182042438231462,0.706751292405338,0.2650273224043716,0.01,10.0,380,"[0.9778393351800554, 0.581081081081081, 0.785, 0.2894736842105263, 0.4576271186440678]"
seed,2,B0d,14,0.6408315116710372,0.722550177929857,0.23770491803278687,0.001,3.0,320,"[0.9944598337950139, 0.43243243243243246, 0.7989949748743719, 0.4358974358974359, 0.5423728813559322]"
seed,2,B1d,0,0.6884706428683611,0.6976557729414561,0.2673942701227831,0.001,10.0,50,"[0.9833795013850416, 0.7162162162162162, 0.585, 0.6153846153846154, 0.5423728813559322]"
seed,2,B1d,1,0.6888921678687864,0.7140829928109224,0.2578444747612551,0.01,10.0,30,"[0.9778393351800554, 0.7972972972972973, 0.615, 0.41025641025641024, 0.6440677966101694]"
seed,2,B1d,2,0.7052090226289015,0.7062940023227323,0.2691256830601093,0.01,10.0,350,"[0.9667590027700831, 0.7027027027027027, 0.63, 0.6842105263157895, 0.5423728813559322]"
seed,2,B1d,3,0.6444295088083059,0.6444758473385286,0.3237704918032787,0.01,10.0,30,"[0.961218836565097, 0.6891891891891891, 0.52, 0.5263157894736842, 0.5254237288135594]"
seed,2,B1d,4,0.6476868965133094,0.653776985339413,0.33469945355191255,0.01,10.0,30,"[0.9750692520775623, 0.4864864864864865, 0.5678391959798995, 0.6666666666666666, 0.5423728813559322]"
seed,2,B1d,5,0.5881252436638136,0.6353205537186543,0.32878581173260574,0.001,3.0,300,"[0.9722991689750693, 0.6486486486486487, 0.58, 0.28205128205128205, 0.4576271186440678]"
seed,2,B1d,6,0.6951316018044504,0.708436506026786,0.2551159618008186,0.01,10.0,90,"[0.9750692520775623, 0.6756756756756757, 0.625, 0.5897435897435898, 0.6101694915254238]"
seed,2,B1d,7,0.6702928014638423,0.6721737073072,0.2978142076502732,0.001,10.0,60,"[0.9722991689750693, 0.6621621621621622, 0.56, 0.631578947368421, 0.5254237288135594]"
seed,2,B1d,8,0.6835648609311692,0.6922231208745965,0.27049180327868855,0.01,10.0,20,"[0.961218836565097, 0.7027027027027027, 0.625, 0.5526315789473685, 0.576271186440678]"
seed,2,B1d,9,0.6585907465651507,0.6814030323678322,0.29918032786885246,0.01,10.0,230,"[0.9778393351800554, 0.6486486486486487, 0.6030150753768844, 0.48717948717948717, 0.576271186440678]"
seed,2,B1d,10,0.6697162205598752,0.6871397980274614,0.286493860845839,0.001,0.1,110,"[0.9722991689750693, 0.6756756756756757, 0.595, 0.46153846153846156, 0.6440677966101694]"
seed,2,B1d,11,0.6634434565087647,0.6489785901803293,0.31923601637107774,0.001,10.0,50,"[0.9695290858725761, 0.6486486486486487, 0.49, 0.6666666666666666, 0.5423728813559322]"
seed,2,B1d,12,0.667282988796581,0.6798208283636382,0.2855191256830601,0.01,10.0,30,"[0.9722991689750693, 0.6621621621621622, 0.59, 0.5526315789473685, 0.559322033898305]"
seed,2,B1d,13,0.6545246649062322,0.6759730642275561,0.2978142076502732,0.001,10.0,280,"[0.9722991689750693, 0.7162162162162162, 0.585, 0.47368421052631576, 0.5254237288135594]"
seed,2,B1d,14,0.6676980426040059,0.6807014837105599,0.29098360655737704,0.01,10.0,30,"[0.9750692520775623, 0.6081081081081081, 0.5979899497487438, 0.5641025641025641, 0.5932203389830508]"
seed,3,B0,0,0.6564704578968159,0.7784600543012965,0.19236016371077763,0.01,10.0,320,"[0.9944598337950139, 0.6486486486486487, 0.9, 0.23076923076923078, 0.5084745762711864]"
seed,3,B0,1,0.6379778841383141,0.7513031881680071,0.21828103683492497,0.01,3.0,70,"[0.9833795013850416, 0.6891891891891891, 0.855, 0.15384615384615385, 0.5084745762711864]"
seed,3,B0,2,0.6599708805006707,0.7463121461845468,0.21994535519125682,0.01,3.0,310,"[0.9889196675900277, 0.6216216216216216, 0.82, 0.39473684210526316, 0.4745762711864407]"
seed,3,B0,3,0.6270741222465717,0.7438690745459365,0.22814207650273224,0.01,10.0,340,"[0.9806094182825484, 0.527027027027027, 0.89, 0.2631578947368421, 0.4745762711864407]"
seed,3,B0,4,0.6200613417614192,0.7156017076334071,0.24726775956284153,0.01,3.0,360,"[0.9833795013850416, 0.47297297297297297, 0.8190954773869347, 0.3333333333333333, 0.4915254237288136]"
seed,3,B0,5,0.6429673041563742,0.7450097300757856,0.22646657571623466,0.01,1.0,60,"[0.9944598337950139, 0.6081081081081081, 0.83, 0.3076923076923077, 0.4745762711864407]"
seed,3,B0,6,0.6712953093005678,0.7674198994306964,0.19508867667121418,0.01,10.0,320,"[0.9889196675900277, 0.5540540540540541, 0.87, 0.3333333333333333, 0.6101694915254238]"
seed,3,B0,7,0.6549014939160955,0.7511382864184354,0.22540983606557377,0.001,1.0,390,"[0.9861495844875346, 0.6081081081081081, 0.86, 0.4473684210526316, 0.3728813559322034]"
seed,3,B0,8,0.6569114284010289,0.7331940871157738,0.2336065573770492,0.01,10.0,360,"[0.9833795013850416, 0.6486486486486487, 0.785, 0.34210526315789475, 0.5254237288135594]"
seed,3,B0,9,0.5983132854019046,0.7042385639823522,0.26639344262295084,0.001,0.01,330,"[0.9778393351800554, 0.5675675675675675, 0.8090452261306532, 0.1794871794871795, 0.4576271186440678]"
seed,3,B0,10,0.6728084234577497,0.7804209128475291,0.18963165075034105,0.01,10.0,250,"[0.9889196675900277, 0.6081081081081081, 0.9, 0.3076923076923077, 0.559322033898305]"
seed,3,B0,11,0.6025495634427509,0.7035647114612207,0.25375170532060026,0.01,10.0,290,"[0.9750692520775623, 0.5540540540540541, 0.82, 0.3076923076923077, 0.3559322033898305]"
seed,3,B0,12,0.6346266669035343,0.7321249024537944,0.23770491803278687,0.01,3.0,290,"[0.9861495844875346, 0.6621621621621622, 0.825, 0.39473684210526316, 0.3050847457627119]"
seed,3,B0,13,0.6622255086205037,0.748997107486236,0.22814207650273224,0.01,1.0,40,"[0.9778393351800554, 0.6891891891891891, 0.835, 0.3684210526315789, 0.4406779661016949]"
seed,3,B0,14,0.6693584456961179,0.7677176971273423,0.20765027322404372,0.01,3.0,40,"[0.9833795013850416, 0.5135135135135135, 0.8894472361809045, 0.3333333333333333, 0.6271186440677966]"
seed,3,B1,0,0.748426032416971,0.7451632981018391,0.22510231923601637,0.01,10.0,270,"[0.9833795013850416, 0.8243243243243243, 0.615, 0.6923076923076923, 0.6271186440677966]"
seed,3,B1,1,0.686537375721328,0.7113539612470077,0.26193724420190995,0.01,10.0,300,"[0.9695290858725761, 0.7972972972972973, 0.645, 0.46153846153846156, 0.559322033898305]"
seed,3,B1,2,0.710808555914946,0.7121088129958941,0.2650273224043716,0.01,10.0,80,"[0.9750692520775623, 0.7567567567567568, 0.605, 0.6578947368421053, 0.559322033898305]"
seed,3,B1,3,0.6872799991878822,0.7029355030248592,0.2691256830601093,0.01,10.0,290,"[0.9722991689750693, 0.7297297297297297, 0.63, 0.5789473684210527, 0.5254237288135594]"
seed,3,B1,4,0.6569143704689268,0.6762961380131387,0.29098360655737704,0.01,10.0,330,"[0.9806094182825484, 0.6081081081081081, 0.5728643216080402, 0.5128205128205128, 0.6101694915254238]"
seed,3,B1,5,0.6822449984719106,0.6942444138740589,0.27967257844474763,0.01,10.0,50,"[0.9861495844875346, 0.7162162162162162, 0.585, 0.6153846153846154, 0.5084745762711864]"
seed,3,B1,6,0.7202150313246138,0.7267684792790948,0.24147339699863574,0.01,10.0,260,"[0.9833795013850416, 0.7432432432432432, 0.615, 0.6153846153846154, 0.6440677966101694]"
seed,3,B1,7,0.7006204998838925,0.6974302317363085,0.27459016393442626,0.01,10.0,360,"[0.9750692520775623, 0.7972972972972973, 0.555, 0.6842105263157895, 0.4915254237288136]"
seed,3,B1,8,0.6770407860792855,0.6781666791879392,0.28688524590163933,0.001,0.01,90,"[0.96398891966759, 0.7297297297297297, 0.555, 0.5263157894736842, 0.6101694915254238]"
seed,3,B1,9,0.6680464269276681,0.6804522545623617,0.296448087431694,0.01,10.0,250,"[0.96398891966759, 0.6621621621621622, 0.6080402010050251, 0.5128205128205128, 0.5932203389830508]"
seed,3,B1,10,0.6824752244362086,0.7048593622754272,0.2578444747612551,0.01,10.0,330,"[0.9750692520775623, 0.7297297297297297, 0.635, 0.5641025641025641, 0.5084745762711864]"
seed,3,B1,11,0.6331302444028863,0.6313111529071112,0.339699863574352,0.001,10.0,50,"[0.961218836565097, 0.7027027027027027, 0.48, 0.5641025641025641, 0.4576271186440678]"
seed,3,B1,12,0.6609592139207144,0.6991564878691067,0.2786885245901639,0.01,3.0,140,"[0.9833795013850416, 0.7702702702702703, 0.635, 0.5263157894736842, 0.3898305084745763]"
seed,3,B1,13,0.6882052818112256,0.6911964141041098,0.2827868852459016,0.01,10.0,30,"[0.9750692520775623, 0.7702702702702703, 0.565, 0.6052631578947368, 0.5254237288135594]"
seed,3,B1,14,0.7069098235041807,0.7007904493942854,0.2718579234972678,0.01,10.0,330,"[0.9722991689750693, 0.7162162162162162, 0.5778894472361809, 0.6410256410256411, 0.6271186440677966]"
seed,3,B4,0,0.6977013416244836,0.7080933647067056,0.23601637107776263,0.01,3.0,190,"[0.9833795013850416, 0.7432432432432432, 0.595, 0.6923076923076923, 0.4745762711864407]"
seed,3,B4,1,0.667115835298473,0.6888596766809132,0.2578444747612551,0.01,10.0,50,"[0.9722991689750693, 0.7567567567567568, 0.61, 0.5897435897435898, 0.4067796610169492]"
seed,3,B4,2,0.6830641674586931,0.6911017130444991,0.2650273224043716,0.01,10.0,70,"[0.9750692520775623, 0.7297297297297297, 0.595, 0.6578947368421053, 0.4576271186440678]"
seed,3,B4,3,0.6749481310504363,0.6845519893039361,0.26229508196721313,0.01,10.0,40,"[0.9667590027700831, 0.6756756756756757, 0.615, 0.7105263157894737, 0.4067796610169492]"
seed,3,B4,4,0.678071331891916,0.7013492996713079,0.25,0.01,3.0,290,"[0.9778393351800554, 0.5945945945945946, 0.6432160804020101, 0.6153846153846154, 0.559322033898305]"
seed,3,B4,5,0.6919625830708511,0.6954658534304201,0.25102319236016374,0.01,10.0,250,"[0.9861495844875346, 0.6891891891891891, 0.575, 0.717948717948718, 0.4915254237288136]"
