arm,base_arm,dataset,fold,lr,wd,epoch,score,n_inner_valid,inner_best,inner_epoch,n_tied,grid_edge_lr,grid_edge_wd,grid_edge_epoch
B1_sel,B1,aptos2019,1,0.01,10.0,150,0.6806363905504016,3,"[0.6725270352468751, 0.6688077721783527, 0.7005743642259772]","[10, 150, 390]",1,True,True,False
B1_sel,B1,aptos2019,2,0.01,10.0,180,0.6690769490548732,3,"[0.6779306016729261, 0.682060878049458, 0.6472393674422358]","[350, 30, 180]",1,True,True,False
B1_sel,B1,aptos2019,3,0.01,10.0,180,0.6744212760335405,3,"[0.7124153258222234, 0.6370667605858361, 0.6737817416925621]","[180, 240, 20]",1,True,True,False
B1_sel,B1,aptos2019,4,0.01,10.0,290,0.6922520300311475,3,"[0.7085917474210055, 0.6721705070484203, 0.695993835624017]","[360, 250, 290]",1,True,True,False
B1_sel,B1,aptos2019,5,0.001,10.0,120,0.6835735242722598,3,"[0.6828858398021902, 0.6860806282461491, 0.6817541047684401]","[120, 60, 310]",1,False,True,False
B1_sel,B1,aptos2019,6,0.01,10.0,160,0.678210128436055,3,"[0.6715477704331656, 0.6763202543465182, 0.6867623605284809]","[160, 200, 140]",1,True,True,False
B1_sel,B1,aptos2019,7,0.01,10.0,230,0.6906014736018954,3,"[0.6772233532379499, 0.7255319466719197, 0.6690491208958164]","[80, 230, 350]",1,True,True,False
B1_sel,B1,aptos2019,8,0.01,10.0,260,0.6862215715308165,3,"[0.6919134498475391, 0.6836223318443342, 0.6831289329005763]","[30, 260, 330]",1,True,True,False
B1_sel,B1,aptos2019,9,0.01,10.0,390,0.6891578547624985,3,"[0.7115350689466172, 0.6919847257988733, 0.6639537695420048]","[390, 180, 390]",1,True,True,False
B1_sel,B1,aptos2019,10,0.01,10.0,180,0.68611169637947,3,"[0.6768945048228681, 0.7127789438323968, 0.6686616404831451]","[180, 320, 30]",1,True,True,False
B1_sel,B1,aptos2019,11,0.01,10.0,30,0.69186683797923,3,"[0.7046836432525769, 0.6940857070354544, 0.6768311636496586]","[30, 20, 220]",1,True,True,False
B1_sel,B1,aptos2019,12,0.01,3.0,100,0.7043866904522199,3,"[0.6968230918489557, 0.7072401909947282, 0.7090967885129761]","[40, 390, 100]",1,True,False,False
B1_sel,B1,aptos2019,13,0.001,1.0,60,0.6871018306716189,3,"[0.6904120240824257, 0.6757280591982491, 0.695165408734182]","[70, 50, 60]",1,False,False,False
B1_sel,B1,aptos2019,14,0.01,10.0,320,0.6753757037334601,3,"[0.6789581265154745, 0.661546439345625, 0.6856225453392808]","[50, 380, 320]",1,True,True,False
B2_sel,B2,aptos2019,0,0.01,3.0,220,0.6349643133309714,3,"[0.6518943303911149, 0.6348231252124751, 0.6181754843893243]","[240, 220, 30]",1,True,False,False
B2_sel,B2,aptos2019,1,0.01,3.0,260,0.6540035188795438,3,"[0.6390148759538843, 0.6580024459753835, 0.6649932347093637]","[250, 260, 350]",1,True,False,False
B2_sel,B2,aptos2019,2,0.01,3.0,240,0.6346447137568004,3,"[0.6592448326661425, 0.6349947708696467, 0.6096945377346121]","[240, 40, 360]",1,True,False,False
B2_sel,B2,aptos2019,3,0.01,3.0,380,0.6387937017807032,3,"[0.6696525066107285, 0.6010754056737242, 0.6456531930576567]","[380, 400, 250]",1,True,False,False
B2_sel,B2,aptos2019,4,0.01,0.1,70,0.6471044069581103,3,"[0.6734234253915913, 0.6298331858612103, 0.6380566096215294]","[30, 310, 70]",1,True,False,False
B2_sel,B2,aptos2019,5,0.01,0.01,160,0.6478573482702474,3,"[0.6221187990812497, 0.6634184336630132, 0.6580348120664795]","[50, 270, 160]",2,True,False,False
B2_sel,B2,aptos2019,6,0.01,1.0,90,0.6451788230897816,3,"[0.6312885882546456, 0.6342170947555577, 0.6700307862591417]","[140, 90, 60]",1,True,False,False
B2_sel,B2,aptos2019,7,0.01,3.0,270,0.6379932449479208,3,"[0.6593585723116008, 0.6444365649772117, 0.6101845975549498]","[270, 140, 280]",1,True,False,False
B2_sel,B2,aptos2019,8,0.01,3.0,250,0.6487879668851323,3,"[0.6594241979536097, 0.6443811034302352, 0.6425585992715516]","[250, 240, 380]",1,True,False,False
B2_sel,B2,aptos2019,9,0.001,1.0,260,0.6478967565505408,3,"[0.650078518796929, 0.6446679767638607, 0.6489437740908329]","[380, 260, 180]",1,False,False,False
B2_sel,B2,aptos2019,10,0.01,3.0,380,0.6401853587135797,3,"[0.6258705706809021, 0.6496365593794708, 0.6450489460803663]","[220, 400, 380]",1,True,False,False
B2_sel,B2,aptos2019,11,0.001,0.01,130,0.6478214298538135,3,"[0.6639425272125805, 0.647058777711073, 0.6324629846377873]","[300, 130, 100]",2,False,False,False
B2_sel,B2,aptos2019,12,0.01,1.0,300,0.664529177992085,3,"[0.6538233994530747, 0.6678560127108222, 0.6719081218123582]","[30, 330, 300]",1,True,False,False
B2_sel,B2,aptos2019,13,0.01,1.0,40,0.6391196970489875,3,"[0.6598388221543748, 0.6318851647329481, 0.6256351042596396]","[90, 40, 30]",1,True,False,False
B2_sel,B2,aptos2019,14,0.01,3.0,270,0.6463918058408586,3,"[0.660571148803925, 0.6456322652018242, 0.6329720035168267]","[370, 270, 260]",1,True,False,False
B3_sel,B3,aptos2019,0,0.01,0.1,380,0.6585765955937267,3,"[0.6483995914475835, 0.6574131681033479, 0.6699170272302485]","[380, 560, 180]",1,True,False,False
B3_sel,B3,aptos2019,1,0.01,0.1,260,0.6642799468423616,3,"[0.6543726118673385, 0.6506585554704281, 0.6878086731893184]","[260, 350, 200]",1,True,False,False
B3_sel,B3,aptos2019,2,0.01,0.1,200,0.642517799531718,3,"[0.6482143430764642, 0.6401329296324331, 0.6392061258862566]","[200, 160, 280]",1,True,False,False
B3_sel,B3,aptos2019,3,0.01,0.1,240,0.6488109476104112,3,"[0.6868768961898943, 0.6257562624149298, 0.6337996842264096]","[240, 770, 120]",1,True,False,False
B3_sel,B3,aptos2019,4,0.01,0.0001,250,0.6572778896039031,3,"[0.6593645062025605, 0.6528775769688644, 0.6595915856402845]","[520, 180, 250]",1,True,False,False
B3_sel,B3,aptos2019,5,0.01,0.0001,240,0.6629311032323114,3,"[0.6322643155025114, 0.6819996501236585, 0.6745293440707641]","[240, 170, 240]",1,True,False,False
B3_sel,B3,aptos2019,6,0.01,0.1,190,0.6484860044202602,3,"[0.6197161886086181, 0.6566261887431131, 0.6691156359090493]","[190, 170, 350]",1,True,False,False
B3_sel,B3,aptos2019,7,0.01,0.1,240,0.6571344906430784,3,"[0.6547356461142251, 0.6663330374004206, 0.6503347884145897]","[310, 240, 200]",1,True,False,False
B3_sel,B3,aptos2019,8,0.01,0.0001,150,0.6469454233022581,3,"[0.6531132994740366, 0.6715159955803562, 0.6162069748523816]","[150, 130, 660]",1,True,False,False
B3_sel,B3,aptos2019,9,0.01,0.01,230,0.6589435317779474,3,"[0.6947714165548721, 0.6662413473729035, 0.6158178314060667]","[230, 150, 320]",1,True,False,False
B3_sel,B3,aptos2019,10,0.01,0.0001,310,0.6417364045712446,3,"[0.628329447298378, 0.6410468146509285, 0.6558329517644272]","[260, 310, 430]",1,True,False,False
B3_sel,B3,aptos2019,11,0.01,0.1,210,0.6516999509979569,3,"[0.6736075032919672, 0.6610630628739316, 0.6204292868279719]","[460, 140, 210]",1,True,False,False
B3_sel,B3,aptos2019,12,0.01,0.1,170,0.6682757413704848,3,"[0.6505600578552139, 0.6854575596816976, 0.6688096065745432]","[140, 170, 780]",1,True,False,False
B3_sel,B3,aptos2019,13,0.01,0.1,210,0.6430410148276596,3,"[0.668925662000309, 0.6293924067892183, 0.6308049756934515]","[150, 210, 240]",1,True,False,False
B3_sel,B3,aptos2019,14,0.01,0.1,570,0.6574808682136525,3,"[0.6722050398320669, 0.6545434739107623, 0.6456940908981282]","[570, 210, 610]",1,True,False,False
B4_sel,B4,aptos2019,0,0.01,10.0,570,0.6741038122520525,3,"[0.6589092998607611, 0.6797554964117896, 0.6836466404836072]","[570, 350, 770]",1,True,True,False
B4_sel,B4,aptos2019,1,0.01,10.0,530,0.670174798006022,3,"[0.6554665088710692, 0.6700683998091244, 0.6849894853378725]","[600, 530, 20]",1,True,True,False
B4_sel,B4,aptos2019,2,0.01,10.0,30,0.6691035792834157,3,"[0.6900655145779242, 0.6619347435087255, 0.6553104797635976]","[30, 20, 110]",1,True,True,False
B4_sel,B4,aptos2019,3,0.001,10.0,130,0.6689461426662359,3,"[0.6838407866856728, 0.6503049432300257, 0.672692698083009]","[290, 40, 130]",1,False,True,False
B4_sel,B4,aptos2019,4,0.001,3.0,390,0.679129759789391,3,"[0.6682297063112813, 0.6663975510188052, 0.702762022038087]","[680, 390, 140]",1,False,False,False
B4_sel,B4,aptos2019,5,0.01,3.0,50,0.6914466781405172,3,"[0.692064176860099, 0.6906613222451403, 0.6916145353163125]","[50, 630, 40]",1,True,False,False
B4_sel,B4,aptos2019,6,0.01,10.0,730,0.6711548843893942,3,"[0.6557738426718094, 0.6830300335717094, 0.6746607769246636]","[30, 750, 730]",1,True,True,False
B4_sel,B4,aptos2019,7,0.01,3.0,80,0.6803653929561597,3,"[0.6758312911590936, 0.6984848317860589, 0.6667800559233266]","[80, 160, 40]",1,True,False,False
B4_sel,B4,aptos2019,8,0.01,10.0,80,0.6771610718677487,3,"[0.6865310217967908, 0.6820593983716179, 0.6628927954348373]","[790, 20, 80]",1,True,True,False
B4_sel,B4,aptos2019,9,0.01,3.0,80,0.6757157674594003,3,"[0.6892447960546482, 0.6859032365301653, 0.6519992697933874]","[170, 30, 80]",1,True,False,False
B4_sel,B4,aptos2019,10,0.001,1.0,470,0.6665028061447581,3,"[0.6599693571443614, 0.6686698736369564, 0.6708691876529566]","[40, 590, 470]",1,False,False,False
B4_sel,B4,aptos2019,11,0.001,10.0,450,0.687963212953937,3,"[0.6936526587259106, 0.70316928248239, 0.6670676976535106]","[450, 450, 40]",1,False,True,False
B4_sel,B4,aptos2019,12,0.001,1.0,180,0.684789815649475,3,"[0.6659923008104844, 0.6955004636923874, 0.6928766824455534]","[470, 180, 170]",1,False,False,False
B4_sel,B4,aptos2019,13,0.01,10.0,250,0.6785611448768157,3,"[0.6784969559754536, 0.6729238495038888, 0.684262629151105]","[20, 250, 250]",1,True,True,False
B4_sel,B4,aptos2019,14,0.01,10.0,50,0.6782011608167213,3,"[0.6779799440387402, 0.6857215622793632, 0.6709019761320608]","[50, 260, 40]",1,True,True,False
B5_sel,B5,aptos2019,0,0.001,3.0,230,0.6717650093877289,3,"[0.6766652015944954, 0.6657508254513788, 0.6728790011173127]","[230, 220, 250]",1,False,False,False
B5_sel,B5,aptos2019,1,0.01,3.0,190,0.6834972249973137,3,"[0.6653116749993926, 0.6913961147247922, 0.6937838852677563]","[150, 190, 230]",1,True,False,False
B5_sel,B5,aptos2019,2,0.01,3.0,240,0.6653735605312147,3,"[0.6882233609007109, 0.6705802702759008, 0.6373170504170323]","[150, 260, 240]",1,True,False,False
B5_sel,B5,aptos2019,3,0.01,10.0,290,0.6794698309346897,3,"[0.7078409485481705, 0.6492164678259381, 0.6813520764299604]","[380, 280, 290]",1,True,True,False
B5_sel,B5,aptos2019,4,0.01,10.0,300,0.6884296054472651,3,"[0.6873893371929918, 0.6840163292993482, 0.6938831498494553]","[370, 160, 300]",1,True,True,False
B5_sel,B5,aptos2019,5,0.001,3.0,180,0.6695515283709055,3,"[0.6514339130050363, 0.6854505284264671, 0.6717701436812129]","[140, 250, 180]",1,False,False,False
B5_sel,B5,aptos2019,6,0.01,3.0,290,0.6698151579900142,3,"[0.6669299334338377, 0.6767665241112322, 0.665749016424973]","[320, 290, 290]",1,True,False,False
B5_sel,B5,aptos2019,7,0.001,1.0,250,0.6843073823789961,3,"[0.6867698784902952, 0.7045338551613989, 0.661618413485294]","[200, 250, 340]",1,False,False,False
B5_sel,B5,aptos2019,8,0.01,10.0,70,0.6814242071299299,3,"[0.6912777401119001, 0.6831859593650823, 0.6698089219128069]","[210, 70, 30]",1,True,True,False
B5_sel,B5,aptos2019,9,0.01,10.0,300,0.6884132008175934,3,"[0.6851611339590646, 0.7016077126700184, 0.6784707558236969]","[70, 360, 300]",1,True,True,False
B5_sel,B5,aptos2019,10,0.001,3.0,240,0.6632571210993649,3,"[0.6559111119704913, 0.6725787718928513, 0.6612814794347517]","[240, 240, 380]",1,False,False,False
B5_sel,B5,aptos2019,11,0.01,3.0,240,0.6877244494274017,3,"[0.69906480279963, 0.6965299656889026, 0.6675785797936726]","[310, 70, 240]",1,True,False,False
B5_sel,B5,aptos2019,12,0.01,1.0,260,0.6853784915392974,3,"[0.673993961605061, 0.6790037178489992, 0.7031377951638322]","[310, 260, 50]",1,True,False,False
B5_sel,B5,aptos2019,13,0.01,10.0,250,0.6781865586763458,3,"[0.6789946524713352, 0.6584264950065344, 0.6971385285511679]","[250, 70, 250]",1,True,True,False
B5_sel,B5,aptos2019,14,0.01,3.0,310,0.6657772312207827,3,"[0.676852298135319, 0.6528262477197679, 0.667653147807261]","[180, 310, 370]",1,True,False,False
B5s_sel,B5s,aptos2019,0,0.001,3.0,230,0.6695703265048975,3,"[0.6741695850843513, 0.6576058091286306, 0.6769355853017104]","[320, 230, 230]",1,False,False,False
B5s_sel,B5s,aptos2019,1,0.01,3.0,280,0.6782211788301152,3,"[0.6569708275970906, 0.6823468930313104, 0.695345815861945]","[370, 230, 280]",1,True,False,False
B5s_sel,B5s,aptos2019,2,0.01,3.0,210,0.6557000418566926,3,"[0.6711718684272503, 0.6527313039492781, 0.6431969531935494]","[30, 290, 210]",1,True,False,False
B5s_sel,B5s,aptos2019,3,0.01,10.0,310,0.6810811224871296,3,"[0.7147022896502252, 0.639358961254057, 0.6891821165571067]","[310, 70, 370]",1,True,True,False
B5s_sel,B5s,aptos2019,4,0.01,3.0,250,0.6850410447169194,3,"[0.7026148519148153, 0.6658772803056932, 0.6866310019302493]","[250, 80, 250]",1,True,False,False
B5s_sel,B5s,aptos2019,5,0.01,3.0,280,0.6727103650088556,3,"[0.6725635681543027, 0.6783539729851206, 0.6672135538871437]","[100, 350, 280]",1,True,False,False
B5s_sel,B5s,aptos2019,6,0.01,10.0,310,0.6772241066635197,3,"[0.6692809486073077, 0.6880119698516802, 0.6743794015315713]","[370, 310, 100]",1,True,True,False
B5s_sel,B5s,aptos2019,7,0.01,10.0,160,0.680823860993219,3,"[0.6743591245425191, 0.7083028972592196, 0.6598095611779183]","[110, 160, 180]",1,True,True,False
B5s_sel,B5s,aptos2019,8,0.01,3.0,160,0.6737983395775117,3,"[0.6852877300006994, 0.657726260557169, 0.6783810281746666]","[220, 50, 160]",1,True,False,False
B5s_sel,B5s,aptos2019,9,0.01,3.0,390,0.6803867024376009,3,"[0.6907914514565922, 0.6826940047992063, 0.667674651057004]","[390, 110, 400]",1,True,False,False
B5s_sel,B5s,aptos2019,10,0.01,10.0,190,0.6691632878719332,3,"[0.6588205393409556, 0.700038788236319, 0.6486305360385252]","[100, 250, 190]",1,True,True,False
B5s_sel,B5s,aptos2019,11,0.01,10.0,250,0.6888044244484105,3,"[0.7069399502092673, 0.6753086317875787, 0.6841646913483854]","[160, 260, 250]",1,True,True,False
B5s_sel,B5s,aptos2019,12,0.01,3.0,350,0.6876572278309295,3,"[0.6770830705103729, 0.6804759744188056, 0.7054126385636106]","[350, 330, 380]",1,True,False,False
B5s_sel,B5s,aptos2019,13,0.01,3.0,390,0.67531054996868,3,"[0.687406843137136, 0.6533554841460497, 0.6851693226228542]","[390, 360, 390]",1,True,False,False
B5s_sel,B5s,aptos2019,14,0.01,3.0,290,0.662510344201814,3,"[0.6498152654610878, 0.6582123497648787, 0.6795034173794755]","[290, 100, 390]",1,True,False,False
B0d_sel,B0d,aptos2019,0,0.001,3.0,240,0.6181959693620769,3,"[0.6282067864080043, 0.626174651075066, 0.6002064706031605]","[240, 100, 340]",1,False,False,False
B0d_sel,B0d,aptos2019,1,0.01,0.01,100,0.6262285841688751,3,"[0.6190089788591276, 0.6333201562005577, 0.6263566174469399]","[310, 60, 100]",1,True,False,False
B0d_sel,B0d,aptos2019,2,0.001,3.0,260,0.6160099006461487,3,"[0.6282782115765052, 0.6199517364462748, 0.5997997539156658]","[170, 340, 260]",1,False,False,False
B0d_sel,B0d,aptos2019,3,0.01,3.0,50,0.6254180581017647,3,"[0.669686736966004, 0.5970149720828979, 0.6095524652563921]","[30, 50, 70]",1,True,False,False
B0d_sel,B0d,aptos2019,4,0.001,3.0,180,0.6196070413655576,3,"[0.6275410946105746, 0.613902089359914, 0.6173779401261841]","[170, 250, 180]",1,False,False,False
B0d_sel,B0d,aptos2019,5,0.01,1.0,90,0.6430239275906741,3,"[0.6420570454220089, 0.6552116433911779, 0.6318030939588356]","[320, 90, 40]",1,True,False,False
B0d_sel,B0d,aptos2019,6,0.001,0.1,150,0.6289952485155369,3,"[0.6239169697945468, 0.6164274149325074, 0.6466413608195567]","[60, 170, 150]",1,False,False,False
B0d_sel,B0d,aptos2019,7,0.01,0.1,130,0.6289227907585389,3,"[0.6271701743456469, 0.6398513358378886, 0.6197468620920809]","[40, 290, 130]",1,True,False,False
B0d_sel,B0d,aptos2019,8,0.001,1.0,90,0.6038955742946975,3,"[0.5929015073203592, 0.5996746912895518, 0.6191105242741817]","[70, 280, 90]",1,False,False,False
B0d_sel,B0d,aptos2019,9,0.01,1.0,40,0.6354925125447597,3,"[0.6428893898686696, 0.6346911188685804, 0.6288970288970289]","[40, 20, 80]",1,True,False,False
B0d_sel,B0d,aptos2019,10,0.01,0.1,60,0.6091487406253504,3,"[0.587887007242357, 0.6162555515721959, 0.6233036630614983]","[90, 60, 60]",1,True,False,False
B0d_sel,B0d,aptos2019,11,0.01,3.0,60,0.6267865737771233,3,"[0.6255371733380679, 0.6359978293395855, 0.6188247186537164]","[300, 60, 60]",1,True,False,False
B0d_sel,B0d,aptos2019,12,0.001,0.01,100,0.6205700570597223,3,"[0.6471622734642175, 0.6009804351728126, 0.613567462542137]","[100, 280, 100]",2,False,False,False
B0d_sel,B0d,aptos2019,13,0.001,1.0,230,0.632728777062603,3,"[0.655209345394779, 0.6264187092905154, 0.6165582765025144]","[230, 320, 180]",1,False,False,False
B0d_sel,B0d,aptos2019,14,0.01,1.0,50,0.6382899796391934,3,"[0.6322212092106831, 0.6322577442844379, 0.6503909854224592]","[50, 40, 100]",1,True,False,False
B1d_sel,B1d,aptos2019,0,0.001,10.0,50,0.6545286693895204,3,"[0.6458453445798062, 0.6839175293739609, 0.6338231342147937]","[50, 40, 130]",1,False,True,False
B1d_sel,B1d,aptos2019,1,0.01,10.0,250,0.6500025166353195,3,"[0.6532542377082284, 0.6536786615101761, 0.643074650687554]","[30, 350, 250]",1,True,True,False
B1d_sel,B1d,aptos2019,2,0.01,10.0,320,0.6351190114379518,3,"[0.646174424953109, 0.640880490413261, 0.6183021189474852]","[320, 300, 360]",1,True,True,False
B1d_sel,B1d,aptos2019,3,0.01,10.0,40,0.6687113928182861,3,"[0.6895045149711359, 0.6493462619559465, 0.667283401527776]","[340, 40, 20]",1,True,True,False
B1d_sel,B1d,aptos2019,4,0.001,10.0,50,0.6625989417343835,3,"[0.6646485101775955, 0.6567187456407767, 0.6664295693847782]","[30, 50, 50]",1,False,True,False
B1d_sel,B1d,aptos2019,5,0.01,10.0,170,0.6682537887531081,3,"[0.6634855934197209, 0.6680673242968325, 0.6732084485427711]","[170, 50, 310]",1,True,True,False
B1d_sel,B1d,aptos2019,6,0.01,10.0,170,0.6699772528280127,3,"[0.6470368047428972, 0.6708487214827588, 0.6920462322583821]","[320, 170, 30]",1,True,True,False
B1d_sel,B1d,aptos2019,7,0.01,10.0,50,0.6708513794552546,3,"[0.6654615340785887, 0.6917632238751967, 0.6553293804119786]","[10, 50, 310]",1,True,True,False
B1d_sel,B1d,aptos2019,8,0.01,10.0,40,0.6433009328282068,3,"[0.652556979608716, 0.644156270331221, 0.6331895485446833]","[20, 180, 40]",1,True,True,False
B1d_sel,B1d,aptos2019,9,0.001,10.0,80,0.6642734294429405,3,"[0.679300206276972, 0.6742957769451916, 0.6392243051066581]","[90, 40, 80]",1,False,True,False
B1d_sel,B1d,aptos2019,10,0.01,10.0,300,0.6486369257585217,3,"[0.641726156709092, 0.6517399612154033, 0.6524446593510697]","[250, 390, 300]",1,True,True,False
B1d_sel,B1d,aptos2019,11,0.001,10.0,60,0.6641972449074612,3,"[0.6741496763732922, 0.662987898690403, 0.6554541596586885]","[40, 320, 60]",1,False,True,False
B1d_sel,B1d,aptos2019,12,0.01,10.0,100,0.6535722982902986,3,"[0.677795108185855, 0.6407651422987175, 0.6421566443863235]","[390, 50, 100]",1,True,True,False
B1d_sel,B1d,aptos2019,13,0.01,10.0,230,0.6732040733097184,3,"[0.6895615417662289, 0.6522526810340745, 0.6777979971288521]","[330, 160, 230]",1,True,True,False
B1d_sel,B1d,aptos2019,14,0.01,10.0,160,0.6644939841778192,3,"[0.6643608940386596, 0.6749319802021819, 0.6541890782926163]","[290, 60, 160]",1,True,True,False
B3d_sel,B3d,aptos2019,0,0.01,0.1,300,0.5939132725649584,3,"[0.5839452645431947, 0.5947575641151022, 0.6030369890365781]","[170, 300, 350]",1,True,False,False
B3d_sel,B3d,aptos2019,1,0.01,0.1,270,0.6283122277288263,3,"[0.6316664408422812, 0.6358919202432952, 0.6173783221009028]","[270, 240, 500]",1,True,False,False
B3d_sel,B3d,aptos2019,2,0.01,0.0001,180,0.6090897382763011,3,"[0.6047388871752448, 0.6231812661023187, 0.5993490615513398]","[100, 340, 180]",1,True,False,False
B3d_sel,B3d,aptos2019,3,0.01,0.1,170,0.6050665441654762,3,"[0.6235360768574265, 0.5944196049310511, 0.597243950707951]","[400, 170, 150]",1,True,False,False
B3d_sel,B3d,aptos2019,4,0.01,0.0001,240,0.6256653683093109,3,"[0.6293590429094905, 0.6220008409797533, 0.6256362210386885]","[470, 240, 170]",1,True,False,False
B3d_sel,B3d,aptos2019,5,0.01,0.01,270,0.6297777309429488,3,"[0.6327270073985344, 0.6101072731546026, 0.6464989122757093]","[120, 270, 440]",1,True,False,False
B3d_sel,B3d,aptos2019,6,0.01,0.1,450,0.6316445819669246,3,"[0.6103584250499908, 0.6272104451889999, 0.6573648756617833]","[700, 250, 450]",1,True,False,False
B3d_sel,B3d,aptos2019,7,0.01,0.0001,270,0.6200743651961558,3,"[0.6008426395719765, 0.6378134376212212, 0.6215670183952696]","[270, 200, 520]",1,True,False,False
B3d_sel,B3d,aptos2019,8,0.01,0.0001,400,0.6065462887520289,3,"[0.6164799150128702, 0.6084269404684489, 0.5947320107747677]","[400, 570, 260]",1,True,False,False
B3d_sel,B3d,aptos2019,9,0.01,0.1,180,0.6223751342674038,3,"[0.6166011480021509, 0.6473722162068453, 0.6031520385932151]","[150, 190, 180]",1,True,False,False
B3d_sel,B3d,aptos2019,10,0.01,0.1,340,0.6095229256651289,3,"[0.5916533970751903, 0.626669623229583, 0.6102457566906134]","[200, 390, 340]",1,True,False,False
B3d_sel,B3d,aptos2019,11,0.01,0.1,250,0.6230119248876766,3,"[0.6376848240527272, 0.6351586448157793, 0.5961923057945232]","[250, 220, 730]",1,True,False,False
B3d_sel,B3d,aptos2019,12,0.01,0.1,640,0.6242755674592987,3,"[0.6458995891967068, 0.6229130435505208, 0.6040140696306686]","[710, 200, 640]",1,True,False,False
B3d_sel,B3d,aptos2019,13,0.01,0.01,440,0.6138199023145878,3,"[0.6462889708991658, 0.5938670211721095, 0.6013037148724881]","[670, 120, 440]",1,True,False,False
B3d_sel,B3d,aptos2019,14,0.01,0.01,340,0.6221934806485464,3,"[0.6363369204319064, 0.6064648498079935, 0.6237786717057392]","[340, 620, 260]",1,True,False,False
B4d_sel,B4d,aptos2019,0,0.001,10.0,120,0.6419935754330274,3,"[0.6391490359623153, 0.6318624977297176, 0.6549691926070493]","[120, 90, 190]",1,False,True,False
B4d_sel,B4d,aptos2019,1,0.01,10.0,220,0.649593055967128,3,"[0.6609507124080549, 0.6415610959679052, 0.646267359525424]","[780, 220, 190]",1,True,True,False
B4d_sel,B4d,aptos2019,2,0.001,0.01,90,0.6510550066845611,3,"[0.664781163006583, 0.6479750696175721, 0.6404087874295281]","[40, 100, 90]",2,False,False,False
B4d_sel,B4d,aptos2019,3,0.01,10.0,150,0.6597718137977536,3,"[0.6823120117950366, 0.642910656582359, 0.6540927730158652]","[150, 30, 610]",1,True,True,False
B4d_sel,B4d,aptos2019,4,0.001,0.1,110,0.6488424034828056,3,"[0.6388925832938609, 0.6464815384002398, 0.6611530887543162]","[270, 110, 50]",3,False,False,False
B4d_sel,B4d,aptos2019,5,0.01,10.0,340,0.6679821262313922,3,"[0.67444056065019, 0.6588461431824731, 0.6706596748615137]","[690, 30, 340]",1,True,True,False
B4d_sel,B4d,aptos2019,6,0.001,3.0,170,0.660788182736404,3,"[0.6379609782823598, 0.6713483238417994, 0.673055246085053]","[170, 150, 790]",1,False,False,False
B4d_sel,B4d,aptos2019,7,0.01,10.0,370,0.6666986687753683,3,"[0.653422678625099, 0.6937558714082688, 0.6529174562927375]","[370, 770, 190]",1,True,True,False
B4d_sel,B4d,aptos2019,8,0.001,10.0,90,0.6431584521073993,3,"[0.6666136332047033, 0.6527377448869583, 0.6101239782305362]","[70, 90, 390]",1,False,True,False
B4d_sel,B4d,aptos2019,9,0.001,10.0,520,0.6626142609133016,3,"[0.6710153937399299, 0.6719060956963284, 0.6449212933036462]","[520, 640, 40]",1,False,True,False
B4d_sel,B4d,aptos2019,10,0.001,10.0,470,0.6544401366874734,3,"[0.6398418702223557, 0.683021130824512, 0.6404574090155523]","[80, 470, 780]",1,False,True,False
B4d_sel,B4d,aptos2019,11,0.01,10.0,50,0.6542140228753547,3,"[0.66070904862364, 0.6573301750218559, 0.6446028449805684]","[390, 30, 50]",1,True,True,False
B4d_sel,B4d,aptos2019,12,0.001,10.0,330,0.662160086064099,3,"[0.6665719806669367, 0.6691830122388198, 0.6507252652865406]","[360, 200, 330]",1,False,True,False
B4d_sel,B4d,aptos2019,13,0.001,3.0,120,0.6704543743864022,3,"[0.690528875238494, 0.6608213364208122, 0.6600129114999003]","[130, 70, 120]",1,False,False,False
B4d_sel,B4d,aptos2019,14,0.01,3.0,40,0.6661044412366282,3,"[0.6640219725566381, 0.6711344887213677, 0.6631568624318787]","[40, 200, 30]",1,True,False,False
