arm,base_arm,recipe,dataset,fold,bacc,mcc,macro_mae,per_class_recall,n_train,n_test,lr,wd,epoch,train_ce_best,train_ce_best_epoch,train_loss_final,grad_norm_final,w_norm,count_mode,seconds
A4_sel,A4,sel,oral_diseases,4,0.7248963755542703,0.6817434889285536,0.5533980582524272,"[0.6875, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6, 0.6842105263157895, 0.7692307692307693]",2065,103,0.001,10.0,40,0.4086054265499115,40,0.4086054265499115,0.3178596794605255,1.6004823446273804,train,13.235312938690186
A4_sel,A4,sel,oral_diseases,5,0.7665254336306969,0.7213011562806241,0.4230769230769231,"[0.875, 0.9333333333333333, 0.75, 0.4444444444444444, 0.7272727272727273, 0.7894736842105263, 0.8461538461538461]",2060,104,0.001,3.0,90,0.21985970437526703,90,0.21985970437526703,0.16080786287784576,2.4201648235321045,train,13.85899019241333
A4_sel,A4,sel,oral_diseases,6,0.7838706615022405,0.7496678660321777,0.3786407766990291,"[0.875, 0.9333333333333333, 0.75, 0.7222222222222222, 0.6363636363636364, 0.7368421052631579, 0.8333333333333334]",2065,103,0.001,10.0,120,0.25752270221710205,120,0.25752270221710205,0.20582836866378784,1.9556461572647095,train,14.069819211959839
A4_sel,A4,sel,oral_diseases,7,0.704944178628389,0.6610872707925669,0.4563106796116505,"[0.75, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6363636363636364, 0.631578947368421, 0.5833333333333334]",2065,103,0.001,10.0,20,0.5935547351837158,20,0.5935547351837158,0.5424490571022034,1.5475915670394897,train,14.182935237884521
A4_sel,A4,sel,oral_diseases,8,0.7952713952713953,0.7525671898701716,0.46601941747572817,"[0.8, 1.0, 0.6923076923076923, 0.7777777777777778, 0.8181818181818182, 0.5555555555555556, 0.9230769230769231]",2065,103,0.001,10.0,270,0.17762981355190277,270,0.17762981355190277,0.14900971949100494,2.338386058807373,train,13.855942249298096
A4_sel,A4,sel,oral_diseases,9,0.7593647580489685,0.7164658379578468,0.39805825242718446,"[0.875, 1.0, 0.75, 0.6666666666666666, 0.7, 0.631578947368421, 0.6923076923076923]",2065,103,0.001,10.0,80,0.3017062246799469,80,0.3017062246799469,0.2472652941942215,1.753260612487793,train,13.987887859344482
A4_sel,A4,sel,oral_diseases,10,0.7924162825478616,0.7442294223255651,0.3173076923076923,"[0.9375, 1.0, 0.8333333333333334, 0.3888888888888889, 0.7272727272727273, 0.7368421052631579, 0.9230769230769231]",2060,104,0.01,3.0,40,0.09711399674415588,40,0.09711399674415588,0.08642639964818954,3.465524435043335,train,14.178687810897827
A4_sel,A4,sel,oral_diseases,11,0.6646664008506115,0.6149171068360025,0.6601941747572816,"[0.8125, 0.9333333333333333, 0.6666666666666666, 0.5555555555555556, 0.6363636363636364, 0.631578947368421, 0.4166666666666667]",2065,103,0.001,3.0,50,0.3170434832572937,50,0.3170434832572937,0.23818707466125488,2.026503801345825,train,13.967922925949097
A4_sel,A4,sel,oral_diseases,12,0.7866304017619807,0.7415930836972965,0.42718446601941745,"[0.8125, 1.0, 0.9166666666666666, 0.5555555555555556, 0.8181818181818182, 0.7368421052631579, 0.6666666666666666]",2065,103,0.001,10.0,70,0.31899958848953247,70,0.31899958848953247,0.2637888491153717,1.713180661201477,train,14.360863447189331
A4_sel,A4,sel,oral_diseases,13,0.8172050172050173,0.7852959786749486,0.3106796116504854,"[0.9333333333333333, 1.0, 0.8461538461538461, 0.7222222222222222, 0.7272727272727273, 0.7222222222222222, 0.7692307692307693]",2065,103,0.001,0.1,100,0.1823521852493286,100,0.1823521852493286,0.1249389499425888,2.9018185138702393,train,13.934122800827026
A4_sel,A4,sel,oral_diseases,14,0.7900311676627466,0.7605061649321943,0.4077669902912621,"[0.875, 1.0, 0.75, 0.7222222222222222, 0.6, 0.7368421052631579, 0.8461538461538461]",2065,103,0.001,0.1,30,0.462490051984787,30,0.462490051984787,0.3587414026260376,1.9787590503692627,train,14.341866731643677
A5_200,A5,200,oral_diseases,0,0.6693156258945733,0.6415483435869672,0.5769230769230769,"[0.875, 0.9333333333333333, 0.4166666666666667, 0.6111111111111112, 0.5454545454545454, 0.8421052631578947, 0.46153846153846156]",412,104,0.01,0.0001,200,0.019399363547563553,199,0.8790819048881531,0.7630921602249146,5.813478946685791,train,0.29888129234313965
A5_200,A5,200,oral_diseases,1,0.6792160325055062,0.6191227955240276,0.7087378640776699,"[0.9375, 0.8, 0.5833333333333334, 0.6111111111111112, 0.8181818181818182, 0.42105263157894735, 0.5833333333333334]",413,103,0.01,0.0001,200,0.02391669899225235,90,0.8657902479171753,0.7303764820098877,6.281829357147217,train,0.27455902099609375
A5_200,A5,200,oral_diseases,2,0.6393265360370624,0.5891388590745955,0.7087378640776699,"[0.8125, 0.8666666666666667, 0.75, 0.6111111111111112, 0.2727272727272727, 0.5789473684210527, 0.5833333333333334]",413,103,0.01,0.0001,200,0.02440066449344158,188,0.8531404137611389,0.7216988205909729,6.276070594787598,train,0.2632331848144531
A5_200,A5,200,oral_diseases,3,0.7134088134088135,0.6707317878569008,0.5048543689320388,"[0.8666666666666667, 0.9333333333333333, 0.5384615384615384, 0.6111111111111112, 0.45454545454545453, 0.6666666666666666, 0.9230769230769231]",413,103,0.01,0.0001,200,0.025854887440800667,151,0.8489417433738708,0.5716234445571899,6.252861499786377,train,0.2695801258087158
A5_200,A5,200,oral_diseases,4,0.6990055266371057,0.6498067785995817,0.8155339805825242,"[0.625, 0.9333333333333333, 0.75, 0.5555555555555556, 0.6, 0.7368421052631579, 0.6923076923076923]",413,103,0.01,0.0001,200,0.02533726580440998,188,0.8860434293746948,0.5365645289421082,6.288866996765137,train,0.30818939208984375
A5_200,A5,200,oral_diseases,5,0.7568630200209148,0.7184108362886814,0.3942307692307692,"[1.0, 1.0, 0.6666666666666666, 0.5555555555555556, 0.5454545454545454, 0.6842105263157895, 0.8461538461538461]",412,104,0.01,0.0001,200,0.020863190293312073,199,0.9581069946289062,0.8116015791893005,5.972350120544434,train,0.27330780029296875
A5_200,A5,200,oral_diseases,6,0.7229275841117947,0.6940639077443581,0.47572815533980584,"[0.9375, 0.9333333333333333, 0.6666666666666666, 0.7777777777777778, 0.36363636363636365, 0.631578947368421, 0.75]",413,103,0.01,0.0001,200,0.02261127345263958,151,0.8299339413642883,0.58097243309021,6.452089309692383,train,0.2784116268157959
A5_200,A5,200,oral_diseases,7,0.7048568390673653,0.6601495498850738,0.6504854368932039,"[0.75, 0.9333333333333333, 0.5833333333333334, 0.7777777777777778, 0.7272727272727273, 0.5789473684210527, 0.5833333333333334]",413,103,0.01,0.0001,200,0.025074249133467674,150,0.8702777028083801,0.6798740029335022,6.198572635650635,train,0.28751039505004883
A5_200,A5,200,oral_diseases,8,0.6894882894882893,0.636435997367455,0.7669902912621359,"[0.8, 1.0, 0.46153846153846156, 0.6666666666666666, 0.7272727272727273, 0.5555555555555556, 0.6153846153846154]",413,103,0.01,0.0001,200,0.0243258997797966,151,0.826267659664154,0.5705204606056213,6.245630264282227,train,0.27631497383117676
A5_200,A5,200,oral_diseases,9,0.6989500996079945,0.6589870724568174,0.5533980582524272,"[0.6875, 0.9333333333333333, 0.75, 0.7222222222222222, 0.5, 0.6842105263157895, 0.6153846153846154]",413,103,0.01,0.0001,200,0.023452164605259895,188,0.8710295557975769,0.6430438756942749,6.177347660064697,train,0.2708580493927002
A5_200,A5,200,oral_diseases,10,0.7666226317542106,0.7198958728784453,0.4326923076923077,"[0.8125, 1.0, 0.6666666666666666, 0.5, 0.7272727272727273, 0.7368421052631579, 0.9230769230769231]",412,104,0.01,0.0001,200,0.02040889672935009,199,0.8548218607902527,0.6907090544700623,6.033689022064209,train,0.2913391590118408
A5_200,A5,200,oral_diseases,11,0.6826944254575834,0.6381516172036775,0.6699029126213593,"[0.9375, 0.9333333333333333, 0.75, 0.7222222222222222, 0.5454545454545454, 0.47368421052631576, 0.4166666666666667]",413,103,0.01,0.0001,200,0.019310249015688896,188,0.8766212463378906,0.6205015182495117,6.26417875289917,train,0.3471369743347168
A5_200,A5,200,oral_diseases,12,0.7204687856003645,0.6725459412691386,0.5533980582524272,"[0.8125, 0.9333333333333333, 0.6666666666666666, 0.5, 0.7272727272727273, 0.7368421052631579, 0.6666666666666666]",413,103,0.01,0.0001,200,0.026527883484959602,151,0.8535415530204773,0.7036387920379639,6.183182716369629,train,0.3009769916534424
A5_200,A5,200,oral_diseases,13,0.6897213897213899,0.6480596036970003,0.6601941747572816,"[0.7333333333333333, 0.8666666666666667, 0.7692307692307693, 0.7222222222222222, 0.45454545454545453, 0.6666666666666666, 0.6153846153846154]",413,103,0.01,0.0001,200,0.023564236238598824,188,0.8406703472137451,0.6473016738891602,6.252052307128906,train,0.2744321823120117
A5_200,A5,200,oral_diseases,14,0.7738866396761133,0.70939890993066,0.49514563106796117,"[0.75, 1.0, 0.8333333333333334, 0.6666666666666666, 0.9, 0.42105263157894735, 0.8461538461538461]",413,103,0.01,0.0001,200,0.023004479706287384,163,0.8273488879203796,0.6273325085639954,6.339084625244141,train,0.2884182929992676
A5_sel,A5,sel,oral_diseases,0,0.6672551863341337,0.6418080682099425,0.6057692307692307,"[0.9375, 0.9333333333333333, 0.4166666666666667, 0.6111111111111112, 0.5454545454545454, 0.8421052631578947, 0.38461538461538464]",412,104,0.001,0.1,120,0.12858034670352936,117,0.1470881849527359,0.17489618062973022,2.710103750228882,train,20.994628190994263
A5_sel,A5,sel,oral_diseases,1,0.7568618515986937,0.7076688742285959,0.46601941747572817,"[1.0, 0.9333333333333333, 0.75, 0.6111111111111112, 0.7272727272727273, 0.5263157894736842, 0.75]",413,103,0.001,10.0,40,0.3935461938381195,37,0.5917094945907593,0.3096022605895996,1.518768072128296,train,21.121336698532104
A5_sel,A5,sel,oral_diseases,2,0.6997132983975091,0.6578915253085934,0.5533980582524272,"[0.875, 1.0, 0.75, 0.6111111111111112, 0.36363636363636365, 0.631578947368421, 0.6666666666666666]",413,103,0.01,3.0,140,0.07481549680233002,90,0.16645802557468414,0.24235554039478302,2.905061960220337,train,21.234195709228516
A5_sel,A5,sel,oral_diseases,3,0.7629481629481629,0.716462513947703,0.42718446601941745,"[0.8666666666666667, 1.0, 0.6923076923076923, 0.6111111111111112, 0.6363636363636364, 0.6111111111111112, 0.9230769230769231]",413,103,0.01,3.0,230,0.06690458953380585,211,0.88658607006073,0.6430923938751221,3.130058765411377,train,21.574469804763794
A5_sel,A5,sel,oral_diseases,4,0.7138406914722703,0.6819228541877548,0.5825242718446602,"[0.625, 1.0, 0.6666666666666666, 0.7222222222222222, 0.4, 0.7368421052631579, 0.8461538461538461]",413,103,0.001,10.0,120,0.24434278905391693,115,0.6297597289085388,0.4177495539188385,1.640437126159668,train,20.582147359848022
A5_sel,A5,sel,oral_diseases,5,0.7838082239398029,0.7418693163162939,0.3269230769230769,"[0.9375, 0.9333333333333333, 0.75, 0.5555555555555556, 0.7272727272727273, 0.7368421052631579, 0.8461538461538461]",412,104,0.001,10.0,40,0.41042083501815796,39,0.9138634204864502,0.36287224292755127,1.485495924949646,train,21.539769887924194
A5_sel,A5,sel,oral_diseases,6,0.75095219108377,0.7280914225664066,0.47572815533980584,"[0.9375, 0.9333333333333333, 0.6666666666666666, 0.7777777777777778, 0.45454545454545453, 0.7368421052631579, 0.75]",413,103,0.01,3.0,120,0.07597526907920837,90,0.5529342293739319,0.39287611842155457,2.939953327178955,train,20.769195318222046
A5_sel,A5,sel,oral_diseases,7,0.7308735854788486,0.6932567327954557,0.3786407766990291,"[0.8125, 0.9333333333333333, 0.6666666666666666, 0.6111111111111112, 0.6363636363636364, 0.7894736842105263, 0.6666666666666666]",413,103,0.001,3.0,30,0.42774495482444763,29,1.1647802591323853,0.8111009001731873,1.770073652267456,train,21.27754521369934
A5_sel,A5,sel,oral_diseases,8,0.7633588633588634,0.7169354630922664,0.4854368932038835,"[0.8666666666666667, 0.9333333333333333, 0.6923076923076923, 0.6666666666666666, 0.7272727272727273, 0.6111111111111112, 0.8461538461538461]",413,103,0.001,3.0,370,0.08650891482830048,356,0.5796964168548584,0.25427624583244324,2.844414710998535,train,21.595770597457886
A5_sel,A5,sel,oral_diseases,9,0.7087944219523167,0.6691529313123412,0.5145631067961165,"[0.75, 1.0, 0.6666666666666666, 0.7222222222222222, 0.6, 0.6842105263157895, 0.5384615384615384]",413,103,0.001,10.0,220,0.18775852024555206,219,0.18893496692180634,0.3355218172073364,1.8336310386657715,train,20.989756107330322
A5_sel,A5,sel,oral_diseases,10,0.7964648655438129,0.7639842902829924,0.40384615384615385,"[0.9375, 1.0, 0.6666666666666666, 0.5555555555555556, 0.7272727272727273, 0.8421052631578947, 0.8461538461538461]",412,104,0.01,1.0,280,0.03743809089064598,202,0.052455753087997437,0.1452162265777588,4.16849946975708,train,21.973576068878174
A5_sel,A5,sel,oral_diseases,11,0.6860047846889952,0.6362149058874603,0.6601941747572816,"[0.875, 1.0, 0.75, 0.5, 0.5454545454545454, 0.631578947368421, 0.5]",413,103,0.001,3.0,40,0.3518015146255493,37,0.5713737607002258,0.28524741530418396,1.824933409690857,train,21.802810668945312
A5_sel,A5,sel,oral_diseases,12,0.7689204070783019,0.7270010008016599,0.4563106796116505,"[0.875, 1.0, 0.8333333333333334, 0.6111111111111112, 0.5454545454545454, 0.6842105263157895, 0.8333333333333334]",413,103,0.01,10.0,230,0.14522729814052582,211,1.0018616914749146,0.6014651656150818,2.027630567550659,train,22.155532598495483
A5_sel,A5,sel,oral_diseases,13,0.7442668442668443,0.7050110295045448,0.5048543689320388,"[0.8, 1.0, 0.7692307692307693, 0.7777777777777778, 0.6363636363636364, 0.6111111111111112, 0.6153846153846154]",413,103,0.001,0.1,380,0.052480824291706085,356,0.09666091948747635,0.14068789780139923,3.9281225204467773,train,22.958402156829834
A5_sel,A5,sel,oral_diseases,14,0.78067122935544,0.7381398991335926,0.4077669902912621,"[0.875, 1.0, 0.6666666666666666, 0.7222222222222222, 0.8, 0.631578947368421, 0.7692307692307693]",413,103,0.01,10.0,240,0.141089528799057,211,0.61723792552948,0.3350086510181427,2.0404999256134033,train,23.34609627723694
A5s_200,A5s,200,oral_diseases,0,0.6248464985307091,0.5738193277806205,0.7019230769230769,"[0.75, 0.8666666666666667, 0.4166666666666667, 0.6111111111111112, 0.6363636363636364, 0.631578947368421, 0.46153846153846156]",412,104,0.01,0.0001,200,0.01027632039040327,176,0.013062342070043087,0.06669081747531891,6.288553714752197,train,0.3064093589782715
A5s_200,A5s,200,oral_diseases,1,0.7758221310852891,0.7206400741347726,0.44660194174757284,"[1.0, 1.0, 0.6666666666666666, 0.5555555555555556, 0.8181818181818182, 0.47368421052631576, 0.9166666666666666]",413,103,0.01,0.0001,200,0.01174921728670597,160,0.9909428954124451,0.7500521540641785,6.1616740226745605,train,0.27829551696777344
A5s_200,A5s,200,oral_diseases,2,0.6986310473152579,0.6585142056880589,0.5242718446601942,"[0.875, 1.0, 0.75, 0.6111111111111112, 0.2727272727272727, 0.631578947368421, 0.75]",413,103,0.01,0.0001,200,0.013380545191466808,163,0.912156879901886,0.687676191329956,6.254787445068359,train,0.270261287689209
A5s_200,A5s,200,oral_diseases,3,0.7503718503718504,0.7052259461892006,0.44660194174757284,"[0.8666666666666667, 0.9333333333333333, 0.6153846153846154, 0.6666666666666666, 0.6363636363636364, 0.6111111111111112, 0.9230769230769231]",413,103,0.01,0.0001,200,0.013334287330508232,160,1.0080645084381104,0.7824032306671143,6.136699676513672,train,0.28709959983825684
A5s_200,A5s,200,oral_diseases,4,0.7520580296896086,0.7060064953447613,0.5922330097087378,"[0.625, 1.0, 0.6666666666666666, 0.6666666666666666, 0.8, 0.7368421052631579, 0.7692307692307693]",413,103,0.01,0.0001,200,0.01350462157279253,163,0.9825626015663147,0.7868189215660095,6.273606777191162,train,0.2940540313720703
A5s_200,A5s,200,oral_diseases,5,0.7525672426988216,0.7080577984865171,0.46153846153846156,"[0.9375, 1.0, 0.6666666666666666, 0.4444444444444444, 0.6363636363636364, 0.7368421052631579, 0.8461538461538461]",412,104,0.01,0.0001,200,0.010400782339274883,176,0.01579928956925869,0.08778813481330872,6.408585548400879,train,0.2777523994445801
A5s_200,A5s,200,oral_diseases,6,0.801658502316397,0.7723560169548341,0.3592233009708738,"[0.9375, 1.0, 0.8333333333333334, 0.7777777777777778, 0.5454545454545454, 0.6842105263157895, 0.8333333333333334]",413,103,0.01,0.0001,200,0.011592953465878963,163,0.9674929976463318,0.7661429047584534,6.33899450302124,train,0.27701735496520996
A5s_200,A5s,200,oral_diseases,7,0.7676245538087644,0.7289066517512939,0.4368932038834951,"[0.8125, 1.0, 0.6666666666666666, 0.7777777777777778, 0.8181818181818182, 0.631578947368421, 0.6666666666666666]",413,103,0.01,0.0001,200,0.012653150595724583,163,0.9690126776695251,0.7382153868675232,6.140412330627441,train,0.2909674644470215
A5s_200,A5s,200,oral_diseases,8,0.7774003774003775,0.7287278729941135,0.5922330097087378,"[0.8, 1.0, 0.7692307692307693, 0.6666666666666666, 0.7272727272727273, 0.5555555555555556, 0.9230769230769231]",413,103,0.01,0.0001,200,0.012837422080338001,163,0.9886746406555176,0.7694418430328369,6.1299052238464355,train,0.2793881893157959
A5s_200,A5s,200,oral_diseases,9,0.7033151789730737,0.6578148741535487,0.5242718446601942,"[0.8125, 0.9333333333333333, 0.6666666666666666, 0.6111111111111112, 0.6, 0.6842105263157895, 0.6153846153846154]",413,103,0.01,0.0001,200,0.012805079109966755,163,1.0221452713012695,0.7704043388366699,6.189577102661133,train,0.3003239631652832
A5s_200,A5s,200,oral_diseases,10,0.7401783158362105,0.6868764203891806,0.5,"[0.8125, 1.0, 0.6666666666666666, 0.4444444444444444, 0.7272727272727273, 0.6842105263157895, 0.8461538461538461]",412,104,0.01,0.0001,200,0.010888280346989632,174,0.014944832772016525,0.07747096568346024,6.48330545425415,train,0.28213000297546387
A5s_200,A5s,200,oral_diseases,11,0.6774065846434267,0.6254316321973094,0.6796116504854369,"[0.8125, 0.9333333333333333, 0.6666666666666666, 0.6666666666666666, 0.6363636363636364, 0.5263157894736842, 0.5]",413,103,0.01,0.0001,200,0.0113037945702672,160,0.9909356832504272,0.7843766212463379,6.17838191986084,train,0.3250117301940918
A5s_200,A5s,200,oral_diseases,12,0.7475222146274777,0.706122924266215,0.44660194174757284,"[0.875, 1.0, 0.6666666666666666, 0.5, 0.8181818181818182, 0.7894736842105263, 0.5833333333333334]",413,103,0.01,0.0001,200,0.01359376311302185,160,0.9783681631088257,0.7612276673316956,6.166104316711426,train,0.2960216999053955
A5s_200,A5s,200,oral_diseases,13,0.7217560217560217,0.6820791853215291,0.47572815533980584,"[0.8666666666666667, 0.8666666666666667, 0.7692307692307693, 0.7777777777777778, 0.5454545454545454, 0.6111111111111112, 0.6153846153846154]",413,103,0.01,0.0001,200,0.012985403649508953,163,0.995202898979187,0.7392165064811707,6.10465145111084,train,0.29938793182373047
A5s_200,A5s,200,oral_diseases,14,0.7838876036244457,0.7278966441721718,0.44660194174757284,"[0.875, 1.0, 0.75, 0.6666666666666666, 0.9, 0.5263157894736842, 0.7692307692307693]",413,103,0.01,0.0001,200,0.012764052487909794,163,0.9791038036346436,0.7492573261260986,6.185606002807617,train,0.27953052520751953
A5s_sel,A5s,sel,oral_diseases,0,0.6772521338310812,0.6528995382122122,0.6153846153846154,"[0.875, 0.9333333333333333, 0.4166666666666667, 0.6666666666666666, 0.5454545454545454, 0.8421052631578947, 0.46153846153846156]",412,104,0.01,1.0,140,0.030211936682462692,133,0.04571900889277458,0.18457110226154327,3.9867963790893555,train,21.72706627845764
A5s_sel,A5s,sel,oral_diseases,1,0.7673805726437306,0.7081262202687894,0.4854368932038835,"[1.0, 0.9333333333333333, 0.75, 0.5555555555555556, 0.9090909090909091, 0.47368421052631576, 0.75]",413,103,0.01,10.0,220,0.10918359458446503,218,0.3975679576396942,0.24018169939517975,2.2400920391082764,train,21.928877115249634
A5s_sel,A5s,sel,oral_diseases,2,0.7028461304777095,0.6691872569279778,0.44660194174757284,"[0.875, 1.0, 0.8333333333333334, 0.6111111111111112, 0.36363636363636365, 0.7368421052631579, 0.5]",413,103,0.001,10.0,30,0.4268101751804352,29,0.4316195845603943,0.41165393590927124,1.5588617324829102,train,21.22171640396118
A5s_sel,A5s,sel,oral_diseases,3,0.7213453213453214,0.6817408704234584,0.46601941747572817,"[0.8666666666666667, 0.9333333333333333, 0.5384615384615384, 0.6666666666666666, 0.45454545454545453, 0.6666666666666666, 0.9230769230769231]",413,103,0.01,1.0,110,0.03884692117571831,74,0.03948921337723732,0.0852360799908638,4.009181499481201,train,21.229002952575684
A5s_sel,A5s,sel,oral_diseases,4,0.71457891523681,0.6711581283295236,0.5145631067961165,"[0.6875, 1.0, 0.75, 0.6111111111111112, 0.5, 0.6842105263157895, 0.7692307692307693]",413,103,0.001,10.0,20,0.4967438876628876,20,0.4967438876628876,0.5101760029792786,1.5488598346710205,train,21.662592887878418
A5s_sel,A5s,sel,oral_diseases,5,0.7633024139603087,0.7191636567835088,0.36538461538461536,"[0.9375, 0.9333333333333333, 0.75, 0.5555555555555556, 0.6363636363636364, 0.6842105263157895, 0.8461538461538461]",412,104,0.001,1.0,40,0.3291183412075043,38,0.34028545022010803,0.30099260807037354,1.9960877895355225,train,21.625805616378784
A5s_sel,A5s,sel,oral_diseases,6,0.7593965975544924,0.7279504947394974,0.46601941747572817,"[0.875, 0.9333333333333333, 0.75, 0.7777777777777778, 0.5454545454545454, 0.6842105263157895, 0.75]",413,103,0.01,1.0,110,0.03606463596224785,76,0.037612807005643845,0.09631174057722092,4.118626117706299,train,21.3714816570282
A5s_sel,A5s,sel,oral_diseases,7,0.7059818105870737,0.6705132521643772,0.39805825242718446,"[0.8125, 0.9333333333333333, 0.6666666666666666, 0.6111111111111112, 0.5454545454545454, 0.7894736842105263, 0.5833333333333334]",413,103,0.001,0.1,30,0.39929425716400146,29,0.4038040339946747,0.398617148399353,1.9384857416152954,train,21.65259623527527
A5s_sel,A5s,sel,oral_diseases,8,0.7712953712953714,0.7281994594246577,0.5436893203883495,"[0.8, 1.0, 0.6153846153846154, 0.7222222222222222, 0.7272727272727273, 0.6111111111111112, 0.9230769230769231]",413,103,0.01,10.0,320,0.10512282699346542,232,0.13519129157066345,0.2766048014163971,2.182894229888916,train,22.145176887512207
A5s_sel,A5s,sel,oral_diseases,9,0.7197834329413276,0.6807056772170927,0.5048543689320388,"[0.75, 1.0, 0.6666666666666666, 0.7222222222222222, 0.6, 0.6842105263157895, 0.6153846153846154]",413,103,0.01,10.0,230,0.10883749276399612,230,0.10883749276399612,0.12095701694488525,2.237966537475586,train,21.865689516067505
A5s_sel,A5s,sel,oral_diseases,10,0.744226898832162,0.6962890625,0.5192307692307693,"[0.8125, 1.0, 0.6666666666666666, 0.4444444444444444, 0.7272727272727273, 0.7894736842105263, 0.7692307692307693]",412,104,0.01,1.0,270,0.024263937026262283,176,0.04734261706471443,0.2190021276473999,4.3302388191223145,train,21.76918625831604
A5s_sel,A5s,sel,oral_diseases,11,0.6834463051568315,0.6358840034280221,0.5825242718446602,"[0.9375, 1.0, 0.6666666666666666, 0.5555555555555556, 0.5454545454545454, 0.5789473684210527, 0.5]",413,103,0.001,3.0,70,0.21367625892162323,70,0.21367625892162323,0.2748311758041382,2.0518476963043213,train,21.7338125705719
A5s_sel,A5s,sel,oral_diseases,12,0.7587624363940153,0.7151879850534714,0.4368932038834951,"[0.875, 1.0, 0.75, 0.5555555555555556, 0.7272727272727273, 0.7368421052631579, 0.6666666666666666]",413,103,0.001,1.0,360,0.05357588455080986,338,0.053921375423669815,0.11391410231590271,3.5620486736297607,train,21.963308334350586
A5s_sel,A5s,sel,oral_diseases,13,0.7312798312798312,0.6938023751075132,0.4563106796116505,"[0.8666666666666667, 0.9333333333333333, 0.7692307692307693, 0.7777777777777778, 0.5454545454545454, 0.6111111111111112, 0.6153846153846154]",413,103,0.01,1.0,200,0.027621055021882057,168,0.96538245677948,0.7577073574066162,4.158423900604248,train,21.515562295913696
A5s_sel,A5s,sel,oral_diseases,14,0.8044558511663775,0.7517152756725364,0.4563106796116505,"[0.8125, 1.0, 0.75, 0.6666666666666666, 0.9, 0.5789473684210527, 0.9230769230769231]",413,103,0.01,0.1,160,0.014629155397415161,160,0.014629155397415161,0.03806544840335846,5.6186981201171875,train,21.390204906463623
A0d_200,A0d,200,oral_diseases,0,0.7054436061015009,0.6620945953592652,0.6538461538461539,"[0.6875, 0.9333333333333333, 0.75, 0.7222222222222222, 0.5454545454545454, 0.6842105263157895, 0.6153846153846154]",412,104,0.01,0.0001,200,0.0012608635006472468,200,0.0012608635006472468,0.001549948938190937,7.27871561050415,train,0.1834547519683838
A0d_200,A0d,200,oral_diseases,1,0.6660068732437152,0.6040180602593848,0.6601941747572816,"[0.8125, 1.0, 0.5833333333333334, 0.4444444444444444, 0.5454545454545454, 0.5263157894736842, 0.75]",413,103,0.01,0.0001,200,0.0012511046370491385,200,0.0012511046370491385,0.0015425768215209246,7.322274208068848,train,0.17750000953674316
A0d_200,A0d,200,oral_diseases,2,0.7229968861547809,0.691825941624678,0.5339805825242718,"[1.0, 0.8666666666666667, 0.75, 0.7222222222222222, 0.45454545454545453, 0.6842105263157895, 0.5833333333333334]",413,103,0.01,0.0001,200,0.0018306003184989095,200,0.0018306003184989095,0.001963494112715125,7.379601001739502,train,0.18913984298706055
A0d_200,A0d,200,oral_diseases,3,0.6896769896769898,0.6588942234292476,0.5242718446601942,"[0.8666666666666667, 0.8666666666666667, 0.46153846153846156, 0.7222222222222222, 0.36363636363636365, 0.7777777777777778, 0.7692307692307693]",413,103,0.01,0.0001,200,0.0016298424452543259,200,0.0016298424452543259,0.0018025573808699846,7.345744609832764,train,0.18514227867126465
A0d_200,A0d,200,oral_diseases,4,0.6864043120622069,0.6470979334684929,0.5728155339805825,"[0.8125, 1.0, 0.5833333333333334, 0.5555555555555556, 0.4, 0.6842105263157895, 0.7692307692307693]",413,103,0.01,0.0001,200,0.0016352117527276278,200,0.0016352117527276278,0.001821756362915039,7.284604549407959,train,0.18339133262634277
A0d_200,A0d,200,oral_diseases,5,0.7056765602818235,0.6636721210998355,0.5865384615384616,"[0.8125, 0.9333333333333333, 0.6666666666666666, 0.5, 0.5454545454545454, 0.7894736842105263, 0.6923076923076923]",412,104,0.01,0.0001,200,0.001333556603640318,200,0.001333556603640318,0.0016156753990799189,7.3111443519592285,train,0.18453025817871094
A0d_200,A0d,200,oral_diseases,6,0.7241000227842332,0.6817175908465297,0.6019417475728155,"[0.875, 0.9333333333333333, 0.6666666666666666, 0.6666666666666666, 0.5454545454545454, 0.631578947368421, 0.75]",413,103,0.01,0.0001,200,0.0013600928941741586,200,0.0013600928941741586,0.0016333560924977064,7.377693176269531,train,0.1770484447479248
A0d_200,A0d,200,oral_diseases,7,0.6778907496012759,0.628378848219578,0.5922330097087378,"[0.6875, 0.9333333333333333, 0.5, 0.6666666666666666, 0.5454545454545454, 0.5789473684210527, 0.8333333333333334]",413,103,0.01,0.0001,200,0.0015614584553986788,200,0.0015614584553986788,0.001777525758370757,7.272251605987549,train,0.19642233848571777
A0d_200,A0d,200,oral_diseases,8,0.6915972915972916,0.6379523230272484,0.5242718446601942,"[0.8, 1.0, 0.5384615384615384, 0.6666666666666666, 0.5454545454545454, 0.4444444444444444, 0.8461538461538461]",413,103,0.01,0.0001,200,0.00159378198441118,200,0.00159378198441118,0.0017774150473996997,7.31033182144165,train,0.18128013610839844
