family,dataset,arm,base,n_folds,mean_arm,mean_base,mean_diff,sd,se_nb,wins,ci_lo,ci_hi,p_nb,holm_p,sig_holm,mde_floor,mde_post,tost_p,equivalent,passes_gate,verdict_code
pa_nested_v1_F2,oral_diseases,A0_sel,A0_200,15,0.7363816349342667,0.7438928663928664,-0.007511231458599887,0.05091973131687338,0.028654133416277233,7,-0.06896823536362688,0.05394577244642711,0.7970355115971186,1.0,False,0.032,0.0863303614284107,0.33479711447221,False,False,undetectable
pa_nested_v1_F2,oral_diseases,A1_sel,A1_200,15,0.743208667550773,0.739904043325096,0.003304624225676885,0.03527133711690974,0.019848290110350896,9,-0.039265724180916915,0.04587497263227069,0.8701487660795653,1.0,False,0.032,0.05979975154262275,0.20720050784482036,False,False,undetectable
pa_nested_v1_F2,oral_diseases,A2_sel,A2_200,15,0.751989306989307,0.7470267743951955,0.004962532594111524,0.035266526367300655,0.019845582950325385,9,-0.037602009531697504,0.04752707471992055,0.8061750748601579,1.0,False,0.032,0.059791595298633385,0.23059052569220373,False,False,undetectable
pa_nested_v1_F2,oral_diseases,A3_sel,A3_200,15,0.7286913330334384,0.7327890530522109,-0.004097720018772644,0.03692391662565942,0.020778248546895667,7,-0.048662630900383703,0.04046719086283842,0.8464961256992889,1.0,False,0.032,0.06260156888513237,0.22839111479533264,False,False,undetectable
pa_nested_v1_F2,oral_diseases,A4_sel,A4_200,15,0.7565609049819577,0.7339203340519129,0.02264057093004468,0.03807475383627255,0.02142586082057625,10,-0.023313330135088114,0.06859447199517747,0.3085453364807108,1.0,False,0.032,0.06455272199941779,0.5481664524360756,False,False,undetectable
pa_nested_v1_F2,oral_diseases,A5_sel,A5_200,15,0.7409823071665176,0.7071168159326054,0.033865491233912276,0.02558350037716816,0.01439663985068663,14,0.0029877697314252515,0.0647432127363993,0.03381361878556559,0.574831519354615,False,0.032,0.043374793563235654,0.8240821183214266,False,False,undetectable
pa_nested_v1_F2,oral_diseases,A5s_sel,A5s_200,15,0.735022268180163,0.7383364101785155,-0.0033141419983525005,0.028810253830098276,0.016212435448002643,9,-0.03808635772594107,0.03145807372923608,0.8409674513702157,1.0,False,0.032,0.04884549783891828,0.1604195769040352,False,False,undetectable
pa_nested_v1_F2,oral_diseases,A0d_sel,A0d_200,15,0.7023923444976076,0.6974539495592127,0.004938394938394919,0.030760794988502944,0.017310066270896367,10,-0.03218800476638342,0.04206479464317325,0.7795988852600879,1.0,False,0.032,0.05215248550030575,0.1994577791113365,False,False,undetectable
pa_nested_v1_F2,oral_diseases,A2d_sel,A2d_200,15,0.7056162064056802,0.6955247822353086,0.010091424170371581,0.01964759852252144,0.011056321288702937,12,-0.013622026546971004,0.033804874887714165,0.3768352742497155,1.0,False,0.032,0.03331094327843627,0.1926508416509986,False,False,undetectable
pa_nested_v1_F2,aptos2019,B0_sel,B0_200,15,0.6468329219129828,0.6457036359493563,0.0011292859636265363,0.01678882739214126,0.009447600911394684,8,-0.019133802703884612,0.021392374631137686,0.9065526128988279,1.0,False,0.019,0.02846412381289354,0.03279855313470231,True,False,undetectable
pa_nested_v1_F2,aptos2019,B1_sel,B1_200,15,0.6882723558288413,0.6554548011915637,0.032817554637277487,0.02371471597912504,0.013345016126779815,15,0.004195341698523425,0.06143976757603155,0.02755365350102057,0.49596576301837025,False,0.019,0.04020641799756616,0.8234440249609944,False,False,undetectable
