dataset,arm,wave,fold,bacc_regen,bacc_archived,abs_diff,match
aptos2019,B5,w2,1,0.6250542088965488,0.6250542088965488,0.0,True
aptos2019,B5,w2,2,0.6529838325108525,0.6529838325108525,0.0,True
aptos2019,B5,w2,3,0.6548901661415394,0.6548901661415394,0.0,True
aptos2019,B5,w2,4,0.6462077960284283,0.6462077960284283,0.0,True
aptos2019,B5,w2,5,0.5952435574183074,0.5952435574183074,0.0,True
aptos2019,B5,w2,6,0.6478956526871453,0.6478956526871453,0.0,True
aptos2019,B5,w2,7,0.6658605339928407,0.6658605339928407,0.0,True
aptos2019,B5,w2,8,0.6682427927716439,0.6682427927716439,0.0,True
aptos2019,B5,w2,9,0.5969253016436207,0.5969253016436207,0.0,True
aptos2019,B5,w2,10,0.6499979965808408,0.6499979965808408,0.0,True
aptos2019,B5,w2,11,0.6291658216379095,0.6291658216379095,0.0,True
aptos2019,B5,w2,12,0.6220073610866137,0.6220073610866137,0.0,True
aptos2019,B5,w2,13,0.6715928688442421,0.6715928688442421,0.0,True
aptos2019,B5,w2,14,0.69046047939192,0.69046047939192,0.0,True
aptos2019,B5s,w2,0,0.6654091647690408,0.6654091647690408,0.0,True
aptos2019,B5s,w2,1,0.625013246988551,0.625013246988551,0.0,True
aptos2019,B5s,w2,2,0.6551822328925481,0.6551822328925481,0.0,True
aptos2019,B5s,w2,3,0.6595565633712026,0.6595565633712026,0.0,True
aptos2019,B5s,w2,4,0.6374074194027758,0.6374074194027758,0.0,True
aptos2019,B5s,w2,5,0.6170748646055467,0.6170748646055467,0.0,True
aptos2019,B5s,w2,6,0.6673060530075412,0.6673060530075412,0.0,True
aptos2019,B5s,w2,7,0.6438860687533865,0.6438860687533865,0.0,True
aptos2019,B5s,w2,8,0.6459612924347419,0.6459612924347419,0.0,True
aptos2019,B5s,w2,9,0.5947715462343394,0.5947715462343394,0.0,True
aptos2019,B5s,w2,10,0.6399771911376212,0.6399771911376212,0.0,True
aptos2019,B5s,w2,11,0.6379310735504453,0.6379310735504453,0.0,True
aptos2019,B5s,w2,12,0.6264561170870857,0.6264561170870857,0.0,True
aptos2019,B5s,w2,13,0.681815448764883,0.681815448764883,0.0,True
aptos2019,B5s,w2,14,0.696387693415015,0.696387693415015,0.0,True
aptos2019,B0d,w2,0,0.6452128113732415,0.6452128113732415,0.0,True
aptos2019,B0d,w2,1,0.6254897884807271,0.6254897884807271,0.0,True
aptos2019,B0d,w2,2,0.672061542034076,0.672061542034076,0.0,True
aptos2019,B0d,w2,3,0.6249031156138533,0.6249031156138533,0.0,True
aptos2019,B0d,w2,4,0.597586598604718,0.597586598604718,0.0,True
aptos2019,B0d,w2,5,0.6054022942067921,0.6054022942067921,0.0,True
aptos2019,B0d,w2,6,0.6526229899555408,0.6526229899555408,0.0,True
aptos2019,B0d,w2,7,0.619692439563842,0.619692439563842,0.0,True
aptos2019,B0d,w2,8,0.6134048102753206,0.6134048102753206,0.0,True
aptos2019,B0d,w2,9,0.6276639447903062,0.6276639447903062,0.0,True
aptos2019,B0d,w2,10,0.6176578631599055,0.6176578631599055,0.0,True
aptos2019,B0d,w2,11,0.6254063479305978,0.6254063479305978,0.0,True
aptos2019,B0d,w2,12,0.6255257955264998,0.6255257955264998,0.0,True
aptos2019,B0d,w2,13,0.626715369202716,0.626715369202716,0.0,True
aptos2019,B0d,w2,14,0.6440748867814003,0.6440748867814003,0.0,True
aptos2019,B1d,w2,0,0.6625615206411488,0.6625615206411488,0.0,True
aptos2019,B1d,w2,1,0.6327823294551779,0.6327823294551779,0.0,True
aptos2019,B1d,w2,2,0.6744578111140861,0.6744578111140861,0.0,True
aptos2019,B1d,w2,3,0.6140582402675927,0.6140582402675927,0.0,True
aptos2019,B1d,w2,4,0.6026030654131957,0.6026030654131957,0.0,True
aptos2019,B1d,w2,5,0.5968278714994054,0.5968278714994054,0.0,True
aptos2019,B1d,w2,6,0.6464898787702675,0.6464898787702675,0.0,True
aptos2019,B1d,w2,7,0.6206958885266787,0.6206958885266787,0.0,True
aptos2019,B1d,w2,8,0.6293915511830906,0.6293915511830906,0.0,True
aptos2019,B1d,w2,9,0.6305321094504818,0.6305321094504818,0.0,True
aptos2019,B1d,w2,10,0.6253457742559109,0.6253457742559109,0.0,True
aptos2019,B1d,w2,11,0.6278163503262804,0.6278163503262804,0.0,True
aptos2019,B1d,w2,12,0.6391291444973308,0.6391291444973308,0.0,True
aptos2019,B1d,w2,13,0.6407021101104861,0.6407021101104861,0.0,True
aptos2019,B1d,w2,14,0.6379010308696064,0.6379010308696064,0.0,True
aptos2019,B3d,w2,0,0.6533423935226836,0.6533423935226836,0.0,True
aptos2019,B3d,w2,1,0.6436925997098306,0.6436925997098306,0.0,True
aptos2019,B3d,w2,2,0.6765525103957425,0.6765525103957425,0.0,True
aptos2019,B3d,w2,3,0.6342479484508219,0.6342479484508219,0.0,True
aptos2019,B3d,w2,4,0.606021777685439,0.606021777685439,0.0,True
aptos2019,B3d,w2,5,0.6494043202064705,0.6494043202064705,0.0,True
aptos2019,B3d,w2,6,0.6297206235984583,0.6297206235984583,0.0,True
aptos2019,B3d,w2,7,0.6313526075960931,0.6313526075960931,0.0,True
