axis,param,bacc,recall_target,fold,frontier_base,family,pareto_union,marked_tau,dataset,exploratory
tau,1.9,0.6768135796249792,0.7631578947368421,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.95,0.6695975131429848,0.7631578947368421,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.0,0.674306654417223,0.7894736842105263,7,B0,panderm,True,False,aptos2019,탐색적/exploratory
tau,2.05,0.6723066544172231,0.7894736842105263,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.1,0.6697526377967244,0.7894736842105263,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.15,0.6653628072882498,0.7894736842105263,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.2,0.6717746512651908,0.8157894736842105,7,B0,panderm,True,False,aptos2019,탐색적/exploratory
tau,2.25,0.6707746512651908,0.8157894736842105,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.3,0.6667746512651908,0.8157894736842105,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.35,0.6656666180241935,0.8157894736842105,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.4,0.6615585847831963,0.8157894736842105,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.45,0.659450551542199,0.8157894736842105,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.5,0.658450551542199,0.8157894736842105,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.55,0.6568965349217004,0.8157894736842105,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.6,0.6537885016807031,0.8157894736842105,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.65,0.6538291545219101,0.8157894736842105,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.7,0.6538291545219101,0.8157894736842105,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.75,0.6468853073929368,0.8157894736842105,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.8,0.6490339934751409,0.8157894736842105,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.85,0.6522971513698778,0.8421052631578947,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.9,0.6487431347493792,0.8421052631578947,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.95,0.6471891181288806,0.8421052631578947,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,3.0,0.6450810848878834,0.8421052631578947,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
offset,0.0,0.6499067993294952,0.4473684210526316,7,B0,panderm,False,False,aptos2019,탐색적/exploratory
offset,2.8956327587366113,0.660791676553778,0.8421052631578947,7,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,3.5671396255493164,0.6505383313263027,0.8947368421052632,7,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,4.651456117630005,0.6128618397260117,0.9210526315789473,7,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,5.3469672203063965,0.5760366620435169,0.9473684210526315,7,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,5.816882625222206,0.5638489727344134,1.0,7,B0,panderm,True,False,aptos2019,탐색적/exploratory
tau,0.0,0.6385841893351165,0.3684210526315789,8,B0,panderm,False,True,aptos2019,탐색적/exploratory
tau,0.05,0.635194358826642,0.3684210526315789,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.1,0.633194358826642,0.3684210526315789,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.15,0.6401602194240816,0.39473684210526316,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.2,0.6381602194240816,0.39473684210526316,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.25,0.6405500499325563,0.39473684210526316,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.3,0.6412527526352589,0.39473684210526316,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.35,0.6434014387174629,0.39473684210526316,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.4,0.6447912692259375,0.39473684210526316,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.45,0.6437912692259375,0.39473684210526316,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.5,0.6491966746313429,0.39473684210526316,8,B0,panderm,False,True,aptos2019,탐색적/exploratory
tau,0.55,0.6476426580108444,0.39473684210526316,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.6,0.6466426580108443,0.39473684210526316,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.65,0.6454784718988202,0.39473684210526316,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.7,0.6444784718988202,0.39473684210526316,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.75,0.6508903158757612,0.42105263157894735,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.8,0.6498903158757612,0.42105263157894735,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.85,0.6522801463842358,0.42105263157894735,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.9,0.6612524455532108,0.47368421052631576,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.95,0.6682183061506504,0.5,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.0,0.6672183061506504,0.5,8,B0,panderm,False,True,aptos2019,탐색적/exploratory
tau,1.05,0.6748712945538617,0.5263157894736842,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.1,0.6738712945538617,0.5263157894736842,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.15,0.6703172779333632,0.5263157894736842,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.2,0.6771751052898055,0.5526315789473685,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.25,0.6814382631845424,0.5789473684210527,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.3,0.6862618762713134,0.631578947368421,8,B0,panderm,True,False,aptos2019,탐색적/exploratory
tau,1.35,0.6798720457628387,0.631578947368421,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.4,0.6772099959013429,0.631578947368421,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.45,0.6813025291125201,0.631578947368421,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.5,0.6850116703867584,0.6578947368421053,8,B0,panderm,True,False,aptos2019,탐색적/exploratory
tau,1.55,0.6844576537662598,0.6578947368421053,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.6,0.6814576537662598,0.6578947368421053,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.65,0.6796438533467503,0.6842105263157895,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.7,0.6833529946209883,0.7105263157894737,8,B0,panderm,True,False,aptos2019,탐색적/exploratory
tau,1.75,0.6803529946209884,0.7105263157894737,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.8,0.6797989780004898,0.7105263157894737,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.85,0.6757989780004899,0.7105263157894737,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.9,0.6828979497832026,0.7368421052631579,8,B0,panderm,True,False,aptos2019,탐색적/exploratory
tau,1.95,0.681343933162704,0.7368421052631579,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.0,0.6774000860337308,0.7368421052631579,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.05,0.6754000860337308,0.7368421052631579,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.1,0.6744000860337308,0.7368421052631579,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.15,0.6732920527927335,0.7368421052631579,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.2,0.6734407388749377,0.7368421052631579,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.25,0.670886722254439,0.7368421052631579,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.3,0.6660759863107392,0.7368421052631579,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.35,0.664075986310739,0.7368421052631579,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.4,0.6590759863107392,0.7368421052631579,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.45,0.6549679530697419,0.7368421052631579,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.5,0.6602311109644787,0.7631578947368421,8,B0,panderm,True,False,aptos2019,탐색적/exploratory
tau,2.55,0.6582311109644787,0.7631578947368421,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.6,0.6561230777234814,0.7631578947368421,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.65,0.6588322189977197,0.7894736842105263,8,B0,panderm,True,False,aptos2019,탐색적/exploratory
tau,2.7,0.6568322189977198,0.7894736842105263,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.75,0.6542782023772211,0.7894736842105263,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.8,0.6507241857567225,0.7894736842105263,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.85,0.6481701691362238,0.7894736842105263,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.9,0.6471701691362239,0.7894736842105263,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.95,0.6445081192747281,0.7894736842105263,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,3.0,0.6463439331627041,0.7894736842105263,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
offset,0.0,0.6385841893351165,0.3684210526315789,8,B0,panderm,False,False,aptos2019,탐색적/exploratory
offset,3.535293221473694,0.6404766382890709,0.8157894736842105,8,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,3.997602462768554,0.6317959490548344,0.8421052631578947,8,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,4.08310866355896,0.6313564042468686,0.868421052631579,8,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,4.359350442886353,0.6181933512929804,0.8947368421052632,8,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,5.879193425178528,0.5615150603441603,0.9210526315789473,8,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,6.761159181594848,0.530104791114416,0.9473684210526315,8,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,8.097214460372921,0.4795527311902729,0.9736842105263158,8,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,9.257740199565887,0.42501017431347493,1.0,8,B0,panderm,True,False,aptos2019,탐색적/exploratory
tau,0.0,0.5892626060102722,0.20512820512820512,9,B0,panderm,False,True,aptos2019,탐색적/exploratory
tau,0.05,0.596088488715552,0.23076923076923078,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.1,0.596088488715552,0.23076923076923078,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.15,0.5987911914182547,0.23076923076923078,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.2,0.5987911914182547,0.23076923076923078,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.25,0.6016270053062306,0.23076923076923078,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.3,0.6051199153147696,0.2564102564102564,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.35,0.6068175928918441,0.2564102564102564,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.4,0.6038025175149597,0.2564102564102564,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.45,0.6027974923893316,0.2564102564102564,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.5,0.6027974923893316,0.2564102564102564,9,B0,panderm,False,True,aptos2019,탐색적/exploratory
tau,0.55,0.6027974923893316,0.2564102564102564,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.6,0.6069206723919085,0.28205128205128205,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.65,0.610310502900383,0.28205128205128205,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.7,0.6124236326517039,0.3076923076923077,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.75,0.6199366431627554,0.3333333333333333,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.8,0.6189316180371273,0.3333333333333333,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.85,0.6179265929114991,0.3333333333333333,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.9,0.6186192453629455,0.3333333333333333,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.95,0.6247117785741227,0.3333333333333333,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.0,0.6304864144654438,0.3333333333333333,9,B0,panderm,False,True,aptos2019,탐색적/exploratory
tau,1.05,0.6283733560988185,0.3333333333333333,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.1,0.6291991197355382,0.3333333333333333,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.15,0.6333222997381152,0.358974358974359,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.2,0.6297532077407321,0.358974358974359,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.25,0.6280911578792363,0.358974358974359,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.3,0.6306552961356865,0.38461538461538464,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.35,0.6276402207588021,0.38461538461538464,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.4,0.6266351956331739,0.38461538461538464,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.45,0.6293378983358766,0.38461538461538464,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.5,0.6239380175761458,0.38461538461538464,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.55,0.625317797833364,0.38461538461538464,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.6,0.6287131529875132,0.38461538461538464,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.65,0.6289849000037343,0.38461538461538464,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.7,0.6309543245970299,0.38461538461538464,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.75,0.6300523789714662,0.41025641025641024,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.8,0.6254782618484549,0.41025641025641024,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.85,0.6271759394255295,0.41025641025641024,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.9,0.6261709142999015,0.41025641025641024,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.95,0.6312991194281066,0.4358974358974359,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.0,0.6302940943024785,0.4358974358974359,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.05,0.6302940943024785,0.4358974358974359,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.1,0.6304327301334262,0.4358974358974359,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.15,0.6304327301334262,0.4358974358974359,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.2,0.6315408347591187,0.46153846153846156,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.25,0.6397871947642727,0.5128205128205128,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.3,0.6433563581463512,0.5384615384615384,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.35,0.6417973164002243,0.5384615384615384,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.4,0.6372231992772132,0.5384615384615384,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.45,0.6341051157849596,0.5384615384615384,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.5,0.6372232706619085,0.5641025641025641,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.55,0.6335511705491564,0.5641025641025641,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.6,0.6337305034227602,0.5897435897435898,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.65,0.6352896165535823,0.6153846153846154,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.7,0.634181583312585,0.6153846153846154,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.75,0.633176558186957,0.6153846153846154,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.8,0.627776677427226,0.6153846153846154,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.85,0.6272226608067275,0.6153846153846154,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.9,0.6251096024401022,0.6153846153846154,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.95,0.6201607301855008,0.6153846153846154,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,3.0,0.621062818580455,0.6410256410256411,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
offset,0.0,0.5892626060102722,0.20512820512820512,9,B0,panderm,False,False,aptos2019,탐색적/exploratory
offset,3.740384817123413,0.6462859867786751,0.7692307692307693,9,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,4.264178276062013,0.6322401712934592,0.8205128205128205,9,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,4.8410316705703735,0.5994606783425047,0.8461538461538461,9,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,5.38355815410614,0.5829839071708072,0.8974358974358975,9,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,5.787878513336182,0.5763998111812352,0.9230769230769231,9,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,6.694080173969269,0.5493488038179664,0.9487179487179487,9,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,6.870397984981537,0.543707350496614,0.9743589743589743,9,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,8.590585470199585,0.48762919223539614,1.0,9,B0,panderm,True,False,aptos2019,탐색적/exploratory
tau,0.0,0.6643416500574583,0.38461538461538464,10,B0,panderm,False,True,aptos2019,탐색적/exploratory
tau,0.05,0.6633416500574583,0.38461538461538464,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.1,0.6617876334369597,0.38461538461538464,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.15,0.6607876334369596,0.38461538461538464,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.2,0.6596234473249357,0.38461538461538464,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.25,0.6722852629867514,0.4358974358974359,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.3,0.6702852629867515,0.4358974358974359,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.35,0.6744134681149566,0.46153846153846156,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.4,0.6744134681149566,0.46153846153846156,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.45,0.6717107654122538,0.46153846153846156,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.5,0.6751161708176593,0.46153846153846156,10,B0,panderm,False,True,aptos2019,탐색적/exploratory
tau,0.55,0.6775060013261337,0.46153846153846156,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.6,0.6826342064543388,0.48717948717948717,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.65,0.6827828925365429,0.48717948717948717,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.7,0.6780801898338403,0.48717948717948717,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.75,0.68659822547052,0.5128205128205128,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.8,0.6798955227678173,0.5128205128205128,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.85,0.6788955227678173,0.5128205128205128,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.9,0.6768955227678173,0.5128205128205128,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.95,0.6728955227678173,0.5128205128205128,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.0,0.67459822547052,0.5128205128205128,10,B0,panderm,False,True,aptos2019,탐색적/exploratory
tau,1.05,0.681562244486701,0.5384615384615384,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.1,0.6863931523176088,0.5641025641025641,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.15,0.6837060245118369,0.5641025641025641,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.2,0.6840958550203116,0.5641025641025641,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.25,0.6867985577230143,0.5641025641025641,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.3,0.6825824912410198,0.5641025641025641,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.35,0.687710696369225,0.5897435897435898,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.4,0.6878593824514291,0.5897435897435898,10,B0,panderm,True,False,aptos2019,탐색적/exploratory
tau,1.45,0.6818593824514291,0.5897435897435898,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.5,0.6787513492104319,0.5897435897435898,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.55,0.669089299348936,0.5897435897435898,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.6,0.6707920020516387,0.5897435897435898,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.65,0.6707920020516387,0.5897435897435898,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.7,0.6707920020516387,0.5897435897435898,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.75,0.6685759355696442,0.5897435897435898,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.8,0.6699813409750497,0.5897435897435898,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.85,0.6698934796212603,0.6153846153846154,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,1.9,0.6759087454514,0.6666666666666666,10,B0,panderm,True,False,aptos2019,탐색적/exploratory
tau,1.95,0.6739087454514,0.6666666666666666,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.0,0.6729087454514,0.6666666666666666,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.05,0.6652060427486973,0.6666666666666666,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.1,0.6618162122402227,0.6666666666666666,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.15,0.6645189149429254,0.6666666666666666,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.2,0.6672216176456282,0.6666666666666666,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.25,0.662451534543135,0.6666666666666666,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.3,0.6588975179226365,0.6666666666666666,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.35,0.6573435013021378,0.6666666666666666,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.4,0.6536814514406419,0.6666666666666666,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.45,0.6481274348201435,0.6666666666666666,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.5,0.6427376043116688,0.6666666666666666,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.55,0.6414653849586476,0.6666666666666666,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.6,0.6410600544203531,0.6666666666666666,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.65,0.6368439879383585,0.6666666666666666,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.7,0.6347359546973614,0.6666666666666666,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.75,0.6304792353741601,0.6666666666666666,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.8,0.6289252187536614,0.6666666666666666,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.85,0.6273712021331628,0.6666666666666666,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.9,0.6354115459075785,0.717948717948718,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,2.95,0.6337494960460827,0.717948717948718,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,3.0,0.6318508987485935,0.7435897435897436,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
offset,0.0,0.6643416500574583,0.38461538461538464,10,B0,panderm,False,False,aptos2019,탐색적/exploratory
offset,1.9170984029769897,0.6786589739002059,0.6410256410256411,10,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,3.209125444293022,0.6580171693614109,0.7692307692307693,10,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,5.235064506530762,0.6001324210478162,0.8974358974358975,10,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,5.888605415821075,0.583562195974375,0.9230769230769231,10,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,7.228297412395477,0.5107885721878868,0.9487179487179487,10,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,7.373040795326232,0.5084033386696893,0.9743589743589743,10,B0,panderm,True,False,aptos2019,탐색적/exploratory
offset,7.809181451797485,0.4927095803254308,1.0,10,B0,panderm,True,False,aptos2019,탐색적/exploratory
tau,0.0,0.6237506041183678,0.3333333333333333,11,B0,panderm,False,True,aptos2019,탐색적/exploratory
tau,0.05,0.6278431373295452,0.3333333333333333,11,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.1,0.6258431373295452,0.3333333333333333,11,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.15,0.627545840032248,0.3333333333333333,11,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.2,0.637469281074333,0.358974358974359,11,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.25,0.636469281074333,0.358974358974359,11,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.3,0.633469281074333,0.358974358974359,11,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.35,0.6403001889052408,0.38461538461538464,11,B0,panderm,True,False,aptos2019,탐색적/exploratory
tau,0.4,0.6377461722847422,0.38461538461538464,11,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.45,0.637448874987445,0.38461538461538464,11,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.5,0.6348948583669463,0.38461538461538464,11,B0,panderm,False,True,aptos2019,탐색적/exploratory
tau,0.55,0.6328948583669463,0.38461538461538464,11,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.6,0.6308948583669463,0.38461538461538464,11,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.65,0.6288948583669463,0.38461538461538464,11,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.7,0.629597561069649,0.38461538461538464,11,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.75,0.6290435444491503,0.38461538461538464,11,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.8,0.6274895278286519,0.38461538461538464,11,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.85,0.6264895278286517,0.38461538461538464,11,B0,panderm,False,False,aptos2019,탐색적/exploratory
tau,0.9,0.625935511208153,0.38461538461538464,11,B0,panderm,False,False,aptos2019,탐색적/exploratory
