bacc,mcc,macro_mae,classmean_mae,per_class_recall,arm,dataset,fold,alpha,epochs
0.6385841893351165,0.7007058962560602,0.2677595628415301,0.49430951078784313,"[0.9778393351800554, 0.6351351351351351, 0.72, 0.3684210526315789, 0.4915254237288136]",B0_ce,aptos2019,8,,200
0.5892626060102722,0.6777541897220332,0.2923497267759563,0.5628887374350688,"[0.9722991689750693, 0.5405405405405406, 0.7537688442211056, 0.20512820512820512, 0.4745762711864407]",B0_ce,aptos2019,9,,200
0.6643416500574583,0.7452201549704509,0.21145975443383355,0.40828546858660947,"[0.9916897506925207, 0.581081081081081, 0.805, 0.38461538461538464, 0.559322033898305]",B0_ce,aptos2019,10,,200
0.6237506041183678,0.7039971028144936,0.26193724420190995,0.5009348829556352,"[0.9750692520775623, 0.6216216216216216, 0.765, 0.3333333333333333, 0.423728813559322]",B0_ce,aptos2019,11,,200
0.6377742198276025,0.7209997845774234,0.24863387978142076,0.48293441387300257,"[0.9833795013850416, 0.6891891891891891, 0.775, 0.3684210526315789, 0.3728813559322034]",B0_ce,aptos2019,12,,200
0.668620569675267,0.7486921087462012,0.2226775956284153,0.44184563670671,"[0.9806094182825484, 0.6486486486486487, 0.82, 0.3684210526315789, 0.5254237288135594]",B0_ce,aptos2019,13,,200
0.6603350055989561,0.7290015290539137,0.24316939890710382,0.45992853833149255,"[0.9806094182825484, 0.5675675675675675, 0.7839195979899497, 0.41025641025641024, 0.559322033898305]",B0_ce,aptos2019,14,,200
0.633966506875329,0.7655710603013927,0.20463847203274216,0.4699643222588901,"[0.9778393351800554, 0.6216216216216216, 0.925, 0.15384615384615385, 0.4915254237288136]",B6s05,aptos2019,0,0.5,500
0.6521050123319243,0.7534043359534716,0.21145975443383355,0.44684131683211453,"[0.9861495844875346, 0.5675675675675675, 0.865, 0.3333333333333333, 0.5084745762711864]",B6s05,aptos2019,1,0.5,500
0.6223461817138985,0.732968294160145,0.22950819672131148,0.4855129196523628,"[0.9695290858725761, 0.5675675675675675, 0.865, 0.18421052631578946, 0.5254237288135594]",B6s05,aptos2019,2,0.5,500
0.571318810805735,0.5075257730665476,0.4016393442622951,0.5141994510591158,"[0.7202216066481995, 0.36486486486486486, 0.66, 0.7894736842105263, 0.3220338983050847]",B6s05,aptos2019,3,0.5,500
0.6185235301114476,0.7113555285771247,0.23770491803278687,0.4886017399897189,"[0.9889196675900277, 0.44594594594594594, 0.7989949748743719, 0.3333333333333333, 0.5254237288135594]",B6s05,aptos2019,4,0.5,500
0.597412250231068,0.757285553819545,0.21282401091405184,0.5180061731690916,"[0.9889196675900277, 0.5405405405405406, 0.94, 0.07692307692307693, 0.4406779661016949]",B6s05,aptos2019,5,0.5,500
0.6211560954208496,0.7250213862752084,0.2291950886766712,0.4722867555135267,"[0.9778393351800554, 0.581081081081081, 0.825, 0.1794871794871795, 0.5423728813559322]",B6s05,aptos2019,6,0.5,500
0.6472119056471374,0.6710246257706465,0.27595628415300544,0.45009522842716887,"[0.9889196675900277, 0.6621621621621622, 0.56, 0.7368421052631579, 0.288135593220339]",B6s05,aptos2019,7,0.5,500
