bacc,mcc,macro_mae,per_class_recall,n_train,n_test,fold,arm,dataset,backbone,lever,loss,repeat,fold_in_repeat,splitter,count_mode
0.613409385596108,0.6104580837000732,0.330150068212824,"[0.9279778393351801, 0.5675675675675675, 0.525, 0.48717948717948717, 0.559322033898305]",2929,733,0,B3d,aptos2019,dinov2,rebalance,coral,0,0,"StratifiedGroupKFold(5,shuffle,rs=0)",pool
0.6579809025420557,0.6283747617886039,0.32786885245901637,"[0.9002770083102493, 0.6756756756756757, 0.54, 0.631578947368421, 0.5423728813559322]",2930,732,1,B3d,aptos2019,dinov2,rebalance,coral,0,1,"StratifiedGroupKFold(5,shuffle,rs=0)",pool
0.6287403961293345,0.6136715374987938,0.330150068212824,"[0.8947368421052632, 0.5405405405405406, 0.585, 0.5641025641025641, 0.559322033898305]",2929,733,2,B3d,aptos2019,dinov2,rebalance,coral,0,2,"StratifiedGroupKFold(5,shuffle,rs=0)",pool
0.6505204495072094,0.6428354597163137,0.30191256830601093,"[0.9113573407202216, 0.5945945945945946, 0.595, 0.47368421052631576, 0.6779661016949152]",2930,732,3,B3d,aptos2019,dinov2,rebalance,coral,0,3,"StratifiedGroupKFold(5,shuffle,rs=0)",pool
0.6571859546541398,0.6198925337307745,0.33469945355191255,"[0.8919667590027701, 0.5945945945945946, 0.5477386934673367, 0.6923076923076923, 0.559322033898305]",2930,732,4,B3d,aptos2019,dinov2,rebalance,coral,0,4,"StratifiedGroupKFold(5,shuffle,rs=0)",pool
0.6275323756004539,0.6123692032939918,0.33424283765347884,"[0.9279778393351801, 0.5675675675675675, 0.51, 0.5897435897435898, 0.5423728813559322]",2929,733,5,B3d,aptos2019,dinov2,rebalance,coral,1,0,"StratifiedGroupKFold(5,shuffle,rs=1)",pool
0.6238583757962602,0.6224383623713519,0.32060027285129605,"[0.8808864265927978, 0.6351351351351351, 0.625, 0.4358974358974359, 0.5423728813559322]",2929,733,6,B3d,aptos2019,dinov2,rebalance,coral,1,1,"StratifiedGroupKFold(5,shuffle,rs=1)",pool
0.5987937423784647,0.5953562987108236,0.3510928961748634,"[0.8919667590027701, 0.6081081081081081, 0.555, 0.4473684210526316, 0.4915254237288136]",2930,732,7,B3d,aptos2019,dinov2,rebalance,coral,1,2,"StratifiedGroupKFold(5,shuffle,rs=1)",pool
0.5880781226054944,0.6008100447393435,0.33060109289617484,"[0.9307479224376731, 0.43243243243243246, 0.5728643216080402, 0.5128205128205128, 0.4915254237288136]",2930,732,8,B3d,aptos2019,dinov2,rebalance,coral,1,3,"StratifiedGroupKFold(5,shuffle,rs=1)",pool
0.6310867519474966,0.6056207577321744,0.3319672131147541,"[0.8836565096952909, 0.527027027027027, 0.565, 0.5526315789473685, 0.6271186440677966]",2930,732,9,B3d,aptos2019,dinov2,rebalance,coral,1,4,"StratifiedGroupKFold(5,shuffle,rs=1)",pool
0.6787186841140549,0.6659335356323971,0.30286493860845837,"[0.9168975069252078, 0.7567567567567568, 0.58, 0.5128205128205128, 0.6271186440677966]",2929,733,10,B3d,aptos2019,dinov2,rebalance,coral,2,0,"StratifiedGroupKFold(5,shuffle,rs=2)",pool
0.6664539328285513,0.6304550930329389,0.30013642564802184,"[0.889196675900277, 0.6351351351351351, 0.565, 0.6666666666666666, 0.576271186440678]",2929,733,11,B3d,aptos2019,dinov2,rebalance,coral,2,1,"StratifiedGroupKFold(5,shuffle,rs=2)",pool
0.6187247821557413,0.611443373634144,0.3128415300546448,"[0.9058171745152355, 0.4864864864864865, 0.58, 0.5789473684210527, 0.5423728813559322]",2930,732,12,B3d,aptos2019,dinov2,rebalance,coral,2,2,"StratifiedGroupKFold(5,shuffle,rs=2)",pool
0.6081520080770759,0.5818628822404938,0.3674863387978142,"[0.9030470914127424, 0.5675675675675675, 0.4723618090452261, 0.5384615384615384, 0.559322033898305]",2930,732,13,B3d,aptos2019,dinov2,rebalance,coral,2,3,"StratifiedGroupKFold(5,shuffle,rs=2)",pool
0.6050193867749152,0.6017179651678957,0.32103825136612024,"[0.889196675900277, 0.6081081081081081, 0.555, 0.4473684210526316, 0.5254237288135594]",2930,732,14,B3d,aptos2019,dinov2,rebalance,coral,2,4,"StratifiedGroupKFold(5,shuffle,rs=2)",pool
0.606827886921835,0.6525073692331778,0.30013642564802184,"[0.9806094182825484, 0.581081081081081, 0.605, 0.358974358974359, 0.5084745762711864]",2929,733,0,B4d,aptos2019,dinov2,rebalance,corn,0,0,"StratifiedGroupKFold(5,shuffle,rs=0)",pool
0.6385004105001757,0.6727226758026359,0.296448087431694,"[0.9722991689750693, 0.6756756756756757, 0.615, 0.42105263157894735, 0.5084745762711864]",2930,732,1,B4d,aptos2019,dinov2,rebalance,corn,0,1,"StratifiedGroupKFold(5,shuffle,rs=0)",pool
0.6339095170934693,0.6800637246407765,0.2755798090040928,"[0.9695290858725761, 0.581081081081081, 0.675, 0.38461538461538464, 0.559322033898305]",2929,733,2,B4d,aptos2019,dinov2,rebalance,corn,0,2,"StratifiedGroupKFold(5,shuffle,rs=0)",pool
0.6290509032907268,0.6848021020612048,0.2773224043715847,"[0.9833795013850416, 0.581081081081081, 0.67, 0.3684210526315789, 0.5423728813559322]",2930,732,3,B4d,aptos2019,dinov2,rebalance,corn,0,3,"StratifiedGroupKFold(5,shuffle,rs=0)",pool
0.6505643450915611,0.6864622929771127,0.28825136612021857,"[0.9806094182825484, 0.6351351351351351, 0.6331658291457286, 0.46153846153846156, 0.5423728813559322]",2930,732,4,B4d,aptos2019,dinov2,rebalance,corn,0,4,"StratifiedGroupKFold(5,shuffle,rs=0)",pool
0.6623521001200704,0.6849511639326813,0.29195088676671216,"[0.9889196675900277, 0.6081081081081081, 0.6, 0.5384615384615384, 0.576271186440678]",2929,733,5,B4d,aptos2019,dinov2,rebalance,corn,1,0,"StratifiedGroupKFold(5,shuffle,rs=1)",pool
0.6580491743517707,0.6903975263150506,0.2660300136425648,"[0.9695290858725761, 0.6891891891891891, 0.645, 0.41025641025641024, 0.576271186440678]",2929,733,6,B4d,aptos2019,dinov2,rebalance,corn,1,1,"StratifiedGroupKFold(5,shuffle,rs=1)",pool
0.637332775425315,0.6837200501654982,0.28825136612021857,"[0.9722991689750693, 0.6216216216216216, 0.665, 0.3684210526315789, 0.559322033898305]",2930,732,7,B4d,aptos2019,dinov2,rebalance,corn,1,2,"StratifiedGroupKFold(5,shuffle,rs=1)",pool
0.6209732511927792,0.656062717639985,0.319672131147541,"[0.9778393351800554, 0.5, 0.6231155778894473, 0.46153846153846156, 0.5423728813559322]",2930,732,8,B4d,aptos2019,dinov2,rebalance,corn,1,3,"StratifiedGroupKFold(5,shuffle,rs=1)",pool
0.5937931510551822,0.6438036343493198,0.3155737704918033,"[0.9722991689750693, 0.5675675675675675, 0.62, 0.3684210526315789, 0.4406779661016949]",2930,732,9,B4d,aptos2019,dinov2,rebalance,corn,1,4,"StratifiedGroupKFold(5,shuffle,rs=1)",pool
0.6744196896987639,0.7100751018813815,0.2742155525238745,"[0.9833795013850416, 0.7567567567567568, 0.645, 0.46153846153846156, 0.5254237288135594]",2929,733,10,B4d,aptos2019,dinov2,rebalance,corn,2,0,"StratifiedGroupKFold(5,shuffle,rs=2)",pool
0.6690590018883367,0.6966837502797908,0.25648021828103684,"[0.9667590027700831, 0.6216216216216216, 0.66, 0.4358974358974359, 0.6610169491525424]",2929,733,11,B4d,aptos2019,dinov2,rebalance,corn,2,1,"StratifiedGroupKFold(5,shuffle,rs=2)",pool
0.6331141710751551,0.6717734919673702,0.29508196721311475,"[0.9750692520775623, 0.527027027027027, 0.655, 0.5, 0.5084745762711864]",2930,732,12,B4d,aptos2019,dinov2,rebalance,corn,2,2,"StratifiedGroupKFold(5,shuffle,rs=2)",pool
0.596739102334052,0.6510350171343379,0.3114754098360656,"[0.9916897506925207, 0.581081081081081, 0.6030150753768844, 0.3333333333333333, 0.4745762711864407]",2930,732,13,B4d,aptos2019,dinov2,rebalance,corn,2,3,"StratifiedGroupKFold(5,shuffle,rs=2)",pool
0.6029385379087713,0.6563177670662829,0.2978142076502732,"[0.961218836565097, 0.6081081081081081, 0.655, 0.3157894736842105, 0.4745762711864407]",2930,732,14,B4d,aptos2019,dinov2,rebalance,corn,2,4,"StratifiedGroupKFold(5,shuffle,rs=2)",pool
