bacc,mcc,macro_mae,per_class_recall,n_train,n_test,fold,arm,dataset,backbone,lever,loss,repeat,fold_in_repeat,splitter,count_mode
0.6426000560868864,0.7118668088737746,0.2527322404371585,"[0.9722991689750693, 0.5405405405405406, 0.78, 0.39473684210526316, 0.5254237288135594]",2930,732,12,B0d,aptos2019,dinov2,none,ce,2,2,"StratifiedGroupKFold(5,shuffle,rs=2)",pool
0.5999468255633348,0.6816717195545481,0.28825136612021857,"[0.997229916897507, 0.4864864864864865, 0.7085427135678392, 0.28205128205128205, 0.5254237288135594]",2930,732,13,B0d,aptos2019,dinov2,none,ce,2,3,"StratifiedGroupKFold(5,shuffle,rs=2)",pool
0.5996640027510491,0.6750274593540376,0.2855191256830601,"[0.9556786703601108, 0.5405405405405406, 0.755, 0.2894736842105263, 0.4576271186440678]",2930,732,14,B0d,aptos2019,dinov2,none,ce,2,4,"StratifiedGroupKFold(5,shuffle,rs=2)",pool
0.631443052759969,0.6727058798143556,0.2987721691678035,"[0.9750692520775623, 0.5675675675675675, 0.645, 0.41025641025641024, 0.559322033898305]",2929,733,0,B1d,aptos2019,dinov2,rebalance,ce,0,0,"StratifiedGroupKFold(5,shuffle,rs=0)",pool
0.6473425880925763,0.6883893709375609,0.2896174863387978,"[0.9722991689750693, 0.6216216216216216, 0.67, 0.4473684210526316, 0.5254237288135594]",2930,732,1,B1d,aptos2019,dinov2,rebalance,ce,0,1,"StratifiedGroupKFold(5,shuffle,rs=0)",pool
0.6334168838902865,0.6732967774889719,0.29740791268758526,"[0.9667590027700831, 0.5405405405405406, 0.665, 0.38461538461538464, 0.6101694915254238]",2929,733,2,B1d,aptos2019,dinov2,rebalance,ce,0,2,"StratifiedGroupKFold(5,shuffle,rs=0)",pool
0.6229174824855374,0.6862832804610689,0.2773224043715847,"[0.9778393351800554, 0.5540540540540541, 0.7, 0.2894736842105263, 0.5932203389830508]",2930,732,3,B1d,aptos2019,dinov2,rebalance,ce,0,3,"StratifiedGroupKFold(5,shuffle,rs=0)",pool
0.6487881664386519,0.6900168791900576,0.28825136612021857,"[0.9722991689750693, 0.581081081081081, 0.678391959798995, 0.4358974358974359, 0.576271186440678]",2930,732,4,B1d,aptos2019,dinov2,rebalance,ce,0,4,"StratifiedGroupKFold(5,shuffle,rs=0)",pool
0.6239307050389731,0.66763902296793,0.2933151432469304,"[0.9861495844875346, 0.581081081081081, 0.625, 0.4358974358974359, 0.4915254237288136]",2929,733,5,B1d,aptos2019,dinov2,rebalance,ce,1,0,"StratifiedGroupKFold(5,shuffle,rs=1)",pool
0.6263356376525538,0.6862512973349227,0.2728512960436562,"[0.9750692520775623, 0.5945945945945946, 0.695, 0.3076923076923077, 0.559322033898305]",2929,733,6,B1d,aptos2019,dinov2,rebalance,ce,1,1,"StratifiedGroupKFold(5,shuffle,rs=1)",pool
0.6431310009478938,0.6985352653686163,0.2827868852459016,"[0.9722991689750693, 0.581081081081081, 0.71, 0.34210526315789475, 0.6101694915254238]",2930,732,7,B1d,aptos2019,dinov2,rebalance,ce,1,2,"StratifiedGroupKFold(5,shuffle,rs=1)",pool
0.6201775192412684,0.6669235775426118,0.31693989071038253,"[0.9778393351800554, 0.4864864864864865, 0.6582914572864321, 0.4358974358974359, 0.5423728813559322]",2930,732,8,B1d,aptos2019,dinov2,rebalance,ce,1,3,"StratifiedGroupKFold(5,shuffle,rs=1)",pool
0.6195701143182715,0.6732216462055904,0.29508196721311475,"[0.9667590027700831, 0.5135135135135135, 0.705, 0.42105263157894735, 0.4915254237288136]",2930,732,9,B1d,aptos2019,dinov2,rebalance,ce,1,4,"StratifiedGroupKFold(5,shuffle,rs=1)",pool
0.6410084312210234,0.700487554803984,0.2878581173260573,"[0.9806094182825484, 0.6756756756756757, 0.69, 0.3333333333333333, 0.5254237288135594]",2929,733,10,B1d,aptos2019,dinov2,rebalance,ce,2,0,"StratifiedGroupKFold(5,shuffle,rs=2)",pool
0.6440634337219623,0.6862203494816206,0.26330150068212826,"[0.9695290858725761, 0.5540540540540541, 0.685, 0.38461538461538464, 0.6271186440677966]",2929,733,11,B1d,aptos2019,dinov2,rebalance,ce,2,1,"StratifiedGroupKFold(5,shuffle,rs=2)",pool
0.6336031954298069,0.6883991459368428,0.2827868852459016,"[0.961218836565097, 0.5540540540540541, 0.725, 0.3684210526315789, 0.559322033898305]",2930,732,12,B1d,aptos2019,dinov2,rebalance,ce,2,2,"StratifiedGroupKFold(5,shuffle,rs=2)",pool
0.6165430803923044,0.6683429159044497,0.3128415300546448,"[0.9889196675900277, 0.5405405405405406, 0.6432160804020101, 0.38461538461538464, 0.5254237288135594]",2930,732,13,B1d,aptos2019,dinov2,rebalance,ce,2,3,"StratifiedGroupKFold(5,shuffle,rs=2)",pool
0.6165680231149032,0.6704302969849287,0.28415300546448086,"[0.9529085872576177, 0.5675675675675675, 0.71, 0.39473684210526316, 0.4576271186440678]",2930,732,14,B1d,aptos2019,dinov2,rebalance,ce,2,4,"StratifiedGroupKFold(5,shuffle,rs=2)",pool
