dataset,loss,wd,fold,bacc,bacc_leakex,train_acc,wnorm,exploratory
aptos2019,ce,0.01,4,0.6217396951613836,0.6092852313614848,0.9658703071672355,8.020772933959961,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.1,4,0.6221907036665131,0.6098709854402751,0.962457337883959,7.488611698150635,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.3,4,0.6221907036665131,0.6098709854402751,0.9549488054607509,6.553501129150391,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,1.0,4,0.6229595381068036,0.6101582651095185,0.9392491467576792,4.705746650695801,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.0001,4,0.639772900608512,0.6262801343424602,0.9665529010238908,8.969761848449707,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.01,4,0.639772900608512,0.6262801343424602,0.9662116040955632,8.902118682861328,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.1,4,0.643480628436843,0.6274229914853173,0.9641638225255973,8.335274696350098,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.3,4,0.6380807476771121,0.6262801343424602,0.957679180887372,7.327866077423096,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,1.0,4,0.6525582767243912,0.6436160774284033,0.937542662116041,5.306520462036133,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.0,4,0.6217396951613836,0.6092852313614848,0.9662116040955632,8.08456039428711,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.25,4,0.6310890190804576,0.6189371051313948,0.9692832764505119,8.419257164001465,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.5,4,0.6390178656996571,0.6291729914853174,0.9713310580204778,8.621883392333984,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.75,4,0.6377004678998472,0.6277265629138888,0.9696245733788396,8.748873710632324,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,1.0,4,0.639772900608512,0.6262801343424602,0.9665529010238908,8.969761848449707,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,1.25,4,0.6371381050088922,0.6231050945493842,0.951877133105802,8.68668270111084,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
