dataset,target_prior,method,source_prior,arm,base,metric,metric_label,n_folds,mean_base,mean_arm,mean_diff,sd,wins,ci_lo,ci_hi,p_nb,se_nb,mde_post,mde_floor_bacc_ref,note,exploratory,gate,holm_p_within_w11_family
aptos2019,ddr_like,em,uniform,B4,B0,bacc,BACC,15,0.5542884414904066,0.5900405108767878,0.03575206938638125,0.02114871699054512,15,0.01022686041411637,0.06127727835864613,0.009473995090519551,0.011901047836624348,0.035855970452390244,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.009473995090519551
aptos2019,ddr_like,em,uniform,B4,B0,rec_0,no_dr,15,0.988180978762696,0.9876269621421975,-0.0005540166204986244,0.003656989331902777,5,-0.004967779259049858,0.003859746018052609,0.791691895950967,0.002057902850393104,0.006200135047815613,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),1.0
aptos2019,ddr_like,em,uniform,B4,B0,rec_1,mild,15,0.32972972972972975,0.45495495495495486,0.12522522522522522,0.06974608968737378,15,0.0410459572788789,0.20940449317157156,0.006541844557693873,0.039248317056680825,0.11824895723547979,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.013083689115387745
aptos2019,ddr_like,em,uniform,B4,B0,rec_2,moderate,15,0.9396130653266331,0.8732244556113903,-0.06638860971524288,0.02238832136742877,0,-0.0934099454160008,-0.03936727401448496,0.00011855843087585019,0.012598612185061024,0.03795762124898773,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.00011855843087585019
aptos2019,ddr_like,em,uniform,B4,B0,rec_3,severe,15,0.11956815114709851,0.19032838506522715,0.07076023391812865,0.059084848507122964,12,-0.0005515674508702884,0.14207203528712758,0.051566188356782706,0.03324890152047226,0.10017366931537668,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.06316714215153649
aptos2019,ddr_like,em,uniform,B4,B0,rec_4,proliferative,15,0.3943502824858758,0.44406779661016943,0.04971751412429379,0.05565145869786649,12,-0.01745039556542756,0.11688542381401514,0.1347065463100642,0.03131682515007081,0.09435262950443801,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.1347065463100642
aptos2019,ddr_like,oracle,train,B1,B0,bacc,BACC,15,0.6186267294985381,0.6399601365581788,0.021333407059640708,0.013912730622950639,14,0.004541591429198039,0.03812522269008338,0.01643561550248961,0.0078291308525159,0.023587930102407825,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.03287123100497922
aptos2019,ddr_like,oracle,train,B1,B0,rec_0,no_dr,15,0.9846722068328717,0.9796860572483842,-0.004986149584487561,0.004933103931063698,1,-0.010940104558616544,0.0009678053896414211,0.09407462155627491,0.0027760126485628206,0.00836368602737782,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.28222386466882476
aptos2019,ddr_like,oracle,train,B1,B0,rec_1,mild,15,0.5153153153153153,0.5864864864864864,0.07117117117117114,0.024742578822543965,15,0.04130839059490643,0.10103395174743585,0.00015827427002767472,0.013923426858479812,0.04194907783643313,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.00047482281008302417
aptos2019,ddr_like,oracle,train,B1,B0,rec_2,moderate,15,0.8465226130653266,0.7590938023450586,-0.087428810720268,0.016741523421737847,0,-0.1076348063863394,-0.06722281505419658,2.33716372771508e-07,0.009420981480301774,0.028383923687011276,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),7.01149118314524e-07
aptos2019,ddr_like,oracle,train,B1,B0,rec_3,severe,15,0.24718848403058927,0.3231219073324337,0.07593342330184435,0.040978357055721996,15,0.026475050595121202,0.1253917960085675,0.005337255989409975,0.023059809623649893,0.06947555071233627,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.016011767968229923
aptos2019,ddr_like,oracle,train,B1,B0,rec_4,proliferative,15,0.4994350282485875,0.5514124293785312,0.0519774011299435,0.038685392005107774,14,0.005286497112181196,0.0986683051477058,0.03160877967914023,0.021769486112901346,0.06558801053011419,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.06321755935828045
aptos2019,ddr_like,oracle,train,B3,B0,bacc,BACC,15,0.6186267294985381,0.6525459275063167,0.03391919800777859,0.019282300472873694,15,0.010646639712344301,0.057191756303212875,0.007438454888563964,0.010850756593434329,0.03269160943988067,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.022315364665691895
aptos2019,ddr_like,oracle,train,B3,B0,rec_0,no_dr,15,0.9846722068328717,0.9819021237303787,-0.0027700831024930705,0.004442015101037547,2,-0.008131323870083348,0.002591157665097208,0.2864584140834176,0.0024996615270841053,0.00753108390845076,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),0.5729168281668352
aptos2019,ddr_like,oracle,train,B3,B0,rec_1,mild,15,0.5153153153153153,0.6027027027027027,0.08738738738738737,0.04948515764508794,15,0.027661826234857932,0.1471129485399168,0.007260761031766833,0.027846853716959632,0.08389815567286628,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.014521522063533666
aptos2019,ddr_like,oracle,train,B3,B0,rec_2,moderate,15,0.8465226130653266,0.7677822445561138,-0.07874036850921272,0.030395254549953465,0,-0.11542558324349667,-0.042055153774928765,0.0004097069296562713,0.017104365175773538,0.051532740710618405,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.0004097069296562713
aptos2019,ddr_like,oracle,train,B3,B0,rec_3,severe,15,0.24718848403058927,0.2730544309491678,0.02586594691857849,0.06900272269576149,9,-0.05741612249735717,0.10914801633451415,0.5161531304551928,0.03883000108359836,0.11698863752443306,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),0.5161531304551928
aptos2019,ddr_like,oracle,train,B3,B0,rec_4,proliferative,15,0.4994350282485875,0.6372881355932204,0.1378531073446328,0.04568941608848751,15,0.08270877428647197,0.19299744040279362,0.0001003161193487414,0.025710870628209606,0.07746277724498242,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.00030094835804622417
aptos2019,ddr_like,oracle,train,B4,B0,bacc,BACC,15,0.6186267294985381,0.6400216120763138,0.02139488257777584,0.02256164045019168,12,-0.005835638664042672,0.048625403819594355,0.1141108220429034,0.012696144281021426,0.03825146999230206,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.1141108220429034
aptos2019,ddr_like,oracle,train,B4,B0,rec_0,no_dr,15,0.9846722068328717,0.9828254847645429,-0.0018467220683287136,0.004643111965914282,3,-0.0074506744624418106,0.0037572303257843833,0.4912934356312565,0.002612825054203181,0.007872027675787195,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),0.5729168281668352
aptos2019,ddr_like,oracle,train,B4,B0,rec_1,mild,15,0.5153153153153153,0.5963963963963965,0.08108108108108107,0.04681218398834802,15,0.024581635782111352,0.1375805263800508,0.00818322510152817,0.0263426874184026,0.0793663410715866,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.014521522063533666
aptos2019,ddr_like,oracle,train,B4,B0,rec_2,moderate,15,0.8465226130653266,0.7577671691792295,-0.08875544388609713,0.02696176733706237,0,-0.12129664938086902,-0.056214238391325236,4.219955103697995e-05,0.015172233993285114,0.04571153575955108,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),8.43991020739599e-05
aptos2019,ddr_like,oracle,train,B4,B0,rec_3,severe,15,0.24718848403058927,0.30944669365722,0.06225820962663067,0.07818840772220449,11,-0.03211042026284029,0.15662683951610162,0.17892854200587507,0.04399907478961727,0.1325622371447008,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),0.35785708401175015
aptos2019,ddr_like,oracle,train,B4,B0,rec_4,proliferative,15,0.4994350282485875,0.5536723163841809,0.054237288135593226,0.06507869221242553,11,-0.024308716291366203,0.13278329256255267,0.16075685419391092,0.03662182578315667,0.1103357554073914,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),0.16075685419391092
aptos2019,ddr_like,oracle,uniform,B1,B0,bacc,BACC,15,0.5758376714332242,0.6071115174355765,0.03127384600235232,0.014931902693435724,15,0.013251951966233414,0.04929574003847123,0.0022764601761300777,0.008402651013101389,0.025315855425799873,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.006829380528390233
aptos2019,ddr_like,oracle,uniform,B1,B0,rec_0,no_dr,15,0.9883656509695289,0.985595567867036,-0.0027700831024930705,0.0025645986143283984,1,-0.0058653969028517,0.00032523069786555845,0.07554540544188075,0.0014431802555449527,0.004348073321833686,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.22663621632564224
aptos2019,ddr_like,oracle,uniform,B1,B0,rec_1,mild,15,0.38468468468468475,0.4828828828828829,0.09819819819819818,0.027725843365784427,15,0.06473479963078987,0.1316615967656065,1.975575383273756e-05,0.015602203592514442,0.047006965998722845,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),5.9267261498212685e-05
aptos2019,ddr_like,oracle,uniform,B1,B0,rec_2,moderate,15,0.922926298157454,0.8682060301507537,-0.05472026800670019,0.019145318514209496,0,-0.07782749744923542,-0.03161303856416497,0.0001680522216103618,0.01077367253942075,0.032459367405313286,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.0005041566648310854
aptos2019,ddr_like,oracle,uniform,B1,B0,rec_3,severe,15,0.14705353126405757,0.2231668915879442,0.07611336032388664,0.037459334823824644,15,0.030902232397420515,0.12132448825035277,0.002837213543799772,0.021079545197269886,0.06350932792801202,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.008511640631399316
aptos2019,ddr_like,oracle,uniform,B1,B0,rec_4,proliferative,15,0.4361581920903955,0.47570621468926555,0.03954802259887007,0.036614354228293,11,-0.004643265387040962,0.0837393105847811,0.07554540544188025,0.020604048055153073,0.06207673041962553,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.1510908108837605
aptos2019,ddr_like,oracle,uniform,B3,B0,bacc,BACC,15,0.5758376714332242,0.6017411242978301,0.025903452864606002,0.014206882312956534,15,0.008756614120453782,0.04305029160875822,0.005928380895576236,0.007994659254808537,0.024086640937211058,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.011856761791152472
aptos2019,ddr_like,oracle,uniform,B3,B0,rec_0,no_dr,15,0.9883656509695289,0.9881809787626961,-0.00018467220683287728,0.00338725564147041,3,-0.0042728827649328735,0.003903538351267119,0.9241917569348266,0.001906115224012744,0.005742822992503653,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),1.0
aptos2019,ddr_like,oracle,uniform,B3,B0,rec_1,mild,15,0.38468468468468475,0.48468468468468473,0.1,0.04476100925463919,15,0.04597619725371823,0.15402380274628177,0.0013956296360708965,0.025188426919382376,0.0758887371735613,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.002791259272141793
aptos2019,ddr_like,oracle,uniform,B3,B0,rec_2,moderate,15,0.922926298157454,0.8735443886097154,-0.0493819095477387,0.023063142406515,0,-0.07721771300317212,-0.02154610609230528,0.0019318605099760005,0.01297835519599243,0.03910172674006525,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.0019318605099760005
aptos2019,ddr_like,oracle,uniform,B3,B0,rec_3,severe,15,0.14705353126405757,0.12105263157894737,-0.026000899685110213,0.035230045559293155,2,-0.06852141170507797,0.016519612334857547,0.2107850443402836,0.019825054052926547,0.05972974498524498,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),0.4215700886805672
aptos2019,ddr_like,oracle,uniform,B3,B0,rec_4,proliferative,15,0.4361581920903955,0.5412429378531074,0.10508474576271189,0.04306933693822599,15,0.053102688121267755,0.15706680340415602,0.0006844866337473749,0.02423646973112707,0.07302064107962068,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.002053459901242125
aptos2019,ddr_like,oracle,uniform,B4,B0,bacc,BACC,15,0.5758376714332242,0.587718006289602,0.011880334856377784,0.02188470189017533,11,-0.014533162912407999,0.03829383262516357,0.35107001842728686,0.012315209674500761,0.037103774412618376,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),0.35107001842728686
aptos2019,ddr_like,oracle,uniform,B4,B0,rec_0,no_dr,15,0.9883656509695289,0.9881809787626961,-0.00018467220683287728,0.0032213826904872096,3,-0.004072684249884169,0.0037033398362184148,0.9203023840095322,0.0018127733004655309,0.005461598574400023,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),1.0
aptos2019,ddr_like,oracle,uniform,B4,B0,rec_1,mild,15,0.38468468468468475,0.44684684684684683,0.06216216216216216,0.05076889752456058,12,0.0008872054267130211,0.1234371188976113,0.04718634315520653,0.028569254500052835,0.08607463470975087,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.04718634315520653
aptos2019,ddr_like,oracle,uniform,B4,B0,rec_2,moderate,15,0.922926298157454,0.8772227805695143,-0.04570351758793972,0.017080984706016364,0,-0.06631922227905868,-0.02508781289682076,0.00030763321008386515,0.009612007015547564,0.028959453341328493,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.0006152664201677303
aptos2019,ddr_like,oracle,uniform,B4,B0,rec_3,severe,15,0.14705353126405757,0.16419253261358524,0.01713900134952766,0.05418723897417213,6,-0.04826168461473937,0.08253968731379469,0.5829587090743198,0.030492862685453884,0.09187016122174912,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),0.5829587090743198
aptos2019,ddr_like,oracle,uniform,B4,B0,rec_4,proliferative,15,0.4361581920903955,0.46214689265536724,0.025988700564971746,0.0531622678918474,9,-0.03817490794071641,0.09015230907065991,0.3996481455608945,0.029916079238620833,0.09013240413422366,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),0.3996481455608945
aptos2019,ddr_like,raw,none,B1,B0,bacc,BACC,15,0.6457036359493563,0.6554548011915637,0.009751165242207397,0.013488027591129157,11,-0.006528059783176615,0.026030390267591408,0.21974223648336125,0.007590137106449578,0.022867879833313978,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),0.2514669163018211
aptos2019,ddr_like,raw,none,B1,B0,rec_0,no_dr,15,0.9819021237303784,0.9758079409048938,-0.006094182825484766,0.003503908764729488,0,-0.010323186574480763,-0.0018651790764887674,0.00797788089486683,0.0019717596033298718,0.005940599100748257,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.01595576178973366
aptos2019,ddr_like,raw,none,B1,B0,rec_1,mild,15,0.6036036036036035,0.6648648648648648,0.061261261261261274,0.024952562040000674,15,0.031145043773970368,0.09137747874855218,0.0006496949987839669,0.0140415910155281,0.0423050877089938,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.0019490849963519007
aptos2019,ddr_like,raw,none,B1,B0,rec_2,moderate,15,0.7727638190954774,0.6656633165829144,-0.1071005025125628,0.024704229684648506,0,-0.13691699802297103,-0.07728400700215458,2.117892482850913e-06,0.013901846593124179,0.041884059918047396,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),4.235784965701826e-06
aptos2019,ddr_like,raw,none,B1,B0,rec_3,severe,15,0.3595141700404858,0.4285650022492128,0.06905083220872693,0.04749964019830944,13,0.0117216692759929,0.12637999514146098,0.021669297041589812,0.026729540637157805,0.08053186849165225,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.043338594083179624
aptos2019,ddr_like,raw,none,B1,B0,rec_4,proliferative,15,0.5107344632768361,0.5423728813559322,0.031638418079096044,0.03889698187131865,12,-0.015307861976553608,0.0785846981347457,0.17034814575544438,0.021888554381706796,0.06594674434806987,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),0.5110444372663332
aptos2019,ddr_like,raw,none,B3,B0,bacc,BACC,15,0.6457036359493563,0.6636538848253793,0.01795024887602316,0.012030525455120893,15,0.0034301398582799666,0.03247035789376635,0.018975038676836788,0.006769954839583402,0.020396800687171365,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.05692511603051036
aptos2019,ddr_like,raw,none,B3,B0,rec_0,no_dr,15,0.9819021237303784,0.9420129270544784,-0.03988919667590028,0.010769278592108515,0,-0.052887057807003486,-0.026891335544797078,1.2246803904056414e-05,0.006060211583894972,0.018258456773752905,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),3.6740411712169244e-05
aptos2019,ddr_like,raw,none,B3,B0,rec_1,mild,15,0.6036036036036035,0.6810810810810811,0.07747747747747749,0.043479886604603585,14,0.024999911478128398,0.12995504347682657,0.0068621648458402715,0.02446749893356305,0.0737166954413796,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.0068621648458402715
aptos2019,ddr_like,raw,none,B3,B0,rec_2,moderate,15,0.7727638190954774,0.5829396984924623,-0.18982412060301504,0.03762513347477521,0,-0.2352353573689311,-0.144412883837099,3.5492063032170853e-07,0.021172845309853198,0.06379042637630973,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),1.0647618909651256e-06
aptos2019,ddr_like,raw,none,B3,B0,rec_3,severe,15,0.3595141700404858,0.5789023841655421,0.21938821412505624,0.06228792659630334,15,0.14421049324815696,0.2945659350019555,2.094661418829688e-05,0.035051374246397954,0.10560423389164367,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),6.283984256489063e-05
aptos2019,ddr_like,raw,none,B3,B0,rec_4,proliferative,15,0.5107344632768361,0.5333333333333333,0.022598870056497175,0.04469045423698831,9,-0.031339777095221316,0.07653751720821567,0.38405580397475075,0.025148723393132892,0.07576911674319246,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),0.7681116079495015
aptos2019,ddr_like,raw,none,B4,B0,bacc,BACC,15,0.6457036359493563,0.6649790345496154,0.019275398600259064,0.021035300831050235,12,-0.006112923998556643,0.044663721199074774,0.12573345815091055,0.011837224998567633,0.03566368235919337,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.2514669163018211
aptos2019,ddr_like,raw,none,B4,B0,rec_0,no_dr,15,0.9819021237303784,0.9776546629732223,-0.004247460757156037,0.005220986430450639,2,-0.010548872315038765,0.0020539508007266904,0.17027650742003786,0.002938013180229241,0.008851767947259444,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),0.17027650742003786
aptos2019,ddr_like,raw,none,B4,B0,rec_1,mild,15,0.6036036036036035,0.6990990990990992,0.09549549549549553,0.04524409047271696,15,0.04088864324093749,0.15010234775005357,0.0021501326874063427,0.025460271905907494,0.07670776302223312,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.004300265374812685
aptos2019,ddr_like,raw,none,B4,B0,rec_2,moderate,15,0.7727638190954774,0.6523333333333333,-0.12043048576214409,0.03681149874178071,0,-0.16485971512798653,-0.07600125639630165,4.494515776511622e-05,0.020714987469907842,0.062410973288998015,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),4.494515776511622e-05
aptos2019,ddr_like,raw,none,B4,B0,rec_3,severe,15,0.3595141700404858,0.4737741790373369,0.11426000899685108,0.08665534511302746,12,0.009672303106104979,0.2188477148875972,0.03441045375702518,0.04876368660805223,0.14691725721723342,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.043338594083179624
aptos2019,ddr_like,raw,none,B4,B0,rec_4,proliferative,15,0.5107344632768361,0.5220338983050847,0.011299435028248591,0.04034705326860367,7,-0.03739699258750845,0.059995862644005624,0.6264402830778805,0.022704555138316516,0.0684052252667068,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),0.7681116079495015
aptos2019,idrid_like,argmax_p,none,B1,B0,bacc,BACC,15,0.6457036359493563,0.6554548011915637,0.009751165242207397,0.013488027591129157,11,-0.006528059783176615,0.026030390267591408,0.21974223648336125,0.007590137106449578,0.022867879833313978,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),0.3418427953381586
aptos2019,idrid_like,argmax_p,none,B1,B0,rec_0,no_dr,15,0.9819021237303784,0.9758079409048938,-0.006094182825484766,0.003503908764729488,0,-0.010323186574480763,-0.0018651790764887674,0.00797788089486683,0.0019717596033298718,0.005940599100748257,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.02393364268460049
aptos2019,idrid_like,argmax_p,none,B1,B0,rec_1,mild,15,0.6036036036036035,0.6648648648648648,0.061261261261261274,0.024952562040000674,15,0.031145043773970368,0.09137747874855218,0.0006496949987839669,0.0140415910155281,0.0423050877089938,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.0012993899975679338
aptos2019,idrid_like,argmax_p,none,B1,B0,rec_2,moderate,15,0.7727638190954774,0.6656633165829144,-0.1071005025125628,0.024704229684648506,0,-0.13691699802297103,-0.07728400700215458,2.117892482850913e-06,0.013901846593124179,0.041884059918047396,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),4.235784965701826e-06
aptos2019,idrid_like,argmax_p,none,B1,B0,rec_3,severe,15,0.3595141700404858,0.4285650022492128,0.06905083220872693,0.04749964019830944,13,0.0117216692759929,0.12637999514146098,0.021669297041589812,0.026729540637157805,0.08053186849165225,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.043338594083179624
aptos2019,idrid_like,argmax_p,none,B1,B0,rec_4,proliferative,15,0.5107344632768361,0.5423728813559322,0.031638418079096044,0.03889698187131865,12,-0.015307861976553608,0.0785846981347457,0.17034814575544438,0.021888554381706796,0.06594674434806987,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),0.34069629151088876
aptos2019,idrid_like,argmax_p,none,B3,B0,bacc,BACC,15,0.6457036359493563,0.6830856052764636,0.03738196932710729,0.013252587765789378,15,0.021386905782766218,0.053377032871448356,0.00019003600118089502,0.007457647715945754,0.02246871030333856,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.0005701080035426851
aptos2019,idrid_like,argmax_p,none,B3,B0,rec_0,no_dr,15,0.9819021237303784,0.9774699907663896,-0.004432132963988914,0.004999323054168209,1,-0.010466010372937864,0.0016017444449600363,0.13747790979820415,0.0028132762306571114,0.008475955292812693,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.2749558195964083
aptos2019,idrid_like,argmax_p,none,B3,B0,rec_1,mild,15,0.6036036036036035,0.7216216216216215,0.11801801801801805,0.04257037640627673,15,0.06663817524628025,0.16939786078975583,0.00022299063200680784,0.023955688955538155,0.07217469311509499,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.0006689718960204235
aptos2019,idrid_like,argmax_p,none,B3,B0,rec_2,moderate,15,0.7727638190954774,0.6172948073701843,-0.15546901172529318,0.027768430762160845,0,-0.18898381067753706,-0.12195421277304928,9.948413139964063e-08,0.015626168859142184,0.04707916954784593,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),2.984523941989219e-07
aptos2019,idrid_like,argmax_p,none,B3,B0,rec_3,severe,15,0.3595141700404858,0.5114709851551957,0.15195681511470985,0.06518731511629315,15,0.07327970948091908,0.23063392074850061,0.000996142087426435,0.036682951305601334,0.11051991691625604,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.002988426262279305
aptos2019,idrid_like,argmax_p,none,B3,B0,rec_4,proliferative,15,0.5107344632768361,0.5875706214689266,0.0768361581920904,0.0409527977040159,14,0.02740863406089953,0.12626368232328128,0.004916915513391702,0.023045426573015504,0.06943221686092743,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.014750746540175108
aptos2019,idrid_like,argmax_p,none,B4,B0,bacc,BACC,15,0.6457036359493563,0.6617792137144641,0.01607557776510778,0.019792062394746027,12,-0.007812232017578042,0.039963387547793605,0.1709213976690793,0.011137615650662454,0.03355587030339213,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),0.3418427953381586
aptos2019,idrid_like,argmax_p,none,B4,B0,rec_0,no_dr,15,0.9819021237303784,0.9778393351800553,-0.00406278855032316,0.005220986430450637,2,-0.010364200108205886,0.002238623007559567,0.18837515890690582,0.0029380131802292406,0.008851767947259443,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),0.2749558195964083
aptos2019,idrid_like,argmax_p,none,B4,B0,rec_1,mild,15,0.6036036036036035,0.709009009009009,0.10540540540540544,0.04369933225303757,15,0.05266298191910639,0.15814782889170448,0.0007531904603061215,0.024590987897963087,0.07408874811434658,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.0012993899975679338
aptos2019,idrid_like,argmax_p,none,B4,B0,rec_2,moderate,15,0.7727638190954774,0.6486700167504188,-0.12409380234505862,0.03468172733701892,0,-0.16595252777943315,-0.0822350769106841,1.7732502735640124e-05,0.019516498153488493,0.05880011497576678,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),1.7732502735640124e-05
aptos2019,idrid_like,argmax_p,none,B4,B0,rec_3,severe,15,0.3595141700404858,0.42874493927125507,0.06923076923076925,0.08070726707944742,11,-0.028177969970964695,0.1666395084325032,0.1496882472518984,0.045416516127438314,0.1368327631878365,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.1496882472518984
aptos2019,idrid_like,argmax_p,none,B4,B0,rec_4,proliferative,15,0.5107344632768361,0.544632768361582,0.03389830508474576,0.04249377427308534,9,-0.017389083593521225,0.08518569376301274,0.17818096837752198,0.023912582527289776,0.07204482028046731,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),0.34069629151088876
aptos2019,idrid_like,em,train,B1,B0,bacc,BACC,15,0.6476724277348661,0.6615092796536063,0.013836851918740348,0.017620260512196107,12,-0.007429725714343759,0.03510342955182445,0.1846123619433217,0.009915474463211104,0.029873752652285007,0.019,잡음 수준 — 부호 해석 금지,탐색적/exploratory,없음 (서술 · 판정 아님),0.3692247238866434
aptos2019,idrid_like,em,train,B1,B0,rec_0,no_dr,15,0.9809787626962141,0.972668513388735,-0.008310249307479227,0.004682295040047172,0,-0.013961493277524089,-0.002659005337434365,0.0070362469383385,0.0026348746016934613,0.007938459466849075,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.014072493876677
aptos2019,idrid_like,em,train,B1,B0,rec_1,mild,15,0.5441441441441442,0.6576576576576574,0.1135135135135135,0.034566228718174344,15,0.07179418785376049,0.15523283917326652,4.325141838869635e-05,0.019451503450095945,0.05860429623808947,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),8.65028367773927e-05
aptos2019,idrid_like,em,train,B1,B0,rec_2,moderate,15,0.766787269681742,0.5859380234505863,-0.18084924623115575,0.027424168397295837,0,-0.2139485415474867,-0.14774995091482482,1.2673794259189518e-08,0.015432441604933827,0.046495500042599426,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),1.2673794259189518e-08
aptos2019,idrid_like,em,train,B1,B0,rec_3,severe,15,0.4357174988753936,0.5274403958614485,0.09172289698605489,0.05938987816969702,14,0.020042943455228696,0.16340285051688108,0.015814650158900607,0.033420551299865785,0.10069082288895977,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.04744395047670182
aptos2019,idrid_like,em,train,B1,B0,rec_4,proliferative,15,0.5107344632768361,0.5638418079096046,0.053107344632768366,0.03501001894876761,14,0.01085239128549146,0.09536229798004528,0.017404777789996058,0.0197012381628957,0.059356707337180056,0.019,,탐색적/exploratory,없음 (서술 · 판정 아님),0.017404777789996058
