dataset,arm,wave,fold,variant,n_test,n_excluded,n_leaked_in_fold,n_conflict_in_fold,n_leaked_and_conflict,bacc,mcc,per_class_recall,per_class_n,recall_c0,recall_c1,recall_c2,recall_c3,recall_c4,recall_c5,recall_c6
aptos2019,B5,w2,1,leakfree,702,31,31,11,7,0.6240648580878617,0.71866727341974,"[0.9749303621169917, 0.6714285714285714, 0.7771739130434783, 0.20588235294117646, 0.4909090909090909]","[359, 70, 184, 34, 55]",0.9749303621169917,0.6714285714285714,0.7771739130434783,0.20588235294117646,0.4909090909090909,,
aptos2019,B5,w2,1,conflict_excluded,698,35,31,11,7,0.6246054208884738,0.7206013206779974,"[0.9749303621169917, 0.6714285714285714, 0.7802197802197802, 0.20588235294117646, 0.49056603773584906]","[359, 70, 182, 34, 53]",0.9749303621169917,0.6714285714285714,0.7802197802197802,0.20588235294117646,0.49056603773584906,,
aptos2019,B5,w2,1,leaked_only,31,702,31,11,7,0.6875,0.6152639640004699,"[1.0, 1.0, 0.9375, 0.0, 0.5]","[2, 4, 16, 5, 4]",1.0,1.0,0.9375,0.0,0.5,,
aptos2019,B5,w2,2,full,732,0,42,17,13,0.6529838325108525,0.7101403426985984,"[0.9778393351800554, 0.6351351351351351, 0.73, 0.4473684210526316, 0.4745762711864407]","[361, 74, 200, 38, 59]",0.9778393351800554,0.6351351351351351,0.73,0.4473684210526316,0.4745762711864407,,
aptos2019,B5,w2,2,leakfree,690,42,42,17,13,0.6533909727764476,0.7099091218387844,"[0.9804469273743017, 0.6, 0.7142857142857143, 0.4722222222222222, 0.5]","[358, 65, 175, 36, 56]",0.9804469273743017,0.6,0.7142857142857143,0.4722222222222222,0.5,,
aptos2019,B5,w2,2,conflict_excluded,686,46,42,17,13,0.6530601637206608,0.7122142040563945,"[0.9803921568627451, 0.609375, 0.7183908045977011, 0.45714285714285713, 0.5]","[357, 64, 174, 35, 56]",0.9803921568627451,0.609375,0.7183908045977011,0.45714285714285713,0.5,,
aptos2019,B5,w2,2,leaked_only,42,690,42,17,13,0.47911111111111104,0.5545896308384141,"[0.6666666666666666, 0.8888888888888888, 0.84, 0.0, 0.0]","[3, 9, 25, 2, 3]",0.6666666666666666,0.8888888888888888,0.84,0.0,0.0,,
aptos2019,B5,w2,3,full,732,0,36,12,6,0.6548901661415394,0.707164319860019,"[0.9778393351800554, 0.6351351351351351, 0.715, 0.42105263157894735, 0.5254237288135594]","[361, 74, 200, 38, 59]",0.9778393351800554,0.6351351351351351,0.715,0.42105263157894735,0.5254237288135594,,
aptos2019,B5,w2,3,leakfree,696,36,36,12,6,0.6431217538083014,0.6990403404458754,"[0.9805013927576601, 0.6176470588235294, 0.6888888888888889, 0.42857142857142855, 0.5]","[359, 68, 180, 35, 54]",0.9805013927576601,0.6176470588235294,0.6888888888888889,0.42857142857142855,0.5,,
aptos2019,B5,w2,3,conflict_excluded,690,42,36,12,6,0.6483186632921755,0.7020368702823353,"[0.9805013927576601, 0.6268656716417911, 0.6836158192090396, 0.4411764705882353, 0.5094339622641509]","[359, 67, 177, 34, 53]",0.9805013927576601,0.6268656716417911,0.6836158192090396,0.4411764705882353,0.5094339622641509,,
aptos2019,B5,w2,3,leaked_only,36,696,36,12,6,0.6833333333333333,0.730450358032669,"[0.5, 0.8333333333333334, 0.95, 0.3333333333333333, 0.8]","[2, 6, 20, 3, 5]",0.5,0.8333333333333334,0.95,0.3333333333333333,0.8,,
aptos2019,B5,w2,4,full,732,0,43,13,9,0.6462077960284283,0.7083985119820772,"[0.9806094182825484, 0.581081081081081, 0.7336683417085427, 0.41025641025641024, 0.5254237288135594]","[361, 74, 199, 39, 59]",0.9806094182825484,0.581081081081081,0.7336683417085427,0.41025641025641024,0.5254237288135594,,
aptos2019,B5,w2,4,leakfree,689,43,43,13,9,0.633110155818373,0.6997207587455201,"[0.9832869080779945, 0.53125, 0.7085714285714285, 0.40540540540540543, 0.5370370370370371]","[359, 64, 175, 37, 54]",0.9832869080779945,0.53125,0.7085714285714285,0.40540540540540543,0.5370370370370371,,
aptos2019,B5,w2,4,conflict_excluded,685,47,43,13,9,0.6361493953250845,0.7017196965520965,"[0.9832869080779945, 0.5396825396825397, 0.7052023121387283, 0.40540540540540543, 0.5471698113207547]","[359, 63, 173, 37, 53]",0.9832869080779945,0.5396825396825397,0.7052023121387283,0.40540540540540543,0.5471698113207547,,
aptos2019,B5,w2,4,leaked_only,43,689,43,13,9,0.6433333333333333,0.6971737183497845,"[0.5, 0.9, 0.9166666666666666, 0.5, 0.4]","[2, 10, 24, 2, 5]",0.5,0.9,0.9166666666666666,0.5,0.4,,
aptos2019,B5,w2,5,full,733,0,35,9,6,0.5952435574183074,0.7092760245268172,"[0.9889196675900277, 0.5675675675675675, 0.8, 0.1282051282051282, 0.4915254237288136]","[361, 74, 200, 39, 59]",0.9889196675900277,0.5675675675675675,0.8,0.1282051282051282,0.4915254237288136,,
aptos2019,B5,w2,5,leakfree,698,35,35,9,6,0.5867565585598372,0.7051758370790435,"[0.9888888888888889, 0.5151515151515151, 0.7868852459016393, 0.14285714285714285, 0.5]","[360, 66, 183, 35, 54]",0.9888888888888889,0.5151515151515151,0.7868852459016393,0.14285714285714285,0.5,,
aptos2019,B5,w2,5,conflict_excluded,695,38,35,9,6,0.5882539682539683,0.70748983596578,"[0.9888888888888889, 0.5151515151515151, 0.7857142857142857, 0.15151515151515152, 0.5]","[360, 66, 182, 33, 54]",0.9888888888888889,0.5151515151515151,0.7857142857142857,0.15151515151515152,0.5,,
aptos2019,B5,w2,5,leaked_only,35,698,35,9,6,0.668235294117647,0.6575842553062622,"[1.0, 1.0, 0.9411764705882353, 0.0, 0.4]","[1, 8, 17, 4, 5]",1.0,1.0,0.9411764705882353,0.0,0.4,,
aptos2019,B5,w2,6,full,733,0,36,11,9,0.6478956526871453,0.7255827576301743,"[0.9750692520775623, 0.6621621621621622, 0.77, 0.20512820512820512, 0.6271186440677966]","[361, 74, 200, 39, 59]",0.9750692520775623,0.6621621621621622,0.77,0.20512820512820512,0.6271186440677966,,
aptos2019,B5,w2,6,leakfree,697,36,36,11,9,0.6432212628621216,0.7209773548443109,"[0.975, 0.6376811594202898, 0.7486033519553073, 0.19444444444444445, 0.660377358490566]","[360, 69, 179, 36, 53]",0.975,0.6376811594202898,0.7486033519553073,0.19444444444444445,0.660377358490566,,
aptos2019,B5,w2,6,conflict_excluded,695,38,36,11,9,0.6454787076355226,0.7220867410931098,"[0.975, 0.6376811594202898, 0.7471910112359551, 0.19444444444444445, 0.6730769230769231]","[360, 69, 178, 36, 52]",0.975,0.6376811594202898,0.7471910112359551,0.19444444444444445,0.6730769230769231,,
aptos2019,B5,w2,6,leaked_only,36,697,36,11,9,0.7238095238095239,0.6705411395195439,"[1.0, 1.0, 0.9523809523809523, 0.3333333333333333, 0.3333333333333333]","[1, 5, 21, 3, 6]",1.0,1.0,0.9523809523809523,0.3333333333333333,0.3333333333333333,,
aptos2019,B5,w2,7,full,732,0,37,13,13,0.6658605339928407,0.7216874638050343,"[0.9806094182825484, 0.6486486486486487, 0.75, 0.5263157894736842, 0.423728813559322]","[361, 74, 200, 38, 59]",0.9806094182825484,0.6486486486486487,0.75,0.5263157894736842,0.423728813559322,,
aptos2019,B5,w2,7,leakfree,695,37,37,13,13,0.6627295563386644,0.7248496339513744,"[0.9859943977591037, 0.6470588235294118, 0.7311827956989247, 0.5294117647058824, 0.42]","[357, 68, 186, 34, 50]",0.9859943977591037,0.6470588235294118,0.7311827956989247,0.5294117647058824,0.42,,
aptos2019,B5,w2,7,conflict_excluded,695,37,37,13,13,0.6627295563386644,0.7248496339513744,"[0.9859943977591037, 0.6470588235294118, 0.7311827956989247, 0.5294117647058824, 0.42]","[357, 68, 186, 34, 50]",0.9859943977591037,0.6470588235294118,0.7311827956989247,0.5294117647058824,0.42,,
aptos2019,B5,w2,7,leaked_only,37,695,37,13,13,0.6222222222222221,0.6102424381615338,"[0.5, 0.6666666666666666, 1.0, 0.5, 0.4444444444444444]","[4, 6, 14, 4, 9]",0.5,0.6666666666666666,1.0,0.5,0.4444444444444444,,
aptos2019,B5,w2,8,full,732,0,47,16,14,0.6682427927716439,0.7148005202479728,"[0.9833795013850416, 0.6756756756756757, 0.7, 0.47368421052631576, 0.5084745762711864]","[361, 74, 200, 38, 59]",0.9833795013850416,0.6756756756756757,0.7,0.47368421052631576,0.5084745762711864,,
aptos2019,B5,w2,8,leakfree,685,47,47,16,14,0.661794791694871,0.7149221470655649,"[0.9860335195530726, 0.6290322580645161, 0.6994219653179191, 0.4857142857142857, 0.5087719298245614]","[358, 62, 173, 35, 57]",0.9860335195530726,0.6290322580645161,0.6994219653179191,0.4857142857142857,0.5087719298245614,,
aptos2019,B5,w2,8,conflict_excluded,683,49,47,16,14,0.6638493681821904,0.7165269666677361,"[0.9859943977591037, 0.639344262295082, 0.6994219653179191, 0.4857142857142857, 0.5087719298245614]","[357, 61, 173, 35, 57]",0.9859943977591037,0.639344262295082,0.6994219653179191,0.4857142857142857,0.5087719298245614,,
aptos2019,B5,w2,8,leaked_only,47,685,47,16,14,0.6240740740740741,0.6040902621828002,"[0.6666666666666666, 0.9166666666666666, 0.7037037037037037, 0.3333333333333333, 0.5]","[3, 12, 27, 3, 2]",0.6666666666666666,0.9166666666666666,0.7037037037037037,0.3333333333333333,0.5,,
aptos2019,B5,w2,9,full,732,0,41,13,11,0.5969253016436207,0.6743134062101721,"[0.9695290858725761, 0.6081081081081081, 0.7185929648241206, 0.23076923076923078, 0.4576271186440678]","[361, 74, 199, 39, 59]",0.9695290858725761,0.6081081081081081,0.7185929648241206,0.23076923076923078,0.4576271186440678,,
aptos2019,B5,w2,9,leakfree,691,41,41,13,11,0.5973490422319209,0.6757324719716226,"[0.9775910364145658, 0.5873015873015873, 0.6944444444444444, 0.23684210526315788, 0.49056603773584906]","[357, 63, 180, 38, 53]",0.9775910364145658,0.5873015873015873,0.6944444444444444,0.23684210526315788,0.49056603773584906,,
aptos2019,B5,w2,9,conflict_excluded,689,43,41,13,11,0.5988944318293818,0.6766165110047533,"[0.9775910364145658, 0.5873015873015873, 0.6927374301675978, 0.23684210526315788, 0.5]","[357, 63, 179, 38, 52]",0.9775910364145658,0.5873015873015873,0.6927374301675978,0.23684210526315788,0.5,,
aptos2019,B5,w2,9,leaked_only,41,691,41,13,11,0.4182615629984051,0.514250685552933,"[0.25, 0.7272727272727273, 0.9473684210526315, 0.0, 0.16666666666666666]","[4, 11, 19, 1, 6]",0.25,0.7272727272727273,0.9473684210526315,0.0,0.16666666666666666,,
aptos2019,B5,w2,10,full,733,0,45,10,10,0.6499979965808408,0.7493066968647181,"[0.9861495844875346, 0.6081081081081081, 0.84, 0.2564102564102564, 0.559322033898305]","[361, 74, 200, 39, 59]",0.9861495844875346,0.6081081081081081,0.84,0.2564102564102564,0.559322033898305,,
aptos2019,B5,w2,10,leakfree,688,45,45,10,10,0.6461021978623853,0.7508457337828485,"[0.9888268156424581, 0.5735294117647058, 0.8333333333333334, 0.28125, 0.5535714285714286]","[358, 68, 174, 32, 56]",0.9888268156424581,0.5735294117647058,0.8333333333333334,0.28125,0.5535714285714286,,
aptos2019,B5,w2,10,conflict_excluded,688,45,45,10,10,0.6461021978623853,0.7508457337828485,"[0.9888268156424581, 0.5735294117647058, 0.8333333333333334, 0.28125, 0.5535714285714286]","[358, 68, 174, 32, 56]",0.9888268156424581,0.5735294117647058,0.8333333333333334,0.28125,0.5535714285714286,,
aptos2019,B5,w2,10,leaked_only,45,688,45,10,10,0.6721611721611721,0.6077012231101148,"[0.6666666666666666, 1.0, 0.8846153846153846, 0.14285714285714285, 0.6666666666666666]","[3, 6, 26, 7, 3]",0.6666666666666666,1.0,0.8846153846153846,0.14285714285714285,0.6666666666666666,,
aptos2019,B5,w2,11,full,733,0,34,10,8,0.6291658216379095,0.7193728467449289,"[0.9695290858725761, 0.6216216216216216, 0.815, 0.28205128205128205, 0.4576271186440678]","[361, 74, 200, 39, 59]",0.9695290858725761,0.6216216216216216,0.815,0.28205128205128205,0.4576271186440678,,
aptos2019,B5,w2,11,leakfree,699,34,34,10,8,0.6197597147597147,0.7109297181902783,"[0.9694444444444444, 0.5909090909090909, 0.7967032967032966, 0.2972972972972973, 0.4444444444444444]","[360, 66, 182, 37, 54]",0.9694444444444444,0.5909090909090909,0.7967032967032966,0.2972972972972973,0.4444444444444444,,
aptos2019,B5,w2,11,conflict_excluded,697,36,34,10,8,0.6193813086354523,0.7118275835882181,"[0.9694444444444444, 0.5846153846153846, 0.8011049723756906, 0.2972972972972973, 0.4444444444444444]","[360, 65, 181, 37, 54]",0.9694444444444444,0.5846153846153846,0.8011049723756906,0.2972972972972973,0.4444444444444444,,
aptos2019,B5,w2,11,leaked_only,34,699,34,10,8,0.6950000000000001,0.7675937496146414,"[1.0, 0.875, 1.0, 0.0, 0.6]","[1, 8, 18, 2, 5]",1.0,0.875,1.0,0.0,0.6,,
aptos2019,B5,w2,12,full,732,0,39,14,10,0.6220073610866137,0.6989474922527996,"[0.9833795013850416, 0.6216216216216216, 0.745, 0.42105263157894735, 0.3389830508474576]","[361, 74, 200, 38, 59]",0.9833795013850416,0.6216216216216216,0.745,0.42105263157894735,0.3389830508474576,,
aptos2019,B5,w2,12,leakfree,693,39,39,14,10,0.6132968529597743,0.6941903664643819,"[0.9833333333333333, 0.5909090909090909, 0.7303370786516854, 0.42857142857142855, 0.3333333333333333]","[360, 66, 178, 35, 54]",0.9833333333333333,0.5909090909090909,0.7303370786516854,0.42857142857142855,0.3333333333333333,,
aptos2019,B5,w2,12,conflict_excluded,689,43,39,14,10,0.6157600261373846,0.6961064107678542,"[0.9833333333333333, 0.6, 0.7272727272727273, 0.42857142857142855, 0.33962264150943394]","[360, 65, 176, 35, 53]",0.9833333333333333,0.6,0.7272727272727273,0.42857142857142855,0.33962264150943394,,
aptos2019,B5,w2,12,leaked_only,39,693,39,14,10,0.6943939393939395,0.6301838614657824,"[1.0, 0.875, 0.8636363636363636, 0.3333333333333333, 0.4]","[1, 8, 22, 3, 5]",1.0,0.875,0.8636363636363636,0.3333333333333333,0.4,,
aptos2019,B5,w2,13,full,732,0,44,15,11,0.6715928688442421,0.7372150771630145,"[0.9778393351800554, 0.6486486486486487, 0.785, 0.42105263157894735, 0.5254237288135594]","[361, 74, 200, 38, 59]",0.9778393351800554,0.6486486486486487,0.785,0.42105263157894735,0.5254237288135594,,
aptos2019,B5,w2,13,leakfree,688,44,44,15,11,0.6548288543652417,0.7324804012101701,"[0.9859943977591037, 0.5967741935483871, 0.776536312849162, 0.40540540540540543, 0.5094339622641509]","[357, 62, 179, 37, 53]",0.9859943977591037,0.5967741935483871,0.776536312849162,0.40540540540540543,0.5094339622641509,,
aptos2019,B5,w2,13,conflict_excluded,684,48,44,15,11,0.6574673333918347,0.7344160561838251,"[0.9859943977591037, 0.5901639344262295, 0.7752808988764045, 0.4166666666666667, 0.5192307692307693]","[357, 61, 178, 36, 52]",0.9859943977591037,0.5901639344262295,0.7752808988764045,0.4166666666666667,0.5192307692307693,,
aptos2019,B5,w2,13,leaked_only,44,688,44,15,11,0.738095238095238,0.7041602465331279,"[0.25, 0.9166666666666666, 0.8571428571428571, 1.0, 0.6666666666666666]","[4, 12, 21, 1, 6]",0.25,0.9166666666666666,0.8571428571428571,1.0,0.6666666666666666,,
aptos2019,B5,w2,14,full,732,0,43,13,11,0.69046047939192,0.7278534443019574,"[0.9806094182825484, 0.6351351351351351, 0.7135678391959799, 0.5128205128205128, 0.6101694915254238]","[361, 74, 199, 39, 59]",0.9806094182825484,0.6351351351351351,0.7135678391959799,0.5128205128205128,0.6101694915254238,,
aptos2019,B5,w2,14,leakfree,689,43,43,13,11,0.6939726086357092,0.7325603904278791,"[0.9805555555555555, 0.640625, 0.6966292134831461, 0.5294117647058824, 0.6226415094339622]","[360, 64, 178, 34, 53]",0.9805555555555555,0.640625,0.6966292134831461,0.5294117647058824,0.6226415094339622,,
aptos2019,B5,w2,14,conflict_excluded,687,45,43,13,11,0.6933083814794931,0.7334134116834229,"[0.9805555555555555, 0.640625, 0.7005649717514124, 0.5294117647058824, 0.6153846153846154]","[360, 64, 177, 34, 52]",0.9805555555555555,0.640625,0.7005649717514124,0.5294117647058824,0.6153846153846154,,
aptos2019,B5,w2,14,leaked_only,43,689,43,13,11,0.6714285714285715,0.5447402094775606,"[1.0, 0.6, 0.8571428571428571, 0.4, 0.5]","[1, 10, 21, 5, 6]",1.0,0.6,0.8571428571428571,0.4,0.5,,
aptos2019,B5s,w2,0,full,733,0,39,9,7,0.6654091647690408,0.7593038605542753,"[0.9916897506925207, 0.6891891891891891, 0.83, 0.3076923076923077, 0.5084745762711864]","[361, 74, 200, 39, 59]",0.9916897506925207,0.6891891891891891,0.83,0.3076923076923077,0.5084745762711864,,
aptos2019,B5s,w2,0,leakfree,694,39,39,9,7,0.6440692896213999,0.749983184783269,"[0.9944289693593314, 0.6461538461538462, 0.8131868131868132, 0.2571428571428571, 0.5094339622641509]","[359, 65, 182, 35, 53]",0.9944289693593314,0.6461538461538462,0.8131868131868132,0.2571428571428571,0.5094339622641509,,
aptos2019,B5s,w2,0,conflict_excluded,692,41,39,9,7,0.6436951022105865,0.7508366406811482,"[0.9944289693593314, 0.6461538461538462, 0.8131868131868132, 0.2647058823529412, 0.5]","[359, 65, 182, 34, 52]",0.9944289693593314,0.6461538461538462,0.8131868131868132,0.2647058823529412,0.5,,
aptos2019,B5s,w2,0,leaked_only,39,694,39,9,7,0.75,0.817840498894413,"[0.5, 1.0, 1.0, 0.75, 0.5]","[2, 9, 18, 4, 6]",0.5,1.0,1.0,0.75,0.5,,
aptos2019,B5s,w2,1,full,733,0,31,11,7,0.625013246988551,0.7103978143663418,"[0.9806094182825484, 0.6621621621621622, 0.76, 0.23076923076923078, 0.4915254237288136]","[361, 74, 200, 39, 59]",0.9806094182825484,0.6621621621621622,0.76,0.23076923076923078,0.4915254237288136,,
aptos2019,B5s,w2,1,leakfree,702,31,31,11,7,0.6188253923124514,0.7076112020234915,"[0.9805013927576601, 0.6428571428571429, 0.7445652173913043, 0.23529411764705882, 0.4909090909090909]","[359, 70, 184, 34, 55]",0.9805013927576601,0.6428571428571429,0.7445652173913043,0.23529411764705882,0.4909090909090909,,
aptos2019,B5s,w2,1,conflict_excluded,698,35,31,11,7,0.6192942876500915,0.7094342442677714,"[0.9805013927576601, 0.6428571428571429, 0.7472527472527473, 0.23529411764705882, 0.49056603773584906]","[359, 70, 182, 34, 53]",0.9805013927576601,0.6428571428571429,0.7472527472527473,0.23529411764705882,0.49056603773584906,,
aptos2019,B5s,w2,1,leaked_only,31,702,31,11,7,0.7275,0.6631516297904693,"[1.0, 1.0, 0.9375, 0.2, 0.5]","[2, 4, 16, 5, 4]",1.0,1.0,0.9375,0.2,0.5,,
aptos2019,B5s,w2,2,full,732,0,42,17,13,0.6551822328925481,0.7203110477525194,"[0.9750692520775623, 0.6621621621621622, 0.76, 0.42105263157894735, 0.4576271186440678]","[361, 74, 200, 38, 59]",0.9750692520775623,0.6621621621621622,0.76,0.42105263157894735,0.4576271186440678,,
aptos2019,B5s,w2,2,leakfree,690,42,42,17,13,0.6572749776604525,0.7230007866949708,"[0.9804469273743017, 0.6307692307692307, 0.7485714285714286, 0.4444444444444444, 0.48214285714285715]","[358, 65, 175, 36, 56]",0.9804469273743017,0.6307692307692307,0.7485714285714286,0.4444444444444444,0.48214285714285715,,
aptos2019,B5s,w2,2,conflict_excluded,686,46,42,17,13,0.6614858615860137,0.725724240374463,"[0.9803921568627451, 0.640625, 0.7471264367816092, 0.45714285714285713, 0.48214285714285715]","[357, 64, 174, 35, 56]",0.9803921568627451,0.640625,0.7471264367816092,0.45714285714285713,0.48214285714285715,,
aptos2019,B5s,w2,2,leaked_only,42,690,42,17,13,0.41244444444444445,0.5121910406705671,"[0.3333333333333333, 0.8888888888888888, 0.84, 0.0, 0.0]","[3, 9, 25, 2, 3]",0.3333333333333333,0.8888888888888888,0.84,0.0,0.0,,
aptos2019,B5s,w2,3,full,732,0,36,12,6,0.6595565633712026,0.713688929735426,"[0.9695290858725761, 0.6756756756756757, 0.74, 0.42105263157894735, 0.4915254237288136]","[361, 74, 200, 38, 59]",0.9695290858725761,0.6756756756756757,0.74,0.42105263157894735,0.4915254237288136,,
aptos2019,B5s,w2,3,leakfree,696,36,36,12,6,0.6526829289437842,0.7102949409752866,"[0.9749303621169917, 0.6617647058823529, 0.7166666666666667, 0.42857142857142855, 0.48148148148148145]","[359, 68, 180, 35, 54]",0.9749303621169917,0.6617647058823529,0.7166666666666667,0.42857142857142855,0.48148148148148145,,
aptos2019,B5s,w2,3,conflict_excluded,690,42,36,12,6,0.6580358136531026,0.7134501931562309,"[0.9749303621169917, 0.6716417910447762, 0.711864406779661, 0.4411764705882353, 0.49056603773584906]","[359, 67, 177, 34, 53]",0.9749303621169917,0.6716417910447762,0.711864406779661,0.4411764705882353,0.49056603773584906,,
aptos2019,B5s,w2,3,leaked_only,36,696,36,12,6,0.5433333333333333,0.6341034960135347,"[0.0, 0.8333333333333334, 0.95, 0.3333333333333333, 0.6]","[2, 6, 20, 3, 5]",0.0,0.8333333333333334,0.95,0.3333333333333333,0.6,,
aptos2019,B5s,w2,4,full,732,0,43,13,9,0.6374074194027758,0.705366131251294,"[0.9778393351800554, 0.581081081081081, 0.7437185929648241, 0.358974358974359, 0.5254237288135594]","[361, 74, 199, 39, 59]",0.9778393351800554,0.581081081081081,0.7437185929648241,0.358974358974359,0.5254237288135594,,
aptos2019,B5s,w2,4,leakfree,689,43,43,13,9,0.6240279562292097,0.6964745229830079,"[0.9805013927576601, 0.53125, 0.72, 0.35135135135135137, 0.5370370370370371]","[359, 64, 175, 37, 54]",0.9805013927576601,0.53125,0.72,0.35135135135135137,0.5370370370370371,,
aptos2019,B5s,w2,4,conflict_excluded,685,47,43,13,9,0.6270936201785305,0.698455718509634,"[0.9805013927576601, 0.5396825396825397, 0.7167630057803468, 0.35135135135135137, 0.5471698113207547]","[359, 63, 173, 37, 53]",0.9805013927576601,0.5396825396825397,0.7167630057803468,0.35135135135135137,0.5471698113207547,,
aptos2019,B5s,w2,4,leaked_only,43,689,43,13,9,0.6433333333333333,0.6971737183497845,"[0.5, 0.9, 0.9166666666666666, 0.5, 0.4]","[2, 10, 24, 2, 5]",0.5,0.9,0.9166666666666666,0.5,0.4,,
aptos2019,B5s,w2,5,full,733,0,35,9,6,0.6170748646055467,0.7158276548275644,"[0.9889196675900277, 0.5945945945945946, 0.78, 0.1794871794871795, 0.5423728813559322]","[361, 74, 200, 39, 59]",0.9889196675900277,0.5945945945945946,0.78,0.1794871794871795,0.5423728813559322,,
aptos2019,B5s,w2,5,leakfree,698,35,35,9,6,0.6026601692175462,0.7099698032764851,"[0.9888888888888889, 0.5454545454545454, 0.7704918032786885, 0.17142857142857143, 0.5370370370370371]","[360, 66, 183, 35, 54]",0.9888888888888889,0.5454545454545454,0.7704918032786885,0.17142857142857143,0.5370370370370371,,
aptos2019,B5s,w2,5,conflict_excluded,695,38,35,9,6,0.6044858844858845,0.7123579240422347,"[0.9888888888888889, 0.5454545454545454, 0.7692307692307693, 0.18181818181818182, 0.5370370370370371]","[360, 66, 182, 33, 54]",0.9888888888888889,0.5454545454545454,0.7692307692307693,0.18181818181818182,0.5370370370370371,,
aptos2019,B5s,w2,5,leaked_only,35,698,35,9,6,0.7464705882352941,0.7015047528325902,"[1.0, 1.0, 0.8823529411764706, 0.25, 0.6]","[1, 8, 17, 4, 5]",1.0,1.0,0.8823529411764706,0.25,0.6,,
aptos2019,B5s,w2,6,full,733,0,36,11,9,0.6673060530075412,0.7394588111699569,"[0.9861495844875346, 0.6351351351351351, 0.78, 0.358974358974359, 0.576271186440678]","[361, 74, 200, 39, 59]",0.9861495844875346,0.6351351351351351,0.78,0.358974358974359,0.576271186440678,,
aptos2019,B5s,w2,6,leakfree,697,36,36,11,9,0.6590026957815145,0.7312802850142388,"[0.9861111111111112, 0.6086956521739131, 0.7541899441340782, 0.3611111111111111, 0.5849056603773585]","[360, 69, 179, 36, 53]",0.9861111111111112,0.6086956521739131,0.7541899441340782,0.3611111111111111,0.5849056603773585,,
aptos2019,B5s,w2,6,conflict_excluded,695,38,36,11,9,0.6609761418628053,0.732405118882728,"[0.9861111111111112, 0.6086956521739131, 0.7528089887640449, 0.3611111111111111, 0.5961538461538461]","[360, 69, 178, 36, 52]",0.9861111111111112,0.6086956521739131,0.7528089887640449,0.3611111111111111,0.5961538461538461,,
aptos2019,B5s,w2,6,leaked_only,36,697,36,11,9,0.7666666666666667,0.7685651620340535,"[1.0, 1.0, 1.0, 0.3333333333333333, 0.5]","[1, 5, 21, 3, 6]",1.0,1.0,1.0,0.3333333333333333,0.5,,
aptos2019,B5s,w2,7,full,732,0,37,13,13,0.6438860687533865,0.7068203390686074,"[0.9750692520775623, 0.6621621621621622, 0.745, 0.4473684210526316, 0.3898305084745763]","[361, 74, 200, 38, 59]",0.9750692520775623,0.6621621621621622,0.745,0.4473684210526316,0.3898305084745763,,
aptos2019,B5s,w2,7,leakfree,695,37,37,13,13,0.6488307581096955,0.7174326678889997,"[0.9859943977591037, 0.6617647058823529, 0.7258064516129032, 0.47058823529411764, 0.4]","[357, 68, 186, 34, 50]",0.9859943977591037,0.6617647058823529,0.7258064516129032,0.47058823529411764,0.4,,
aptos2019,B5s,w2,7,conflict_excluded,695,37,37,13,13,0.6488307581096955,0.7174326678889997,"[0.9859943977591037, 0.6617647058823529, 0.7258064516129032, 0.47058823529411764, 0.4]","[357, 68, 186, 34, 50]",0.9859943977591037,0.6617647058823529,0.7258064516129032,0.47058823529411764,0.4,,
aptos2019,B5s,w2,7,leaked_only,37,695,37,13,13,0.45,0.45848756278265385,"[0.0, 0.6666666666666666, 1.0, 0.25, 0.3333333333333333]","[4, 6, 14, 4, 9]",0.0,0.6666666666666666,1.0,0.25,0.3333333333333333,,
aptos2019,B5s,w2,8,full,732,0,47,16,14,0.6459612924347419,0.7015104232249405,"[0.9722991689750693, 0.7432432432432432, 0.69, 0.3157894736842105, 0.5084745762711864]","[361, 74, 200, 38, 59]",0.9722991689750693,0.7432432432432432,0.69,0.3157894736842105,0.5084745762711864,,
aptos2019,B5s,w2,8,leakfree,685,47,47,16,14,0.6373378545569427,0.6984638868035864,"[0.9776536312849162, 0.7096774193548387, 0.6763005780346821, 0.3142857142857143, 0.5087719298245614]","[358, 62, 173, 35, 57]",0.9776536312849162,0.7096774193548387,0.6763005780346821,0.3142857142857143,0.5087719298245614,,
aptos2019,B5s,w2,8,conflict_excluded,683,49,47,16,14,0.6369336823589176,0.6993994903112662,"[0.9803921568627451, 0.7049180327868853, 0.6763005780346821, 0.3142857142857143, 0.5087719298245614]","[357, 61, 173, 35, 57]",0.9803921568627451,0.7049180327868853,0.6763005780346821,0.3142857142857143,0.5087719298245614,,
aptos2019,B5s,w2,8,leaked_only,47,685,47,16,14,0.5722222222222222,0.6036993537941184,"[0.3333333333333333, 0.9166666666666666, 0.7777777777777778, 0.3333333333333333, 0.5]","[3, 12, 27, 3, 2]",0.3333333333333333,0.9166666666666666,0.7777777777777778,0.3333333333333333,0.5,,
aptos2019,B5s,w2,9,full,732,0,41,13,11,0.5947715462343394,0.6687524537399793,"[0.96398891966759, 0.6216216216216216, 0.7085427135678392, 0.20512820512820512, 0.4745762711864407]","[361, 74, 199, 39, 59]",0.96398891966759,0.6216216216216216,0.7085427135678392,0.20512820512820512,0.4745762711864407,,
