dataset,arm,family,loss,fold,repeat,n_train_fold,n_inner_train,n_inner_val,T,T_converged,T_insample,nll_val_T1,nll_val_T,secs,n_test,n_pred_changed,bacc_T1,bacc_T,exploratory
aptos2019,B4,corn,corn,5,1,2929,2636,293,2.0379931662003754,True,0.6960502877669333,0.32619533415425317,0.2652683452905537,0.32,733,32,0.6389113164419986,0.6378856049417109,탐색적/exploratory
aptos2019,B4,corn,corn,6,1,2929,2636,293,2.126355479438201,True,0.6879352582930847,0.36793732280684227,0.2904478487309634,0.37,733,36,0.7208816627539573,0.6871167779212758,탐색적/exploratory
aptos2019,B4,corn,corn,7,1,2930,2637,293,1.7950994519802526,True,0.7089442722507101,0.2785706244297087,0.23858727340502237,0.35,732,15,0.6745185359546129,0.6692223718154513,탐색적/exploratory
aptos2019,B4,corn,corn,8,1,2930,2637,293,2.3037039138141164,True,0.6826873849423438,0.3797229380708044,0.2876382703043378,0.39,732,34,0.6762499825521563,0.6671897322929766,탐색적/exploratory
aptos2019,B4,corn,corn,9,1,2930,2637,293,2.158561273515995,True,0.6966206529109906,0.33824844244976515,0.2637519127948507,0.35,732,32,0.6192744777151151,0.6042785176122647,탐색적/exploratory
aptos2019,B4,corn,corn,10,2,2929,2636,293,1.6425847693625975,True,0.6913578446519173,0.27078257414026197,0.24408231882262618,0.35,733,27,0.6719828254327057,0.6760496471435952,탐색적/exploratory
aptos2019,B4,corn,corn,11,2,2929,2636,293,1.9855773748805114,True,0.7092754817899554,0.32526251896059477,0.26573088991973276,0.34,733,32,0.6282434773453132,0.6221609045508759,탐색적/exploratory
aptos2019,B4,corn,corn,12,2,2930,2637,293,1.6824970696276709,True,0.694600541487497,0.26643044091405194,0.23703219347904228,0.35,732,18,0.6747672521105545,0.6679106327793589,탐색적/exploratory
aptos2019,B4,corn,corn,13,2,2930,2637,293,1.9997210389776483,True,0.7005480672014418,0.33684435013422415,0.2769066101997893,0.32,732,25,0.6624598325260798,0.65004275800285,탐색적/exploratory
aptos2019,B4,corn,corn,14,2,2930,2637,293,1.8985589175342337,True,0.6805342859827238,0.3124477213851531,0.2635045664201432,0.34,732,27,0.6690050162108798,0.6652242698017372,탐색적/exploratory
aptos2019,B4d,corn,corn,0,0,2929,2636,293,2.1645437772788068,True,0.5112574390815411,0.33910055940339323,0.26110406861437274,0.37,733,34,0.6770344561805663,0.6637110480266497,탐색적/exploratory
aptos2019,B4d,corn,corn,1,0,2929,2636,293,2.10370015003852,True,0.5226684412678478,0.3231995352232523,0.25330610693301175,0.31,733,21,0.6368293786351911,0.6422704559576242,탐색적/exploratory
aptos2019,B4d,corn,corn,2,0,2930,2637,293,2.1620004132046624,True,0.4482388845629647,0.34942687711146236,0.2679878297091896,0.36,732,25,0.6450672293966345,0.6423031432766162,탐색적/exploratory
aptos2019,B4d,corn,corn,3,0,2930,2637,293,2.3023000365169235,True,0.48089379392011605,0.3751887347388084,0.2764044361081108,0.31,732,38,0.63930507459429,0.6194993027207216,탐색적/exploratory
aptos2019,B4d,corn,corn,4,0,2930,2637,293,2.0815405286733775,True,0.5162602448953774,0.3258309643820546,0.25802337950110615,0.35,732,28,0.626500604956762,0.6462287428094208,탐색적/exploratory
aptos2019,B4d,corn,corn,5,1,2929,2636,293,2.4149635828110263,True,0.5419769682993543,0.3958763332099388,0.28484584312015687,0.37,733,34,0.6183417095021396,0.6285724082582621,탐색적/exploratory
aptos2019,B4d,corn,corn,6,1,2929,2636,293,2.4007642599365244,True,0.5042993129333285,0.4201663844903281,0.3066959858444749,0.32,733,37,0.6416541397494024,0.6382385977406401,탐색적/exploratory
aptos2019,B4d,corn,corn,7,1,2930,2637,293,2.12766906047898,True,0.515796871671278,0.338707522622339,0.26128206585004876,0.33,732,30,0.6201199333048246,0.6098734834651545,탐색적/exploratory
aptos2019,B4d,corn,corn,8,1,2930,2637,293,2.561140055601398,True,0.5033699636990233,0.4469304787344798,0.30755796723178946,0.33,732,38,0.6355170436881314,0.6454654729380772,탐색적/exploratory
aptos2019,B4d,corn,corn,9,1,2930,2637,293,2.342811225741851,True,0.4820162907420142,0.3951324187883861,0.2891950334607456,0.34,732,25,0.6429376611076933,0.631337056158992,탐색적/exploratory
aptos2019,B4d,corn,corn,10,2,2929,2636,293,2.293643778368489,True,0.5067519666602565,0.39367682791436487,0.29451632793756016,0.42,733,35,0.6286640847437128,0.6253923227600865,탐색적/exploratory
aptos2019,B4d,corn,corn,11,2,2929,2636,293,2.24731864570021,True,0.5013669961187635,0.36973050142197184,0.2787695059178932,0.36,733,34,0.6274997378675016,0.6294227795532551,탐색적/exploratory
