dataset,arm,family,loss,fold,repeat,n_train_fold,n_inner_train,n_inner_val,T,T_converged,T_insample,nll_val_T1,nll_val_T,secs,n_test,n_pred_changed,bacc_T1,bacc_T,exploratory
aptos2019,B4d,corn,corn,12,2,2930,2637,293,2.506773492462391,True,0.4657822301988442,0.42955626646806516,0.2988213317171361,0.38,732,42,0.6307670148198812,0.6438576915804954,탐색적/exploratory
aptos2019,B4d,corn,corn,13,2,2930,2637,293,2.351513146801134,True,0.4802264925229687,0.39188474214302904,0.28432916587256335,0.34,732,29,0.6406672943660595,0.6361079723321612,탐색적/exploratory
aptos2019,B4d,corn,corn,14,2,2930,2637,293,2.3069385402739573,True,0.5061393942831409,0.38083084879129586,0.2810498302758262,0.36,732,32,0.6445938737743081,0.6215577126664324,탐색적/exploratory
aptos2019,B5,softmax,mixup,0,0,2929,2636,293,0.9963571273032357,True,0.4700873094617147,0.4829694369182608,0.4829649112067731,1.15,733,0,0.644197530120672,0.644197530120672,탐색적/exploratory
aptos2019,B5,softmax,mixup,1,0,2929,2636,293,0.9631340948998881,True,0.4514686515462633,0.4601900243510506,0.45976148700433467,1.17,733,0,0.6250542088965488,0.6250542088965488,탐색적/exploratory
aptos2019,B5,softmax,mixup,2,0,2930,2637,293,1.1976621368849985,True,0.618875794471871,0.5756567696415004,0.5632706452486215,1.15,732,0,0.6529838325108525,0.6529838325108525,탐색적/exploratory
aptos2019,B5,softmax,mixup,3,0,2930,2637,293,1.195317957730356,True,0.5743150054397492,0.5587539253457476,0.5467594488041874,1.18,732,0,0.6548901661415394,0.6548901661415394,탐색적/exploratory
aptos2019,B5,softmax,mixup,4,0,2930,2637,293,1.1811391104974998,True,0.5542583646930619,0.5268222905597271,0.516414359228357,1.27,732,0,0.6462077960284283,0.6462077960284283,탐색적/exploratory
aptos2019,B5,softmax,mixup,5,1,2929,2636,293,1.1041990192781388,True,0.4435646163356543,0.5427045697078393,0.5391831045548449,1.22,733,0,0.5952435574183074,0.5952435574183074,탐색적/exploratory
aptos2019,B5,softmax,mixup,6,1,2929,2636,293,1.1424820817380525,True,0.43796277131520217,0.6243138118338847,0.6174611476816944,1.24,733,0,0.6478956526871453,0.6478956526871453,탐색적/exploratory
aptos2019,B5,softmax,mixup,7,1,2930,2637,293,1.1197388276662728,True,0.5894156154556438,0.4679702914772256,0.4634684338367772,1.15,732,0,0.6658605339928407,0.6658605339928407,탐색적/exploratory
aptos2019,B5,softmax,mixup,8,1,2930,2637,293,1.1820065570755753,True,0.5575396004422739,0.5311262082666957,0.5211174930025131,1.17,732,0,0.6682427927716439,0.6682427927716439,탐색적/exploratory
aptos2019,B5,softmax,mixup,9,1,2930,2637,293,1.1664666755810165,True,0.5823003847077534,0.5332470717048827,0.5245412228313268,1.27,732,0,0.5969253016436207,0.5969253016436207,탐색적/exploratory
aptos2019,B5,softmax,mixup,10,2,2929,2636,293,0.9663204055779813,True,0.4555508330848417,0.48477471253071014,0.4844000953247251,1.21,733,0,0.6499979965808408,0.6499979965808408,탐색적/exploratory
aptos2019,B5,softmax,mixup,11,2,2929,2636,293,1.069793112120958,True,0.43489100927636276,0.5221130029559025,0.5204976668796395,1.17,733,0,0.6291658216379095,0.6291658216379095,탐색적/exploratory
aptos2019,B5,softmax,mixup,12,2,2930,2637,293,1.1482460935200212,True,0.5876495313627167,0.49425450774129576,0.4873592655126811,1.19,732,0,0.6220073610866137,0.6220073610866137,탐색적/exploratory
aptos2019,B5,softmax,mixup,13,2,2930,2637,293,1.2510935993475807,True,0.565022771916399,0.5896632328899147,0.5704978980557771,1.23,732,0,0.6715928688442421,0.6715928688442421,탐색적/exploratory
aptos2019,B5,softmax,mixup,14,2,2930,2637,293,1.110708629214857,True,0.5906155709796198,0.5431075962040081,0.5391232528498034,1.26,732,0,0.69046047939192,0.69046047939192,탐색적/exploratory
aptos2019,B5s,softmax,mixup,0,0,2929,2636,293,1.21344064228508,True,0.6157519416174633,0.4960869616064978,0.48384803124658743,1.22,733,0,0.6654091647690408,0.6654091647690408,탐색적/exploratory
aptos2019,B5s,softmax,mixup,1,0,2929,2636,293,1.1427419934655256,True,0.6230125090767291,0.46398355289273757,0.45873129798562307,1.15,733,0,0.625013246988551,0.625013246988551,탐색적/exploratory
aptos2019,B5s,softmax,mixup,2,0,2930,2637,293,1.5720858324614648,True,0.5491354257516108,0.5914717937918421,0.5265640274129472,1.15,732,0,0.6551822328925481,0.6551822328925481,탐색적/exploratory
aptos2019,B5s,softmax,mixup,3,0,2930,2637,293,1.5712550089016357,True,0.5574356282588137,0.5613554468471877,0.5001307409890278,1.15,732,0,0.6595565633712026,0.6595565633712026,탐색적/exploratory
aptos2019,B5s,softmax,mixup,4,0,2930,2637,293,1.49465365943976,True,0.5498379500780132,0.5231968896366053,0.47541649133872965,1.12,732,0,0.6374074194027758,0.6374074194027758,탐색적/exploratory
aptos2019,B5s,softmax,mixup,5,1,2929,2636,293,1.3398586644482477,True,0.5829418937085113,0.5799374555773353,0.5484213482219037,1.21,733,0,0.6170748646055467,0.6170748646055467,탐색적/exploratory
aptos2019,B5s,softmax,mixup,6,1,2929,2636,293,1.3985591920405684,True,0.607080718723313,0.6534336160084823,0.6104951562711153,1.15,733,0,0.6673060530075412,0.6673060530075412,탐색적/exploratory
aptos2019,B5s,softmax,mixup,7,1,2930,2637,293,1.3557789409101564,True,0.5504459833117206,0.4448103758024414,0.4192179928228014,1.14,732,0,0.6438860687533865,0.6438860687533865,탐색적/exploratory
aptos2019,B5s,softmax,mixup,8,1,2930,2637,293,1.4850718644960617,True,0.5192551998240137,0.5319369517349299,0.4873946366860153,1.17,732,0,0.6459612924347419,0.6459612924347419,탐색적/exploratory
aptos2019,B5s,softmax,mixup,9,1,2930,2637,293,1.4846537779675693,True,0.5355977105072801,0.5339350931933684,0.48992261684100935,1.15,732,0,0.5947715462343394,0.5947715462343394,탐색적/exploratory
aptos2019,B5s,softmax,mixup,10,2,2929,2636,293,1.2016526139977735,True,0.5916955160317777,0.5077203768621973,0.49666263958590895,1.17,733,0,0.6399771911376212,0.6399771911376212,탐색적/exploratory
aptos2019,B5s,softmax,mixup,11,2,2929,2636,293,1.3108609932589486,True,0.6068423315721717,0.5571828104577939,0.5304865619700254,1.19,733,0,0.6379310735504453,0.6379310735504453,탐색적/exploratory
aptos2019,B5s,softmax,mixup,12,2,2930,2637,293,1.445517820935338,True,0.5305044526912573,0.49073196714490114,0.45188916564207066,1.15,732,0,0.6264561170870857,0.6264561170870857,탐색적/exploratory
aptos2019,B5s,softmax,mixup,13,2,2930,2637,293,1.5904776011540687,True,0.5589937647262581,0.5991910495409501,0.5324485701848739,1.2,732,0,0.681815448764883,0.681815448764883,탐색적/exploratory
aptos2019,B5s,softmax,mixup,14,2,2930,2637,293,1.3613279010675827,True,0.5408662504381785,0.5096931248468128,0.4845179452484314,1.17,732,0,0.696387693415015,0.696387693415015,탐색적/exploratory
oral_diseases,A0,softmax,ce,0,0,412,370,42,3.5142702319283523,True,0.12681631216199205,1.2167791959693486,0.5486407374461735,0.09,104,0,0.6886837577627052,0.6886837577627052,탐색적/exploratory
oral_diseases,A0,softmax,ce,1,0,413,371,42,4.30331141504183,True,0.06263008859444023,1.9890875713781,0.8430421373931842,0.09,103,0,0.7911900964532543,0.7911900964532543,탐색적/exploratory
oral_diseases,A0,softmax,ce,2,0,413,371,42,4.395673045974596,True,0.06166267164438529,1.9897464225906494,0.8262953523247999,0.08,103,0,0.7217190704032809,0.7217190704032809,탐색적/exploratory
oral_diseases,A0,softmax,ce,3,0,413,371,42,4.585962987531575,True,0.06155813511828037,2.0886526209408616,0.8116360891623062,0.08,103,0,0.7454878454878455,0.7454878454878455,탐색적/exploratory
oral_diseases,A0,softmax,ce,4,0,413,371,42,4.740954120337642,True,0.039565461471675265,2.2544422808614692,0.8285969133749599,0.08,103,0,0.770840562945826,0.770840562945826,탐색적/exploratory
oral_diseases,A0,softmax,ce,5,1,412,370,42,4.263556912162087,True,0.1268162909260948,1.951468242659669,0.8354229704323854,0.07,104,0,0.7423967845020477,0.7423967845020477,탐색적/exploratory
oral_diseases,A0,softmax,ce,6,1,413,371,42,3.717788509711433,True,0.12681629874127814,1.6435964154021963,0.7850636874841282,0.08,103,0,0.7286426293005241,0.7286426293005241,탐색적/exploratory
oral_diseases,A0,softmax,ce,7,1,413,371,42,4.165341614515245,True,0.04016119269671198,1.7165147958242613,0.7074890237516614,0.08,103,0,0.7395192526771474,0.7395192526771474,탐색적/exploratory
oral_diseases,A0,softmax,ce,8,1,413,371,42,3.914508455796426,True,0.04014066836421529,1.548188376961215,0.7519250931190571,0.08,103,0,0.7984459984459985,0.7984459984459985,탐색적/exploratory
oral_diseases,A0,softmax,ce,9,1,413,371,42,4.022552226632438,True,0.04008795035200734,1.7304097308570063,0.7402747493208257,0.08,103,0,0.7071476768845191,0.7071476768845191,탐색적/exploratory
oral_diseases,A0,softmax,ce,10,2,412,370,42,3.725084851965022,True,0.0615977161475236,1.4043319727442911,0.6576930003344821,0.09,104,0,0.8059013355065987,0.8059013355065987,탐색적/exploratory
oral_diseases,A0,softmax,ce,11,2,413,371,42,6.5163643097386545,True,0.06165316496918715,3.44077470089831,1.037648147947785,0.09,103,0,0.6732579554947976,0.6732579554947976,탐색적/exploratory
oral_diseases,A0,softmax,ce,12,2,413,371,42,4.431218246599923,True,0.06164016497423469,1.9799701071856557,0.8177338036668587,0.08,103,0,0.743724842409053,0.743724842409053,탐색적/exploratory
oral_diseases,A0,softmax,ce,13,2,413,371,42,2.9800191517484365,True,0.040162671229688605,1.0436649281797425,0.6419807053403465,0.09,103,0,0.7233433233433233,0.7233433233433233,탐색적/exploratory
oral_diseases,A0,softmax,ce,14,2,413,371,42,4.354345580210183,True,0.0396120442710991,1.9891896387061625,0.8503632432379391,0.08,103,0,0.7780918642760748,0.7780918642760748,탐색적/exploratory
oral_diseases,A0d,softmax,ce,0,0,412,370,42,3.1472485609364496,True,0.1268163122086953,1.3866685387235873,0.7434718956853773,0.09,104,0,0.7054436061015009,0.7054436061015009,탐색적/exploratory
oral_diseases,A0d,softmax,ce,1,0,413,371,42,3.107382151911226,True,0.12681631645583186,1.4169565234139947,0.7698282778560961,0.08,103,0,0.6660068732437152,0.6660068732437152,탐색적/exploratory
oral_diseases,A0d,softmax,ce,2,0,413,371,42,5.140402974498381,True,0.1268162901799791,2.8551963074030224,1.1282530529840638,0.08,103,0,0.7229968861547809,0.7229968861547809,탐색적/exploratory
oral_diseases,A0d,softmax,ce,3,0,413,371,42,3.760823116310853,True,0.12681628881340615,1.7602420267665426,0.9042585948424903,0.09,103,0,0.6896769896769898,0.6896769896769898,탐색적/exploratory
oral_diseases,A0d,softmax,ce,4,0,413,371,42,3.236345911940366,True,0.06263007665390524,1.5456235320575111,0.8182574654735179,0.08,103,0,0.6864043120622069,0.6864043120622069,탐색적/exploratory
oral_diseases,A0d,softmax,ce,5,1,412,370,42,3.2606309316536817,True,0.12681631221858142,1.5807160797675448,0.8487928808158897,0.08,104,0,0.7056765602818235,0.7056765602818235,탐색적/exploratory
oral_diseases,A0d,softmax,ce,6,1,413,371,42,3.444127170980736,True,0.12681631224304366,1.7983801677496105,0.898869669460962,0.08,103,0,0.7241000227842332,0.7241000227842332,탐색적/exploratory
oral_diseases,A0d,softmax,ce,7,1,413,371,42,3.8888650371526454,True,0.0615526806260857,1.8480048775140365,0.8512407296970443,0.08,103,0,0.6778907496012759,0.6778907496012759,탐색적/exploratory
oral_diseases,A0d,softmax,ce,8,1,413,371,42,3.4425911471883164,True,0.06263007676906185,1.7055033015810674,0.953630463373489,0.08,103,0,0.6915972915972916,0.6915972915972916,탐색적/exploratory
oral_diseases,A0d,softmax,ce,9,1,413,371,42,3.733452387127955,True,0.06263007667976528,1.8516328545175942,0.9058645047228892,0.08,103,0,0.7476166377482166,0.7476166377482166,탐색적/exploratory
oral_diseases,A0d,softmax,ce,10,2,412,370,42,3.3242962789179065,True,0.12977994626240383,1.5036052981388057,0.7415694155193366,0.08,104,0,0.73703562519352,0.73703562519352,탐색적/exploratory
oral_diseases,A0d,softmax,ce,11,2,413,371,42,3.729057717041149,True,0.1268162723456943,1.867862409948507,0.9774124655333312,0.1,103,0,0.645660552897395,0.645660552897395,탐색적/exploratory
oral_diseases,A0d,softmax,ce,12,2,413,371,42,3.4996201436622845,True,0.12681628908568982,1.5154194653150432,0.7194345536531134,0.08,103,0,0.6886534518113466,0.6886534518113466,탐색적/exploratory
oral_diseases,A0d,softmax,ce,13,2,413,371,42,3.4205884822423975,True,0.06263007665957777,1.5540088053376688,0.8867886676242581,0.08,103,0,0.6548784548784549,0.6548784548784549,탐색적/exploratory
oral_diseases,A0d,softmax,ce,14,2,413,371,42,3.323338612328601,True,0.06263007677509634,1.5722827160351025,0.8588638240630218,0.09,103,0,0.71817122935544,0.71817122935544,탐색적/exploratory
oral_diseases,A1,softmax,ce,0,0,412,370,42,3.518118688574596,True,0.062046120184362806,1.271077936867985,0.6019287664623473,0.22,104,0,0.7031429827482459,0.7031429827482459,탐색적/exploratory
oral_diseases,A1,softmax,ce,1,0,413,371,42,3.985839506946663,True,0.03005120679387897,1.843484860792914,0.815362696735219,0.19,103,0,0.7644945697577278,0.7644945697577278,탐색적/exploratory
oral_diseases,A1,softmax,ce,2,0,413,371,42,4.390848462357108,True,0.03957829605374195,2.058298034537335,0.8174178217250458,0.18,103,0,0.6589485076327181,0.6589485076327181,탐색적/exploratory
oral_diseases,A1,softmax,ce,3,0,413,371,42,3.691157260229532,True,0.030461853448321224,1.5542418935755906,0.7807392009547508,0.19,103,0,0.7664113664113665,0.7664113664113665,탐색적/exploratory
oral_diseases,A1,softmax,ce,4,0,413,371,42,5.036228620205039,True,0.023284248989106655,2.7004377885454725,0.9427024899545527,0.21,103,0,0.7556294582610371,0.7556294582610371,탐색적/exploratory
oral_diseases,A1,softmax,ce,5,1,412,370,42,3.7876173606050645,True,0.062079203344872005,1.6780857632908155,0.8061956629321675,0.17,104,0,0.7718132744448534,0.7718132744448534,탐색적/exploratory
oral_diseases,A1,softmax,ce,6,1,413,371,42,3.9143245318451885,True,0.06158036169715662,1.925818013088074,0.8915272187427161,0.18,103,0,0.779066985645933,0.779066985645933,탐색적/exploratory
oral_diseases,A1,softmax,ce,7,1,413,371,42,3.298841420340639,True,0.02167983069730197,1.1686667233919121,0.6205592545640355,0.18,103,0,0.6946960203539151,0.6946960203539151,탐색적/exploratory
oral_diseases,A1,softmax,ce,8,1,413,371,42,3.4092742580423465,True,0.020011440908939263,1.32244129018771,0.7047843130707647,0.19,103,0,0.7953934953934952,0.7953934953934952,탐색적/exploratory
oral_diseases,A1,softmax,ce,9,1,413,371,42,3.576954170654111,True,0.02000020739928287,1.4552455973619816,0.6967207554042592,0.2,103,0,0.7065452091767881,0.7065452091767881,탐색적/exploratory
oral_diseases,A1,softmax,ce,10,2,412,370,42,3.6808157573886677,True,0.03934739388137393,1.3941963411104448,0.6743251515061485,0.17,104,0,0.7770413066465698,0.7770413066465698,탐색적/exploratory
oral_diseases,A1,softmax,ce,11,2,413,371,42,5.8802965542954695,True,0.03013098217613079,3.148745148452094,1.017335965735876,0.2,103,0,0.6916894508999772,0.6916894508999772,탐색적/exploratory
oral_diseases,A1,softmax,ce,12,2,413,371,42,3.9684712289537747,True,0.0396902860154836,1.7718287691713126,0.8002973728795902,0.25,103,0,0.7538685729475203,0.7538685729475203,탐색적/exploratory
oral_diseases,A1,softmax,ce,13,2,413,371,42,2.52325271001461,True,0.02000000818119402,0.8695918615647943,0.6100808634590398,0.21,103,0,0.7251748251748252,0.7251748251748252,탐색적/exploratory
oral_diseases,A1,softmax,ce,14,2,413,371,42,4.568952198195962,True,0.020251713086898087,2.3207392851363347,0.9042352001308673,0.22,103,0,0.7546446243814665,0.7546446243814665,탐색적/exploratory
oral_diseases,A2,softmax,ce,0,0,412,370,42,3.565150071023639,True,0.12681631216032216,1.2478844991940652,0.5579120242570019,0.08,104,0,0.6886837577627052,0.6886837577627052,탐색적/exploratory
oral_diseases,A2,softmax,ce,1,0,413,371,42,4.34659299653265,True,0.06263007643729614,2.009219969790923,0.8437259355300031,0.08,103,0,0.8041771094402673,0.8041771094402673,탐색적/exploratory
oral_diseases,A2,softmax,ce,2,0,413,371,42,4.3463154134995365,True,0.06263007668005392,1.9415429695145332,0.8183633483842866,0.09,103,0,0.7227111338953444,0.7227111338953444,탐색적/exploratory
oral_diseases,A2,softmax,ce,3,0,413,371,42,4.615940477839322,True,0.06263007655802064,2.114376491048958,0.8159435459522254,0.09,103,0,0.7454878454878455,0.7454878454878455,탐색적/exploratory
oral_diseases,A2,softmax,ce,4,0,413,371,42,4.782871287809948,True,0.039766864734452845,2.2855982687757264,0.8298742046348573,0.09,103,0,0.7565548486601118,0.7565548486601118,탐색적/exploratory
oral_diseases,A2,softmax,ce,5,1,412,370,42,4.240105585235361,True,0.12681628976867113,1.9196571296281175,0.8256837857790267,0.08,104,0,0.7423967845020477,0.7423967845020477,탐색적/exploratory
oral_diseases,A2,softmax,ce,6,1,413,371,42,3.7731396554228938,True,0.12681628147270124,1.675380090979738,0.7876151463202948,0.08,103,0,0.7286426293005241,0.7286426293005241,탐색적/exploratory
oral_diseases,A2,softmax,ce,7,1,413,371,42,4.242600619390668,True,0.039565601645876115,1.770536150056755,0.7136931161922035,0.09,103,0,0.7395192526771474,0.7395192526771474,탐색적/exploratory
oral_diseases,A2,softmax,ce,8,1,413,371,42,3.906407943996239,True,0.03951875950326799,1.545046385032184,0.7535718820037176,0.08,103,0,0.7984459984459985,0.7984459984459985,탐색적/exploratory
oral_diseases,A2,softmax,ce,9,1,413,371,42,4.0360658400733636,True,0.030711749767534737,1.7375260122334988,0.7379952005040238,0.1,103,0,0.6992111689480112,0.6992111689480112,탐색적/exploratory
oral_diseases,A2,softmax,ce,10,2,412,370,42,3.6794429507807354,True,0.06263007649690323,1.3798073248355718,0.6502995643466717,0.1,104,0,0.8059013355065987,0.8059013355065987,탐색적/exploratory
oral_diseases,A2,softmax,ce,11,2,413,371,42,6.489789408647666,True,0.06263007663541596,3.3929023472271704,1.0307235323826913,0.08,103,0,0.6992319814688236,0.6992319814688236,탐색적/exploratory
oral_diseases,A2,softmax,ce,12,2,413,371,42,4.449386718520074,True,0.06263007667336941,1.9896411124603144,0.8135212473124444,0.1,103,0,0.7805213792055898,0.7805213792055898,탐색적/exploratory
oral_diseases,A2,softmax,ce,13,2,413,371,42,3.0223626568219686,True,0.03952141387213972,1.0655692662232659,0.645296593474887,0.09,103,0,0.7233433233433233,0.7233433233433233,탐색적/exploratory
oral_diseases,A2,softmax,ce,14,2,413,371,42,4.435468477742439,True,0.039814721178742817,2.054077346029518,0.8616057238134219,0.1,103,0,0.7705730672835935,0.7705730672835935,탐색적/exploratory
oral_diseases,A2d,softmax,ce,0,0,412,370,42,3.1599801505557124,True,0.1268163122048742,1.3871431394792892,0.7464825150485918,0.09,104,0,0.6869912251491199,0.6869912251491199,탐색적/exploratory
oral_diseases,A2d,softmax,ce,1,0,413,371,42,3.2124099924333454,True,0.12681628045405233,1.5017882721021705,0.7948305350293486,0.08,103,0,0.6660068732437152,0.6660068732437152,탐색적/exploratory
oral_diseases,A2d,softmax,ce,2,0,413,371,42,5.190508365072563,True,0.126816281732019,2.8760332216467983,1.1319229264253219,0.09,103,0,0.7075415812257917,0.7075415812257917,탐색적/exploratory
oral_diseases,A2d,softmax,ce,3,0,413,371,42,3.816779941737827,True,0.1268162855130514,1.7888906425740434,0.9099074893880053,0.09,103,0,0.6976134976134977,0.6976134976134977,탐색적/exploratory
oral_diseases,A2d,softmax,ce,4,0,413,371,42,3.329183633515713,True,0.06255940310660923,1.612448681310101,0.8371412124991069,0.08,103,0,0.6864043120622069,0.6864043120622069,탐색적/exploratory
oral_diseases,A2d,softmax,ce,5,1,412,370,42,3.3143310190804183,True,0.12681631220700648,1.6188231386215737,0.8550579231508036,0.08,104,0,0.6981577632893422,0.6981577632893422,탐색적/exploratory
oral_diseases,A2d,softmax,ce,6,1,413,371,42,3.4602981346489172,True,0.12681631222264605,1.8141376481594367,0.9041879837784838,0.08,103,0,0.7111130097972203,0.7111130097972203,탐색적/exploratory
oral_diseases,A2d,softmax,ce,7,1,413,371,42,3.975038243544412,True,0.06263007646913862,1.8910956995219603,0.861437425660304,0.08,103,0,0.658049479760006,0.658049479760006,탐색적/exploratory
oral_diseases,A2d,softmax,ce,8,1,413,371,42,3.4099947034051095,True,0.06259890268488955,1.6742478514446946,0.9442504065678898,0.08,103,0,0.7025863025863026,0.7025863025863026,탐색적/exploratory
oral_diseases,A2d,softmax,ce,9,1,413,371,42,3.7254310804848947,True,0.0625622539912504,1.8351572536782645,0.9009524444056276,0.08,103,0,0.7476166377482166,0.7476166377482166,탐색적/exploratory
oral_diseases,A2d,softmax,ce,10,2,412,370,42,3.3040730044295823,True,0.12681627120307165,1.4852394300830123,0.7367616855714926,0.11,104,0,0.7630096511675459,0.7630096511675459,탐색적/exploratory
oral_diseases,A2d,softmax,ce,11,2,413,371,42,3.759183891732056,True,0.12681628103005782,1.8929436260548487,0.980259565060536,0.09,103,0,0.645660552897395,0.645660552897395,탐색적/exploratory
oral_diseases,A2d,softmax,ce,12,2,413,371,42,3.5558283126003656,True,0.12681628955385751,1.5347027757156186,0.7227881842475862,0.09,103,0,0.6811346548188653,0.6811346548188653,탐색적/exploratory
oral_diseases,A2d,softmax,ce,13,2,413,371,42,3.367360947402592,True,0.06255142522589896,1.5105335546533738,0.8794576979396489,0.09,103,0,0.6628149628149629,0.6628149628149629,탐색적/exploratory
oral_diseases,A2d,softmax,ce,14,2,413,371,42,3.3700210907004817,True,0.06261175360538182,1.60240354102632,0.8671041471290292,0.08,103,0,0.71817122935544,0.71817122935544,탐색적/exploratory
oral_diseases,A3,softmax,ldam,0,0,412,370,42,2.47400812326545,True,0.02321334236166682,0.9706842139945238,0.6455276728958275,0.29,104,0,0.6517998814051447,0.6517998814051447,탐색적/exploratory
oral_diseases,A3,softmax,ldam,1,0,413,371,42,3.2562057779175095,True,0.020171880511781787,1.6699993191702995,0.9599481372432037,0.28,103,0,0.7922723475355055,0.7922723475355055,탐색적/exploratory
oral_diseases,A3,softmax,ldam,2,0,413,371,42,3.386206233393205,True,0.020286111644271982,1.6911521300549923,0.9393609061994759,0.29,103,0,0.6802897395002657,0.6802897395002657,탐색적/exploratory
oral_diseases,A3,softmax,ldam,3,0,413,371,42,2.4578855854992603,True,0.021795798922855034,1.1106100502166891,0.7959719276036422,0.3,103,0,0.7543678543678544,0.7543678543678544,탐색적/exploratory
oral_diseases,A3,softmax,ldam,4,0,413,371,42,3.694262443714567,True,0.020014876784907064,2.0014891050987402,0.9944824120444234,0.29,103,0,0.728050093181672,0.728050093181672,탐색적/exploratory
oral_diseases,A3,softmax,ldam,5,1,412,370,42,2.8737043734321346,True,0.023225341053829594,1.4329836565019618,0.9016004685588028,0.3,104,0,0.7195614327193275,0.7195614327193275,탐색적/exploratory
oral_diseases,A3,softmax,ldam,6,1,413,371,42,2.737172713200187,True,0.023099172816032593,1.451234065256872,0.9546630844506007,0.35,103,0,0.7452703729019517,0.7452703729019517,탐색적/exploratory
oral_diseases,A3,softmax,ldam,7,1,413,371,42,2.4482728430175063,True,0.020003909986990687,1.000112339449025,0.6915437423294969,0.28,103,0,0.6755790992633097,0.6755790992633097,탐색적/exploratory
oral_diseases,A3,softmax,ldam,8,1,413,371,42,2.2668940591278646,True,0.020009045009964338,0.940138740046304,0.7091553810084227,0.3,103,0,0.7604728604728604,0.7604728604728604,탐색적/exploratory
oral_diseases,A3,softmax,ldam,9,1,413,371,42,2.939700237942528,True,0.020004579810580597,1.3919089661862776,0.8439309990132378,0.29,103,0,0.7284123770965876,0.7284123770965876,탐색적/exploratory
oral_diseases,A3,softmax,ldam,10,2,412,370,42,2.387920257170283,True,0.021815710120860893,1.013657520720954,0.7206218209890548,0.33,104,0,0.7769649940702573,0.7769649940702573,탐색적/exploratory
oral_diseases,A3,softmax,ldam,11,2,413,371,42,4.326287269334063,True,0.02014181065604331,2.275404368715143,1.03286346217069,0.34,103,0,0.6805394167236273,0.6805394167236273,탐색적/exploratory
oral_diseases,A3,softmax,ldam,12,2,413,371,42,2.7846186660985137,True,0.02016572484575321,1.3031284110432428,0.8277247469134495,0.35,103,0,0.792165071770335,0.792165071770335,탐색적/exploratory
oral_diseases,A3,softmax,ldam,13,2,413,371,42,2.0204225393296507,True,0.020002137507229793,0.84645814231066,0.7040324941499035,0.32,103,0,0.7031968031968032,0.7031968031968032,탐색적/exploratory
oral_diseases,A3,softmax,ldam,14,2,413,371,42,2.885725503387632,True,0.02000582187184764,1.4825406309014326,0.9141436452217768,0.31,103,0,0.8108299595141701,0.8108299595141701,탐색적/exploratory
oral_diseases,A4,softmax,logitadj,0,0,412,370,42,3.5115296871224695,True,0.06173936022337141,1.2650407806591861,0.6015380071477099,0.18,104,0,0.6866956143271932,0.6866956143271932,탐색적/exploratory
oral_diseases,A4,softmax,logitadj,1,0,413,371,42,4.05177560659645,True,0.021698883788146796,1.892367291998886,0.8248288669536076,0.17,103,0,0.7688805346700083,0.7688805346700083,탐색적/exploratory
oral_diseases,A4,softmax,logitadj,2,0,413,371,42,4.329120460524285,True,0.022930151214898057,2.012861063919379,0.8128734940962443,0.19,103,0,0.6679672666514771,0.6679672666514771,탐색적/exploratory
oral_diseases,A4,softmax,logitadj,3,0,413,371,42,3.7045687378817274,True,0.02304561808554747,1.57397784763291,0.784207836466978,0.22,103,0,0.7584748584748586,0.7584748584748586,탐색적/exploratory
oral_diseases,A4,softmax,logitadj,4,0,413,371,42,5.076574028842838,True,0.02000001308554582,2.7171402420459874,0.9430934846270543,0.21,103,0,0.763565966197545,0.763565966197545,탐색적/exploratory
oral_diseases,A4,softmax,logitadj,5,1,412,370,42,3.81204745586822,True,0.06159528278830968,1.6977171314808577,0.8139922141601394,0.18,104,0,0.7718132744448534,0.7718132744448534,탐색적/exploratory
oral_diseases,A4,softmax,logitadj,6,1,413,371,42,3.9229428291585258,True,0.061684851988933816,1.930600615527318,0.8928145977723687,0.18,103,0,0.7671622237411712,0.7671622237411712,탐색적/exploratory
oral_diseases,A4,softmax,logitadj,7,1,413,371,42,3.3418152531513106,True,0.020000013072530874,1.1972229898896356,0.6275392586045447,0.2,103,0,0.6796584263689526,0.6796584263689526,탐색적/exploratory
oral_diseases,A4,softmax,logitadj,8,1,413,371,42,3.4448173623462854,True,0.02000001308533576,1.3469856122284054,0.7134049291386311,0.19,103,0,0.7953934953934952,0.7953934953934952,탐색적/exploratory
oral_diseases,A4,softmax,logitadj,9,1,413,371,42,3.5967254187643904,True,0.020000013303527367,1.4756447296838868,0.7012696976247896,0.19,103,0,0.6990264121843069,0.6990264121843069,탐색적/exploratory
oral_diseases,A4,softmax,logitadj,10,2,412,370,42,3.6836693564329432,True,0.030397642450831,1.4022997724370503,0.6775968146907637,0.19,104,0,0.7640542936595568,0.7640542936595568,탐색적/exploratory
oral_diseases,A4,softmax,logitadj,11,2,413,371,42,5.896705474647388,True,0.02096702419898686,3.149593634541173,1.0201143337172076,0.23,103,0,0.6916894508999772,0.6916894508999772,탐색적/exploratory
oral_diseases,A4,softmax,logitadj,12,2,413,371,42,3.98113074311589,True,0.03016530462749332,1.7787533406768703,0.8019358374711284,0.21,103,0,0.7538685729475203,0.7538685729475203,탐색적/exploratory
oral_diseases,A4,softmax,logitadj,13,2,413,371,42,2.5491767355695245,True,0.020000009081248014,0.8805538643956574,0.6164871006189528,0.18,103,0,0.7013653013653014,0.7013653013653014,탐색적/exploratory
