dataset,family,frontier_base,axis,recall_level,n_folds_valid,n_folds,bacc_mean,bacc_ci_lo,bacc_ci_hi,bacc_min,bacc_max,exploratory
oral_diseases,panderm,A0,tau,0.66,8,15,0.7525581235285183,0.6960764237421287,0.8090398233149078,0.6886837577627052,0.8212763114078904,탐색적/exploratory
oral_diseases,panderm,A0,tau,0.67,6,15,0.7564411344016607,0.6834648744332905,0.8294173943700309,0.6886837577627052,0.8212763114078904,탐색적/exploratory
oral_diseases,panderm,A0,tau,0.68,6,15,0.7564411344016607,0.6834648744332905,0.8294173943700309,0.6886837577627052,0.8212763114078904,탐색적/exploratory
oral_diseases,panderm,A0,tau,0.69,4,15,0.7633824143692565,0.6396171925965378,0.8871476361419751,0.6886837577627052,0.8212763114078904,탐색적/exploratory
oral_diseases,panderm,A0,tau,0.7,4,15,0.7633824143692565,0.6396171925965378,0.8871476361419751,0.6886837577627052,0.8212763114078904,탐색적/exploratory
oral_diseases,panderm,A0,tau,0.71,4,15,0.7633824143692565,0.6396171925965378,0.8871476361419751,0.6886837577627052,0.8212763114078904,탐색적/exploratory
oral_diseases,panderm,A0,tau,0.72,4,15,0.7633824143692565,0.6396171925965378,0.8871476361419751,0.6886837577627052,0.8212763114078904,탐색적/exploratory
oral_diseases,panderm,A0,tau,0.73,4,15,0.7633824143692565,0.6396171925965378,0.8871476361419751,0.6886837577627052,0.8212763114078904,탐색적/exploratory
oral_diseases,panderm,A0,tau,0.74,4,15,0.758671116894801,0.6469894774222817,0.8703527563673203,0.6886837577627052,0.8059013355065987,탐색적/exploratory
oral_diseases,panderm,A0,tau,0.75,4,15,0.758671116894801,0.6469894774222817,0.8703527563673203,0.6886837577627052,0.8059013355065987,탐색적/exploratory
oral_diseases,panderm,A0,tau,0.76,4,15,0.758671116894801,0.6469894774222817,0.8703527563673203,0.6886837577627052,0.8059013355065987,탐색적/exploratory
oral_diseases,panderm,A0,tau,0.77,4,15,0.758671116894801,0.6469894774222817,0.8703527563673203,0.6886837577627052,0.8059013355065987,탐색적/exploratory
oral_diseases,panderm,A0,tau,0.78,4,15,0.758671116894801,0.6469894774222817,0.8703527563673203,0.6886837577627052,0.8059013355065987,탐색적/exploratory
oral_diseases,panderm,A0,tau,0.79,1,15,0.6886837577627052,,,0.6886837577627052,0.6886837577627052,탐색적/exploratory
oral_diseases,panderm,A0,tau,0.8,1,15,0.6886837577627052,,,0.6886837577627052,0.6886837577627052,탐색적/exploratory
oral_diseases,panderm,A0,tau,0.81,1,15,0.6886837577627052,,,0.6886837577627052,0.6886837577627052,탐색적/exploratory
oral_diseases,panderm,A0,tau,0.82,1,15,0.6886837577627052,,,0.6886837577627052,0.6886837577627052,탐색적/exploratory
oral_diseases,panderm,A0,tau,0.83,1,15,0.6886837577627052,,,0.6886837577627052,0.6886837577627052,탐색적/exploratory
