dataset,arm,scaling,metric,n_repeats,mean,lo,hi,range,exploratory
aptos2019,B3,none,ece_top_rms_em,3,0.06801759933452461,0.06405547611145575,0.07114539585161896,0.007089919740163209,탐색적/exploratory
aptos2019,B3,none,ece_top_bias_corr,3,0.004064422456220809,0.0038597788954110174,0.004332038375373867,0.0004722594799628499,탐색적/exploratory
aptos2019,B3,none,ece_dep_em,3,0.06397386136434274,0.061161965557387336,0.0677418866586309,0.006579921101243565,탐색적/exploratory
aptos2019,B3,none,cwece_ew,3,0.07415656718039514,0.07400599126585221,0.07437330754622233,0.00036731628037012243,탐색적/exploratory
aptos2019,B3,none,cwece_em,3,0.07429971568965331,0.07381363576777777,0.07477821277844043,0.0009645770106626594,탐색적/exploratory
aptos2019,B3,none,cwece_db,3,0.10949897429639353,0.10809705165780419,0.11045063327351827,0.0023535816157140843,탐색적/exploratory
aptos2019,B3,none,cwece_rms_em,3,0.11050806909894574,0.1091285172805847,0.11144665397741664,0.002318136696831938,탐색적/exploratory
aptos2019,B3,none,brier_multiclass,3,0.3148685649129977,0.3138459921664056,0.3156084358210439,0.001762443654638346,탐색적/exploratory
aptos2019,B3,none,brier_balanced,3,0.4470567210547957,0.44264605018370384,0.45545555712375235,0.01280950694004851,탐색적/exploratory
aptos2019,B3,none,brier_ovr_mean,3,0.06297371298259954,0.06276919843328112,0.06312168716420878,0.00035248873092766364,탐색적/exploratory
aptos2019,B3,none,nll,3,0.9411332368647377,0.9338987304032531,0.9481235555210957,0.014224825117842621,탐색적/exploratory
aptos2019,B3,none,acc,3,0.797378481703987,0.79601310759148,0.7992900054614964,0.003276897870016393,탐색적/exploratory
aptos2019,B3,none,bacc,3,0.6635854712328143,0.6606450904571544,0.6689828565186404,0.008337766061486063,탐색적/exploratory
aptos2019,B3,none,mean_conf,3,0.7553401765755533,0.7538732815022124,0.7563740285646829,0.0025007470624704986,탐색적/exploratory
aptos2019,B3,none,n_bins_eff_em,3,15.0,15.0,15.0,0.0,탐색적/exploratory
aptos2019,B3,temp,n,3,3662.0,3662.0,3662.0,0.0,탐색적/exploratory
aptos2019,B3,temp,n_classes,3,5.0,5.0,5.0,0.0,탐색적/exploratory
aptos2019,B3,temp,argmax_pred_agree,3,0.9326415437829966,0.93200436919716,0.9333697433096668,0.001365374112506812,탐색적/exploratory
aptos2019,B3,temp,ece_top_ew,3,0.05264399249988996,0.04927979924536132,0.0572292990284353,0.00794949978307398,탐색적/exploratory
aptos2019,B3,temp,ece_top_em,3,0.05154462722670647,0.0486691436311087,0.05702230539525633,0.008353161764147632,탐색적/exploratory
aptos2019,B3,temp,ece_top_db,3,0.05713791342123209,0.05196477747388881,0.06533919795573638,0.013374420481847574,탐색적/exploratory
aptos2019,B3,temp,ece_top_rms_em,3,0.061718019131479424,0.05695325401430402,0.06932217375527351,0.012368919740969493,탐색적/exploratory
aptos2019,B3,temp,ece_top_bias_corr,3,0.004580105710247344,0.003982975799537131,0.004988476540415211,0.0010055007408780806,탐색적/exploratory
aptos2019,B3,temp,ece_dep_em,3,0.05994373657708476,0.05561547082321999,0.06630083013919202,0.010685359315972032,탐색적/exploratory
aptos2019,B3,temp,cwece_ew,3,0.07276142440174811,0.07197352525150501,0.07367175640445513,0.0016982311529501193,탐색적/exploratory
aptos2019,B3,temp,cwece_em,3,0.07282290497027975,0.07192829997732404,0.07406624887171212,0.002137948894388078,탐색적/exploratory
aptos2019,B3,temp,cwece_db,3,0.10944075674134725,0.1078591538574365,0.11031902872427779,0.002459874866841294,탐색적/exploratory
aptos2019,B3,temp,cwece_rms_em,3,0.11043617223677875,0.10889307520023372,0.11128924546021005,0.0023961702599763213,탐색적/exploratory
aptos2019,B3,temp,brier_multiclass,3,0.31470312819264173,0.3134918733113192,0.31572734514677897,0.002235471835459746,탐색적/exploratory
aptos2019,B3,temp,brier_balanced,3,0.4488621915430322,0.4434716294075784,0.45846857801378615,0.01499694860620776,탐색적/exploratory
aptos2019,B3,temp,brier_ovr_mean,3,0.06294062563852836,0.06269837466226384,0.06314546902935579,0.00044709436709194916,탐색적/exploratory
aptos2019,B3,temp,nll,3,0.9452146766563979,0.9378343072120322,0.9539679258202861,0.016133618608253908,탐색적/exploratory
aptos2019,B3,temp,acc,3,0.7975605315856544,0.7965592572364828,0.7995630802839978,0.0030038230475150085,탐색적/exploratory
aptos2019,B3,temp,bacc,3,0.6635854712328143,0.6606450904571544,0.6689828565186404,0.008337766061486063,탐색적/exploratory
aptos2019,B3,temp,mean_conf,3,0.7647173280967801,0.7577063767225245,0.7707971464524744,0.013090769729949936,탐색적/exploratory
aptos2019,B3,temp,n_bins_eff_em,3,15.0,15.0,15.0,0.0,탐색적/exploratory
aptos2019,B3d,none,n,3,3662.0,3662.0,3662.0,0.0,탐색적/exploratory
aptos2019,B3d,none,n_classes,3,5.0,5.0,5.0,0.0,탐색적/exploratory
aptos2019,B3d,none,argmax_pred_agree,3,0.9082468596395413,0.9033315128345166,0.9142545057345712,0.010922992900054607,탐색적/exploratory
aptos2019,B3d,none,ece_top_ew,3,0.05147327110647104,0.04599953831652077,0.0581931977006182,0.01219365938409743,탐색적/exploratory
aptos2019,B3d,none,ece_top_em,3,0.0513894545818934,0.04667172984998748,0.05716425404082523,0.010492524190837751,탐색적/exploratory
aptos2019,B3d,none,ece_top_db,3,0.05340153681594395,0.0474697679806993,0.06203568941616341,0.014565921435464105,탐색적/exploratory
aptos2019,B3d,none,ece_top_rms_em,3,0.0587252423272697,0.05335288884398424,0.06651982083829869,0.01316693199431445,탐색적/exploratory
aptos2019,B3d,none,ece_top_bias_corr,3,0.005323705511325755,0.00448413142213528,0.005883120863284935,0.0013989894411496548,탐색적/exploratory
aptos2019,B3d,none,ece_dep_em,3,0.05867422720813639,0.051868758271852,0.06532348306811006,0.01345472479625806,탐색적/exploratory
aptos2019,B3d,none,cwece_ew,3,0.07857119635599953,0.07741706326847723,0.07966689313799233,0.0022498298695150937,탐색적/exploratory
aptos2019,B3d,none,cwece_em,3,0.07908129946146134,0.07790216388121765,0.08011397102921722,0.002211807147999567,탐색적/exploratory
aptos2019,B3d,none,cwece_db,3,0.11776928224934918,0.11612572781824544,0.1188863266881739,0.0027605988699284517,탐색적/exploratory
aptos2019,B3d,none,cwece_rms_em,3,0.11875371889628998,0.117129864686956,0.11985577760946056,0.002725912922504556,탐색적/exploratory
aptos2019,B3d,none,brier_multiclass,3,0.34616077056174865,0.34299996053768,0.34871813578957583,0.0057181752518958295,탐색적/exploratory
aptos2019,B3d,none,brier_balanced,3,0.49840282309992534,0.49091776939671516,0.5090289596919637,0.018111190295248547,탐색적/exploratory
aptos2019,B3d,none,brier_ovr_mean,3,0.06923215411234973,0.068599992107536,0.06974362715791517,0.0011436350503791631,탐색적/exploratory
aptos2019,B3d,none,nll,3,1.1992036543647175,1.1584318241500637,1.2438129571021423,0.08538113295207861,탐색적/exploratory
aptos2019,B3d,none,acc,3,0.7806298925905698,0.7801747678864008,0.7815401419989078,0.001365374112506923,탐색적/exploratory
aptos2019,B3d,none,bacc,3,0.6356522706723244,0.6249814308201832,0.6426717679550588,0.017690337134875556,탐색적/exploratory
aptos2019,B3d,none,mean_conf,3,0.7609718507947559,0.7582076363612378,0.7627900049270632,0.00458236856582539,탐색적/exploratory
aptos2019,B3d,none,n_bins_eff_em,3,15.0,15.0,15.0,0.0,탐색적/exploratory
aptos2019,B3d,temp,n,3,3662.0,3662.0,3662.0,0.0,탐색적/exploratory
aptos2019,B3d,temp,n_classes,3,5.0,5.0,5.0,0.0,탐색적/exploratory
aptos2019,B3d,temp,argmax_pred_agree,3,0.901419989077007,0.8943200436919716,0.9098853085745494,0.015565264882577812,탐색적/exploratory
aptos2019,B3d,temp,ece_top_ew,3,0.06590868803468079,0.06176031656068989,0.06859199800713094,0.006831681446441043,탐색적/exploratory
aptos2019,B3d,temp,ece_top_em,3,0.06687796909882006,0.06430816863590286,0.06996495351505935,0.005656784879156496,탐색적/exploratory
aptos2019,B3d,temp,ece_top_db,3,0.07200462589102259,0.06886662969938519,0.07584197790696863,0.006975348207583443,탐색적/exploratory
aptos2019,B3d,temp,ece_top_rms_em,3,0.07590548363243506,0.07295862205747751,0.07957632270909515,0.006617700651617639,탐색적/exploratory
aptos2019,B3d,temp,ece_top_bias_corr,3,0.003900857741412462,0.0037343448021265185,0.004091992358092322,0.0003576475559658038,탐색적/exploratory
aptos2019,B3d,temp,ece_dep_em,3,0.06404171450070102,0.06124162309169636,0.06699660262535861,0.005754979533662254,탐색적/exploratory
aptos2019,B3d,temp,cwece_ew,3,0.08088420936333057,0.07876776432825179,0.08248752428580432,0.0037197599575525264,탐색적/exploratory
aptos2019,B3d,temp,cwece_em,3,0.08089984512650085,0.07918329977491297,0.0822711932485323,0.0030878934736193325,탐색적/exploratory
aptos2019,B3d,temp,cwece_db,3,0.11636663556944234,0.11520701070292338,0.11733750455283384,0.0021304938499104586,탐색적/exploratory
aptos2019,B3d,temp,cwece_rms_em,3,0.1174302522051645,0.11625619331540764,0.11839085077586872,0.002134657460461084,탐색적/exploratory
aptos2019,B3d,temp,brier_multiclass,3,0.3465558194018033,0.34283627912655584,0.34907283553916435,0.006236556412608507,탐색적/exploratory
aptos2019,B3d,temp,brier_balanced,3,0.4945301238910027,0.4881781585045248,0.5031109442614581,0.014932785756933298,탐색적/exploratory
aptos2019,B3d,temp,brier_ovr_mean,3,0.06931116388036067,0.06856725582531117,0.06981456710783288,0.0012473112825217014,탐색적/exploratory
aptos2019,B3d,temp,nll,3,1.190527636214113,1.1512942422458512,1.2328464189980994,0.08155217675224824,탐색적/exploratory
aptos2019,B3d,temp,acc,3,0.7804478427089023,0.7799016930638996,0.7812670671764064,0.001365374112506812,탐색적/exploratory
aptos2019,B3d,temp,bacc,3,0.6356522706723244,0.6249814308201832,0.6426717679550588,0.017690337134875556,탐색적/exploratory
aptos2019,B3d,temp,mean_conf,3,0.7404322908141149,0.7354521243805322,0.7489448324490794,0.013492708068547188,탐색적/exploratory
aptos2019,B3d,temp,n_bins_eff_em,3,15.0,15.0,15.0,0.0,탐색적/exploratory
aptos2019,B4,none,n,3,3662.0,3662.0,3662.0,0.0,탐색적/exploratory
aptos2019,B4,none,n_classes,3,5.0,5.0,5.0,0.0,탐색적/exploratory
aptos2019,B4,none,argmax_pred_agree,3,0.9789732386673949,0.9765155652648826,0.9817039868924086,0.005188421627525974,탐색적/exploratory
aptos2019,B4,none,ece_top_ew,3,0.0784447267226253,0.07600649857068012,0.0801909617205729,0.004184463149892778,탐색적/exploratory
aptos2019,B4,none,ece_top_em,3,0.07709459824382749,0.0742177514905682,0.07914273419016052,0.004924982699592323,탐색적/exploratory
aptos2019,B4,none,ece_top_db,3,0.10283793479107776,0.09866842828214496,0.10774507189889987,0.009076643616754906,탐색적/exploratory
aptos2019,B4,none,ece_top_rms_em,3,0.10521508171040957,0.10109873430375359,0.11003241385608697,0.008933679552333387,탐색적/exploratory
aptos2019,B4,none,ece_top_bias_corr,3,0.0023771469193318018,0.0022873419571871056,0.0024303060216086247,0.0001429640644215191,탐색적/exploratory
aptos2019,B4,none,ece_dep_em,3,0.07386479988685232,0.0733439114671886,0.0745287184900352,0.0011848070228465957,탐색적/exploratory
aptos2019,B4,none,cwece_ew,3,0.04359127111594361,0.043211329738357326,0.04424795348964032,0.0010366237512829946,탐색적/exploratory
aptos2019,B4,none,cwece_em,3,0.04246318792299999,0.04207382070783909,0.043115685690553844,0.0010418649827147533,탐색적/exploratory
aptos2019,B4,none,cwece_db,3,0.08257804624537615,0.08096308778894852,0.08401033569294583,0.0030472479039973105,탐색적/exploratory
aptos2019,B4,none,cwece_rms_em,3,0.08443181742436463,0.08304341964564985,0.08569679945366718,0.002653379808017331,탐색적/exploratory
aptos2019,B4,none,brier_multiclass,3,0.2965892513740885,0.29199871724647103,0.2989380412193177,0.006939323972846689,탐색적/exploratory
aptos2019,B4,none,brier_balanced,3,0.49709532485975094,0.4892466094583844,0.5075965222213047,0.018349912762920306,탐색적/exploratory
aptos2019,B4,none,brier_ovr_mean,3,0.059317850274817695,0.0583997434492942,0.059787608243863546,0.0013878647945693434,탐색적/exploratory
aptos2019,B4,none,nll,3,0.6062126501153325,0.6015173037072451,0.609235793581893,0.007718489874647849,탐색적/exploratory
aptos2019,B4,none,acc,3,0.7970143819406518,0.7949208083014746,0.7987438558164938,0.0038230475150191623,탐색적/exploratory
aptos2019,B4,none,bacc,3,0.6648672704840106,0.6612190498366088,0.6676149322331256,0.006395882396516783,탐색적/exploratory
aptos2019,B4,none,mean_conf,3,0.8741069618607106,0.872961582864343,0.8753017745396905,0.0023401916753474916,탐색적/exploratory
aptos2019,B4,none,n_bins_eff_em,3,15.0,15.0,15.0,0.0,탐색적/exploratory
aptos2019,B4,temp,n,3,3662.0,3662.0,3662.0,0.0,탐색적/exploratory
aptos2019,B4,temp,n_classes,3,5.0,5.0,5.0,0.0,탐색적/exploratory
aptos2019,B4,temp,argmax_pred_agree,3,0.9433824868013835,0.93801201529219,0.9475696340797378,0.009557618787547795,탐색적/exploratory
aptos2019,B4,temp,ece_top_ew,3,0.019979164573606014,0.015002651256920078,0.02479641902174852,0.009793767764828442,탐색적/exploratory
aptos2019,B4,temp,ece_top_em,3,0.018164328120260333,0.010910903682892709,0.024005487510586513,0.013094583827693804,탐색적/exploratory
aptos2019,B4,temp,ece_top_db,3,0.01263804808335127,0.0,0.024949736917549727,0.024949736917549727,탐색적/exploratory
aptos2019,B4,temp,ece_top_rms_em,3,0.02562077784739276,0.017990699366056528,0.03337971765488495,0.01538901828882842,탐색적/exploratory
aptos2019,B4,temp,ece_top_bias_corr,3,0.01298272976404149,0.00842998073733522,0.017990699366056528,0.009560718628721307,탐색적/exploratory
aptos2019,B4,temp,ece_dep_em,3,0.026700903763818288,0.018283742050444713,0.03427498441836395,0.015991242367919236,탐색적/exploratory
aptos2019,B4,temp,cwece_ew,3,0.03961675434797708,0.03891674504271211,0.04076022937485817,0.00184348433214606,탐색적/exploratory
aptos2019,B4,temp,cwece_em,3,0.03869632025773068,0.038119861999892715,0.03955077574464479,0.0014309137447520714,탐색적/exploratory
aptos2019,B4,temp,cwece_db,3,0.06496363892225061,0.06440595498626675,0.06573579676505827,0.0013298417787915157,탐색적/exploratory
aptos2019,B4,temp,cwece_rms_em,3,0.0665963751489458,0.06604064729455729,0.0673455845469545,0.0013049372523972064,탐색적/exploratory
aptos2019,B4,temp,brier_multiclass,3,0.27732722625493317,0.27378082286874644,0.2791885459737179,0.005407723104971451,탐색적/exploratory
aptos2019,B4,temp,brier_balanced,3,0.4563431674478391,0.4507600629398154,0.4643889739205326,0.013628910980717168,탐색적/exploratory
aptos2019,B4,temp,brier_ovr_mean,3,0.05546544525098662,0.05475616457374929,0.05583770919474358,0.0010815446209942944,탐색적/exploratory
aptos2019,B4,temp,nll,3,0.5220912507230244,0.5189553782080022,0.5241554284697869,0.005200050261784717,탐색적/exploratory
aptos2019,B4,temp,acc,3,0.7990169306389951,0.7965592572364828,0.801201529219006,0.004642271982523205,탐색적/exploratory
aptos2019,B4,temp,bacc,3,0.6593327391434433,0.6528942567669141,0.6688445099270927,0.015950253160178507,탐색적/exploratory
aptos2019,B4,temp,mean_conf,3,0.7841067914473925,0.7725537697258963,0.7928362878112105,0.020282518085314227,탐색적/exploratory
aptos2019,B4,temp,n_bins_eff_em,3,15.0,15.0,15.0,0.0,탐색적/exploratory
aptos2019,B4d,none,n,3,3662.0,3662.0,3662.0,0.0,탐색적/exploratory
aptos2019,B4d,none,n_classes,3,5.0,5.0,5.0,0.0,탐색적/exploratory
aptos2019,B4d,none,argmax_pred_agree,3,0.9847988348807574,0.9833424358274168,0.9868924085199344,0.0035499726925176667,탐색적/exploratory
aptos2019,B4d,none,ece_top_ew,3,0.10861304178335908,0.1076400160183619,0.10940733392281624,0.0017673179044543352,탐색적/exploratory
aptos2019,B4d,none,ece_top_em,3,0.10842820922354401,0.10708405601682128,0.10940800082170779,0.002323944804886513,탐색적/exploratory
aptos2019,B4d,none,ece_top_db,3,0.1382401629860807,0.13714122066734172,0.13915778496503753,0.002016564297695811,탐색적/exploratory
aptos2019,B4d,none,ece_top_rms_em,3,0.14011437050500727,0.13904895241733678,0.14103285444499394,0.001983902027657164,탐색적/exploratory
aptos2019,B4d,none,ece_top_bias_corr,3,0.0018742075189265943,0.001839821326828306,0.001907731749995062,6.7910423166756e-05,탐색적/exploratory
aptos2019,B4d,none,ece_dep_em,3,0.10423291371064879,0.10348929712183474,0.10516997307407867,0.001680675952243929,탐색적/exploratory
aptos2019,B4d,none,cwece_ew,3,0.05179811336846588,0.050769757596035484,0.05272861094934297,0.001958853353307484,탐색적/exploratory
aptos2019,B4d,none,cwece_em,3,0.0498602695599106,0.0492832467189712,0.05053897161819285,0.0012557248992216552,탐색적/exploratory
aptos2019,B4d,none,cwece_db,3,0.09029938997311981,0.08796000584209357,0.09183144172231199,0.0038714358802184184,탐색적/exploratory
aptos2019,B4d,none,cwece_rms_em,3,0.09268575980637346,0.09046558387942463,0.09391008087323191,0.003444496993807278,탐색적/exploratory
aptos2019,B4d,none,brier_multiclass,3,0.32635327443263673,0.3219503593067375,0.32876825109674745,0.006817891790009967,탐색적/exploratory
aptos2019,B4d,none,brier_balanced,3,0.5683734397376906,0.5547295543485427,0.577354153039129,0.022624598690586306,탐색적/exploratory
aptos2019,B4d,none,brier_ovr_mean,3,0.06527065488652735,0.0643900718613475,0.0657536502193495,0.0013635783580019933,탐색적/exploratory
aptos2019,B4d,none,nll,3,0.7465607529814545,0.7325747493084881,0.7612936677501142,0.028718918441626107,탐색적/exploratory
aptos2019,B4d,none,acc,3,0.7856362643364282,0.7837247405789186,0.7872747132714364,0.0035499726925177777,탐색적/exploratory
aptos2019,B4d,none,bacc,3,0.6370074409892816,0.6315967495468637,0.644916307048349,0.01331955750148528,탐색적/exploratory
aptos2019,B4d,none,mean_conf,3,0.8940639757855887,0.8931320745017348,0.8947011145678296,0.0015690400660948178,탐색적/exploratory
aptos2019,B4d,none,n_bins_eff_em,3,15.0,15.0,15.0,0.0,탐색적/exploratory
aptos2019,B4d,temp,n,3,3662.0,3662.0,3662.0,0.0,탐색적/exploratory
aptos2019,B4d,temp,n_classes,3,5.0,5.0,5.0,0.0,탐색적/exploratory
aptos2019,B4d,temp,argmax_pred_agree,3,0.942745312215547,0.9396504642271982,0.9472965592572364,0.0076460950300382136,탐색적/exploratory
aptos2019,B4d,temp,ece_top_ew,3,0.017150299593934448,0.016279057972909034,0.017985156746317774,0.0017060987734087395,탐색적/exploratory
aptos2019,B4d,temp,ece_top_em,3,0.01675409769990301,0.014513162455633229,0.018840692976453924,0.004327530520820695,탐색적/exploratory
aptos2019,B4d,temp,ece_top_db,3,0.006431682334062695,0.0,0.012256268349235216,0.012256268349235216,탐색적/exploratory
aptos2019,B4d,temp,ece_top_rms_em,3,0.022969045736809357,0.019340936577215754,0.025768479060263163,0.006427542483047409,탐색적/exploratory
aptos2019,B4d,temp,ece_top_bias_corr,3,0.01653736340274666,0.013512210711027947,0.019340936577215754,0.005828725866187807,탐색적/exploratory
aptos2019,B4d,temp,ece_dep_em,3,0.0231530170788305,0.017762983283935895,0.026581934077148556,0.008818950793212661,탐색적/exploratory
aptos2019,B4d,temp,cwece_ew,3,0.0396357322626704,0.037148303922947025,0.041239136936990335,0.00409083301404331,탐색적/exploratory
aptos2019,B4d,temp,cwece_em,3,0.03854444054239859,0.03647214182017293,0.03997492453968152,0.0035027827195085876,탐색적/exploratory
aptos2019,B4d,temp,cwece_db,3,0.06313753624127989,0.06091053174309219,0.06498285118060773,0.0040723194375155425,탐색적/exploratory
aptos2019,B4d,temp,cwece_rms_em,3,0.06495970130010582,0.06274681525285922,0.06675811673331641,0.004011301480457197,탐색적/exploratory
aptos2019,B4d,temp,brier_multiclass,3,0.2949407259345005,0.2901757913717922,0.2974560598506976,0.007280268478905394,탐색적/exploratory
aptos2019,B4d,temp,brier_balanced,3,0.4985394511125443,0.49011444429945517,0.5044319766247959,0.01431753232534072,탐색적/exploratory
aptos2019,B4d,temp,brier_ovr_mean,3,0.0589881451869001,0.05803515827435844,0.059491211970139526,0.0014560536957810843,탐색적/exploratory
aptos2019,B4d,temp,nll,3,0.5676528048733382,0.5595268822764888,0.573490789152203,0.013963906875714138,탐색적/exploratory
aptos2019,B4d,temp,acc,3,0.786182413981431,0.7834516657564172,0.7878208629164392,0.0043691971600219315,탐색적/exploratory
aptos2019,B4d,temp,bacc,3,0.6349065906878516,0.6305728662625081,0.6428147991999368,0.012241932937428701,탐색적/exploratory
aptos2019,B4d,temp,mean_conf,3,0.7787332458929215,0.7724396917155975,0.7885821711837155,0.016142479468118087,탐색적/exploratory
aptos2019,B4d,temp,n_bins_eff_em,3,15.0,15.0,15.0,0.0,탐색적/exploratory
aptos2019,B5,none,n,3,3662.0,3662.0,3662.0,0.0,탐색적/exploratory
aptos2019,B5,none,n_classes,3,5.0,5.0,5.0,0.0,탐색적/exploratory
aptos2019,B5,none,argmax_pred_agree,3,1.0,1.0,1.0,0.0,탐색적/exploratory
aptos2019,B5,none,ece_top_ew,3,0.03142140715331841,0.02769308549318966,0.036341170270565444,0.008648084777375786,탐색적/exploratory
aptos2019,B5,none,ece_top_em,3,0.03168865533336266,0.025726666054320627,0.03681430048193877,0.011087634427618141,탐색적/exploratory
aptos2019,B5,none,ece_top_db,3,0.04133884258994985,0.030898389928922177,0.052137166455402444,0.021238776526480267,탐색적/exploratory
aptos2019,B5,none,ece_top_rms_em,3,0.04682137349723032,0.03768933617397979,0.05648292762384369,0.018793591449863895,탐색적/exploratory
aptos2019,B5,none,ece_top_bias_corr,3,0.005482530907280473,0.004345761168441244,0.006790946245057616,0.002445185076616372,탐색적/exploratory
aptos2019,B5,none,ece_dep_em,3,0.03168865533336266,0.025726666054320627,0.03681430048193877,0.011087634427618141,탐색적/exploratory
aptos2019,B5,none,cwece_ew,3,0.025718175881813132,0.02533845732442409,0.026447359574238834,0.0011089022498147437,탐색적/exploratory
aptos2019,B5,none,cwece_em,3,0.02527274161122268,0.024642945918176052,0.02601100199045454,0.0013680560722784882,탐색적/exploratory
aptos2019,B5,none,cwece_db,3,0.046957200817367865,0.04510970511566353,0.04887542783334135,0.003765722717677826,탐색적/exploratory
aptos2019,B5,none,cwece_rms_em,3,0.049119362897530355,0.04733195696928896,0.05097937434911358,0.0036474173798246162,탐색적/exploratory
aptos2019,B5,none,brier_multiclass,3,0.26488929232135844,0.2624124723165983,0.2696904350563252,0.007277962739726862,탐색적/exploratory
aptos2019,B5,none,brier_balanced,3,0.5056826040321458,0.5023691039947731,0.5101853679369968,0.007816263942223678,탐색적/exploratory
aptos2019,B5,none,brier_ovr_mean,3,0.052977858464271686,0.052482494463319665,0.05393808701126503,0.0014555925479453682,탐색적/exploratory
aptos2019,B5,none,nll,3,0.5223588663677219,0.519720105134761,0.5264835904622673,0.006763485327506369,탐색적/exploratory
aptos2019,B5,none,acc,3,0.8137629710540688,0.8074822501365374,0.8189513926815948,0.011469142545057376,탐색적/exploratory
aptos2019,B5,none,bacc,3,0.6438355664227775,0.6344514618983025,0.6525703237126066,0.01811886181430411,탐색적/exploratory
aptos2019,B5,none,mean_conf,3,0.8424782766686292,0.8401142936551456,0.8450852360402744,0.0049709423851288514,탐색적/exploratory
aptos2019,B5,none,n_bins_eff_em,3,15.0,15.0,15.0,0.0,탐색적/exploratory
aptos2019,B5,temp,n,3,3662.0,3662.0,3662.0,0.0,탐색적/exploratory
aptos2019,B5,temp,n_classes,3,5.0,5.0,5.0,0.0,탐색적/exploratory
aptos2019,B5,temp,argmax_pred_agree,3,1.0,1.0,1.0,0.0,탐색적/exploratory
aptos2019,B5,temp,ece_top_ew,3,0.02289169795547667,0.01980115541340902,0.02781016523834442,0.008009009824935399,탐색적/exploratory
aptos2019,B5,temp,ece_top_em,3,0.02419596675838342,0.020702390895622865,0.030652085357865098,0.009949694462242233,탐색적/exploratory
aptos2019,B5,temp,ece_top_db,3,0.02280930649701947,0.01424554013926285,0.034533821027566115,0.020288280888303263,탐색적/exploratory
aptos2019,B5,temp,ece_top_rms_em,3,0.03195817806543753,0.02588725785649937,0.040820332873323005,0.014933075016823637,탐색적/exploratory
aptos2019,B5,temp,ece_top_bias_corr,3,0.009148871568418053,0.00628651184575689,0.011641717717236518,0.005355205871479628,탐색적/exploratory
aptos2019,B5,temp,ece_dep_em,3,0.02419596675838342,0.020702390895622865,0.030652085357865098,0.009949694462242233,탐색적/exploratory
aptos2019,B5,temp,cwece_ew,3,0.02602033603989033,0.02475057318810054,0.02742837143870334,0.002677798250602801,탐색적/exploratory
aptos2019,B5,temp,cwece_em,3,0.025800997274234128,0.024935424739491497,0.026980614788844604,0.0020451900493531072,탐색적/exploratory
aptos2019,B5,temp,cwece_db,3,0.04487811475526717,0.042807118623287024,0.04675850296561891,0.003951384342331887,탐색적/exploratory
aptos2019,B5,temp,cwece_rms_em,3,0.04723761444711854,0.04521218997971036,0.04910670794581603,0.003894517966105668,탐색적/exploratory
aptos2019,B5,temp,brier_multiclass,3,0.2631772771573842,0.26091688823771714,0.26741693008416634,0.0065000418464492005,탐색적/exploratory
aptos2019,B5,temp,brier_balanced,3,0.4960274461801257,0.4938085457323327,0.4971618063961933,0.003353260663860602,탐색적/exploratory
aptos2019,B5,temp,brier_ovr_mean,3,0.052635455431476845,0.052183377647543425,0.053483386016833265,0.00130000836928984,탐색적/exploratory
aptos2019,B5,temp,nll,3,0.5204162773811654,0.5185121225646893,0.5237742117267984,0.005262089162109129,탐색적/exploratory
aptos2019,B5,temp,acc,3,0.8137629710540688,0.8074822501365374,0.8189513926815948,0.011469142545057376,탐색적/exploratory
aptos2019,B5,temp,bacc,3,0.6438355664227775,0.6344514618983025,0.6525703237126066,0.01811886181430411,탐색적/exploratory
aptos2019,B5,temp,mean_conf,3,0.8193998514167462,0.8118097489780933,0.8253247030068864,0.013514954028793102,탐색적/exploratory
aptos2019,B5,temp,n_bins_eff_em,3,15.0,15.0,15.0,0.0,탐색적/exploratory
aptos2019,B5s,none,n,3,3662.0,3662.0,3662.0,0.0,탐색적/exploratory
aptos2019,B5s,none,n_classes,3,5.0,5.0,5.0,0.0,탐색적/exploratory
aptos2019,B5s,none,argmax_pred_agree,3,1.0,1.0,1.0,0.0,탐색적/exploratory
aptos2019,B5s,none,ece_top_ew,3,0.05825198422818384,0.05414362076035627,0.06433775464142483,0.01019413388106856,탐색적/exploratory
aptos2019,B5s,none,ece_top_em,3,0.056825878672412365,0.05253632269918909,0.06413802809193511,0.01160170539274602,탐색적/exploratory
aptos2019,B5s,none,ece_top_db,3,0.0762925452624345,0.07103529795752557,0.08603827409836114,0.015002976140835567,탐색적/exploratory
aptos2019,B5s,none,ece_top_rms_em,3,0.07928375464881371,0.07422376464061282,0.08871227778613737,0.014488513145524545,탐색적/exploratory
aptos2019,B5s,none,ece_top_bias_corr,3,0.0029912093863792336,0.002674003687776233,0.0031884666830872543,0.0005144629953110214,탐색적/exploratory
aptos2019,B5s,none,ece_dep_em,3,0.056825878672412365,0.05253632269918909,0.06413802809193511,0.01160170539274602,탐색적/exploratory
aptos2019,B5s,none,cwece_ew,3,0.02941928964042209,0.027885304383212607,0.030936158758637942,0.0030508543754253353,탐색적/exploratory
aptos2019,B5s,none,cwece_em,3,0.02762734669924353,0.026345437185510655,0.028759009450458423,0.002413572264947768,탐색적/exploratory
aptos2019,B5s,none,cwece_db,3,0.04968690272980364,0.04757957826999424,0.05236360956959646,0.004784031299602219,탐색적/exploratory
aptos2019,B5s,none,cwece_rms_em,3,0.0525741851730272,0.05018496297304892,0.05554686242823269,0.005361899455183769,탐색적/exploratory
