arm,dataset,fold,n_train,n_val,n_test,best_val_bacc,bacc,mcc,mae_plain,macro_mae_true,per_class_recall
B0P_plain,aptos2019,0,2636,293,733,0.7186111111111112,0.6883875958504814,0.741558035083161,0.2073669849931787,0.3925940807413647,"[0.9889196675900277, 0.6621621621621622, 0.76, 0.6410256410256411, 0.3898305084745763]"
B0P_plain,aptos2019,1,2636,293,733,0.7108333333333333,0.6734453857766219,0.7293929956456222,0.2291950886766712,0.4331676651063008,"[0.9806094182825484, 0.7702702702702703, 0.715, 0.358974358974359, 0.5423728813559322]"
B0P_plain,aptos2019,2,2637,293,732,0.7069444444444444,0.6964719609980421,0.7316009833021927,0.22950819672131148,0.4014038484232859,"[0.9722991689750693, 0.7702702702702703, 0.705, 0.5263157894736842, 0.5084745762711864]"
B0P_plain,aptos2019,3,2637,293,732,0.7216666666666667,0.6766708752980409,0.7368736913458221,0.21994535519125682,0.4022337681124479,"[0.9529085872576177, 0.7027027027027027, 0.8, 0.3684210526315789, 0.559322033898305]"
B0P_plain,aptos2019,4,2637,293,732,0.6844444444444444,0.6059049397581817,0.6841735637432961,0.26366120218579236,0.519912968982817,"[0.9750692520775623, 0.6081081081081081, 0.7236180904522613, 0.28205128205128205, 0.4406779661016949]"
