kind,family,dataset,arm,base,base_src,n_folds,mean_base,mean_arm,mean_diff,sd,wins,ci_lo,ci_hi,ttest_p_nb,se_nb,holm_p,mde_floor,mde_post,tost_p,equivalent,tost_significant,passes_mde_gate,r3_adopt,verdict_code,verdict
gate,true_coral_pd,aptos2019,B3c,B0,archive,15,0.6457036359493563,0.5301143366935779,-0.11558929925577831,0.025169703651082696,0,-0.14596759339773913,-0.08521100511381749,1.0852832262791426e-06,0.014163783425685377,2.1705664525582852e-06,0.019,0.04267323406957076,0.9999953317522878,False,False,False,,undetectable,검출 불가 (검정력 부족)
gate,true_coral_pd,aptos2019,B3nc,B0,archive,15,0.6457036359493563,0.54161847064111,-0.10408516530824624,0.025159002092859047,0,-0.13445054332342218,-0.0737197872930703,3.6098178667170603e-06,0.014157761322481525,3.6098178667170603e-06,0.019,0.04265509042730474,0.9999819268645178,False,False,False,,undetectable,검출 불가 (검정력 부족)
gate,true_coral_d2,aptos2019,B3dc,B0d,w2,15,0.6282280398333026,0.5077587499553257,-0.12046928987797666,0.02571562627256327,0,-0.15150647926177216,-0.08943210049418115,8.589919106530395e-07,0.01447099124525383,8.589919106530395e-07,0.019,0.04359880252811366,0.9999965793272619,False,False,False,,undetectable,검출 불가 (검정력 부족)
