dataset,arm,wave,scope,n_folds,count_multiplicity,true_idx,true_class,pred_idx,pred_class,count,row_total,row_frac,row_frac_repeat_sd,row_frac_repeat_min,row_frac_repeat_max,row_frac_fold_sd,row_frac_fold_min,row_frac_fold_max,n_folds_used_for_fold_spread,note
oral_diseases,A0,w1,repeat0,5,1,6,OT,6,OT,47,63,0.746031746031746,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,0,CaS,0,CaS,71,79,0.8987341772151899,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,0,CaS,1,CoS,1,79,0.012658227848101266,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,0,CaS,2,Gum,2,79,0.02531645569620253,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,0,CaS,3,MC,2,79,0.02531645569620253,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,0,CaS,4,OC,0,79,0.0,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,0,CaS,5,OLP,1,79,0.012658227848101266,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,0,CaS,6,OT,2,79,0.02531645569620253,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,1,CoS,0,CaS,1,75,0.013333333333333334,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,1,CoS,1,CoS,73,75,0.9733333333333334,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,1,CoS,2,Gum,1,75,0.013333333333333334,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,1,CoS,3,MC,0,75,0.0,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,1,CoS,4,OC,0,75,0.0,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,1,CoS,5,OLP,0,75,0.0,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,1,CoS,6,OT,0,75,0.0,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,2,Gum,0,CaS,3,61,0.04918032786885246,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,2,Gum,1,CoS,4,61,0.06557377049180328,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,2,Gum,2,Gum,40,61,0.6557377049180327,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,2,Gum,3,MC,9,61,0.14754098360655737,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,2,Gum,4,OC,0,61,0.0,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,2,Gum,5,OLP,3,61,0.04918032786885246,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,2,Gum,6,OT,2,61,0.03278688524590164,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,3,MC,0,CaS,1,90,0.011111111111111112,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,3,MC,1,CoS,5,90,0.05555555555555555,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,3,MC,2,Gum,6,90,0.06666666666666667,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,3,MC,3,MC,58,90,0.6444444444444445,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,3,MC,4,OC,10,90,0.1111111111111111,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,3,MC,5,OLP,7,90,0.07777777777777778,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,3,MC,6,OT,3,90,0.03333333333333333,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,4,OC,0,CaS,0,54,0.0,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,4,OC,1,CoS,0,54,0.0,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,4,OC,2,Gum,0,54,0.0,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,4,OC,3,MC,7,54,0.12962962962962962,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,4,OC,4,OC,38,54,0.7037037037037037,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,4,OC,5,OLP,9,54,0.16666666666666666,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,4,OC,6,OT,0,54,0.0,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,5,OLP,0,CaS,1,94,0.010638297872340425,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,5,OLP,1,CoS,1,94,0.010638297872340425,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,5,OLP,2,Gum,4,94,0.0425531914893617,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,5,OLP,3,MC,9,94,0.09574468085106383,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,5,OLP,4,OC,8,94,0.0851063829787234,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,5,OLP,5,OLP,61,94,0.648936170212766,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,5,OLP,6,OT,10,94,0.10638297872340426,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
oral_diseases,A0,w1,repeat1,5,1,6,OT,0,CaS,0,63,0.0,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict)
