dataset,loss,wd,fold,bacc,bacc_leakex,train_acc,wnorm,exploratory
oral_diseases,ce,0.0001,7,0.7395192526771474,,1.0,7.5933685302734375,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,ce,0.01,7,0.7395192526771474,,1.0,7.493290901184082,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,ce,0.1,7,0.7395192526771474,,1.0,6.7013468742370605,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,ce,0.3,7,0.709071922229817,,1.0,5.567850112915039,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,ce,1.0,7,0.7259370015948964,,1.0,4.348067283630371,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wce,0.0001,7,0.7395192526771474,,1.0,7.579616069793701,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wce,0.01,7,0.7395192526771474,,1.0,7.478816509246826,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wce,0.1,7,0.7320004556846662,,1.0,6.680727958679199,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wce,0.3,7,0.718418204602415,,1.0,5.537683010101318,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wce,1.0,7,0.730322966507177,,1.0,4.319570064544678,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength,0.0,7,0.7395192526771474,,1.0,7.5933685302734375,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength,0.25,7,0.7395192526771474,,1.0,7.604515075683594,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength,0.5,7,0.7395192526771474,,1.0,7.610771179199219,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength,0.75,7,0.7395192526771474,,1.0,7.594618797302246,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength,1.0,7,0.7395192526771474,,1.0,7.579615592956543,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength,1.25,7,0.7395192526771474,,1.0,7.567355155944824,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength_effnum,0.99,7,0.7395192526771474,,1.0,7.594528675079346,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength_effnum,0.999,7,0.7395192526771474,,1.0,7.582140922546387,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength_effnum,0.9999,7,0.7395192526771474,,1.0,7.579773902893066,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,ce,0.0001,8,0.7984459984459985,,1.0,7.547585487365723,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,ce,0.01,8,0.7984459984459985,,1.0,7.448721885681152,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,ce,0.1,8,0.7984459984459985,,1.0,6.6664814949035645,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,ce,0.3,8,0.7984459984459985,,1.0,5.5379815101623535,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,ce,1.0,8,0.7968586968586967,,1.0,4.319385528564453,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wce,0.0001,8,0.7984459984459985,,1.0,7.561029434204102,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wce,0.01,8,0.7984459984459985,,1.0,7.461349964141846,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wce,0.1,8,0.7984459984459985,,1.0,6.672293663024902,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wce,0.3,8,0.7984459984459985,,1.0,5.533425331115723,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wce,1.0,8,0.7968586968586967,,1.0,4.313422203063965,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength,0.0,8,0.7984459984459985,,1.0,7.547585487365723,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength,0.25,8,0.7984459984459985,,1.0,7.561976432800293,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength,0.5,8,0.7984459984459985,,1.0,7.576968193054199,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength,0.75,8,0.7984459984459985,,1.0,7.571226119995117,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength,1.0,8,0.7984459984459985,,1.0,7.561028957366943,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength,1.25,8,0.7984459984459985,,1.0,7.54901123046875,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength_effnum,0.99,8,0.7984459984459985,,1.0,7.574158191680908,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength_effnum,0.999,8,0.7984459984459985,,1.0,7.5607991218566895,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength_effnum,0.9999,8,0.7984459984459985,,1.0,7.561606407165527,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,ce,0.0001,9,0.7071476768845191,,1.0,7.601139068603516,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,ce,0.01,9,0.7071476768845191,,1.0,7.5021257400512695,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,ce,0.1,9,0.7071476768845191,,1.0,6.718845844268799,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,ce,0.3,9,0.7167269134374398,,1.0,5.589879989624023,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,ce,1.0,9,0.702740826425037,,1.0,4.347384452819824,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wce,0.0001,9,0.6992111689480112,,1.0,7.602400779724121,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wce,0.01,9,0.6992111689480112,,1.0,7.5028462409973145,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wce,0.1,9,0.729125698862541,,1.0,6.715116500854492,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
