dataset,arm,source,family,frontier_base,axis,fold,recall_target,bacc,frontier_bacc,gap,exploratory
aptos2019,B1d,w11_preds_dinov2,dinov2,B0d,tau,13,0.4473684210526316,0.6407021101104861,0.6452625653025202,-0.004560455192034185,탐색적/exploratory
aptos2019,B1d,w11_preds_dinov2,dinov2,B0d,offset,13,0.4473684210526316,0.6407021101104861,0.6355048428869265,0.00519726722355951,탐색적/exploratory
aptos2019,B1d,w11_preds_dinov2,dinov2,B0d,union,13,0.4473684210526316,0.6407021101104861,0.6452625653025202,-0.004560455192034185,탐색적/exploratory
aptos2019,B1d,w11_preds_dinov2,panderm,B0,tau,14,0.41025641025641024,0.6379010308696064,0.6786558748219486,-0.04075484395234219,탐색적/exploratory
aptos2019,B1d,w11_preds_dinov2,panderm,B0,offset,14,0.41025641025641024,0.6379010308696064,0.6797772843547517,-0.04187625348514534,탐색적/exploratory
aptos2019,B1d,w11_preds_dinov2,panderm,B0,union,14,0.41025641025641024,0.6379010308696064,0.6797772843547517,-0.04187625348514534,탐색적/exploratory
aptos2019,B1d,w11_preds_dinov2,dinov2,B0d,tau,14,0.41025641025641024,0.6379010308696064,0.6798259808160714,-0.04192494994646501,탐색적/exploratory
aptos2019,B1d,w11_preds_dinov2,dinov2,B0d,offset,14,0.41025641025641024,0.6379010308696064,0.6550646465319129,-0.01716361566230651,탐색적/exploratory
aptos2019,B1d,w11_preds_dinov2,dinov2,B0d,union,14,0.41025641025641024,0.6379010308696064,0.6798259808160714,-0.04192494994646501,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,tau,0,0.3333333333333333,0.6544386899693722,0.689295628583905,-0.03485693861453287,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,offset,0,0.3333333333333333,0.6544386899693722,0.6726635554680535,-0.018224865498681297,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,union,0,0.3333333333333333,0.6544386899693722,0.689295628583905,-0.03485693861453287,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,tau,0,0.3333333333333333,0.6544386899693722,0.6799240112815399,-0.02548532131216774,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,offset,0,0.3333333333333333,0.6544386899693722,0.6719047747614347,-0.017466084792062575,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,union,0,0.3333333333333333,0.6544386899693722,0.6799240112815399,-0.02548532131216774,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,tau,1,0.2564102564102564,0.635869157896624,0.6612491072479334,-0.025379949351309383,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,offset,1,0.2564102564102564,0.635869157896624,0.666965204525982,-0.031096046629357943,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,union,1,0.2564102564102564,0.635869157896624,0.666965204525982,-0.031096046629357943,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,tau,1,0.2564102564102564,0.635869157896624,0.6646625466654575,-0.028793388768833528,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,offset,1,0.2564102564102564,0.635869157896624,0.6381963246983672,-0.0023271668017431635,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,union,1,0.2564102564102564,0.635869157896624,0.6646625466654575,-0.028793388768833528,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,tau,2,0.3157894736842105,0.6546326956093612,0.6930009593141666,-0.038368263704805394,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,offset,2,0.3157894736842105,0.6546326956093612,0.7073331573744739,-0.05270046176511267,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,union,2,0.3157894736842105,0.6546326956093612,0.7073331573744739,-0.05270046176511267,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,tau,2,0.3157894736842105,0.6546326956093612,0.689277817890194,-0.03464512228083283,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,offset,2,0.3157894736842105,0.6546326956093612,0.689750407010607,-0.035117711401245755,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,union,2,0.3157894736842105,0.6546326956093612,0.689750407010607,-0.035117711401245755,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,tau,3,0.3684210526315789,0.6460145978176871,0.7247577084573188,-0.07874311063963169,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,offset,3,0.3684210526315789,0.6460145978176871,0.6733966624495757,-0.027382064631888636,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,union,3,0.3684210526315789,0.6460145978176871,0.7247577084573188,-0.07874311063963169,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,tau,3,0.3684210526315789,0.6460145978176871,0.6470341977735283,-0.0010195999558412217,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,offset,3,0.3684210526315789,0.6460145978176871,0.6355886064946585,0.010425991323028572,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,union,3,0.3684210526315789,0.6460145978176871,0.6470341977735283,-0.0010195999558412217,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,tau,4,0.358974358974359,0.6361195979695775,0.6429234776423559,-0.006803879672778401,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,offset,4,0.358974358974359,0.6361195979695775,0.6289810300409094,0.0071385679286680714,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,union,4,0.358974358974359,0.6361195979695775,0.6429234776423559,-0.006803879672778401,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,tau,4,0.358974358974359,0.6361195979695775,0.6365864518496546,-0.0004668538800770561,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,offset,4,0.358974358974359,0.6361195979695775,0.6447582845488143,-0.008638686579236832,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,union,4,0.358974358974359,0.6361195979695775,0.6447582845488143,-0.008638686579236832,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,tau,5,0.3076923076923077,0.6313665628450831,0.6653011681969849,-0.03393460535190185,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,offset,5,0.3076923076923077,0.6313665628450831,0.6562954730256012,-0.024928910180518127,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,union,5,0.3076923076923077,0.6313665628450831,0.6653011681969849,-0.03393460535190185,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,tau,5,0.3076923076923077,0.6313665628450831,0.6285152393289395,0.002851323516143589,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,offset,5,0.3076923076923077,0.6313665628450831,0.6291185720639216,0.0022479907811614463,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,union,5,0.3076923076923077,0.6313665628450831,0.6291185720639216,0.0022479907811614463,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,tau,6,0.41025641025641024,0.6769720663033024,0.7050952272883819,-0.0281231609850795,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,offset,6,0.41025641025641024,0.6769720663033024,0.6932540427182429,-0.016281976414940447,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,union,6,0.41025641025641024,0.6769720663033024,0.7050952272883819,-0.0281231609850795,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,tau,6,0.41025641025641024,0.6769720663033024,0.6806084369409877,-0.0036363706376852933,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,offset,6,0.41025641025641024,0.6769720663033024,0.6882535853488481,-0.01128151904554564,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,union,6,0.41025641025641024,0.6769720663033024,0.6882535853488481,-0.01128151904554564,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,tau,7,0.4473684210526316,0.6539629522005221,0.6942776110539385,-0.04031465885341634,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,offset,7,0.4473684210526316,0.6539629522005221,0.6831057288567031,-0.029142776656180924,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,union,7,0.4473684210526316,0.6539629522005221,0.6942776110539385,-0.04031465885341634,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,tau,7,0.4473684210526316,0.6539629522005221,0.6276817310291183,0.026281221171403857,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,offset,7,0.4473684210526316,0.6539629522005221,0.6300806331473499,0.023882319053172285,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,union,7,0.4473684210526316,0.6539629522005221,0.6300806331473499,0.023882319053172285,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,tau,8,0.3157894736842105,0.6690589813250971,0.6862618762713134,-0.017202894946216296,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,offset,8,0.3157894736842105,0.6690589813250971,0.6645362122063844,0.004522769118712744,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,union,8,0.3157894736842105,0.6690589813250971,0.6862618762713134,-0.017202894946216296,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,tau,8,0.3157894736842105,0.6690589813250971,0.6708472495219291,-0.001788268196831977,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,offset,8,0.3157894736842105,0.6690589813250971,0.6271942839595311,0.04186469736556597,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,union,8,0.3157894736842105,0.6690589813250971,0.6708472495219291,-0.001788268196831977,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,tau,9,0.1794871794871795,0.588779246732943,0.6433563581463512,-0.05457711141340815,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,offset,9,0.1794871794871795,0.588779246732943,0.6462859867786751,-0.057506740045732085,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,union,9,0.1794871794871795,0.588779246732943,0.6462859867786751,-0.057506740045732085,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,tau,9,0.1794871794871795,0.588779246732943,0.6396213488728979,-0.05084210213995488,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,offset,9,0.1794871794871795,0.588779246732943,0.650085813976798,-0.06130656724385497,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,union,9,0.1794871794871795,0.588779246732943,0.650085813976798,-0.06130656724385497,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,tau,10,0.28205128205128205,0.6370491685276887,0.6878593824514291,-0.05081021392374041,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,offset,10,0.28205128205128205,0.6370491685276887,0.6786589739002059,-0.04160980537251724,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,union,10,0.28205128205128205,0.6370491685276887,0.6878593824514291,-0.05081021392374041,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,tau,10,0.28205128205128205,0.6370491685276887,0.657975887259046,-0.02092671873135732,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,offset,10,0.28205128205128205,0.6370491685276887,0.6377185425465627,-0.0006693740188740138,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,union,10,0.28205128205128205,0.6370491685276887,0.657975887259046,-0.02092671873135732,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,tau,11,0.3333333333333333,0.6440437786488306,0.6403001889052408,0.0037435897435897925,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,offset,11,0.3333333333333333,0.6440437786488306,0.6382879578773752,0.005755820771455311,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,union,11,0.3333333333333333,0.6440437786488306,0.6403001889052408,0.0037435897435897925,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,tau,11,0.3333333333333333,0.6440437786488306,0.65338556373389,-0.00934178508505945,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,offset,11,0.3333333333333333,0.6440437786488306,0.6475241228110847,-0.0034803441622541786,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,union,11,0.3333333333333333,0.6440437786488306,0.65338556373389,-0.00934178508505945,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,tau,12,0.3157894736842105,0.6305140515415646,0.6645943890272732,-0.0340803374857086,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,offset,12,0.3157894736842105,0.6305140515415646,0.6508846665812251,-0.020370615039660533,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,union,12,0.3157894736842105,0.6305140515415646,0.6645943890272732,-0.0340803374857086,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,tau,12,0.3157894736842105,0.6305140515415646,0.6718768347200668,-0.04136278317850217,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,offset,12,0.3157894736842105,0.6305140515415646,0.6555677287221959,-0.02505367718063134,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,union,12,0.3157894736842105,0.6305140515415646,0.6718768347200668,-0.04136278317850217,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,tau,13,0.23684210526315788,0.637812072131289,0.6857502344355717,-0.047938162304282717,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,offset,13,0.23684210526315788,0.637812072131289,0.6764539954292994,-0.03864192329801042,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,union,13,0.23684210526315788,0.637812072131289,0.6857502344355717,-0.047938162304282717,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,tau,13,0.23684210526315788,0.637812072131289,0.6452625653025202,-0.007450493171231254,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,offset,13,0.23684210526315788,0.637812072131289,0.6355048428869265,0.002307229244362441,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,union,13,0.23684210526315788,0.637812072131289,0.6452625653025202,-0.007450493171231254,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,tau,14,0.48717948717948717,0.6942684409300319,0.6786558748219486,0.01561256610808337,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,offset,14,0.48717948717948717,0.6942684409300319,0.6797772843547517,0.014491156575280217,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,panderm,B0,union,14,0.48717948717948717,0.6942684409300319,0.6797772843547517,0.014491156575280217,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,tau,14,0.48717948717948717,0.6942684409300319,0.6798259808160714,0.014442460113960554,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,offset,14,0.48717948717948717,0.6942684409300319,0.6550646465319129,0.03920379439811905,탐색적/exploratory
aptos2019,B2,w11_preds_panderm,dinov2,B0d,union,14,0.48717948717948717,0.6942684409300319,0.6798259808160714,0.014442460113960554,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,tau,0,0.6923076923076923,0.6945449340783865,0.6885048303277328,0.006040103750653669,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,offset,0,0.6923076923076923,0.6945449340783865,0.655006575388659,0.03953835868972744,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,union,0,0.6923076923076923,0.6945449340783865,0.6885048303277328,0.006040103750653669,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,tau,0,0.6923076923076923,0.6945449340783865,0.6799240112815399,0.01462092279684657,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,offset,0,0.6923076923076923,0.6945449340783865,0.6660683427398767,0.02847659133850977,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,union,0,0.6923076923076923,0.6945449340783865,0.6799240112815399,0.01462092279684657,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,tau,1,0.5384615384615384,0.6695709392230355,0.6576679849590314,0.011902954264004006,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,offset,1,0.5384615384615384,0.6695709392230355,0.666965204525982,0.0026057346970534967,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,union,1,0.5384615384615384,0.6695709392230355,0.666965204525982,0.0026057346970534967,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,tau,1,0.5384615384615384,0.6695709392230355,0.6646625466654575,0.004908392557577912,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,offset,1,0.5384615384615384,0.6695709392230355,0.6381963246983672,0.031374614524668276,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,union,1,0.5384615384615384,0.6695709392230355,0.6646625466654575,0.004908392557577912,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,tau,2,0.6052631578947368,0.6723366685150806,0.6930009593141666,-0.02066429079908605,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,offset,2,0.6052631578947368,0.6723366685150806,0.7073331573744739,-0.03499648885939333,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,union,2,0.6052631578947368,0.6723366685150806,0.7073331573744739,-0.03499648885939333,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,tau,2,0.6052631578947368,0.6723366685150806,0.689277817890194,-0.016941149375113485,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,offset,2,0.6052631578947368,0.6723366685150806,0.689750407010607,-0.01741373849552641,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,union,2,0.6052631578947368,0.6723366685150806,0.689750407010607,-0.01741373849552641,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,tau,3,0.6052631578947368,0.6642890606461667,0.7247577084573188,-0.06046864781115213,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,offset,3,0.6052631578947368,0.6642890606461667,0.6733966624495757,-0.009107601803409082,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,union,3,0.6052631578947368,0.6642890606461667,0.7247577084573188,-0.06046864781115213,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,tau,3,0.6052631578947368,0.6642890606461667,,,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,offset,3,0.6052631578947368,0.6642890606461667,0.6334683724524562,0.03082068819371042,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,union,3,0.6052631578947368,0.6642890606461667,0.6334683724524562,0.03082068819371042,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,tau,4,0.5384615384615384,0.6442905882279614,0.615664658819727,0.028625929408234385,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,offset,4,0.5384615384615384,0.6442905882279614,0.62560707698635,0.018683511241611384,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,union,4,0.5384615384615384,0.6442905882279614,0.62560707698635,0.018683511241611384,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,tau,4,0.5384615384615384,0.6442905882279614,0.6365864518496546,0.007704136378306803,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,offset,4,0.5384615384615384,0.6442905882279614,0.6447582845488143,-0.00046769632085297275,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,union,4,0.5384615384615384,0.6442905882279614,0.6447582845488143,-0.00046769632085297275,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,tau,5,0.5641025641025641,0.6482167057644779,0.6653011681969849,-0.017084462432507053,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,offset,5,0.5641025641025641,0.6482167057644779,0.6534593500708342,-0.005242644306356348,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,union,5,0.5641025641025641,0.6482167057644779,0.6653011681969849,-0.017084462432507053,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,tau,5,0.5641025641025641,0.6482167057644779,0.5961520231185473,0.05206468264593056,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,offset,5,0.5641025641025641,0.6482167057644779,0.6291185720639216,0.01909813370055624,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,union,5,0.5641025641025641,0.6482167057644779,0.6291185720639216,0.01909813370055624,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,tau,6,0.6153846153846154,0.6986790627535734,0.7050952272883819,-0.006416164534808533,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,offset,6,0.6153846153846154,0.6986790627535734,0.6932540427182429,0.005425020035330519,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,union,6,0.6153846153846154,0.6986790627535734,0.7050952272883819,-0.006416164534808533,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,tau,6,0.6153846153846154,0.6986790627535734,,,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,offset,6,0.6153846153846154,0.6986790627535734,0.6882535853488481,0.010425477404725325,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,union,6,0.6153846153846154,0.6986790627535734,0.6882535853488481,0.010425477404725325,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,tau,7,0.6052631578947368,0.6610944911764669,0.6942776110539385,-0.03318311987747158,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,offset,7,0.6052631578947368,0.6610944911764669,0.6831057288567031,-0.022011237680236162,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,union,7,0.6052631578947368,0.6610944911764669,0.6942776110539385,-0.03318311987747158,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,tau,7,0.6052631578947368,0.6610944911764669,0.6202573791689243,0.040837112007542586,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,offset,7,0.6052631578947368,0.6610944911764669,0.6300806331473499,0.031013858029117047,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,union,7,0.6052631578947368,0.6610944911764669,0.6300806331473499,0.031013858029117047,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,tau,8,0.631578947368421,0.6831477711807304,0.6862618762713134,-0.0031141050905829637,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,offset,8,0.631578947368421,0.6831477711807304,0.6645362122063844,0.018611558974346076,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,union,8,0.631578947368421,0.6831477711807304,0.6862618762713134,-0.0031141050905829637,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,tau,8,0.631578947368421,0.6831477711807304,0.6565736153074057,0.02657415587332479,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,offset,8,0.631578947368421,0.6831477711807304,0.6230245830599838,0.060123188120746685,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,union,8,0.631578947368421,0.6831477711807304,0.6565736153074057,0.02657415587332479,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,tau,9,0.48717948717948717,0.612489678210012,0.6433563581463512,-0.03086667993633918,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,offset,9,0.48717948717948717,0.612489678210012,0.6462859867786751,-0.033796308568663114,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,union,9,0.48717948717948717,0.612489678210012,0.6462859867786751,-0.033796308568663114,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,tau,9,0.48717948717948717,0.612489678210012,0.6396213488728979,-0.02713167066288591,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,offset,9,0.48717948717948717,0.612489678210012,0.650085813976798,-0.037596135766786,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,union,9,0.48717948717948717,0.612489678210012,0.650085813976798,-0.037596135766786,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,tau,10,0.5641025641025641,0.6833396972004419,0.6878593824514291,-0.0045196852509872265,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,offset,10,0.5641025641025641,0.6833396972004419,0.6786589739002059,0.004680723300235945,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,union,10,0.5641025641025641,0.6833396972004419,0.6878593824514291,-0.0045196852509872265,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,tau,10,0.5641025641025641,0.6833396972004419,0.6350909061773891,0.048248791023052795,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,offset,10,0.5641025641025641,0.6833396972004419,0.6377185425465627,0.04562115465387917,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,union,10,0.5641025641025641,0.6833396972004419,0.6377185425465627,0.04562115465387917,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,tau,11,0.5384615384615384,0.6405587536490397,0.6018811288906128,0.03867762475842684,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,offset,11,0.5384615384615384,0.6405587536490397,0.6382879578773752,0.0022707957716644467,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,union,11,0.5384615384615384,0.6405587536490397,0.6382879578773752,0.0022707957716644467,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,tau,11,0.5384615384615384,0.6405587536490397,0.65338556373389,-0.012826810084850315,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,offset,11,0.5384615384615384,0.6405587536490397,0.6475241228110847,-0.006965369162045043,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,union,11,0.5384615384615384,0.6405587536490397,0.65338556373389,-0.012826810084850315,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,tau,12,0.631578947368421,0.6465779131871436,0.6645943890272732,-0.018016475840129553,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,offset,12,0.631578947368421,0.6465779131871436,0.6508846665812251,-0.004306753394081486,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,union,12,0.631578947368421,0.6465779131871436,0.6645943890272732,-0.018016475840129553,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,tau,12,0.631578947368421,0.6465779131871436,0.6718768347200668,-0.025298921532923124,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,offset,12,0.631578947368421,0.6465779131871436,0.6555677287221959,-0.008989815535052292,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,dinov2,B0d,union,12,0.631578947368421,0.6465779131871436,0.6718768347200668,-0.025298921532923124,탐색적/exploratory
aptos2019,B3,w11_preds_panderm,panderm,B0,tau,13,0.5789473684210527,0.671303277783629,0.6631008295022098,0.008202448281419139,탐색적/exploratory
