dataset,family,frontier_base,axis,recall_level,n_folds_valid,n_folds,bacc_mean,bacc_ci_lo,bacc_ci_hi,bacc_min,bacc_max,exploratory
aptos2019,panderm,B0,tau,0.29,15,15,0.677511946122941,0.6482420554466429,0.706781836799239,0.6403001889052408,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.3,15,15,0.677511946122941,0.6482420554466429,0.706781836799239,0.6403001889052408,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.31,15,15,0.677511946122941,0.6482420554466429,0.706781836799239,0.6403001889052408,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.32,15,15,0.677511946122941,0.6482420554466429,0.706781836799239,0.6403001889052408,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.33,15,15,0.677511946122941,0.6482420554466429,0.706781836799239,0.6403001889052408,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.34,15,15,0.677511946122941,0.6482420554466429,0.706781836799239,0.6403001889052408,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.35,15,15,0.677511946122941,0.6482420554466429,0.706781836799239,0.6403001889052408,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.36,15,15,0.677511946122941,0.6482420554466429,0.706781836799239,0.6403001889052408,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.37,15,15,0.677511946122941,0.6482420554466429,0.706781836799239,0.6403001889052408,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.38,15,15,0.677511946122941,0.6482420554466429,0.706781836799239,0.6403001889052408,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.39,15,15,0.6767422856492474,0.6457734075601224,0.7077111637383725,0.6287552817998379,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.4,15,15,0.6767422856492474,0.6457734075601224,0.7077111637383725,0.6287552817998379,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.41,15,15,0.6767422856492474,0.6457734075601224,0.7077111637383725,0.6287552817998379,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.42,15,15,0.6767422856492474,0.6457734075601224,0.7077111637383725,0.6287552817998379,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.43,15,15,0.6767422856492474,0.6457734075601224,0.7077111637383725,0.6287552817998379,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.44,15,15,0.6765035441633207,0.645328829213004,0.7076782591136374,0.6287552817998379,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.45,15,15,0.6765035441633207,0.645328829213004,0.7076782591136374,0.6287552817998379,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.46,15,15,0.6765035441633207,0.645328829213004,0.7076782591136374,0.6287552817998379,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.47,15,15,0.6761361332459299,0.6443033735780446,0.7079688929138153,0.6287552817998379,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.48,15,15,0.6758902992622678,0.6441528210653272,0.7076277774592085,0.6287552817998379,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.49,15,15,0.6735600907575338,0.6365490304375645,0.710571151077503,0.6155498092905952,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.5,15,15,0.6735600907575338,0.6365490304375645,0.710571151077503,0.6155498092905952,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.51,15,15,0.6735600907575338,0.6365490304375645,0.710571151077503,0.6155498092905952,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.52,15,15,0.672648845397535,0.6332411023231065,0.7120565884719635,0.6018811288906128,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.53,15,15,0.672648845397535,0.6332411023231065,0.7120565884719635,0.6018811288906128,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.54,15,15,0.6721587762121733,0.6320092316311093,0.7123083207932374,0.6006631785946308,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.55,15,15,0.6721587762121733,0.6320092316311093,0.7123083207932374,0.6006631785946308,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.56,15,15,0.6708946498669446,0.630796985666489,0.7109923140674002,0.6006631785946308,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.57,15,15,0.6707657395930562,0.6304949693195553,0.7110365098665571,0.6006631785946308,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.58,15,15,0.6707657395930562,0.6304949693195553,0.7110365098665571,0.6006631785946308,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.59,15,15,0.6696166388622379,0.6291065816683595,0.7101266960561162,0.5975753172408415,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.6,15,15,0.6696166388622379,0.6291065816683595,0.7101266960561162,0.5975753172408415,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.61,15,15,0.6689999584699343,0.6282333409009626,0.709766576038906,0.5975753172408415,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.62,15,15,0.6676920576502284,0.6250147820157249,0.710369333284732,0.5954200754872617,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.63,15,15,0.6676920576502284,0.6250147820157249,0.710369333284732,0.5954200754872617,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.64,14,15,0.6679614455606594,0.6238022094746438,0.712120681646675,0.5954200754872617,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.65,12,15,0.6776962836245629,0.6427498461847699,0.7126427210643559,0.615664658819727,0.7247577084573188,탐색적/exploratory
aptos2019,panderm,B0,tau,0.66,12,15,0.6748389932387263,0.6437612403872044,0.7059167460902482,0.615664658819727,0.7050952272883819,탐색적/exploratory
aptos2019,panderm,B0,tau,0.67,11,15,0.6751974226650638,0.6446815464916666,0.7057132988384609,0.6354115459075785,0.7050952272883819,탐색적/exploratory
aptos2019,panderm,B0,tau,0.68,11,15,0.6751974226650638,0.6446815464916666,0.7057132988384609,0.6354115459075785,0.7050952272883819,탐색적/exploratory
aptos2019,panderm,B0,tau,0.69,11,15,0.6745487263737082,0.6440501140177469,0.7050473387296695,0.6354115459075785,0.7050952272883819,탐색적/exploratory
aptos2019,panderm,B0,tau,0.7,11,15,0.674323481658957,0.643309367153053,0.7053375961648609,0.6353882673118317,0.7050952272883819,탐색적/exploratory
aptos2019,panderm,B0,tau,0.71,11,15,0.674323481658957,0.643309367153053,0.7053375961648609,0.6353882673118317,0.7050952272883819,탐색적/exploratory
aptos2019,panderm,B0,tau,0.72,9,15,0.6746929610759118,0.6449736739151024,0.7044122482367212,0.6318508987485935,0.6945402271138221,탐색적/exploratory
aptos2019,panderm,B0,tau,0.73,9,15,0.6746929610759118,0.6449736739151024,0.7044122482367212,0.6318508987485935,0.6945402271138221,탐색적/exploratory
aptos2019,panderm,B0,tau,0.74,7,15,0.6688812330013674,0.6335301226492506,0.7042323433534842,0.6318508987485935,0.6939601574220101,탐색적/exploratory
aptos2019,panderm,B0,tau,0.75,5,15,0.6721648169739911,0.6371457809401501,0.7071838530078322,0.6469678211005971,0.6939601574220101,탐색적/exploratory
aptos2019,panderm,B0,tau,0.76,5,15,0.6721648169739911,0.6371457809401501,0.7071838530078322,0.6469678211005971,0.6939601574220101,탐색적/exploratory
aptos2019,panderm,B0,tau,0.77,4,15,0.6638099768852268,0.6334282468733264,0.6941917068971272,0.6469678211005971,0.6751332130253676,탐색적/exploratory
aptos2019,panderm,B0,tau,0.78,4,15,0.6638099768852268,0.6334282468733264,0.6941917068971272,0.6469678211005971,0.6751332130253676,탐색적/exploratory
aptos2019,panderm,B0,tau,0.79,3,15,0.662888685826899,0.6024999556869395,0.7232774159668585,0.6417581931901385,0.6751332130253676,탐색적/exploratory
aptos2019,panderm,B0,tau,0.8,2,15,0.6567664222276646,0.42321047682305163,0.8903223676322776,0.6417581931901385,0.6717746512651908,탐색적/exploratory
aptos2019,panderm,B0,tau,0.81,2,15,0.6567664222276646,0.42321047682305163,0.8903223676322776,0.6417581931901385,0.6717746512651908,탐색적/exploratory
aptos2019,panderm,B0,tau,0.82,1,15,0.6522971513698778,,,0.6522971513698778,0.6522971513698778,탐색적/exploratory
aptos2019,panderm,B0,tau,0.83,1,15,0.6522971513698778,,,0.6522971513698778,0.6522971513698778,탐색적/exploratory
aptos2019,panderm,B0,tau,0.84,1,15,0.6522971513698778,,,0.6522971513698778,0.6522971513698778,탐색적/exploratory
aptos2019,panderm,B0,tau,0.85,0,15,,,,,,탐색적/exploratory
aptos2019,panderm,B0,tau,0.86,0,15,,,,,,탐색적/exploratory
aptos2019,panderm,B0,tau,0.87,0,15,,,,,,탐색적/exploratory
aptos2019,panderm,B0,tau,0.88,0,15,,,,,,탐색적/exploratory
aptos2019,panderm,B0,tau,0.89,0,15,,,,,,탐색적/exploratory
aptos2019,panderm,B0,tau,0.9,0,15,,,,,,탐색적/exploratory
aptos2019,panderm,B0,tau,0.91,0,15,,,,,,탐색적/exploratory
aptos2019,panderm,B0,tau,0.92,0,15,,,,,,탐색적/exploratory
aptos2019,panderm,B0,tau,0.93,0,15,,,,,,탐색적/exploratory
aptos2019,panderm,B0,tau,0.94,0,15,,,,,,탐색적/exploratory
aptos2019,panderm,B0,tau,0.95,0,15,,,,,,탐색적/exploratory
aptos2019,panderm,B0,tau,0.96,0,15,,,,,,탐색적/exploratory
aptos2019,panderm,B0,tau,0.97,0,15,,,,,,탐색적/exploratory
aptos2019,panderm,B0,tau,0.98,0,15,,,,,,탐색적/exploratory
aptos2019,panderm,B0,tau,0.99,0,15,,,,,,탐색적/exploratory
aptos2019,panderm,B0,tau,1.0,0,15,,,,,,탐색적/exploratory
aptos2019,panderm,B0,offset,0.0,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.01,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.02,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.03,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.04,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.05,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.06,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.07,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.08,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.09,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.1,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.11,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.12,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.13,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.14,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.15,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.16,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.17,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.18,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.19,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.2,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.21,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.22,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.23,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.24,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.25,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.26,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.27,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.28,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.29,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.3,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.31,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.32,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.33,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.34,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.35,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.36,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.37,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.38,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.39,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.4,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.41,15,15,0.6677919954391639,0.6425845054614722,0.6929994854168556,0.6289810300409094,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.42,15,15,0.6675728787052699,0.6418238531642912,0.6933219042462486,0.6256942790324993,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.43,15,15,0.6675728787052699,0.6418238531642912,0.6933219042462486,0.6256942790324993,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.44,15,15,0.6675670652355267,0.6418032725051348,0.6933308579659185,0.62560707698635,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.45,15,15,0.6675670652355267,0.6418032725051348,0.6933308579659185,0.62560707698635,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.46,15,15,0.6675670652355267,0.6418032725051348,0.6933308579659185,0.62560707698635,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.47,15,15,0.6675670652355267,0.6418032725051348,0.6933308579659185,0.62560707698635,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.48,15,15,0.6675670652355267,0.6418032725051348,0.6933308579659185,0.62560707698635,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.49,15,15,0.6675670652355267,0.6418032725051348,0.6933308579659185,0.62560707698635,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.5,15,15,0.6675670652355267,0.6418032725051348,0.6933308579659185,0.62560707698635,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.51,15,15,0.6671733096601475,0.6415561711017191,0.6927904482185759,0.62560707698635,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.52,15,15,0.6671558679681296,0.6415270429600609,0.6927846929761984,0.62560707698635,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.53,15,15,0.667022804663969,0.6414139244441315,0.6926316848838066,0.62560707698635,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.54,15,15,0.6664686999574922,0.6397332752675374,0.6932041246474471,0.6198700039636964,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.55,15,15,0.6664686999574922,0.6397332752675374,0.6932041246474471,0.6198700039636964,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.56,15,15,0.6664686999574922,0.6397332752675374,0.6932041246474471,0.6198700039636964,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.57,15,15,0.6658778903893692,0.6385575314520731,0.6931982493266653,0.6198700039636964,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.58,15,15,0.6658778903893692,0.6385575314520731,0.6931982493266653,0.6198700039636964,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.59,15,15,0.6648201388088002,0.6377691932189405,0.6918710843986599,0.6198700039636964,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.6,15,15,0.6648201388088002,0.6377691932189405,0.6918710843986599,0.6198700039636964,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.61,15,15,0.6648201388088002,0.6377691932189405,0.6918710843986599,0.6198700039636964,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.62,15,15,0.6643273013750175,0.6374749470525211,0.6911796556975139,0.6198700039636964,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.63,15,15,0.6643273013750175,0.6374749470525211,0.6911796556975139,0.6198700039636964,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.64,15,15,0.6643273013750175,0.6374749470525211,0.6911796556975139,0.6198700039636964,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.65,15,15,0.6616069223705879,0.6327393443875494,0.6904745003536265,0.6143315587577132,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.66,15,15,0.6604798334618754,0.6318509037019512,0.6891087632217997,0.6143315587577132,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.67,15,15,0.658861017033541,0.628540537984671,0.6891814960824111,0.6075271495367185,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.68,15,15,0.658861017033541,0.628540537984671,0.6891814960824111,0.6075271495367185,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.69,15,15,0.6581225982353823,0.6280130125329363,0.6882321839378284,0.6075271495367185,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.7,15,15,0.6566312404324232,0.6254123980455133,0.687850082819333,0.6075271495367185,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.71,15,15,0.6566312404324232,0.6254123980455133,0.687850082819333,0.6075271495367185,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.72,15,15,0.652046397984526,0.6165206669304405,0.6875721290386115,0.6000408899041229,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.73,15,15,0.652046397984526,0.6165206669304405,0.6875721290386115,0.6000408899041229,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.74,15,15,0.652046397984526,0.6165206669304405,0.6875721290386115,0.6000408899041229,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.75,15,15,0.6509002957688055,0.6130904124299295,0.6887101791076815,0.586039638214529,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.76,15,15,0.6509002957688055,0.6130904124299295,0.6887101791076815,0.586039638214529,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.77,15,15,0.6440576466251852,0.6031617498085742,0.6849535434417962,0.586039638214529,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.78,15,15,0.6440576466251852,0.6031617498085742,0.6849535434417962,0.586039638214529,0.7073331573744739,탐색적/exploratory
aptos2019,panderm,B0,offset,0.79,15,15,0.6412834072559976,0.600289602020951,0.6822772124910442,0.586039638214529,0.7049156260349744,탐색적/exploratory
aptos2019,panderm,B0,offset,0.8,15,15,0.6381243322498131,0.5960778785600221,0.6801707859396041,0.586039638214529,0.7049156260349744,탐색적/exploratory
aptos2019,panderm,B0,offset,0.81,15,15,0.6381243322498131,0.5960778785600221,0.6801707859396041,0.586039638214529,0.7049156260349744,탐색적/exploratory
aptos2019,panderm,B0,offset,0.82,15,15,0.6347909751451145,0.5918363135670739,0.6777456367231551,0.586039638214529,0.7049156260349744,탐색적/exploratory
aptos2019,panderm,B0,offset,0.83,15,15,0.6317697116674855,0.5875097125541371,0.676029710780834,0.586039638214529,0.7049156260349744,탐색적/exploratory
