dataset,n_train,n_test,draw,bacc,mcc
oral_diseases,407,54,117,0.7823696145124716,0.7444556016696579
oral_diseases,407,54,118,0.7266439909297053,0.6592836064582392
oral_diseases,407,54,119,0.6975056689342403,0.6593865908719769
oral_diseases,407,54,120,0.7716553287981859,0.722267114389336
oral_diseases,407,54,121,0.7540249433106575,0.7242939986378681
oral_diseases,407,54,122,0.6612244897959184,0.6321156639655433
oral_diseases,407,54,123,0.7444444444444445,0.6995988216696829
oral_diseases,407,54,124,0.6976190476190477,0.6220804758406401
oral_diseases,407,54,125,0.7986394557823129,0.7713702532366925
oral_diseases,407,54,126,0.689795918367347,0.6351929792876752
oral_diseases,407,54,127,0.6758503401360544,0.6329955251595422
oral_diseases,407,54,128,0.6932539682539682,0.6364827125532818
oral_diseases,407,54,129,0.7716553287981859,0.7219569504101975
oral_diseases,407,54,130,0.7445011337868481,0.6771093074108409
oral_diseases,407,54,131,0.7351473922902495,0.6806471533016857
oral_diseases,407,54,132,0.5780612244897959,0.5216810579671268
oral_diseases,407,54,133,0.7621315192743764,0.7208580573888206
oral_diseases,407,54,134,0.7260204081632652,0.675706869553071
oral_diseases,407,54,135,0.6978458049886621,0.6583009571421793
oral_diseases,407,54,136,0.6986961451247165,0.6347546259050684
oral_diseases,407,54,137,0.7821995464852608,0.7418577198018155
oral_diseases,407,54,138,0.7836734693877551,0.7684903824604077
oral_diseases,407,54,139,0.7636054421768709,0.7230570328708352
oral_diseases,407,54,140,0.8684807256235827,0.8309859827768231
oral_diseases,407,54,141,0.6453514739229025,0.6121272578523798
oral_diseases,407,54,142,0.7841269841269841,0.7417538213998391
oral_diseases,407,54,143,0.748639455782313,0.702662416199882
oral_diseases,407,54,144,0.6048185941043085,0.5487655184231438
oral_diseases,407,54,145,0.7427437641723355,0.6958861279018945
oral_diseases,407,54,146,0.7355442176870748,0.7260130176314462
oral_diseases,407,54,147,0.7760204081632652,0.7406368676094698
oral_diseases,407,54,148,0.7554421768707483,0.7190196836154302
oral_diseases,407,54,149,0.7617346938775509,0.7203877203707962
oral_diseases,407,54,150,0.6972789115646257,0.6781862878593528
oral_diseases,407,54,151,0.7601473922902493,0.7215292334715951
oral_diseases,407,54,152,0.6106575963718821,0.5455779387280433
oral_diseases,407,54,153,0.7568027210884354,0.6981891913403333
oral_diseases,407,54,154,0.6749433106575964,0.6363595317318819
