epoch,train_loss,train_acc,bacc,per_class_recall,arm,dataset,fold,n_train,n_test
75,0.3046470284461975,0.9119453924914676,0.6871002381789273,"[0.9695290858725761, 0.7027027027027027, 0.625, 0.5789473684210527, 0.559322033898305]",B1,aptos2019,3,2930,732
100,0.2599336802959442,0.9296928327645051,0.6964274772448397,"[0.9750692520775623, 0.7162162162162162, 0.645, 0.5526315789473685, 0.5932203389830508]",B1,aptos2019,3,2930,732
125,0.2268306165933609,0.9430034129692833,0.7031301799475423,"[0.9750692520775623, 0.7297297297297297, 0.665, 0.5526315789473685, 0.5932203389830508]",B1,aptos2019,3,2930,732
150,0.20109432935714722,0.9508532423208191,0.7063868992707436,"[0.9778393351800554, 0.7432432432432432, 0.665, 0.5526315789473685, 0.5932203389830508]",B1,aptos2019,3,2930,732
175,0.18046018481254578,0.957679180887372,0.7036841965680409,"[0.9778393351800554, 0.7297297297297297, 0.665, 0.5526315789473685, 0.5932203389830508]",B1,aptos2019,3,2930,732
200,0.1635257452726364,0.962457337883959,0.6813626448646872,"[0.9778393351800554, 0.7027027027027027, 0.65, 0.5, 0.576271186440678]",B1,aptos2019,3,2930,732
25,0.5163446664810181,0.8511945392491468,0.6420895105045703,"[0.9667590027700831, 0.6351351351351351, 0.5025125628140703, 0.5128205128205128, 0.5932203389830508]",B1,aptos2019,4,2930,732
50,0.36981135606765747,0.8870307167235495,0.6616304003662647,"[0.9695290858725761, 0.6081081081081081, 0.6331658291457286, 0.48717948717948717, 0.6101694915254238]",B1,aptos2019,4,2930,732
75,0.30150359869003296,0.9102389078498293,0.6620457811558157,"[0.9750692520775623, 0.5945945945945946, 0.6432160804020101, 0.48717948717948717, 0.6101694915254238]",B1,aptos2019,4,2930,732
100,0.2569257318973541,0.926962457337884,0.6514146157678151,"[0.9750692520775623, 0.5945945945945946, 0.6582914572864321, 0.4358974358974359, 0.5932203389830508]",B1,aptos2019,4,2930,732
125,0.2238934189081192,0.9443686006825939,0.6514146157678151,"[0.9750692520775623, 0.5945945945945946, 0.6582914572864321, 0.4358974358974359, 0.5932203389830508]",B1,aptos2019,4,2930,732
150,0.19804121553897858,0.9542662116040955,0.6444556218772621,"[0.9778393351800554, 0.5945945945945946, 0.6633165829145728, 0.41025641025641024, 0.576271186440678]",B1,aptos2019,4,2930,732
175,0.1771729290485382,0.9610921501706484,0.6390095194292007,"[0.9778393351800554, 0.581081081081081, 0.6582914572864321, 0.38461538461538464, 0.5932203389830508]",B1,aptos2019,4,2930,732
200,0.159939706325531,0.9665529010238908,0.639772900608512,"[0.9750692520775623, 0.5675675675675675, 0.678391959798995, 0.38461538461538464, 0.5932203389830508]",B1,aptos2019,4,2930,732
25,0.5138511657714844,0.8429498122226016,0.6748649955000019,"[0.9833795013850416, 0.6486486486486487, 0.525, 0.6410256410256411, 0.576271186440678]",B1,aptos2019,5,2929,733
50,0.37285497784614563,0.8931375896210311,0.6646809311451313,"[0.9861495844875346, 0.7027027027027027, 0.605, 0.48717948717948717, 0.5423728813559322]",B1,aptos2019,5,2929,733
75,0.30480656027793884,0.9149880505291909,0.6500544783335525,"[0.9833795013850416, 0.6486486486486487, 0.58, 0.5128205128205128, 0.5254237288135594]",B1,aptos2019,5,2929,733
100,0.2604992687702179,0.9289860020484807,0.6515572481400923,"[0.9861495844875346, 0.6351351351351351, 0.59, 0.48717948717948717, 0.559322033898305]",B1,aptos2019,5,2929,733
125,0.22750858962535858,0.9375213383407306,0.6358954324782767,"[0.9861495844875346, 0.6081081081081081, 0.59, 0.4358974358974359, 0.559322033898305]",B1,aptos2019,5,2929,733
150,0.20154190063476562,0.9477637418914305,0.6320288527303412,"[0.9861495844875346, 0.6081081081081081, 0.605, 0.38461538461538464, 0.576271186440678]",B1,aptos2019,5,2929,733
175,0.18049584329128265,0.9573233185387504,0.6323829364546769,"[0.9916897506925207, 0.581081081081081, 0.62, 0.358974358974359, 0.6101694915254238]",B1,aptos2019,5,2929,733
200,0.16308169066905975,0.9617616934107204,0.6333829364546769,"[0.9916897506925207, 0.581081081081081, 0.625, 0.358974358974359, 0.6101694915254238]",B1,aptos2019,5,2929,733
25,0.5380404591560364,0.8354387162854217,0.6885168353226477,"[0.9806094182825484, 0.7027027027027027, 0.585, 0.5641025641025641, 0.6101694915254238]",B1,aptos2019,6,2929,733
50,0.38791513442993164,0.8842608398770911,0.7250508452125899,"[0.9806094182825484, 0.7432432432432432, 0.625, 0.6153846153846154, 0.6610169491525424]",B1,aptos2019,6,2929,733
75,0.31686699390411377,0.9057698873335609,0.7188100098531104,"[0.9806094182825484, 0.7702702702702703, 0.635, 0.5641025641025641, 0.6440677966101694]",B1,aptos2019,6,2929,733
100,0.270858496427536,0.9218163195629908,0.7134046044477051,"[0.9806094182825484, 0.7432432432432432, 0.635, 0.5641025641025641, 0.6440677966101694]",B1,aptos2019,6,2929,733
125,0.23672892153263092,0.9347900307272107,0.7166662298279745,"[0.9806094182825484, 0.7432432432432432, 0.66, 0.5384615384615384, 0.6610169491525424]",B1,aptos2019,6,2929,733
150,0.2099102884531021,0.9443496073745306,0.7044454914885921,"[0.9806094182825484, 0.7297297297297297, 0.655, 0.5128205128205128, 0.6440677966101694]",B1,aptos2019,6,2929,733
175,0.18814769387245178,0.9508364629566405,0.7017427887858894,"[0.9806094182825484, 0.7162162162162162, 0.655, 0.5128205128205128, 0.6440677966101694]",B1,aptos2019,6,2929,733
200,0.1701127588748932,0.9573233185387504,0.7017784607029173,"[0.9806094182825484, 0.7027027027027027, 0.66, 0.5384615384615384, 0.6271186440677966]",B1,aptos2019,6,2929,733
25,0.5140794515609741,0.8406143344709898,0.6637539181512138,"[0.9861495844875346, 0.7297297297297297, 0.54, 0.6052631578947368, 0.4576271186440678]",B1,aptos2019,7,2930,732
50,0.36364415287971497,0.8887372013651877,0.682404815351057,"[0.9722991689750693, 0.7837837837837838, 0.61, 0.6052631578947368, 0.4406779661016949]",B1,aptos2019,7,2930,732
75,0.2945745587348938,0.9116040955631399,0.6782405543719221,"[0.9750692520775623, 0.7432432432432432, 0.61, 0.6052631578947368, 0.4576271186440678]",B1,aptos2019,7,2930,732
100,0.25022780895233154,0.9252559726962457,0.6739489444371833,"[0.9806094182825484, 0.7432432432432432, 0.645, 0.5263157894736842, 0.4745762711864407]",B1,aptos2019,7,2930,732
125,0.21715018153190613,0.9378839590443686,0.6732462417344807,"[0.9806094182825484, 0.7297297297297297, 0.655, 0.5263157894736842, 0.4745762711864407]",B1,aptos2019,7,2930,732
150,0.19129878282546997,0.9488054607508533,0.6801965274349894,"[0.9806094182825484, 0.7162162162162162, 0.66, 0.5526315789473685, 0.4915254237288136]",B1,aptos2019,7,2930,732
175,0.17056851089000702,0.956655290102389,0.6821965274349894,"[0.9806094182825484, 0.7162162162162162, 0.67, 0.5526315789473685, 0.4915254237288136]",B1,aptos2019,7,2930,732
200,0.15359987318515778,0.9621160409556314,0.6726985888184067,"[0.9806094182825484, 0.6756756756756757, 0.68, 0.5526315789473685, 0.4745762711864407]",B1,aptos2019,7,2930,732
25,0.5322359204292297,0.837542662116041,0.6803570323692395,"[0.9667590027700831, 0.7567567567567568, 0.54, 0.5789473684210527, 0.559322033898305]",B1,aptos2019,8,2930,732
50,0.3857268989086151,0.8863481228668942,0.6758712945538617,"[0.96398891966759, 0.7297297297297297, 0.6, 0.5263157894736842, 0.559322033898305]",B1,aptos2019,8,2930,732
75,0.31660154461860657,0.9116040955631399,0.6746289421023446,"[0.9667590027700831, 0.7162162162162162, 0.58, 0.5, 0.6101694915254238]",B1,aptos2019,8,2930,732
100,0.2708068788051605,0.9235494880546075,0.6801124389801323,"[0.9667590027700831, 0.7162162162162162, 0.615, 0.5263157894736842, 0.576271186440678]",B1,aptos2019,8,2930,732
125,0.23620623350143433,0.9358361774744027,0.6706236366889449,"[0.9695290858725761, 0.7162162162162162, 0.625, 0.5, 0.5423728813559322]",B1,aptos2019,8,2930,732
150,0.2088264673948288,0.9460750853242321,0.6630423760536912,"[0.9667590027700831, 0.7432432432432432, 0.64, 0.47368421052631576, 0.4915254237288136]",B1,aptos2019,8,2930,732
175,0.18656741082668304,0.956655290102389,0.6511326683272783,"[0.96398891966759, 0.7297297297297297, 0.64, 0.4473684210526316, 0.4745762711864407]",B1,aptos2019,8,2930,732
200,0.16809336841106415,0.9604095563139932,0.6370742745186616,"[0.96398891966759, 0.7027027027027027, 0.64, 0.42105263157894735, 0.4576271186440678]",B1,aptos2019,8,2930,732
25,0.4999843239784241,0.8501706484641638,0.6678833262078376,"[0.961218836565097, 0.6621621621621622, 0.5678391959798995, 0.48717948717948717, 0.6610169491525424]",B1,aptos2019,9,2930,732
50,0.36215516924858093,0.8928327645051195,0.6466755633906237,"[0.9584487534626038, 0.6351351351351351, 0.6532663316582915, 0.41025641025641024, 0.576271186440678]",B1,aptos2019,9,2930,732
75,0.29387757182121277,0.9180887372013652,0.6343273248637433,"[0.961218836565097, 0.6081081081081081, 0.6331658291457286, 0.358974358974359, 0.6101694915254238]",B1,aptos2019,9,2930,732
100,0.24954275786876678,0.9300341296928327,0.616875417482236,"[0.96398891966759, 0.5675675675675675, 0.6432160804020101, 0.3333333333333333, 0.576271186440678]",B1,aptos2019,9,2930,732
125,0.21709318459033966,0.9402730375426621,0.6127522374796589,"[0.96398891966759, 0.5675675675675675, 0.6482412060301508, 0.3076923076923077, 0.576271186440678]",B1,aptos2019,9,2930,732
150,0.19185929000377655,0.9488054607508533,0.6125729046060548,"[0.9667590027700831, 0.5675675675675675, 0.6532663316582915, 0.28205128205128205, 0.5932203389830508]",B1,aptos2019,9,2930,732
175,0.17161870002746582,0.9573378839590444,0.6016293665438729,"[0.9667590027700831, 0.581081081081081, 0.6532663316582915, 0.23076923076923078, 0.576271186440678]",B1,aptos2019,9,2930,732
200,0.15499252080917358,0.9634812286689419,0.6073471446234601,"[0.9667590027700831, 0.5945945945945946, 0.6683417085427136, 0.23076923076923078, 0.576271186440678]",B1,aptos2019,9,2930,732
25,0.5299860835075378,0.8402185046090817,0.6568143513971957,"[0.9861495844875346, 0.7027027027027027, 0.6, 0.4358974358974359, 0.559322033898305]",B1,aptos2019,10,2929,733
50,0.38144853711128235,0.8815295322635712,0.6873010030403336,"[0.9778393351800554, 0.6756756756756757, 0.66, 0.5128205128205128, 0.6101694915254238]",B1,aptos2019,10,2929,733
75,0.3104509115219116,0.9081597814953909,0.6853165030701535,"[0.9833795013850416, 0.6621621621621622, 0.675, 0.5128205128205128, 0.5932203389830508]",B1,aptos2019,10,2929,733
100,0.26441624760627747,0.9211334926596108,0.6957628109388756,"[0.9861495844875346, 0.6351351351351351, 0.675, 0.5384615384615384, 0.6440677966101694]",B1,aptos2019,10,2929,733
125,0.23011131584644318,0.9371799248890407,0.6855420725994932,"[0.9861495844875346, 0.6216216216216216, 0.68, 0.5128205128205128, 0.6271186440677966]",B1,aptos2019,10,2929,733
150,0.20328445732593536,0.9477637418914305,0.6844138674712881,"[0.9861495844875346, 0.6216216216216216, 0.7, 0.48717948717948717, 0.6271186440677966]",B1,aptos2019,10,2929,733
175,0.18168330192565918,0.9566404916353705,0.6821727230450175,"[0.9833795013850416, 0.6351351351351351, 0.695, 0.48717948717948717, 0.6101694915254238]",B1,aptos2019,10,2929,733
200,0.1639111489057541,0.9614202799590303,0.6824855952392458,"[0.9833795013850416, 0.6486486486486487, 0.7, 0.48717948717948717, 0.5932203389830508]",B1,aptos2019,10,2929,733
25,0.5058743953704834,0.8494366678047115,0.6265245816120975,"[0.9584487534626038, 0.6756756756756757, 0.545, 0.5128205128205128, 0.4406779661016949]",B1,aptos2019,11,2929,733
50,0.3589992821216583,0.891771935814271,0.6338275528342667,"[0.9501385041551247, 0.7567567567567568, 0.62, 0.38461538461538464, 0.4576271186440678]",B1,aptos2019,11,2929,733
75,0.29059433937072754,0.9119153294639809,0.6299200111783332,"[0.9556786703601108, 0.7297297297297297, 0.605, 0.38461538461538464, 0.4745762711864407]",B1,aptos2019,11,2929,733
100,0.24701857566833496,0.9272789347900308,0.6304023000308742,"[0.961218836565097, 0.7027027027027027, 0.595, 0.38461538461538464, 0.5084745762711864]",B1,aptos2019,11,2929,733
125,0.21494252979755402,0.9392284055991806,0.6124732445085982,"[0.961218836565097, 0.6621621621621622, 0.605, 0.41025641025641024, 0.423728813559322]",B1,aptos2019,11,2929,733
150,0.18988260626792908,0.9515192898600204,0.6123245584263943,"[0.96398891966759, 0.6486486486486487, 0.615, 0.41025641025641024, 0.423728813559322]",B1,aptos2019,11,2929,733
175,0.1696774661540985,0.9576647319904404,0.6123245584263943,"[0.96398891966759, 0.6486486486486487, 0.615, 0.41025641025641024, 0.423728813559322]",B1,aptos2019,11,2929,733
200,0.15303269028663635,0.9648344144759303,0.6170272611290969,"[0.96398891966759, 0.6621621621621622, 0.625, 0.41025641025641024, 0.423728813559322]",B1,aptos2019,11,2929,733
25,0.5040538311004639,0.8457337883959044,0.6608720609900478,"[0.9750692520775623, 0.7972972972972973, 0.565, 0.5263157894736842, 0.4406779661016949]",B1,aptos2019,12,2930,732
50,0.36107686161994934,0.8870307167235495,0.6504082617760256,"[0.9750692520775623, 0.7432432432432432, 0.61, 0.5, 0.423728813559322]",B1,aptos2019,12,2930,732
75,0.29523903131484985,0.9081911262798635,0.650566009316514,"[0.9806094182825484, 0.7567567567567568, 0.635, 0.47368421052631576, 0.4067796610169492]",B1,aptos2019,12,2930,732
100,0.25238245725631714,0.9204778156996587,0.642906582341767,"[0.9833795013850416, 0.7702702702702703, 0.65, 0.42105263157894735, 0.3898305084745763]",B1,aptos2019,12,2930,732
125,0.22003956139087677,0.9348122866894198,0.6386434244470303,"[0.9833795013850416, 0.7702702702702703, 0.655, 0.39473684210526316, 0.3898305084745763]",B1,aptos2019,12,2930,732
150,0.19439853727817535,0.9460750853242321,0.6433305522528021,"[0.9833795013850416, 0.7567567567567568, 0.675, 0.39473684210526316, 0.4067796610169492]",B1,aptos2019,12,2930,732
175,0.17358945310115814,0.9522184300341296,0.6417700970607679,"[0.9833795013850416, 0.7702702702702703, 0.68, 0.3684210526315789, 0.4067796610169492]",B1,aptos2019,12,2930,732
200,0.15640504658222198,0.9600682593856655,0.633974861146888,"[0.9833795013850416, 0.7432432432432432, 0.685, 0.3684210526315789, 0.3898305084745763]",B1,aptos2019,12,2930,732
25,0.5248878598213196,0.8409556313993174,0.6519299954445267,"[0.9778393351800554, 0.7027027027027027, 0.58, 0.47368421052631576, 0.5254237288135594]",B1,aptos2019,13,2930,732
50,0.38375383615493774,0.883617747440273,0.6751647761663724,"[0.9778393351800554, 0.7432432432432432, 0.665, 0.4473684210526316, 0.5423728813559322]",B1,aptos2019,13,2930,732
75,0.31637442111968994,0.9085324232081912,0.6757032178899403,"[0.9806094182825484, 0.7162162162162162, 0.675, 0.4473684210526316, 0.559322033898305]",B1,aptos2019,13,2930,732
100,0.2715596556663513,0.9228668941979522,0.6718860433747048,"[0.9778393351800554, 0.7162162162162162, 0.685, 0.42105263157894735, 0.559322033898305]",B1,aptos2019,13,2930,732
125,0.23796194791793823,0.9334470989761092,0.671183340672002,"[0.9778393351800554, 0.7027027027027027, 0.695, 0.42105263157894735, 0.559322033898305]",B1,aptos2019,13,2930,732
150,0.21134606003761292,0.9436860068259386,0.6712394935430288,"[0.9750692520775623, 0.7027027027027027, 0.715, 0.42105263157894735, 0.5423728813559322]",B1,aptos2019,13,2930,732
175,0.18969717621803284,0.9522184300341296,0.6746854769225303,"[0.9722991689750693, 0.7027027027027027, 0.735, 0.42105263157894735, 0.5423728813559322]",B1,aptos2019,13,2930,732
200,0.17173363268375397,0.9587030716723549,0.6739827742198277,"[0.9722991689750693, 0.6891891891891891, 0.745, 0.42105263157894735, 0.5423728813559322]",B1,aptos2019,13,2930,732
25,0.5382398366928101,0.8358361774744028,0.69877165447682,"[0.9722991689750693, 0.6621621621621622, 0.5577889447236181, 0.5897435897435898, 0.711864406779661]",B1,aptos2019,14,2930,732
50,0.38722389936447144,0.8918088737201365,0.709216440360399,"[0.9667590027700831, 0.7297297297297297, 0.6331658291457286, 0.5384615384615384, 0.6779661016949152]",B1,aptos2019,14,2930,732
75,0.31518667936325073,0.9122866894197952,0.6909193737803664,"[0.9750692520775623, 0.6756756756756757, 0.6130653266331658, 0.5128205128205128, 0.6779661016949152]",B1,aptos2019,14,2930,732
100,0.26835396885871887,0.9283276450511946,0.6909901025082312,"[0.9722991689750693, 0.6486486486486487, 0.6432160804020101, 0.5128205128205128, 0.6779661016949152]",B1,aptos2019,14,2930,732
125,0.23374038934707642,0.9395904436860069,0.6932362720601298,"[0.9750692520775623, 0.6351351351351351, 0.6482412060301508, 0.5128205128205128, 0.6949152542372882]",B1,aptos2019,14,2930,732
150,0.20669680833816528,0.948122866894198,0.680877397409846,"[0.9778393351800554, 0.6351351351351351, 0.6432160804020101, 0.48717948717948717, 0.6610169491525424]",B1,aptos2019,14,2930,732
175,0.18490132689476013,0.9549488054607509,0.6744724915244871,"[0.9778393351800554, 0.6351351351351351, 0.628140703517588, 0.48717948717948717, 0.6440677966101694]",B1,aptos2019,14,2930,732
200,0.16693224012851715,0.9604095563139932,0.6691026424499651,"[0.9750692520775623, 0.6216216216216216, 0.6432160804020101, 0.46153846153846156, 0.6440677966101694]",B1,aptos2019,14,2930,732
25,1.2022250890731812,0.4786616592693752,0.527947566309696,"[0.4155124653739612, 0.581081081081081, 0.375, 0.6410256410256411, 0.6271186440677966]",B3,aptos2019,0,2929,733
50,0.9501660466194153,0.6206896551724138,0.6106421244728677,"[0.6066481994459834, 0.6621621621621622, 0.405, 0.7692307692307693, 0.6101694915254238]",B3,aptos2019,0,2929,733
75,0.831767201423645,0.7268692386480027,0.6477251667729155,"[0.7922437673130194, 0.6621621621621622, 0.49, 0.717948717948718, 0.576271186440678]",B3,aptos2019,0,2929,733
100,0.7485871911048889,0.7852509388869922,0.6677553432943357,"[0.8642659279778393, 0.6891891891891891, 0.525, 0.717948717948718, 0.5423728813559322]",B3,aptos2019,0,2929,733
125,0.6838149428367615,0.8193922840559918,0.6850857644890229,"[0.9002770083102493, 0.6891891891891891, 0.55, 0.7435897435897436, 0.5423728813559322]",B3,aptos2019,0,2929,733
150,0.6313192844390869,0.8426083987709115,0.6914977255658039,"[0.9279778393351801, 0.6891891891891891, 0.58, 0.717948717948718, 0.5423728813559322]",B3,aptos2019,0,2929,733
175,0.5876539945602417,0.8593376579037214,0.6941396035400917,"[0.9418282548476454, 0.6891891891891891, 0.605, 0.6923076923076923, 0.5423728813559322]",B3,aptos2019,0,2929,733
200,0.550578773021698,0.8685558210993514,0.6945449340783865,"[0.9473684210526315, 0.6756756756756757, 0.615, 0.6923076923076923, 0.5423728813559322]",B3,aptos2019,0,2929,733
25,1.1851460933685303,0.5274837828610447,0.5258168419568955,"[0.5263157894736842, 0.6621621621621622, 0.335, 0.46153846153846156, 0.6440677966101694]",B3,aptos2019,1,2929,733
50,0.9405823945999146,0.6282007511095937,0.5941089266682018,"[0.6786703601108033, 0.7432432432432432, 0.4, 0.5384615384615384, 0.6101694915254238]",B3,aptos2019,1,2929,733
75,0.8218815326690674,0.7347217480368726,0.6248407577527724,"[0.8282548476454293, 0.7162162162162162, 0.465, 0.5384615384615384, 0.576271186440678]",B3,aptos2019,1,2929,733
100,0.7371736764907837,0.798907476954592,0.6540453318566846,"[0.8975069252077562, 0.7297297297297297, 0.52, 0.5128205128205128, 0.6101694915254238]",B3,aptos2019,1,2929,733
125,0.6710376143455505,0.8327074086719016,0.6714164058925786,"[0.925207756232687, 0.7432432432432432, 0.54, 0.5384615384615384, 0.6101694915254238]",B3,aptos2019,1,2929,733
150,0.6175089478492737,0.8521679754182315,0.6690371693568558,"[0.9335180055401662, 0.7432432432432432, 0.545, 0.5641025641025641, 0.559322033898305]",B3,aptos2019,1,2929,733
175,0.5731918215751648,0.8688972345510413,0.6769965165156487,"[0.9418282548476454, 0.7297297297297297, 0.59, 0.5641025641025641, 0.559322033898305]",B3,aptos2019,1,2929,733
200,0.5357892513275146,0.8822123591669512,0.6695709392230355,"[0.9473684210526315, 0.7027027027027027, 0.6, 0.5384615384615384, 0.559322033898305]",B3,aptos2019,1,2929,733
25,1.1965829133987427,0.43617747440273036,0.5181700917312448,"[0.3739612188365651, 0.6216216216216216, 0.395, 0.6578947368421053, 0.5423728813559322]",B3,aptos2019,2,2930,732
50,0.9524338841438293,0.636518771331058,0.6192724997874536,"[0.6592797783933518, 0.7027027027027027, 0.44, 0.6842105263157895, 0.6101694915254238]",B3,aptos2019,2,2930,732
75,0.8328946828842163,0.7276450511945393,0.646262098334778,"[0.7867036011080333, 0.7567567567567568, 0.48, 0.631578947368421, 0.576271186440678]",B3,aptos2019,2,2930,732
100,0.7484358549118042,0.7798634812286689,0.6775826767656901,"[0.8587257617728532, 0.7567567567567568, 0.495, 0.6842105263157895, 0.5932203389830508]",B3,aptos2019,2,2930,732
125,0.6822495460510254,0.8174061433447098,0.6873389094526706,"[0.8975069252077562, 0.7567567567567568, 0.505, 0.6842105263157895, 0.5932203389830508]",B3,aptos2019,2,2930,732
150,0.6284369826316833,0.841296928327645,0.6877865424464795,"[0.925207756232687, 0.7432432432432432, 0.51, 0.6842105263157895, 0.576271186440678]",B3,aptos2019,2,2930,732
175,0.5836849212646484,0.8590443686006826,0.6775324460100272,"[0.9335180055401662, 0.7432432432432432, 0.52, 0.631578947368421, 0.559322033898305]",B3,aptos2019,2,2930,732
200,0.5457719564437866,0.8703071672354948,0.6723366685150806,"[0.9473684210526315, 0.7297297297297297, 0.52, 0.6052631578947368, 0.559322033898305]",B3,aptos2019,2,2930,732
25,1.1994353532791138,0.5102389078498294,0.5607996264258059,"[0.46814404432132967, 0.6756756756756757, 0.36, 0.6052631578947368, 0.6949152542372882]",B3,aptos2019,3,2930,732
50,0.9431761503219604,0.6061433447098976,0.600610746856533,"[0.5290858725761773, 0.7702702702702703, 0.445, 0.631578947368421, 0.6271186440677966]",B3,aptos2019,3,2930,732
75,0.8236942291259766,0.7341296928327645,0.6311678406421821,"[0.7091412742382271, 0.7162162162162162, 0.47, 0.6842105263157895, 0.576271186440678]",B3,aptos2019,3,2930,732
100,0.7396970987319946,0.79419795221843,0.654348352860114,"[0.8088642659279779, 0.7432432432432432, 0.51, 0.6842105263157895, 0.5254237288135594]",B3,aptos2019,3,2930,732
125,0.6738110780715942,0.8218430034129692,0.649701803028438,"[0.8587257617728532, 0.7297297297297297, 0.52, 0.631578947368421, 0.5084745762711864]",B3,aptos2019,3,2930,732
150,0.6203258037567139,0.8481228668941979,0.6566815140413901,"[0.8864265927977839, 0.7432432432432432, 0.54, 0.6052631578947368, 0.5084745762711864]",B3,aptos2019,3,2930,732
175,0.5759583115577698,0.8648464163822526,0.6619649609231749,"[0.9113573407202216, 0.7297297297297297, 0.555, 0.6052631578947368, 0.5084745762711864]",B3,aptos2019,3,2930,732
200,0.5384833216667175,0.8761092150170648,0.6642890606461667,"[0.9279778393351801, 0.7297297297297297, 0.55, 0.6052631578947368, 0.5084745762711864]",B3,aptos2019,3,2930,732
25,1.1823488473892212,0.5085324232081911,0.5253693182411849,"[0.4930747922437673, 0.5405405405405406, 0.4020100502512563, 0.5641025641025641, 0.6271186440677966]",B3,aptos2019,4,2930,732
50,0.9396258592605591,0.6095563139931741,0.5740711619440207,"[0.5844875346260388, 0.5540540540540541, 0.4723618090452261, 0.6153846153846154, 0.6440677966101694]",B3,aptos2019,4,2930,732
75,0.8233368396759033,0.7273037542662116,0.6283787821531708,"[0.7700831024930748, 0.5540540540540541, 0.5326633165829145, 0.6410256410256411, 0.6440677966101694]",B3,aptos2019,4,2930,732
100,0.7404919862747192,0.7812286689419795,0.6411422096007519,"[0.8614958448753463, 0.5540540540540541, 0.5728643216080402, 0.6410256410256411, 0.576271186440678]",B3,aptos2019,4,2930,732
125,0.6756009459495544,0.8174061433447098,0.660914769809235,"[0.9113573407202216, 0.581081081081081, 0.5778894472361809, 0.6410256410256411, 0.5932203389830508]",B3,aptos2019,4,2930,732
150,0.62288498878479,0.8447098976109215,0.6654180868196861,"[0.9224376731301939, 0.6081081081081081, 0.5879396984924623, 0.6153846153846154, 0.5932203389830508]",B3,aptos2019,4,2930,732
175,0.5790311694145203,0.8617747440273038,0.652075345755234,"[0.9390581717451524, 0.581081081081081, 0.5829145728643216, 0.5641025641025641, 0.5932203389830508]",B3,aptos2019,4,2930,732
200,0.5418319702148438,0.8747440273037542,0.6442905882279614,"[0.9445983379501385, 0.581081081081081, 0.5979899497487438, 0.5384615384615384, 0.559322033898305]",B3,aptos2019,4,2930,732
25,1.189244031906128,0.4820757937862752,0.541323621269769,"[0.43490304709141275, 0.6216216216216216, 0.365, 0.6410256410256411, 0.6440677966101694]",B3,aptos2019,5,2929,733
50,0.9391362071037292,0.6094230112666439,0.5928861259855673,"[0.5761772853185596, 0.6351351351351351, 0.425, 0.717948717948718, 0.6101694915254238]",B3,aptos2019,5,2929,733
75,0.8196490406990051,0.7319904404233527,0.643723517158608,"[0.7617728531855956, 0.6756756756756757, 0.47, 0.717948717948718, 0.5932203389830508]",B3,aptos2019,5,2929,733
100,0.7354041337966919,0.7896893137589621,0.6564926269886596,"[0.8476454293628809, 0.6486486486486487, 0.475, 0.717948717948718, 0.5932203389830508]",B3,aptos2019,5,2929,733
125,0.6694974899291992,0.8221235916695118,0.6478027860065984,"[0.8919667590027701, 0.6486486486486487, 0.515, 0.6410256410256411, 0.5423728813559322]",B3,aptos2019,5,2929,733
150,0.6159538626670837,0.8463639467395015,0.6518972778988743,"[0.925207756232687, 0.6621621621621622, 0.54, 0.5897435897435898, 0.5423728813559322]",B3,aptos2019,5,2929,733
175,0.571425199508667,0.8620689655172413,0.6478364531704595,"[0.9390581717451524, 0.6486486486486487, 0.545, 0.5641025641025641, 0.5423728813559322]",B3,aptos2019,5,2929,733
200,0.5336908102035522,0.8774325708432912,0.6482167057644779,"[0.9529085872576177, 0.6486486486486487, 0.55, 0.5641025641025641, 0.5254237288135594]",B3,aptos2019,5,2929,733
25,1.220219373703003,0.5128030044383749,0.5114453091199886,"[0.5069252077562327, 0.5540540540540541, 0.365, 0.48717948717948717, 0.6440677966101694]",B3,aptos2019,6,2929,733
50,0.9641942381858826,0.597814953909184,0.629217639537279,"[0.6121883656509696, 0.7162162162162162, 0.49, 0.6666666666666666, 0.6610169491525424]",B3,aptos2019,6,2929,733
75,0.8419918417930603,0.7214066234209627,0.6729112506851838,"[0.7977839335180056, 0.7297297297297297, 0.535, 0.6410256410256411, 0.6610169491525424]",B3,aptos2019,6,2929,733
100,0.7560991048812866,0.7828610447251622,0.6846806695820264,"[0.8864265927977839, 0.7162162162162162, 0.57, 0.5897435897435898, 0.6610169491525424]",B3,aptos2019,6,2929,733
125,0.6889230012893677,0.8125640150221919,0.7030266656736444,"[0.9224376731301939, 0.7432432432432432, 0.59, 0.6153846153846154, 0.6440677966101694]",B3,aptos2019,6,2929,733
150,0.6344724297523499,0.8368043700921817,0.7080940460734347,"[0.9362880886426593, 0.7297297297297297, 0.615, 0.6153846153846154, 0.6440677966101694]",B3,aptos2019,6,2929,733
175,0.5893185138702393,0.8538750426766815,0.6997920769187496,"[0.9473684210526315, 0.7297297297297297, 0.605, 0.5897435897435898, 0.6271186440677966]",B3,aptos2019,6,2929,733
200,0.551150918006897,0.8671901672925914,0.6986790627535734,"[0.9501385041551247, 0.7027027027027027, 0.615, 0.6153846153846154, 0.6101694915254238]",B3,aptos2019,6,2929,733
25,1.1811425685882568,0.49965870307167237,0.5366515570455661,"[0.4404432132963989, 0.6486486486486487, 0.36, 0.6578947368421053, 0.576271186440678]",B3,aptos2019,7,2930,732
