epoch,train_loss,train_acc,bacc,per_class_recall,arm,dataset,fold,n_train,n_test
50,0.9325630068778992,0.6184300341296929,0.6050586894702581,"[0.5124653739612188, 0.7972972972972973, 0.41, 0.7631578947368421, 0.5423728813559322]",B3,aptos2019,7,2930,732
75,0.8141613006591797,0.7293515358361775,0.6270691036122746,"[0.7257617728531855, 0.7162162162162162, 0.465, 0.7368421052631579, 0.4915254237288136]",B3,aptos2019,7,2930,732
100,0.7311463356018066,0.7849829351535836,0.6452526803060162,"[0.8199445983379502, 0.7162162162162162, 0.505, 0.7105263157894737, 0.4745762711864407]",B3,aptos2019,7,2930,732
125,0.6663781404495239,0.8180887372013652,0.6516126439129867,"[0.8614958448753463, 0.7297297297297297, 0.525, 0.6842105263157895, 0.4576271186440678]",B3,aptos2019,7,2930,732
150,0.6139140725135803,0.8416382252559726,0.6592699048172544,"[0.9030470914127424, 0.7297297297297297, 0.565, 0.6578947368421053, 0.4406779661016949]",B3,aptos2019,7,2930,732
175,0.5703365802764893,0.8552901023890785,0.6599864579354696,"[0.9307479224376731, 0.7432432432432432, 0.58, 0.6052631578947368, 0.4406779661016949]",B3,aptos2019,7,2930,732
200,0.5334019660949707,0.8699658703071672,0.6610944911764669,"[0.9362880886426593, 0.7432432432432432, 0.58, 0.6052631578947368, 0.4406779661016949]",B3,aptos2019,7,2930,732
25,1.1998190879821777,0.49419795221843005,0.5105441125899832,"[0.518005540166205, 0.5945945945945946, 0.375, 0.42105263157894735, 0.6440677966101694]",B3,aptos2019,8,2930,732
50,0.9533971548080444,0.620136518771331,0.6048460541860232,"[0.6426592797783933, 0.6891891891891891, 0.46, 0.6052631578947368, 0.6271186440677966]",B3,aptos2019,8,2930,732
75,0.8353240489959717,0.7351535836177474,0.6552015232284729,"[0.8116343490304709, 0.6756756756756757, 0.53, 0.631578947368421, 0.6271186440677966]",B3,aptos2019,8,2930,732
100,0.7514792680740356,0.7853242320819113,0.6803028958344701,"[0.8836565096952909, 0.6621621621621622, 0.535, 0.7105263157894737, 0.6101694915254238]",B3,aptos2019,8,2930,732
125,0.6857123970985413,0.8215017064846416,0.6928542895682199,"[0.9279778393351801, 0.6486486486486487, 0.55, 0.7105263157894737, 0.6271186440677966]",B3,aptos2019,8,2930,732
150,0.6320874691009521,0.8440273037542663,0.6865254008880001,"[0.9445983379501385, 0.6486486486486487, 0.545, 0.6842105263157895, 0.6101694915254238]",B3,aptos2019,8,2930,732
175,0.5872716903686523,0.8627986348122867,0.684964945695966,"[0.9445983379501385, 0.6621621621621622, 0.55, 0.6578947368421053, 0.6101694915254238]",B3,aptos2019,8,2930,732
200,0.5491091012954712,0.8754266211604096,0.6831477711807304,"[0.9418282548476454, 0.6621621621621622, 0.57, 0.631578947368421, 0.6101694915254238]",B3,aptos2019,8,2930,732
25,1.174501895904541,0.46075085324232085,0.4953515889364907,"[0.3545706371191136, 0.581081081081081, 0.36683417085427134, 0.5641025641025641, 0.6101694915254238]",B3,aptos2019,9,2930,732
50,0.9302389621734619,0.6436860068259386,0.5911702209077861,"[0.6703601108033241, 0.6891891891891891, 0.4472361809045226, 0.5897435897435898, 0.559322033898305]",B3,aptos2019,9,2930,732
75,0.8139086961746216,0.7457337883959044,0.6020121372153612,"[0.7894736842105263, 0.6486486486486487, 0.4824120603015075, 0.5641025641025641, 0.5254237288135594]",B3,aptos2019,9,2930,732
100,0.7309608459472656,0.7976109215017065,0.6159031783857872,"[0.8642659279778393, 0.6351351351351351, 0.507537688442211, 0.5641025641025641, 0.5084745762711864]",B3,aptos2019,9,2930,732
125,0.6660642623901367,0.8324232081911263,0.6289562123324342,"[0.9030470914127424, 0.6351351351351351, 0.542713567839196, 0.5384615384615384, 0.5254237288135594]",B3,aptos2019,9,2930,732
150,0.6134369969367981,0.8546075085324232,0.6273313684161292,"[0.9224376731301939, 0.6351351351351351, 0.5577889447236181, 0.5128205128205128, 0.5084745762711864]",B3,aptos2019,9,2930,732
175,0.5698069334030151,0.8716723549488055,0.6219098022416459,"[0.9224376731301939, 0.6081081081081081, 0.5829145728643216, 0.5384615384615384, 0.4576271186440678]",B3,aptos2019,9,2930,732
200,0.5329470038414001,0.8784982935153584,0.612489678210012,"[0.9335180055401662, 0.6081081081081081, 0.592964824120603, 0.48717948717948717, 0.4406779661016949]",B3,aptos2019,9,2930,732
25,1.2099577188491821,0.5203141003755548,0.5491445960473614,"[0.5263157894736842, 0.6351351351351351, 0.41, 0.5641025641025641, 0.6101694915254238]",B3,aptos2019,10,2929,733
50,0.9544624090194702,0.6039603960396039,0.6027216902514334,"[0.5623268698060941, 0.7027027027027027, 0.48, 0.6923076923076923, 0.576271186440678]",B3,aptos2019,10,2929,733
75,0.8352850675582886,0.7278934790030728,0.6555752898774166,"[0.7562326869806094, 0.7567567567567568, 0.505, 0.6666666666666666, 0.5932203389830508]",B3,aptos2019,10,2929,733
100,0.7506169676780701,0.7862751792420621,0.6691488141794728,"[0.8282548476454293, 0.7432432432432432, 0.54, 0.6410256410256411, 0.5932203389830508]",B3,aptos2019,10,2929,733
125,0.6842606663703918,0.8197336975076818,0.677161691322544,"[0.8753462603878116, 0.7162162162162162, 0.56, 0.6410256410256411, 0.5932203389830508]",B3,aptos2019,10,2929,733
150,0.6304615139961243,0.8354387162854217,0.6890916880360047,"[0.9030470914127424, 0.7162162162162162, 0.575, 0.6410256410256411, 0.6101694915254238]",B3,aptos2019,10,2929,733
175,0.585813581943512,0.8521679754182315,0.6811187246613793,"[0.9279778393351801, 0.7027027027027027, 0.575, 0.5897435897435898, 0.6101694915254238]",B3,aptos2019,10,2929,733
200,0.5480511784553528,0.8651416865824514,0.6833396972004419,"[0.9362880886426593, 0.6891891891891891, 0.6, 0.5641025641025641, 0.6271186440677966]",B3,aptos2019,10,2929,733
25,1.1814671754837036,0.5179242062137248,0.49428679550121873,"[0.5124653739612188, 0.6081081081081081, 0.33, 0.46153846153846156, 0.559322033898305]",B3,aptos2019,11,2929,733
50,0.9317061305046082,0.5991806077159441,0.5926255775398926,"[0.5734072022160664, 0.7567567567567568, 0.45, 0.5897435897435898, 0.5932203389830508]",B3,aptos2019,11,2929,733
75,0.8130742907524109,0.7241379310344828,0.6261542941526509,"[0.7534626038781164, 0.7432432432432432, 0.485, 0.5897435897435898, 0.559322033898305]",B3,aptos2019,11,2929,733
100,0.7293523550033569,0.7917377944691021,0.6424054432131338,"[0.8337950138504155, 0.7567567567567568, 0.515, 0.5641025641025641, 0.5423728813559322]",B3,aptos2019,11,2929,733
125,0.663728654384613,0.8251963127347217,0.6426997931344614,"[0.8698060941828255, 0.7567567567567568, 0.54, 0.5384615384615384, 0.5084745762711864]",B3,aptos2019,11,2929,733
150,0.6103516221046448,0.8490952543530215,0.6385888125174947,"[0.9002770083102493, 0.7702702702702703, 0.535, 0.5128205128205128, 0.4745762711864407]",B3,aptos2019,11,2929,733
175,0.5659945011138916,0.8658245134858313,0.6460972702397183,"[0.9141274238227147, 0.7702702702702703, 0.55, 0.5384615384615384, 0.4576271186440678]",B3,aptos2019,11,2929,733
200,0.5284909605979919,0.8750426766814613,0.6405587536490397,"[0.9168975069252078, 0.7567567567567568, 0.55, 0.5384615384615384, 0.4406779661016949]",B3,aptos2019,11,2929,733
25,1.172709584236145,0.4948805460750853,0.5488515220229855,"[0.44321329639889195, 0.7432432432432432, 0.395, 0.5526315789473685, 0.6101694915254238]",B3,aptos2019,12,2930,732
50,0.9260579943656921,0.625938566552901,0.568885232525826,"[0.590027700831025, 0.7432432432432432, 0.405, 0.631578947368421, 0.4745762711864407]",B3,aptos2019,12,2930,732
75,0.8062371015548706,0.730716723549488,0.6240449989404401,"[0.7673130193905817, 0.7567567567567568, 0.49, 0.631578947368421, 0.4745762711864407]",B3,aptos2019,12,2930,732
100,0.7238771915435791,0.7890784982935154,0.624570798273742,"[0.8421052631578947, 0.7567567567567568, 0.495, 0.6052631578947368, 0.423728813559322]",B3,aptos2019,12,2930,732
125,0.6597098708152771,0.8225255972696246,0.6362863781195157,"[0.889196675900277, 0.7432432432432432, 0.52, 0.6052631578947368, 0.423728813559322]",B3,aptos2019,12,2930,732
150,0.6076810956001282,0.8481228668941979,0.6370719612518287,"[0.9085872576177285, 0.7297297297297297, 0.535, 0.6052631578947368, 0.4067796610169492]",B3,aptos2019,12,2930,732
175,0.564429521560669,0.8641638225255973,0.6465105327873533,"[0.9279778393351801, 0.7162162162162162, 0.55, 0.631578947368421, 0.4067796610169492]",B3,aptos2019,12,2930,732
200,0.5277594923973083,0.8744027303754266,0.6465779131871436,"[0.9418282548476454, 0.7027027027027027, 0.55, 0.631578947368421, 0.4067796610169492]",B3,aptos2019,12,2930,732
25,1.1984944343566895,0.4610921501706485,0.530757865805145,"[0.42105263157894735, 0.6216216216216216, 0.36, 0.6578947368421053, 0.5932203389830508]",B3,aptos2019,13,2930,732
50,0.9535067081451416,0.6221843003412969,0.5847577934759023,"[0.631578947368421, 0.6756756756756757, 0.435, 0.6052631578947368, 0.576271186440678]",B3,aptos2019,13,2930,732
75,0.8374441862106323,0.7286689419795221,0.610292197451219,"[0.7645429362880887, 0.6486486486486487, 0.5, 0.5789473684210527, 0.559322033898305]",B3,aptos2019,13,2930,732
100,0.7540299296379089,0.784641638225256,0.6267463438836743,"[0.8365650969529086, 0.6621621621621622, 0.54, 0.5526315789473685, 0.5423728813559322]",B3,aptos2019,13,2930,732
125,0.6883972883224487,0.8177474402730376,0.6493197510858904,"[0.8781163434903048, 0.6621621621621622, 0.585, 0.5789473684210527, 0.5423728813559322]",B3,aptos2019,13,2930,732
150,0.6349724531173706,0.8385665529010239,0.6515154537137259,"[0.9224376731301939, 0.6351351351351351, 0.605, 0.5526315789473685, 0.5423728813559322]",B3,aptos2019,13,2930,732
175,0.5905001163482666,0.8535836177474403,0.6634861032683934,"[0.9418282548476454, 0.6486486486486487, 0.615, 0.5526315789473685, 0.559322033898305]",B3,aptos2019,13,2930,732
200,0.5527690649032593,0.8679180887372013,0.671303277783629,"[0.9445983379501385, 0.6486486486486487, 0.625, 0.5789473684210527, 0.559322033898305]",B3,aptos2019,13,2930,732
25,1.198341727256775,0.4757679180887372,0.513791827022448,"[0.43490304709141275, 0.527027027027027, 0.38190954773869346, 0.5641025641025641, 0.6610169491525424]",B3,aptos2019,14,2930,732
50,0.9525718688964844,0.6197952218430034,0.626467389262349,"[0.6648199445983379, 0.6486486486486487, 0.457286432160804, 0.6666666666666666, 0.6949152542372882]",B3,aptos2019,14,2930,732
75,0.8340088725090027,0.7341296928327645,0.6588095750406907,"[0.8310249307479224, 0.6351351351351351, 0.5175879396984925, 0.6153846153846154, 0.6949152542372882]",B3,aptos2019,14,2930,732
100,0.7490023970603943,0.79419795221843,0.6697617942077717,"[0.9030470914127424, 0.6216216216216216, 0.5477386934673367, 0.6153846153846154, 0.6610169491525424]",B3,aptos2019,14,2930,732
125,0.6824716925621033,0.8235494880546075,0.675824081579654,"[0.9224376731301939, 0.6486486486486487, 0.5829145728643216, 0.5641025641025641, 0.6610169491525424]",B3,aptos2019,14,2930,732
150,0.6284970045089722,0.8450511945392492,0.6763479237455533,"[0.9390581717451524, 0.6621621621621622, 0.5979899497487438, 0.5384615384615384, 0.6440677966101694]",B3,aptos2019,14,2930,732
175,0.5836625099182129,0.863481228668942,0.6782922432113266,"[0.9556786703601108, 0.6621621621621622, 0.6080402010050251, 0.5384615384615384, 0.6271186440677966]",B3,aptos2019,14,2930,732
200,0.5456809401512146,0.8795221843003413,0.6643687307845462,"[0.961218836565097, 0.6351351351351351, 0.628140703517588, 0.48717948717948717, 0.6101694915254238]",B3,aptos2019,14,2930,732
25,1.2948205471038818,0.6213724820757938,0.5651500729295462,"[0.7146814404432132, 0.5135135135135135, 0.475, 0.46153846153846156, 0.6610169491525424]",B3n,aptos2019,0,2929,733
50,1.00334894657135,0.7941276886309321,0.660890792897366,"[0.9861495844875346, 0.5540540540540541, 0.54, 0.46153846153846156, 0.7627118644067796]",B3n,aptos2019,0,2929,733
75,0.8541141748428345,0.8347558893820417,0.6713262557396085,"[0.9861495844875346, 0.5540540540540541, 0.6, 0.5384615384615384, 0.6779661016949152]",B3n,aptos2019,0,2929,733
100,0.7481544017791748,0.8528508023216115,0.6618442010867478,"[0.9889196675900277, 0.5540540540540541, 0.635, 0.48717948717948717, 0.6440677966101694]",B3n,aptos2019,0,2929,733
125,0.6667134165763855,0.8627517924206214,0.6929470940709965,"[0.9889196675900277, 0.5945945945945946, 0.69, 0.5641025641025641, 0.6271186440677966]",B3n,aptos2019,0,2929,733
150,0.6023245453834534,0.8787982246500512,0.6838905418436381,"[0.9916897506925207, 0.581081081081081, 0.715, 0.5384615384615384, 0.5932203389830508]",B3n,aptos2019,0,2929,733
175,0.5503929853439331,0.8890406282007511,0.6865568642061903,"[0.9889196675900277, 0.581081081081081, 0.765, 0.5384615384615384, 0.559322033898305]",B3n,aptos2019,0,2929,733
200,0.5077787637710571,0.894844656879481,0.6861670336977158,"[0.9889196675900277, 0.581081081081081, 0.78, 0.5384615384615384, 0.5423728813559322]",B3n,aptos2019,0,2929,733
25,1.2806915044784546,0.6329805394332537,0.5615363988047682,"[0.7202216066481995, 0.6216216216216216, 0.395, 0.358974358974359, 0.711864406779661]",B3n,aptos2019,1,2929,733
50,0.9934096336364746,0.7951519289860021,0.5936169775506365,"[0.961218836565097, 0.5405405405405406, 0.515, 0.2564102564102564, 0.6949152542372882]",B3n,aptos2019,1,2929,733
75,0.8447027206420898,0.8327074086719016,0.6582803583613012,"[0.9722991689750693, 0.6621621621621622, 0.62, 0.358974358974359, 0.6779661016949152]",B3n,aptos2019,1,2929,733
100,0.7383552193641663,0.8538750426766815,0.6604289695763943,"[0.9750692520775623, 0.6351351351351351, 0.655, 0.358974358974359, 0.6779661016949152]",B3n,aptos2019,1,2929,733
125,0.6562204360961914,0.8733356094230112,0.6716440934355861,"[0.9750692520775623, 0.6351351351351351, 0.685, 0.4358974358974359, 0.6271186440677966]",B3n,aptos2019,1,2929,733
150,0.5911274552345276,0.8859679071355412,0.6681260577989063,"[0.9750692520775623, 0.6351351351351351, 0.71, 0.41025641025641024, 0.6101694915254238]",B3n,aptos2019,1,2929,733
175,0.5385929942131042,0.8955274837828611,0.6711572075927679,"[0.9750692520775623, 0.6891891891891891, 0.705, 0.41025641025641024, 0.576271186440678]",B3n,aptos2019,1,2929,733
200,0.4955165386199951,0.9047456469784909,0.6738955822124985,"[0.9750692520775623, 0.6891891891891891, 0.71, 0.4358974358974359, 0.559322033898305]",B3n,aptos2019,1,2929,733
25,1.2947717905044556,0.6208191126279864,0.5530684069674632,"[0.7728531855955678, 0.5, 0.48, 0.3684210526315789, 0.6440677966101694]",B3n,aptos2019,2,2930,732
50,1.0035035610198975,0.7918088737201365,0.6032231496720439,"[0.9695290858725761, 0.5135135135135135, 0.575, 0.2631578947368421, 0.6949152542372882]",B3n,aptos2019,2,2930,732
75,0.8547843098640442,0.8327645051194539,0.6429626172019243,"[0.9750692520775623, 0.6216216216216216, 0.615, 0.34210526315789475, 0.6610169491525424]",B3n,aptos2019,2,2930,732
100,0.7483611702919006,0.857679180887372,0.6741601940453998,"[0.9806094182825484, 0.7027027027027027, 0.675, 0.3684210526315789, 0.6440677966101694]",B3n,aptos2019,2,2930,732
125,0.6662461757659912,0.8706484641638226,0.6738265164079522,"[0.9778393351800554, 0.7027027027027027, 0.71, 0.3684210526315789, 0.6101694915254238]",B3n,aptos2019,2,2930,732
150,0.6010889410972595,0.8832764505119454,0.6782319218133576,"[0.9778393351800554, 0.7297297297297297, 0.705, 0.3684210526315789, 0.6101694915254238]",B3n,aptos2019,2,2930,732
175,0.5483895540237427,0.8924914675767918,0.6756998437942144,"[0.9778393351800554, 0.7027027027027027, 0.71, 0.39473684210526316, 0.5932203389830508]",B3n,aptos2019,2,2930,732
200,0.5050669312477112,0.8976109215017065,0.6839630016889513,"[0.9778393351800554, 0.7027027027027027, 0.725, 0.42105263157894735, 0.5932203389830508]",B3n,aptos2019,2,2930,732
25,1.2877370119094849,0.6180887372013651,0.5568292687259774,"[0.6537396121883656, 0.5405405405405406, 0.44, 0.42105263157894735, 0.7288135593220338]",B3n,aptos2019,3,2930,732
50,0.9893296360969543,0.7965870307167235,0.6427329820077836,"[0.9529085872576177, 0.6216216216216216, 0.57, 0.2894736842105263, 0.7796610169491526]",B3n,aptos2019,3,2930,732
75,0.8409003019332886,0.836518771331058,0.6600085754565307,"[0.96398891966759, 0.6351351351351351, 0.63, 0.34210526315789475, 0.7288135593220338]",B3n,aptos2019,3,2930,732
100,0.7358278632164001,0.8569965870307167,0.6709007769683388,"[0.9722991689750693, 0.6351351351351351, 0.665, 0.42105263157894735, 0.6610169491525424]",B3n,aptos2019,3,2930,732
125,0.6549564599990845,0.869283276450512,0.6726815711434238,"[0.9722991689750693, 0.6216216216216216, 0.695, 0.4473684210526316, 0.6271186440677966]",B3n,aptos2019,3,2930,732
150,0.5908913612365723,0.8815699658703071,0.6674681275481783,"[0.9722991689750693, 0.6351351351351351, 0.725, 0.39473684210526316, 0.6101694915254238]",B3n,aptos2019,3,2930,732
175,0.5391589999198914,0.8924914675767918,0.6745981742576419,"[0.9750692520775623, 0.6486486486486487, 0.735, 0.42105263157894735, 0.5932203389830508]",B3n,aptos2019,3,2930,732
200,0.49669426679611206,0.9,0.6767843738381322,"[0.9750692520775623, 0.6621621621621622, 0.74, 0.4473684210526316, 0.559322033898305]",B3n,aptos2019,3,2930,732
25,1.2822226285934448,0.6293515358361774,0.4896615792581371,"[0.7313019390581718, 0.28378378378378377, 0.507537688442211, 0.23076923076923078, 0.6949152542372882]",B3n,aptos2019,4,2930,732
50,0.9978762865066528,0.7976109215017065,0.58524052230162,"[0.9722991689750693, 0.35135135135135137, 0.5577889447236181, 0.28205128205128205, 0.7627118644067796]",B3n,aptos2019,4,2930,732
75,0.8499151468276978,0.8368600682593856,0.6187209718238259,"[0.9833795013850416, 0.3783783783783784, 0.678391959798995, 0.3076923076923077, 0.7457627118644068]",B3n,aptos2019,4,2930,732
100,0.7448819279670715,0.8580204778156997,0.6154128479498698,"[0.9861495844875346, 0.40540540540540543, 0.7085427135678392, 0.28205128205128205, 0.6949152542372882]",B3n,aptos2019,4,2930,732
125,0.6637652516365051,0.8726962457337883,0.6328537352740721,"[0.9861495844875346, 0.4189189189189189, 0.7135678391959799, 0.38461538461538464, 0.6610169491525424]",B3n,aptos2019,4,2930,732
150,0.5993532538414001,0.8873720136518771,0.6239609445058023,"[0.9861495844875346, 0.4189189189189189, 0.7286432160804021, 0.358974358974359, 0.6271186440677966]",B3n,aptos2019,4,2930,732
175,0.5472376942634583,0.8938566552901024,0.6223094886170581,"[0.9861495844875346, 0.4189189189189189, 0.7286432160804021, 0.38461538461538464, 0.5932203389830508]",B3n,aptos2019,4,2930,732
200,0.5043996572494507,0.9010238907849829,0.6301810934906221,"[0.9861495844875346, 0.4189189189189189, 0.7336683417085427, 0.4358974358974359, 0.576271186440678]",B3n,aptos2019,4,2930,732
25,1.2868797779083252,0.6268350973028337,0.5548645464274837,"[0.7423822714681441, 0.5, 0.495, 0.358974358974359, 0.6779661016949152]",B3n,aptos2019,5,2929,733
50,0.9952738881111145,0.800614544213042,0.6289973204341954,"[0.9722991689750693, 0.5405405405405406, 0.57, 0.3333333333333333, 0.7288135593220338]",B3n,aptos2019,5,2929,733
75,0.846570611000061,0.8330488221235917,0.6548851629947456,"[0.9833795013850416, 0.581081081081081, 0.63, 0.4358974358974359, 0.6440677966101694]",B3n,aptos2019,5,2929,733
100,0.7403432130813599,0.8538750426766815,0.6481411738948244,"[0.9833795013850416, 0.5675675675675675, 0.635, 0.46153846153846156, 0.5932203389830508]",B3n,aptos2019,5,2929,733
125,0.6583611965179443,0.8692386480027313,0.6554540460890526,"[0.9833795013850416, 0.581081081081081, 0.675, 0.46153846153846156, 0.576271186440678]",B3n,aptos2019,5,2929,733
150,0.5932853817939758,0.8808467053601912,0.6586387131550754,"[0.9833795013850416, 0.5945945945945946, 0.72, 0.4358974358974359, 0.559322033898305]",B3n,aptos2019,5,2929,733
175,0.5406607985496521,0.8897234551041311,0.6538078053241676,"[0.9833795013850416, 0.581081081081081, 0.735, 0.41025641025641024, 0.559322033898305]",B3n,aptos2019,5,2929,733
200,0.49740397930145264,0.8979173779446911,0.6580645246473689,"[0.9861495844875346, 0.5945945945945946, 0.74, 0.41025641025641024, 0.559322033898305]",B3n,aptos2019,5,2929,733
25,1.2954727411270142,0.6275179242062138,0.5313027334759811,"[0.7063711911357341, 0.40540540540540543, 0.44, 0.358974358974359, 0.7457627118644068]",B3n,aptos2019,6,2929,733
50,1.0107576847076416,0.7886650734038921,0.6519308980796374,"[0.9722991689750693, 0.5135135135135135, 0.61, 0.3333333333333333, 0.8305084745762712]",B3n,aptos2019,6,2929,733
75,0.8613237142562866,0.8303175145100717,0.6583472065245858,"[0.9833795013850416, 0.5540540540540541, 0.65, 0.3076923076923077, 0.7966101694915254]",B3n,aptos2019,6,2929,733
100,0.7549114227294922,0.8569477637418914,0.6732293611694523,"[0.9833795013850416, 0.581081081081081, 0.68, 0.358974358974359, 0.7627118644067796]",B3n,aptos2019,6,2929,733
125,0.6728087067604065,0.8678729941959713,0.6767833777899508,"[0.9861495844875346, 0.581081081081081, 0.695, 0.358974358974359, 0.7627118644067796]",B3n,aptos2019,6,2929,733
150,0.6077432036399841,0.8832365995220212,0.6852601270294119,"[0.9861495844875346, 0.581081081081081, 0.72, 0.41025641025641024, 0.7288135593220338]",B3n,aptos2019,6,2929,733
175,0.5551775693893433,0.8900648685558211,0.6841675938182347,"[0.9861495844875346, 0.5675675675675675, 0.745, 0.41025641025641024, 0.711864406779661]",B3n,aptos2019,6,2929,733
200,0.5119960904121399,0.896210310686241,0.6864804660124627,"[0.9861495844875346, 0.581081081081081, 0.76, 0.41025641025641024, 0.6949152542372882]",B3n,aptos2019,6,2929,733
25,1.2891287803649902,0.6187713310580205,0.5585944880041316,"[0.6537396121883656, 0.5, 0.48, 0.4473684210526316, 0.711864406779661]",B3n,aptos2019,7,2930,732
50,0.9902582168579102,0.8020477815699659,0.6191903629532157,"[0.96398891966759, 0.44594594594594594, 0.525, 0.5, 0.6610169491525424]",B3n,aptos2019,7,2930,732
75,0.8417304754257202,0.8344709897610921,0.6713223587454302,"[0.9750692520775623, 0.6081081081081081, 0.62, 0.5263157894736842, 0.6271186440677966]",B3n,aptos2019,7,2930,732
100,0.7361418008804321,0.8539249146757679,0.6767929784801469,"[0.9806094182825484, 0.6351351351351351, 0.675, 0.5, 0.5932203389830508]",B3n,aptos2019,7,2930,732
125,0.6550482511520386,0.8675767918088737,0.6853690085691119,"[0.9806094182825484, 0.6486486486486487, 0.695, 0.5263157894736842, 0.576271186440678]",B3n,aptos2019,7,2930,732
150,0.5908693075180054,0.884641638225256,0.6747876730667473,"[0.9833795013850416, 0.6351351351351351, 0.73, 0.5, 0.5254237288135594]",B3n,aptos2019,7,2930,732
175,0.5390574336051941,0.8918088737201365,0.6861653027740168,"[0.9861495844875346, 0.6216216216216216, 0.745, 0.5526315789473685, 0.5254237288135594]",B3n,aptos2019,7,2930,732
200,0.4965282082557678,0.8996587030716724,0.6903515023545073,"[0.9861495844875346, 0.6351351351351351, 0.76, 0.5789473684210527, 0.4915254237288136]",B3n,aptos2019,7,2930,732
25,1.2864609956741333,0.6389078498293516,0.511468122472442,"[0.7728531855955678, 0.44594594594594594, 0.405, 0.2894736842105263, 0.6440677966101694]",B3n,aptos2019,8,2930,732
50,1.0032846927642822,0.7856655290102389,0.6131691628714963,"[0.9806094182825484, 0.5, 0.55, 0.2894736842105263, 0.7457627118644068]",B3n,aptos2019,8,2930,732
75,0.8521219491958618,0.8341296928327645,0.6455373643985316,"[0.9861495844875346, 0.5675675675675675, 0.62, 0.34210526315789475, 0.711864406779661]",B3n,aptos2019,8,2930,732
100,0.7460087537765503,0.8522184300341297,0.653723563979022,"[0.9861495844875346, 0.581081081081081, 0.655, 0.3684210526315789, 0.6779661016949152]",B3n,aptos2019,8,2930,732
125,0.6642376184463501,0.8679180887372013,0.6675563133911883,"[0.9889196675900277, 0.6081081081081081, 0.685, 0.39473684210526316, 0.6610169491525424]",B3n,aptos2019,8,2930,732
150,0.5994315147399902,0.8795221843003413,0.6830826291806619,"[0.9889196675900277, 0.6081081081081081, 0.71, 0.4473684210526316, 0.6610169491525424]",B3n,aptos2019,8,2930,732
175,0.5470701456069946,0.8911262798634813,0.6810056708664155,"[0.9889196675900277, 0.6216216216216216, 0.72, 0.4473684210526316, 0.6271186440677966]",B3n,aptos2019,8,2930,732
200,0.5040486454963684,0.8982935153583618,0.6820056708664155,"[0.9889196675900277, 0.6216216216216216, 0.725, 0.4473684210526316, 0.6271186440677966]",B3n,aptos2019,8,2930,732
25,1.280348539352417,0.620136518771331,0.5596154320430426,"[0.7479224376731302, 0.5540540540540541, 0.44221105527638194, 0.358974358974359, 0.6949152542372882]",B3n,aptos2019,9,2930,732
50,0.9845226407051086,0.7982935153583618,0.597345134509901,"[0.9584487534626038, 0.5405405405405406, 0.5025125628140703, 0.2564102564102564, 0.7288135593220338]",B3n,aptos2019,9,2930,732
75,0.8381937742233276,0.8382252559726963,0.6185837311827138,"[0.96398891966759, 0.5540540540540541, 0.6231155778894473, 0.3076923076923077, 0.6440677966101694]",B3n,aptos2019,9,2930,732
100,0.7334375977516174,0.8617747440273038,0.6353781163591046,"[0.9695290858725761, 0.5675675675675675, 0.6532663316582915, 0.41025641025641024, 0.576271186440678]",B3n,aptos2019,9,2930,732
125,0.6524398326873779,0.8778156996587031,0.6406855829762181,"[0.9722991689750693, 0.5675675675675675, 0.6683417085427136, 0.4358974358974359, 0.559322033898305]",B3n,aptos2019,9,2930,732
150,0.5881407260894775,0.8870307167235495,0.6241005202079883,"[0.9695290858725761, 0.5675675675675675, 0.6733668341708543, 0.38461538461538464, 0.5254237288135594]",B3n,aptos2019,9,2930,732
175,0.5361396670341492,0.8931740614334471,0.6212647063200125,"[0.9722991689750693, 0.5675675675675675, 0.6733668341708543, 0.38461538461538464, 0.5084745762711864]",B3n,aptos2019,9,2930,732
200,0.4934047758579254,0.8996587030716724,0.6214439678089209,"[0.9750692520775623, 0.5675675675675675, 0.6884422110552764, 0.38461538461538464, 0.4915254237288136]",B3n,aptos2019,9,2930,732
25,1.299837589263916,0.6169341072038238,0.5678318967535362,"[0.7008310249307479, 0.5405405405405406, 0.51, 0.358974358974359, 0.7288135593220338]",B3n,aptos2019,10,2929,733
50,1.0077719688415527,0.7869580061454421,0.6362844076926428,"[0.961218836565097, 0.581081081081081, 0.62, 0.2564102564102564, 0.7627118644067796]",B3n,aptos2019,10,2929,733
75,0.8588005304336548,0.8286104472516217,0.676557883127722,"[0.9778393351800554, 0.6621621621621622, 0.655, 0.358974358974359, 0.7288135593220338]",B3n,aptos2019,10,2929,733
100,0.7520873546600342,0.8497780812564015,0.6834970583993073,"[0.9916897506925207, 0.6486486486486487, 0.715, 0.3333333333333333, 0.7288135593220338]",B3n,aptos2019,10,2929,733
125,0.66973477602005,0.8665073403892113,0.6919893825356993,"[0.9916897506925207, 0.6756756756756757, 0.73, 0.38461538461538464, 0.6779661016949152]",B3n,aptos2019,10,2929,733
150,0.6044315099716187,0.8808467053601912,0.6950406293496579,"[0.9916897506925207, 0.6891891891891891, 0.74, 0.41025641025641024, 0.6440677966101694]",B3n,aptos2019,10,2929,733
175,0.5516862869262695,0.8921133492659611,0.6965222846461872,"[0.9889196675900277, 0.6756756756756757, 0.755, 0.4358974358974359, 0.6271186440677966]",B3n,aptos2019,10,2929,733
