dataset,arm,target_prior,target_prior_source,target_assumed,method,source_prior,class_names,bacc,bacc_weighted,acc,acc_weighted,em_prior_l1_err,em_min_prior,em_degenerate,changed_vs_raw,changed_vs_argmax_p,rec_0,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,recw_0,recw_1,recw_2,recw_3,recw_4,recw_5,recw_6,n_folds,bacc_sd,exploratory
aptos2019,B1,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,argmax_p,none,no_dr|mild|moderate|severe|proliferative,0.6554548011915636,0.6554548011915637,0.7960137121443677,0.8073614336468151,,,,0.0,0.0,0.9758079409048938,0.664864864864865,0.6656633165829146,0.4285650022492128,0.5423728813559322,,,0.9758079409048938,0.664864864864865,0.6656633165829146,0.42856500224921273,0.5423728813559323,,,15,0.026699528822883723,탐색적/exploratory
aptos2019,B1,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,em,train,no_dr|mild|moderate|severe|proliferative,0.659885642272037,0.659885642272037,0.7935571807354064,0.8023250137422526,0.23543777171312819,0.06761930577375115,0.0,0.013743330922898386,0.013743330922898386,0.9759926131117267,0.664864864864865,0.6473132328308208,0.456455240665767,0.5548022598870056,,,0.9759926131117267,0.6648648648648648,0.6473132328308208,0.456455240665767,0.5548022598870056,,,15,0.02867148994198105,탐색적/exploratory
aptos2019,B1,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,em,uniform,no_dr|mild|moderate|severe|proliferative,0.6093586236437752,0.6093586236437752,0.8201329715195929,0.8632217224544095,0.047541142889075724,0.028496251539087525,0.0,0.10822691387292287,0.10822691387292287,0.9852262234533703,0.49819819819819816,0.8588626465661642,0.245748987854251,0.45875706214689266,,,0.9852262234533702,0.49819819819819827,0.8588626465661641,0.245748987854251,0.45875706214689266,,,15,0.021590787931974578,탐색적/exploratory
aptos2019,B1,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,oracle,train,no_dr|mild|moderate|severe|proliferative,0.6399601365581787,0.6399601365581787,0.8106687838734447,0.8374348021447646,,,,0.0509723744275217,0.0509723744275217,0.9796860572483842,0.5864864864864864,0.7590938023450586,0.3231219073324336,0.5514124293785311,,,0.9796860572483841,0.5864864864864866,0.7590938023450585,0.3231219073324336,0.5514124293785312,,,15,0.029187558834513763,탐색적/exploratory
aptos2019,B1,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,oracle,uniform,no_dr|mild|moderate|severe|proliferative,0.6071115174355766,0.6071115174355765,0.821498594741276,0.866786743482035,,,,0.11578188794210979,0.11578188794210979,0.985595567867036,0.4828828828828829,0.8682060301507537,0.22316689158794423,0.47570621468926555,,,0.9855955678670358,0.48288288288288295,0.8682060301507537,0.22316689158794423,0.47570621468926555,,,15,0.02198239175745884,탐색적/exploratory
aptos2019,B1,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,raw,none,no_dr|mild|moderate|severe|proliferative,0.6554548011915636,0.6554548011915637,0.7960137121443677,0.8073614336468151,,,,0.0,0.0,0.9758079409048938,0.664864864864865,0.6656633165829146,0.4285650022492128,0.5423728813559322,,,0.9758079409048938,0.664864864864865,0.6656633165829146,0.42856500224921273,0.5423728813559323,,,15,0.026699528822883723,탐색적/exploratory
aptos2019,B1,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,argmax_p,none,no_dr|mild|moderate|severe|proliferative,0.6554548011915636,0.6554548011915636,0.7960137121443677,0.7090551487070116,,,,0.0,0.0,0.9758079409048938,0.664864864864865,0.6656633165829146,0.4285650022492128,0.5423728813559322,,,0.9758079409048939,0.6648648648648648,0.6656633165829146,0.4285650022492128,0.5423728813559323,,,15,0.026699528822883723,탐색적/exploratory
aptos2019,B1,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,em,train,no_dr|mild|moderate|severe|proliferative,0.6615092796536064,0.6615092796536064,0.7789040969939143,0.7021269157673596,0.18607806578487257,0.0886454605814548,0.0,0.04942447759413742,0.04942447759413742,0.972668513388735,0.6576576576576577,0.5859380234505862,0.5274403958614485,0.5638418079096045,,,0.9726685133887351,0.6576576576576575,0.5859380234505862,0.5274403958614485,0.5638418079096046,,,15,0.029788035534005775,탐색적/exploratory
aptos2019,B1,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,em,uniform,no_dr|mild|moderate|severe|proliferative,0.6263316578604023,0.6263316578604023,0.8166754883615752,0.7339424439295936,0.16892842671657646,0.05320245979631285,0.0,0.08720133592765714,0.08720133592765714,0.9833795013850415,0.4882882882882883,0.825497487437186,0.3508771929824562,0.48361581920903957,,,0.9833795013850416,0.48828828828828824,0.825497487437186,0.3508771929824561,0.48361581920903957,,,15,0.026189673404128463,탐색적/exploratory
aptos2019,B1,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,oracle,train,no_dr|mild|moderate|severe|proliferative,0.6567954156524113,0.6567954156524114,0.790372051876536,0.7202079941672591,,,,0.05324849596314271,0.05324849596314271,0.9759926131117267,0.5846846846846847,0.6569983249581239,0.534098065677013,0.5322033898305085,,,0.9759926131117267,0.5846846846846846,0.6569983249581239,0.534098065677013,0.5322033898305085,,,15,0.026898812340286044,탐색적/exploratory
aptos2019,B1,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,oracle,uniform,no_dr|mild|moderate|severe|proliferative,0.6338539578971908,0.6338539578971909,0.8119409716786319,0.7347569600618681,,,,0.07445771426157442,0.07445771426157442,0.984302862419206,0.4945945945945946,0.7911256281407035,0.4111111111111111,0.488135593220339,,,0.984302862419206,0.4945945945945945,0.7911256281407035,0.4111111111111111,0.48813559322033906,,,15,0.023223272255825936,탐색적/exploratory
aptos2019,B1,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,raw,none,no_dr|mild|moderate|severe|proliferative,0.6554548011915636,0.6554548011915636,0.7960137121443677,0.7090551487070116,,,,0.0,0.0,0.9758079409048938,0.664864864864865,0.6656633165829146,0.4285650022492128,0.5423728813559322,,,0.9758079409048939,0.6648648648648648,0.6656633165829146,0.4285650022492128,0.5423728813559323,,,15,0.026699528822883723,탐색적/exploratory
aptos2019,B1,uniform,정의상 균등,False,argmax_p,none,no_dr|mild|moderate|severe|proliferative,0.6554548011915636,0.6554548011915636,0.7960137121443677,0.6554548011915636,,,,0.0,0.0,0.9758079409048938,0.664864864864865,0.6656633165829146,0.4285650022492128,0.5423728813559322,,,0.9758079409048938,0.664864864864865,0.6656633165829147,0.42856500224921257,0.5423728813559322,,,15,0.026699528822883723,탐색적/exploratory
aptos2019,B1,uniform,정의상 균등,False,em,train,no_dr|mild|moderate|severe|proliferative,0.6599299211259955,0.6599299211259955,0.7555095833426521,0.6599299211259955,0.09659296122841789,0.16566672779822234,0.0,0.08756414366192283,0.08756414366192283,0.9577100646352723,0.7297297297297297,0.4938676716917923,0.5398110661268556,0.5785310734463277,,,0.9577100646352724,0.7297297297297298,0.49386767169179235,0.5398110661268554,0.5785310734463277,,,15,0.03024433977986987,탐색적/exploratory
aptos2019,B1,uniform,정의상 균등,False,em,uniform,no_dr|mild|moderate|severe|proliferative,0.643411608683938,0.643411608683938,0.8098501057360896,0.643411608683938,0.2946865156289954,0.11499031363462198,0.0,0.044145749309795555,0.044145749309795555,0.9772853185595568,0.6117117117117117,0.7544355108877722,0.3527215474583896,0.5209039548022599,,,0.9772853185595568,0.6117117117117118,0.7544355108877722,0.35272154745838946,0.5209039548022598,,,15,0.03229139358433501,탐색적/exploratory
aptos2019,B1,uniform,정의상 균등,False,oracle,train,no_dr|mild|moderate|severe|proliferative,0.661294229100044,0.661294229100044,0.757420412159526,0.661294229100044,,,,0.08419549869911062,0.08419549869911062,0.9588180978762696,0.7243243243243244,0.5001892797319933,0.5479982006297796,0.5751412429378531,,,0.9588180978762697,0.7243243243243245,0.5001892797319933,0.5479982006297793,0.5751412429378531,,,15,0.024812959635299062,탐색적/exploratory
aptos2019,B1,uniform,정의상 균등,False,oracle,uniform,no_dr|mild|moderate|severe|proliferative,0.6554548011915636,0.6554548011915636,0.7960137121443677,0.6554548011915636,,,,0.0,0.0,0.9758079409048938,0.664864864864865,0.6656633165829146,0.4285650022492128,0.5423728813559322,,,0.9758079409048938,0.664864864864865,0.6656633165829147,0.42856500224921257,0.5423728813559322,,,15,0.026699528822883723,탐색적/exploratory
aptos2019,B1,uniform,정의상 균등,False,raw,none,no_dr|mild|moderate|severe|proliferative,0.6554548011915636,0.6554548011915636,0.7960137121443677,0.6554548011915636,,,,0.0,0.0,0.9758079409048938,0.664864864864865,0.6656633165829146,0.4285650022492128,0.5423728813559322,,,0.9758079409048938,0.664864864864865,0.6656633165829147,0.42856500224921257,0.5423728813559322,,,15,0.026699528822883723,탐색적/exploratory
aptos2019,B3,aptos_pool,관측 · 이 프로젝트 pool 분포,False,argmax_p,none,no_dr|mild|moderate|severe|proliferative,0.6830856052764636,0.6830856052764637,0.797376229135449,0.7973943417161206,,,,0.07136515107463154,0.0,0.9774699907663896,0.7216216216216217,0.6172948073701843,0.5114709851551956,0.5875706214689266,,,0.9774699907663896,0.7216216216216217,0.6172948073701844,0.511470985155196,0.5875706214689266,,,15,0.02384051718844558,탐색적/exploratory
aptos2019,B3,aptos_pool,관측 · 이 프로젝트 pool 분포,False,em,train,no_dr|mild|moderate|severe|proliferative,0.2605649717514124,0.2605649717514124,0.10695050159411754,0.10694520298561806,1.651949774144524,1.0907693950027665e-12,1.0,0.8849532947166744,0.8663844966788183,0.0,0.23333333333333334,0.0,0.1,0.9694915254237289,,,0.0,0.23333333333333334,0.0,0.10000000000000003,0.9694915254237289,,,15,0.02527982427291519,탐색적/exploratory
aptos2019,B3,aptos_pool,관측 · 이 프로젝트 pool 분포,False,em,uniform,no_dr|mild|moderate|severe|proliferative,0.6130262067036149,0.6130262067036149,0.8071202260341884,0.8071351480677741,0.24607353105581012,0.019067707995196345,0.06666666666666667,0.16894490043909677,0.12361368928251043,0.9861495844875346,0.5441441441441441,0.7534623115577889,0.08645973909131803,0.6949152542372882,,,0.9861495844875346,0.5441441441441441,0.753462311557789,0.08645973909131806,0.6949152542372882,,,15,0.018408801877105793,탐색적/exploratory
aptos2019,B3,aptos_pool,관측 · 이 프로젝트 pool 분포,False,oracle,train,no_dr|mild|moderate|severe|proliferative,0.6830856052764636,0.6830856052764637,0.797376229135449,0.7973943417161206,,,,0.07127407639339293,9.107468123861566e-05,0.9774699907663896,0.7216216216216217,0.6172948073701843,0.5114709851551956,0.5875706214689266,,,0.9774699907663896,0.7216216216216217,0.6172948073701844,0.511470985155196,0.5875706214689266,,,15,0.02384051718844558,탐색적/exploratory
aptos2019,B3,aptos_pool,관측 · 이 프로젝트 pool 분포,False,oracle,uniform,no_dr|mild|moderate|severe|proliferative,0.6440041966354536,0.6440041966354536,0.8274165852834249,0.827427343855683,,,,0.14773431539920034,0.1123237835379718,0.985595567867036,0.5936936936936937,0.8208174204355109,0.29901034637876744,0.5209039548022598,,,0.985595567867036,0.5936936936936937,0.8208174204355109,0.29901034637876756,0.5209039548022599,,,15,0.023749075207976006,탐색적/exploratory
aptos2019,B3,aptos_pool,관측 · 이 프로젝트 pool 분포,False,raw,none,no_dr|mild|moderate|severe|proliferative,0.6636538848253795,0.6636538848253795,0.7656083117760929,0.7656339665768941,,,,0.0,0.07136515107463154,0.9420129270544783,0.681081081081081,0.5829396984924623,0.578902384165542,0.5333333333333333,,,0.9420129270544783,0.681081081081081,0.5829396984924623,0.5789023841655424,0.5333333333333333,,,15,0.022647826979252772,탐색적/exploratory
aptos2019,B3,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,argmax_p,none,no_dr|mild|moderate|severe|proliferative,0.6830856052764636,0.6830856052764636,0.797376229135449,0.7986133657768639,,,,0.07136515107463154,0.0,0.9774699907663896,0.7216216216216217,0.6172948073701843,0.5114709851551956,0.5875706214689266,,,0.9774699907663896,0.7216216216216217,0.6172948073701843,0.5114709851551956,0.5875706214689267,,,15,0.02384051718844558,탐색적/exploratory
aptos2019,B3,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,em,train,no_dr|mild|moderate|severe|proliferative,0.2365885819944696,0.23658858199446958,0.09584560294420962,0.07934623946518657,1.7613435476003354,1.7239118278555154e-12,1.0,0.9037039936185598,0.8853172206939567,0.0,0.12792792792792793,0.0,0.07422402159244264,0.9807909604519774,,,0.0,0.12792792792792793,0.0,0.07422402159244264,0.9807909604519774,,,15,0.024426859557092697,탐색적/exploratory
aptos2019,B3,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,em,uniform,no_dr|mild|moderate|severe|proliferative,0.5891879940166648,0.5891879940166648,0.8079391526699916,0.8550585682386437,0.22555923802673092,0.0067591005152424855,0.3333333333333333,0.19497846760946977,0.1566560309330868,0.9876269621421976,0.4423423423423423,0.8075159128978224,0.0327485380116959,0.6757062146892655,,,0.9876269621421976,0.4423423423423423,0.8075159128978223,0.03274853801169591,0.6757062146892655,,,15,0.013072197285661382,탐색적/exploratory
aptos2019,B3,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,oracle,train,no_dr|mild|moderate|severe|proliferative,0.6525459275063167,0.6525459275063167,0.8200450030689558,0.8477836952863433,,,,0.1384502891279444,0.09639515726224289,0.9819021237303786,0.6027027027027027,0.767782244556114,0.2730544309491678,0.6372881355932203,,,0.9819021237303784,0.6027027027027027,0.7677822445561139,0.2730544309491678,0.6372881355932203,,,15,0.018689278840465794,탐색적/exploratory
aptos2019,B3,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,oracle,uniform,no_dr|mild|moderate|severe|proliferative,0.6017411242978301,0.6017411242978301,0.8243200461213119,0.8729336220569094,,,,0.1957047043241215,0.16184169654860506,0.9881809787626962,0.4846846846846847,0.8735443886097153,0.12105263157894736,0.5412429378531074,,,0.9881809787626962,0.4846846846846847,0.8735443886097153,0.12105263157894736,0.5412429378531074,,,15,0.0162032796168758,탐색적/exploratory
aptos2019,B3,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,raw,none,no_dr|mild|moderate|severe|proliferative,0.6636538848253795,0.6636538848253795,0.7656083117760929,0.7638643513936749,,,,0.0,0.07136515107463154,0.9420129270544783,0.681081081081081,0.5829396984924623,0.578902384165542,0.5333333333333333,,,0.9420129270544783,0.681081081081081,0.5829396984924623,0.578902384165542,0.5333333333333333,,,15,0.022647826979252772,탐색적/exploratory
aptos2019,B3,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,argmax_p,none,no_dr|mild|moderate|severe|proliferative,0.6830856052764636,0.6830856052764636,0.797376229135449,0.7169713309650999,,,,0.07136515107463154,0.0,0.9774699907663896,0.7216216216216217,0.6172948073701843,0.5114709851551956,0.5875706214689266,,,0.9774699907663896,0.7216216216216215,0.6172948073701843,0.5114709851551957,0.5875706214689267,,,15,0.02384051718844558,탐색적/exploratory
aptos2019,B3,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,em,train,no_dr|mild|moderate|severe|proliferative,0.27923015309277577,0.27923015309277577,0.10440177726090101,0.18173820157202936,1.3916109414680626,9.999999999994087e-13,1.0,0.8661996138334117,0.8481768911353149,0.0,0.12342342342342343,0.0,0.3800719748088169,0.8926553672316384,,,0.0,0.12342342342342343,0.0,0.3800719748088169,0.8926553672316384,,,15,0.029467646289265733,탐색적/exploratory
aptos2019,B3,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,em,uniform,no_dr|mild|moderate|severe|proliferative,0.5875985230364617,0.5875985230364617,0.7816302492190936,0.6983619834311707,0.414132179602474,0.031128235322600933,0.0,0.1966186816163333,0.15146949557300013,0.9835641735918744,0.27837837837837837,0.7284254606365159,0.22672064777327935,0.7209039548022599,,,0.9835641735918744,0.27837837837837837,0.7284254606365159,0.22672064777327933,0.72090395480226,,,15,0.03181803041909434,탐색적/exploratory
aptos2019,B3,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,oracle,train,no_dr|mild|moderate|severe|proliferative,0.6451595056095233,0.6451595056095234,0.7325675853654293,0.6923314556628435,,,,0.13153060134139463,0.14399913522540053,0.9168975069252078,0.5333333333333333,0.5405460636515913,0.7254161043634728,0.5096045197740113,,,0.9168975069252078,0.5333333333333333,0.5405460636515913,0.7254161043634729,0.5096045197740113,,,15,0.02561514562542671,탐색적/exploratory
aptos2019,B3,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,oracle,uniform,no_dr|mild|moderate|severe|proliferative,0.6440154799916488,0.6440154799916488,0.8137623410541802,0.7476092261826544,,,,0.13972446492071658,0.11068443927567673,0.9865189289012003,0.46936936936936935,0.7891256281407035,0.4925775978407557,0.4824858757062147,,,0.9865189289012004,0.4693693693693693,0.7891256281407036,0.4925775978407557,0.48248587570621476,,,15,0.016116401113008185,탐색적/exploratory
aptos2019,B3,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,raw,none,no_dr|mild|moderate|severe|proliferative,0.6636538848253795,0.6636538848253795,0.7656083117760929,0.6979140630096416,,,,0.0,0.07136515107463154,0.9420129270544783,0.681081081081081,0.5829396984924623,0.578902384165542,0.5333333333333333,,,0.9420129270544784,0.681081081081081,0.5829396984924623,0.5789023841655421,0.5333333333333333,,,15,0.022647826979252772,탐색적/exploratory
aptos2019,B3,uniform,정의상 균등,False,argmax_p,none,no_dr|mild|moderate|severe|proliferative,0.6830856052764636,0.6830856052764636,0.797376229135449,0.6830856052764636,,,,0.07136515107463154,0.0,0.9774699907663896,0.7216216216216217,0.6172948073701843,0.5114709851551956,0.5875706214689266,,,0.9774699907663896,0.7216216216216218,0.6172948073701843,0.5114709851551955,0.5875706214689266,,,15,0.02384051718844558,탐색적/exploratory
aptos2019,B3,uniform,정의상 균등,False,em,train,no_dr|mild|moderate|severe|proliferative,0.36032516425023114,0.3603251642502311,0.14263351200371754,0.36032516425023114,0.9770402089121534,9.999999999993091e-13,1.0,0.7955645511993777,0.7772689772052374,0.0,0.5036036036036036,0.0,0.45960413855150695,0.8384180790960453,,,0.0,0.5036036036036037,0.0,0.45960413855150684,0.838418079096045,,,15,0.023808974097417022,탐색적/exploratory
aptos2019,B3,uniform,정의상 균등,False,em,uniform,no_dr|mild|moderate|severe|proliferative,0.6032040413114254,0.6032040413114254,0.7036170191617153,0.6032040413114254,0.47764949234585363,0.0901406896349055,0.0,0.21227892956808483,0.18897586334573338,0.8413665743305632,0.6207207207207207,0.557929648241206,0.22312190733243364,0.7728813559322033,,,0.8413665743305633,0.6207207207207208,0.557929648241206,0.22312190733243356,0.7728813559322033,,,15,0.035238704229622976,탐색적/exploratory
aptos2019,B3,uniform,정의상 균등,False,oracle,train,no_dr|mild|moderate|severe|proliferative,0.5647218873296005,0.5647218873296005,0.46640549479768495,0.5647218873296006,,,,0.4066127922031127,0.4026069972193024,0.45558633425669437,0.772972972972973,0.28530150753768846,0.7029689608636978,0.6067796610169491,,,0.4555863342566944,0.7729729729729731,0.28530150753768846,0.7029689608636975,0.6067796610169491,,,15,0.019607635622317172,탐색적/exploratory
aptos2019,B3,uniform,정의상 균등,False,oracle,uniform,no_dr|mild|moderate|severe|proliferative,0.6830856052764636,0.6830856052764636,0.797376229135449,0.6830856052764636,,,,0.07136515107463154,0.0,0.9774699907663896,0.7216216216216217,0.6172948073701843,0.5114709851551956,0.5875706214689266,,,0.9774699907663896,0.7216216216216218,0.6172948073701843,0.5114709851551955,0.5875706214689266,,,15,0.02384051718844558,탐색적/exploratory
aptos2019,B3,uniform,정의상 균등,False,raw,none,no_dr|mild|moderate|severe|proliferative,0.6636538848253795,0.6636538848253795,0.7656083117760929,0.6636538848253795,,,,0.0,0.07136515107463154,0.9420129270544783,0.681081081081081,0.5829396984924623,0.578902384165542,0.5333333333333333,,,0.9420129270544784,0.6810810810810811,0.5829396984924623,0.5789023841655419,0.5333333333333333,,,15,0.022647826979252772,탐색적/exploratory
aptos2019,B4,aptos_pool,관측 · 이 프로젝트 pool 분포,False,argmax_p,none,no_dr|mild|moderate|severe|proliferative,0.661779213714464,0.661779213714464,0.797014788142648,0.7970423593700219,,,,0.02102756593285075,0.0,0.9778393351800554,0.709009009009009,0.6486700167504188,0.42874493927125507,0.5446327683615819,,,0.9778393351800554,0.709009009009009,0.6486700167504188,0.42874493927125523,0.5446327683615819,,,15,0.026986291798856917,탐색적/exploratory
aptos2019,B4,aptos_pool,관측 · 이 프로젝트 pool 분포,False,em,train,no_dr|mild|moderate|severe|proliferative,0.6592758069469965,0.6592758069469966,0.7548698240879486,0.7549183920155031,0.26464731176187517,0.09596194065213227,0.0,0.0922987845940902,0.08529038286155903,0.9752539242843952,0.7711711711711712,0.4465092127303183,0.517004048582996,0.5864406779661018,,,0.9752539242843952,0.7711711711711712,0.44650921273031835,0.5170040485829962,0.5864406779661018,,,15,0.02675518547339797,탐색적/exploratory
aptos2019,B4,aptos_pool,관측 · 이 프로젝트 pool 분포,False,em,uniform,no_dr|mild|moderate|severe|proliferative,0.6188478411864607,0.6188478411864609,0.8189526038909887,0.8189927605687188,0.07152099348488644,0.038534187010228774,0.0,0.10649724042473355,0.10704269451837273,0.9861495844875346,0.5468468468468468,0.8295159128978224,0.27183985605038236,0.4598870056497175,,,0.9861495844875345,0.5468468468468468,0.8295159128978224,0.27183985605038247,0.45988700564971746,,,15,0.029414585618107683,탐색적/exploratory
aptos2019,B4,aptos_pool,관측 · 이 프로젝트 pool 분포,False,oracle,train,no_dr|mild|moderate|severe|proliferative,0.6614950031881482,0.6614950031881482,0.797014788142648,0.7970408311091732,,,,0.020936491251612132,0.00018214936247723133,0.9778393351800554,0.709009009009009,0.6490033500837521,0.4269905533063428,0.5446327683615819,,,0.9778393351800554,0.709009009009009,0.6490033500837522,0.42699055330634295,0.5446327683615819,,,15,0.026912996936871398,탐색적/exploratory
aptos2019,B4,aptos_pool,관측 · 이 프로젝트 pool 분포,False,oracle,uniform,no_dr|mild|moderate|severe|proliferative,0.6256496675911085,0.6256496675911085,0.8157658597922056,0.8157893594331226,,,,0.09229803909874583,0.09202431805813373,0.9857802400738689,0.5738738738738738,0.8004773869346734,0.2991902834008097,0.4689265536723164,,,0.9857802400738688,0.5738738738738739,0.8004773869346734,0.29919028340080983,0.4689265536723164,,,15,0.03154801650760993,탐색적/exploratory
aptos2019,B4,aptos_pool,관측 · 이 프로젝트 pool 분포,False,raw,none,no_dr|mild|moderate|severe|proliferative,0.6649790345496154,0.6649790345496154,0.7974701615488411,0.7975021162991642,,,,0.0,0.02102756593285075,0.9776546629732226,0.6990990990990991,0.6523333333333333,0.47377417903733693,0.5220338983050847,,,0.9776546629732225,0.6990990990990991,0.6523333333333333,0.47377417903733715,0.5220338983050847,,,15,0.025117442908815107,탐색적/exploratory
aptos2019,B4,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,argmax_p,none,no_dr|mild|moderate|severe|proliferative,0.661779213714464,0.661779213714464,0.797014788142648,0.804691434122957,,,,0.02102756593285075,0.0,0.9778393351800554,0.709009009009009,0.6486700167504188,0.42874493927125507,0.5446327683615819,,,0.9778393351800554,0.709009009009009,0.6486700167504188,0.42874493927125495,0.544632768361582,,,15,0.026986291798856917,탐색적/exploratory
