dataset,arm,mode,fold,bacc,per_class_recall,n_train,n_test,exploratory
aptos2019,B2,offset,2,0.719000060908836,"[0.9722991689750693, 0.7702702702702703, 0.575, 0.6842105263157895, 0.5932203389830508]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,scale,2,0.6932138115861295,"[0.9861495844875346, 0.7027027027027027, 0.56, 0.6578947368421053, 0.559322033898305]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,none,3,0.6460145978176871,"[0.9750692520775623, 0.6081081081081081, 0.77, 0.3684210526315789, 0.5084745762711864]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,full,3,0.6717229180915739,"[0.9750692520775623, 0.7567567567567568, 0.53, 0.6052631578947368, 0.4915254237288136]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,offset,3,0.6700388547616116,"[0.9695290858725761, 0.7432432432432432, 0.55, 0.5789473684210527, 0.5084745762711864]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,scale,3,0.6696148099834658,"[0.9750692520775623, 0.7162162162162162, 0.56, 0.6052631578947368, 0.4915254237288136]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,none,4,0.6361195979695775,"[0.9833795013850416, 0.527027027027027, 0.7688442211055276, 0.358974358974359, 0.5423728813559322]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,full,4,0.6631403566486276,"[0.9833795013850416, 0.6891891891891891, 0.5879396984924623, 0.5128205128205128, 0.5423728813559322]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,offset,4,0.6540165580574442,"[0.9806094182825484, 0.6486486486486487, 0.6030150753768844, 0.46153846153846156, 0.576271186440678]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,scale,4,0.6544371509434629,"[0.9833795013850416, 0.6081081081081081, 0.5829145728643216, 0.5384615384615384, 0.559322033898305]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,none,5,0.6313665628450831,"[0.9916897506925207, 0.527027027027027, 0.805, 0.3076923076923077, 0.5254237288135594]",14645,733,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,full,5,0.6674910489552491,"[0.9861495844875346, 0.6891891891891891, 0.53, 0.5897435897435898, 0.5423728813559322]",14645,733,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,offset,5,0.6626445662274105,"[0.9861495844875346, 0.6486486486486487, 0.555, 0.5641025641025641, 0.559322033898305]",14645,733,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,scale,5,0.6721781018939101,"[0.9916897506925207, 0.6351351351351351, 0.585, 0.5897435897435898, 0.559322033898305]",14645,733,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,none,6,0.6769720663033024,"[0.9806094182825484, 0.6216216216216216, 0.83, 0.41025641025641024, 0.5423728813559322]",14645,733,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,full,6,0.7046201122407986,"[0.9778393351800554, 0.7972972972972973, 0.565, 0.5897435897435898, 0.5932203389830508]",14645,733,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,offset,6,0.7087528394921699,"[0.9778393351800554, 0.7297297297297297, 0.585, 0.6410256410256411, 0.6101694915254238]",14645,733,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,scale,6,0.7060504458562584,"[0.9806094182825484, 0.7297297297297297, 0.62, 0.5897435897435898, 0.6101694915254238]",14645,733,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,none,7,0.6539629522005221,"[0.9806094182825484, 0.6081081081081081, 0.81, 0.4473684210526316, 0.423728813559322]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,full,7,0.7084035349965675,"[0.9778393351800554, 0.8108108108108109, 0.525, 0.7368421052631579, 0.4915254237288136]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,offset,7,0.7064563137718685,"[0.9722991689750693, 0.7972972972972973, 0.57, 0.6842105263157895, 0.5084745762711864]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,scale,7,0.7088650184058889,"[0.9806094182825484, 0.7972972972972973, 0.555, 0.7368421052631579, 0.4745762711864407]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,none,8,0.6690589813250971,"[0.9806094182825484, 0.6756756756756757, 0.78, 0.3157894736842105, 0.5932203389830508]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,full,8,0.6709751301609135,"[0.9750692520775623, 0.7702702702702703, 0.49, 0.5263157894736842, 0.5932203389830508]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,offset,8,0.6821851996604332,"[0.9722991689750693, 0.7432432432432432, 0.525, 0.5263157894736842, 0.6440677966101694]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,scale,8,0.6712879274880308,"[0.9806094182825484, 0.7432432432432432, 0.53, 0.5263157894736842, 0.576271186440678]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,none,9,0.588779246732943,"[0.9722991689750693, 0.5135135135135135, 0.8040201005025126, 0.1794871794871795, 0.4745762711864407]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,full,9,0.623396771245999,"[0.9695290858725761, 0.6621621621621622, 0.5326633165829145, 0.41025641025641024, 0.5423728813559322]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,offset,9,0.6051084348703248,"[0.9722991689750693, 0.6216216216216216, 0.5728643216080402, 0.3333333333333333, 0.5254237288135594]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,scale,9,0.6201399805381025,"[0.9722991689750693, 0.6486486486486487, 0.5527638190954773, 0.38461538461538464, 0.5423728813559322]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,none,10,0.6370491685276887,"[0.9916897506925207, 0.581081081081081, 0.805, 0.28205128205128205, 0.5254237288135594]",14645,733,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,full,10,0.6535891063570768,"[0.9889196675900277, 0.7162162162162162, 0.525, 0.46153846153846156, 0.576271186440678]",14645,733,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,offset,10,0.6566859120693104,"[0.9778393351800554, 0.7297297297297297, 0.555, 0.46153846153846156, 0.559322033898305]",14645,733,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,scale,10,0.6601275480806444,"[0.9916897506925207, 0.6891891891891891, 0.565, 0.46153846153846156, 0.5932203389830508]",14645,733,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,none,11,0.6440437786488306,"[0.9750692520775623, 0.6891891891891891, 0.765, 0.3333333333333333, 0.4576271186440678]",14645,733,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,full,11,0.6721734798828559,"[0.9695290858725761, 0.8513513513513513, 0.51, 0.5384615384615384, 0.4915254237288136]",14645,733,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,offset,11,0.6702500388407707,"[0.9695290858725761, 0.8243243243243243, 0.57, 0.5128205128205128, 0.4745762711864407]",14645,733,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,scale,11,0.6905223484833326,"[0.9750692520775623, 0.8243243243243243, 0.555, 0.5897435897435898, 0.5084745762711864]",14645,733,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,none,12,0.6305140515415646,"[0.9833795013850416, 0.6216216216216216, 0.825, 0.3157894736842105, 0.4067796610169492]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,full,12,0.6708817987901983,"[0.9806094182825484, 0.7567567567567568, 0.605, 0.6052631578947368, 0.4067796610169492]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,offset,12,0.6697828270074855,"[0.9833795013850416, 0.7567567567567568, 0.64, 0.5789473684210527, 0.3898305084745763]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,scale,12,0.6771229432164686,"[0.9833795013850416, 0.7432432432432432, 0.63, 0.6052631578947368, 0.423728813559322]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,none,13,0.637812072131289,"[0.9833795013850416, 0.5675675675675675, 0.825, 0.23684210526315788, 0.576271186440678]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,full,13,0.7018912015917509,"[0.9806094182825484, 0.7297297297297297, 0.61, 0.5789473684210527, 0.6101694915254238]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,offset,13,0.7013713243738129,"[0.9778393351800554, 0.7162162162162162, 0.65, 0.5526315789473685, 0.6101694915254238]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,scale,13,0.6829814189982273,"[0.9833795013850416, 0.6756756756756757, 0.61, 0.5526315789473685, 0.5932203389830508]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,none,14,0.6942684409300319,"[0.9889196675900277, 0.5540540540540541, 0.8140703517587939, 0.48717948717948717, 0.6271186440677966]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,full,14,0.7060752582784076,"[0.9861495844875346, 0.7027027027027027, 0.5477386934673367, 0.6666666666666666, 0.6271186440677966]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,offset,14,0.6892646409482432,"[0.9861495844875346, 0.6891891891891891, 0.5628140703517588, 0.5641025641025641, 0.6440677966101694]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
aptos2019,B2,scale,14,0.7035462924189386,"[0.9889196675900277, 0.6621621621621622, 0.5728643216080402, 0.6666666666666666, 0.6271186440677966]",14650,732,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
