bacc,mcc,macro_mae,per_class_recall,rank_violation_rows,head,lr,epochs,train_loss,grad_norm,w_norm,bias_ordered,biases,arm,setting,dataset,fold,n_train,n_test,feats,lever,recall_no_dr,recall_mild,recall_moderate,recall_severe,recall_prolif
0.5867070514048776,0.5936356150256474,0.3424283765347885,"[0.9224376731301939, 0.6486486486486487, 0.495, 0.358974358974359, 0.5084745762711864]",0,coral_true,0.03,800,0.556298017501831,0.1867397576570511,8.600117683410645,True,"[1.6146544218063354, -2.5383377075195312, -5.583890914916992, -7.928891181945801]",B3c_conv,conv,aptos2019,5,2929,733,panderm,rebalance,0.9224376731301939,0.6486486486486487,0.495,0.358974358974359,0.5084745762711864
0.6406845811201414,0.6918519257040388,0.252387448840382,"[0.9750692520775623, 0.6081081081081081, 0.685, 0.358974358974359, 0.576271186440678]",531,legacy,0.03,800,0.12103700637817383,0.008319214917719364,24.818628311157227,True,"[0.9559102654457092, -2.3607797622680664, -5.212160587310791, -5.382837772369385]",B3_conv,conv,aptos2019,5,2929,733,panderm,rebalance,0.9750692520775623,0.6081081081081081,0.685,0.358974358974359,0.576271186440678
0.5897802959069686,0.5981371656256123,0.35607094133697137,"[0.9473684210526315, 0.581081081081081, 0.46, 0.3333333333333333, 0.6271186440677966]",0,coral_true,0.3,400,0.8712427616119385,4.413320541381836,18.187435150146484,True,"[2.814190626144409, -6.824925422668457, -14.198883056640625, -18.74318504333496]",B3c_convAlt,convAlt,aptos2019,5,2929,733,panderm,rebalance,0.9473684210526315,0.581081081081081,0.46,0.3333333333333333,0.6271186440677966
0.6116890878208779,0.6666038007734,0.2755798090040928,"[0.9722991689750693, 0.581081081081081, 0.655, 0.3076923076923077, 0.5423728813559322]",386,legacy,0.3,400,0.051342546939849854,0.0026215005200356245,69.970947265625,True,"[5.517630100250244, -5.625211715698242, -11.76774787902832, -17.97662925720215]",B3_convAlt,convAlt,aptos2019,5,2929,733,panderm,rebalance,0.9722991689750693,0.581081081081081,0.655,0.3076923076923077,0.5423728813559322
0.5360532071544326,0.5015180462485038,0.48840381991814463,"[0.7867036011080333, 0.5945945945945946, 0.425, 0.1282051282051282, 0.7457627118644068]",0,coral_true,0.01,200,1.2193970680236816,0.21431618928909302,1.7168114185333252,True,"[1.0772844552993774, -0.34554171562194824, -1.3938015699386597, -1.7058433294296265]",B3c_prereg,prereg,aptos2019,5,2929,733,panderm,rebalance,0.7867036011080333,0.5945945945945946,0.425,0.1282051282051282,0.7457627118644068
0.6482167057644779,0.6503005764410357,0.28512960436562074,"[0.9529085872576177, 0.6486486486486487, 0.55, 0.5641025641025641, 0.5254237288135594]",537,legacy,0.01,200,0.5350909233093262,0.09896352142095566,6.112204551696777,True,"[0.36120325326919556, -0.7342507243156433, -1.449181079864502, -1.4847317934036255]",B3_prereg,prereg,aptos2019,5,2929,733,panderm,rebalance,0.9529085872576177,0.6486486486486487,0.55,0.5641025641025641,0.5254237288135594
0.5622092875432939,0.569996967132396,0.35607094133697137,"[0.9390581717451524, 0.5, 0.445, 0.38461538461538464, 0.5423728813559322]",0,coral_true,0.03,800,0.5824715495109558,0.23114623129367828,8.586191177368164,True,"[1.6692702770233154, -2.4789512157440186, -5.410767555236816, -7.736740589141846]",B3c_conv,conv,aptos2019,6,2929,733,panderm,rebalance,0.9390581717451524,0.5,0.445,0.38461538461538464,0.5423728813559322
0.631862691083171,0.6802420484386068,0.26875852660300137,"[0.96398891966759, 0.6081081081081081, 0.685, 0.46153846153846156, 0.4406779661016949]",546,legacy,0.03,800,0.13057905435562134,0.008792477659881115,25.194839477539062,True,"[1.221063494682312, -2.261019229888916, -5.211174011230469, -5.4276251792907715]",B3_conv,conv,aptos2019,6,2929,733,panderm,rebalance,0.96398891966759,0.6081081081081081,0.685,0.46153846153846156,0.4406779661016949
0.5604252791581774,0.5767783602618695,0.3533424283765348,"[0.9556786703601108, 0.4594594594594595, 0.46, 0.38461538461538464, 0.5423728813559322]",0,coral_true,0.3,400,0.6338416337966919,1.0995681285858154,18.769908905029297,True,"[2.8346750736236572, -7.757246494293213, -14.84622859954834, -19.464656829833984]",B3c_convAlt,convAlt,aptos2019,6,2929,733,panderm,rebalance,0.9556786703601108,0.4594594594594595,0.46,0.38461538461538464,0.5423728813559322
0.6021644950812048,0.6547658109049057,0.2783083219645293,"[0.961218836565097, 0.5675675675675675, 0.665, 0.41025641025641024, 0.4067796610169492]",500,legacy,0.3,400,0.05399889126420021,0.002735931659117341,67.14461517333984,False,"[6.16846227645874, -4.9505391120910645, -13.76883316040039, -11.034588813781738]",B3_convAlt,convAlt,aptos2019,6,2929,733,panderm,rebalance,0.961218836565097,0.5675675675675675,0.665,0.41025641025641024,0.4067796610169492
