bacc,mcc,macro_mae,per_class_recall,train_acc,train_bacc,train_loss,weight_norm,dataset,fold,setting,wd,epochs,n_train,n_test,ref_cell,exploratory
0.6435939271352671,0.7079459822583595,0.26639344262295084,"[0.9833795013850416, 0.5945945945945946, 0.735, 0.4473684210526316, 0.4576271186440678]",0.9931740614334471,0.9826779411462303,0.027543283998966217,21.740385055541992,aptos2019,2,baseline,0.1,2000,2930,732,False,탐색적/exploratory
0.6844280089282202,0.7140574507221905,0.2568306010928962,"[0.9722991689750693, 0.7837837837837838, 0.65, 0.47368421052631576, 0.5423728813559322]",0.8887372013651877,0.8728697331773748,0.3847889304161072,3.999554395675659,aptos2019,2,reweight,0.0,50,2930,732,False,탐색적/exploratory
0.6721492012694416,0.7091674645135138,0.26229508196721313,"[0.9778393351800554, 0.7162162162162162, 0.66, 0.4473684210526316, 0.559322033898305]",0.9583617747440273,0.9638220849207106,0.16929684579372406,8.840089797973633,aptos2019,2,reweight,0.0,200,2930,732,False,탐색적/exploratory
0.6655464537733659,0.7193055297587228,0.2609289617486339,"[0.9861495844875346, 0.6081081081081081, 0.725, 0.5, 0.5084745762711864]",0.9931740614334471,0.9919605529675934,0.023448282852768898,31.72883415222168,aptos2019,2,reweight,0.0,2000,2930,732,False,탐색적/exploratory
0.6844280089282202,0.7140574507221905,0.2568306010928962,"[0.9722991689750693, 0.7837837837837838, 0.65, 0.47368421052631576, 0.5423728813559322]",0.8887372013651877,0.8728697331773748,0.38479095697402954,3.999436855316162,aptos2019,2,reweight,0.0001,50,2930,732,False,탐색적/exploratory
0.6721492012694416,0.7091674645135138,0.26229508196721313,"[0.9778393351800554, 0.7162162162162162, 0.66, 0.4473684210526316, 0.559322033898305]",0.9583617747440273,0.9638220849207106,0.16930873692035675,8.839401245117188,aptos2019,2,reweight,0.0001,200,2930,732,True,탐색적/exploratory
0.6655464537733659,0.7193055297587228,0.2609289617486339,"[0.9861495844875346, 0.6081081081081081, 0.725, 0.5, 0.5084745762711864]",0.9931740614334471,0.9919605529675934,0.023465432226657867,31.708072662353516,aptos2019,2,reweight,0.0001,2000,2930,732,False,탐색적/exploratory
0.6844280089282202,0.7140851919045164,0.2540983606557377,"[0.9722991689750693, 0.7837837837837838, 0.65, 0.47368421052631576, 0.5423728813559322]",0.8883959044368601,0.8709822658607248,0.3849868178367615,3.98793363571167,aptos2019,2,reweight,0.01,50,2930,732,False,탐색적/exploratory
0.6721492012694416,0.7091674645135138,0.26229508196721313,"[0.9778393351800554, 0.7162162162162162, 0.66, 0.4473684210526316, 0.559322033898305]",0.957679180887372,0.9633214591384828,0.17046841979026794,8.772628784179688,aptos2019,2,reweight,0.01,200,2930,732,False,탐색적/exploratory
0.6655464537733659,0.7193951531847091,0.2581967213114754,"[0.9861495844875346, 0.6081081081081081, 0.725, 0.5, 0.5084745762711864]",0.9931740614334471,0.9919605529675934,0.025169730186462402,29.8790340423584,aptos2019,2,reweight,0.01,2000,2930,732,False,탐색적/exploratory
