dataset,rep,space,fold,i,j,i_name,j_name,cdnv,exploratory
oral_diseases,frozen,train_std,9,4,6,OC,OT,3.126194197025654,탐색적/exploratory
oral_diseases,frozen,train_std,9,5,6,OLP,OT,4.728035187609355,탐색적/exploratory
oral_diseases,frozen,raw,9,0,1,CaS,CoS,1.6201966781126271,탐색적/exploratory
oral_diseases,frozen,raw,9,0,2,CaS,Gum,0.9742843429587797,탐색적/exploratory
oral_diseases,frozen,raw,9,0,3,CaS,MC,1.3540401024684143,탐색적/exploratory
oral_diseases,frozen,raw,9,0,4,CaS,OC,1.1621932303546074,탐색적/exploratory
oral_diseases,frozen,raw,9,0,5,CaS,OLP,1.3003859829050606,탐색적/exploratory
oral_diseases,frozen,raw,9,0,6,CaS,OT,1.5256467778806713,탐색적/exploratory
oral_diseases,frozen,raw,9,1,2,CoS,Gum,0.6577430603798542,탐색적/exploratory
oral_diseases,frozen,raw,9,1,3,CoS,MC,0.8007391786439462,탐색적/exploratory
oral_diseases,frozen,raw,9,1,4,CoS,OC,0.619437423434746,탐색적/exploratory
oral_diseases,frozen,raw,9,1,5,CoS,OLP,0.6914284683820056,탐색적/exploratory
oral_diseases,frozen,raw,9,1,6,CoS,OT,0.7412697681170354,탐색적/exploratory
oral_diseases,frozen,raw,9,2,3,Gum,MC,2.0355303871682686,탐색적/exploratory
oral_diseases,frozen,raw,9,2,4,Gum,OC,1.053875464422057,탐색적/exploratory
oral_diseases,frozen,raw,9,2,5,Gum,OLP,1.3796152882703276,탐색적/exploratory
oral_diseases,frozen,raw,9,2,6,Gum,OT,0.982783152377769,탐색적/exploratory
oral_diseases,frozen,raw,9,3,4,MC,OC,4.282184291643129,탐색적/exploratory
oral_diseases,frozen,raw,9,3,5,MC,OLP,3.876575237254927,탐색적/exploratory
oral_diseases,frozen,raw,9,3,6,MC,OT,1.8907651846766143,탐색적/exploratory
oral_diseases,frozen,raw,9,4,5,OC,OLP,5.056682879362414,탐색적/exploratory
oral_diseases,frozen,raw,9,4,6,OC,OT,2.9894593675541463,탐색적/exploratory
oral_diseases,frozen,raw,9,5,6,OLP,OT,4.763788063367572,탐색적/exploratory
oral_diseases,frozen,train_std,10,0,1,CaS,CoS,1.574472208376219,탐색적/exploratory
oral_diseases,frozen,train_std,10,0,2,CaS,Gum,1.1967325958562323,탐색적/exploratory
oral_diseases,frozen,train_std,10,0,3,CaS,MC,1.4841485530411278,탐색적/exploratory
oral_diseases,frozen,train_std,10,0,4,CaS,OC,1.2096952549299618,탐색적/exploratory
oral_diseases,frozen,train_std,10,0,5,CaS,OLP,1.534388703278487,탐색적/exploratory
oral_diseases,frozen,train_std,10,0,6,CaS,OT,1.574397277990023,탐색적/exploratory
oral_diseases,frozen,train_std,10,1,2,CoS,Gum,0.709913070526754,탐색적/exploratory
oral_diseases,frozen,train_std,10,1,3,CoS,MC,0.8399504613943467,탐색적/exploratory
oral_diseases,frozen,train_std,10,1,4,CoS,OC,0.6183858460722949,탐색적/exploratory
oral_diseases,frozen,train_std,10,1,5,CoS,OLP,0.7608393935629061,탐색적/exploratory
oral_diseases,frozen,train_std,10,1,6,CoS,OT,0.825622334931004,탐색적/exploratory
oral_diseases,frozen,train_std,10,2,3,Gum,MC,2.3115368361653026,탐색적/exploratory
oral_diseases,frozen,train_std,10,2,4,Gum,OC,1.178553201051683,탐색적/exploratory
oral_diseases,frozen,train_std,10,2,5,Gum,OLP,1.3340967672074306,탐색적/exploratory
oral_diseases,frozen,train_std,10,2,6,Gum,OT,1.487144521904108,탐색적/exploratory
oral_diseases,frozen,train_std,10,3,4,MC,OC,5.239415640649846,탐색적/exploratory
oral_diseases,frozen,train_std,10,3,5,MC,OLP,3.720187017158645,탐색적/exploratory
oral_diseases,frozen,train_std,10,3,6,MC,OT,2.1760032726256218,탐색적/exploratory
oral_diseases,frozen,train_std,10,4,5,OC,OLP,4.057546338287464,탐색적/exploratory
oral_diseases,frozen,train_std,10,4,6,OC,OT,2.524843579523277,탐색적/exploratory
oral_diseases,frozen,train_std,10,5,6,OLP,OT,3.7450516766986466,탐색적/exploratory
oral_diseases,frozen,raw,10,0,1,CaS,CoS,1.3933183065909664,탐색적/exploratory
oral_diseases,frozen,raw,10,0,2,CaS,Gum,0.9834983137909309,탐색적/exploratory
oral_diseases,frozen,raw,10,0,3,CaS,MC,1.2981962604670287,탐색적/exploratory
oral_diseases,frozen,raw,10,0,4,CaS,OC,1.094758912306597,탐색적/exploratory
oral_diseases,frozen,raw,10,0,5,CaS,OLP,1.3564003037531573,탐색적/exploratory
oral_diseases,frozen,raw,10,0,6,CaS,OT,1.4280050363353043,탐색적/exploratory
oral_diseases,frozen,raw,10,1,2,CoS,Gum,0.5353611457670686,탐색적/exploratory
oral_diseases,frozen,raw,10,1,3,CoS,MC,0.6292731866603737,탐색적/exploratory
oral_diseases,frozen,raw,10,1,4,CoS,OC,0.4807658060880428,탐색적/exploratory
oral_diseases,frozen,raw,10,1,5,CoS,OLP,0.5841833910388577,탐색적/exploratory
oral_diseases,frozen,raw,10,1,6,CoS,OT,0.6642060087816009,탐색적/exploratory
oral_diseases,frozen,raw,10,2,3,Gum,MC,2.137891714782402,탐색적/exploratory
oral_diseases,frozen,raw,10,2,4,Gum,OC,1.0396344354608795,탐색적/exploratory
oral_diseases,frozen,raw,10,2,5,Gum,OLP,1.1423277963873923,탐색적/exploratory
oral_diseases,frozen,raw,10,2,6,Gum,OT,1.2903824193623499,탐색적/exploratory
oral_diseases,frozen,raw,10,3,4,MC,OC,4.883714661915502,탐색적/exploratory
oral_diseases,frozen,raw,10,3,5,MC,OLP,3.414084197360918,탐색적/exploratory
oral_diseases,frozen,raw,10,3,6,MC,OT,1.9929001272278521,탐색적/exploratory
oral_diseases,frozen,raw,10,4,5,OC,OLP,4.151937694318366,탐색적/exploratory
oral_diseases,frozen,raw,10,4,6,OC,OT,2.4167706262856976,탐색적/exploratory
oral_diseases,frozen,raw,10,5,6,OLP,OT,3.606811408155373,탐색적/exploratory
oral_diseases,frozen,train_std,11,0,1,CaS,CoS,1.3426119778246557,탐색적/exploratory
oral_diseases,frozen,train_std,11,0,2,CaS,Gum,1.4793480818802485,탐색적/exploratory
oral_diseases,frozen,train_std,11,0,3,CaS,MC,1.3761457604072616,탐색적/exploratory
oral_diseases,frozen,train_std,11,0,4,CaS,OC,1.6674531564740387,탐색적/exploratory
oral_diseases,frozen,train_std,11,0,5,CaS,OLP,2.0840870119306674,탐색적/exploratory
oral_diseases,frozen,train_std,11,0,6,CaS,OT,2.6516765417037993,탐색적/exploratory
oral_diseases,frozen,train_std,11,1,2,CoS,Gum,0.7886030520330759,탐색적/exploratory
oral_diseases,frozen,train_std,11,1,3,CoS,MC,0.6014596710188881,탐색적/exploratory
oral_diseases,frozen,train_std,11,1,4,CoS,OC,0.6924016457732327,탐색적/exploratory
oral_diseases,frozen,train_std,11,1,5,CoS,OLP,0.7145346880906961,탐색적/exploratory
oral_diseases,frozen,train_std,11,1,6,CoS,OT,0.9355061980650581,탐색적/exploratory
oral_diseases,frozen,train_std,11,2,3,Gum,MC,2.421683073633607,탐색적/exploratory
oral_diseases,frozen,train_std,11,2,4,Gum,OC,1.7251449077899066,탐색적/exploratory
oral_diseases,frozen,train_std,11,2,5,Gum,OLP,1.8593876370341929,탐색적/exploratory
oral_diseases,frozen,train_std,11,2,6,Gum,OT,1.9763809394636527,탐색적/exploratory
oral_diseases,frozen,train_std,11,3,4,MC,OC,3.1245301716255596,탐색적/exploratory
oral_diseases,frozen,train_std,11,3,5,MC,OLP,3.374907199857569,탐색적/exploratory
oral_diseases,frozen,train_std,11,3,6,MC,OT,2.45837950143374,탐색적/exploratory
oral_diseases,frozen,train_std,11,4,5,OC,OLP,4.930278332902331,탐색적/exploratory
oral_diseases,frozen,train_std,11,4,6,OC,OT,3.2470481469293824,탐색적/exploratory
oral_diseases,frozen,train_std,11,5,6,OLP,OT,5.230992616583067,탐색적/exploratory
oral_diseases,frozen,raw,11,0,1,CaS,CoS,1.1553812320142505,탐색적/exploratory
oral_diseases,frozen,raw,11,0,2,CaS,Gum,1.2628842204630577,탐색적/exploratory
oral_diseases,frozen,raw,11,0,3,CaS,MC,1.1357983571867805,탐색적/exploratory
oral_diseases,frozen,raw,11,0,4,CaS,OC,1.5839747251538627,탐색적/exploratory
oral_diseases,frozen,raw,11,0,5,CaS,OLP,1.90962180030142,탐색적/exploratory
oral_diseases,frozen,raw,11,0,6,CaS,OT,2.508801087375421,탐색적/exploratory
oral_diseases,frozen,raw,11,1,2,CoS,Gum,0.6334689672957147,탐색적/exploratory
oral_diseases,frozen,raw,11,1,3,CoS,MC,0.4570324327790932,탐색적/exploratory
oral_diseases,frozen,raw,11,1,4,CoS,OC,0.5569247844407177,탐색적/exploratory
oral_diseases,frozen,raw,11,1,5,CoS,OLP,0.5703430959082003,탐색적/exploratory
oral_diseases,frozen,raw,11,1,6,CoS,OT,0.7755837440975253,탐색적/exploratory
oral_diseases,frozen,raw,11,2,3,Gum,MC,2.1578987999862442,탐색적/exploratory
oral_diseases,frozen,raw,11,2,4,Gum,OC,1.5440845656367916,탐색적/exploratory
oral_diseases,frozen,raw,11,2,5,Gum,OLP,1.6049371390118596,탐색적/exploratory
oral_diseases,frozen,raw,11,2,6,Gum,OT,1.820204533384713,탐색적/exploratory
oral_diseases,frozen,raw,11,3,4,MC,OC,2.9074867191376144,탐색적/exploratory
oral_diseases,frozen,raw,11,3,5,MC,OLP,2.8430862726922808,탐색적/exploratory
oral_diseases,frozen,raw,11,3,6,MC,OT,2.1822056297538106,탐색적/exploratory
oral_diseases,frozen,raw,11,4,5,OC,OLP,5.23948220051299,탐색적/exploratory
oral_diseases,frozen,raw,11,4,6,OC,OT,3.3419215404490523,탐색적/exploratory
oral_diseases,frozen,raw,11,5,6,OLP,OT,5.51949392403196,탐색적/exploratory
oral_diseases,frozen,train_std,12,0,1,CaS,CoS,2.0001604501308234,탐색적/exploratory
oral_diseases,frozen,train_std,12,0,2,CaS,Gum,1.9780265343502075,탐색적/exploratory
oral_diseases,frozen,train_std,12,0,3,CaS,MC,1.5374514453477894,탐색적/exploratory
oral_diseases,frozen,train_std,12,0,4,CaS,OC,1.2150767140797543,탐색적/exploratory
oral_diseases,frozen,train_std,12,0,5,CaS,OLP,1.4509599187425237,탐색적/exploratory
oral_diseases,frozen,train_std,12,0,6,CaS,OT,1.5794785688816233,탐색적/exploratory
oral_diseases,frozen,train_std,12,1,2,CoS,Gum,1.0529892111804786,탐색적/exploratory
oral_diseases,frozen,train_std,12,1,3,CoS,MC,1.1040100872617593,탐색적/exploratory
oral_diseases,frozen,train_std,12,1,4,CoS,OC,0.7954752470515034,탐색적/exploratory
oral_diseases,frozen,train_std,12,1,5,CoS,OLP,0.7556947697596916,탐색적/exploratory
oral_diseases,frozen,train_std,12,1,6,CoS,OT,0.9365651926503359,탐색적/exploratory
oral_diseases,frozen,train_std,12,2,3,Gum,MC,2.683707686641982,탐색적/exploratory
oral_diseases,frozen,train_std,12,2,4,Gum,OC,1.4107000401063823,탐색적/exploratory
oral_diseases,frozen,train_std,12,2,5,Gum,OLP,2.568531602318046,탐색적/exploratory
oral_diseases,frozen,train_std,12,2,6,Gum,OT,2.1072396904125528,탐색적/exploratory
oral_diseases,frozen,train_std,12,3,4,MC,OC,2.3772751557861698,탐색적/exploratory
oral_diseases,frozen,train_std,12,3,5,MC,OLP,2.25057373501418,탐색적/exploratory
oral_diseases,frozen,train_std,12,3,6,MC,OT,1.6877175898928942,탐색적/exploratory
oral_diseases,frozen,train_std,12,4,5,OC,OLP,2.4497008191730476,탐색적/exploratory
oral_diseases,frozen,train_std,12,4,6,OC,OT,2.5459063730467117,탐색적/exploratory
oral_diseases,frozen,train_std,12,5,6,OLP,OT,4.228786013870832,탐색적/exploratory
oral_diseases,frozen,raw,12,0,1,CaS,CoS,1.7865956497925048,탐색적/exploratory
oral_diseases,frozen,raw,12,0,2,CaS,Gum,1.6785284534492946,탐색적/exploratory
oral_diseases,frozen,raw,12,0,3,CaS,MC,1.4917141769555722,탐색적/exploratory
oral_diseases,frozen,raw,12,0,4,CaS,OC,1.1554003357255431,탐색적/exploratory
oral_diseases,frozen,raw,12,0,5,CaS,OLP,1.2913492758797973,탐색적/exploratory
oral_diseases,frozen,raw,12,0,6,CaS,OT,1.528966979034937,탐색적/exploratory
oral_diseases,frozen,raw,12,1,2,CoS,Gum,0.8030678914612838,탐색적/exploratory
oral_diseases,frozen,raw,12,1,3,CoS,MC,0.8677045022141152,탐색적/exploratory
oral_diseases,frozen,raw,12,1,4,CoS,OC,0.6205929419140919,탐색적/exploratory
oral_diseases,frozen,raw,12,1,5,CoS,OLP,0.5749449270803907,탐색적/exploratory
oral_diseases,frozen,raw,12,1,6,CoS,OT,0.7681258336485364,탐색적/exploratory
oral_diseases,frozen,raw,12,2,3,Gum,MC,2.749030427823553,탐색적/exploratory
oral_diseases,frozen,raw,12,2,4,Gum,OC,1.2003415028847713,탐색적/exploratory
oral_diseases,frozen,raw,12,2,5,Gum,OLP,2.250288451302359,탐색적/exploratory
oral_diseases,frozen,raw,12,2,6,Gum,OT,1.8881311329257826,탐색적/exploratory
oral_diseases,frozen,raw,12,3,4,MC,OC,2.160798409174726,탐색적/exploratory
oral_diseases,frozen,raw,12,3,5,MC,OLP,2.235025208079809,탐색적/exploratory
oral_diseases,frozen,raw,12,3,6,MC,OT,1.6552197132183277,탐색적/exploratory
oral_diseases,frozen,raw,12,4,5,OC,OLP,2.4168342325285743,탐색적/exploratory
oral_diseases,frozen,raw,12,4,6,OC,OT,2.6831583451903156,탐색적/exploratory
oral_diseases,frozen,raw,12,5,6,OLP,OT,4.132716053883105,탐색적/exploratory
oral_diseases,frozen,train_std,13,0,1,CaS,CoS,1.2488155730729988,탐색적/exploratory
oral_diseases,frozen,train_std,13,0,2,CaS,Gum,0.9794976671811577,탐색적/exploratory
oral_diseases,frozen,train_std,13,0,3,CaS,MC,0.6866439048638775,탐색적/exploratory
oral_diseases,frozen,train_std,13,0,4,CaS,OC,0.9453117822802783,탐색적/exploratory
oral_diseases,frozen,train_std,13,0,5,CaS,OLP,1.2059068776278108,탐색적/exploratory
oral_diseases,frozen,train_std,13,0,6,CaS,OT,1.3801650422662262,탐색적/exploratory
oral_diseases,frozen,train_std,13,1,2,CoS,Gum,0.7740910400952956,탐색적/exploratory
oral_diseases,frozen,train_std,13,1,3,CoS,MC,0.575474080233116,탐색적/exploratory
oral_diseases,frozen,train_std,13,1,4,CoS,OC,0.7059055896738082,탐색적/exploratory
oral_diseases,frozen,train_std,13,1,5,CoS,OLP,0.7412756640859365,탐색적/exploratory
oral_diseases,frozen,train_std,13,1,6,CoS,OT,0.746646485085406,탐색적/exploratory
oral_diseases,frozen,train_std,13,2,3,Gum,MC,1.420862317856694,탐색적/exploratory
oral_diseases,frozen,train_std,13,2,4,Gum,OC,1.2080236492011949,탐색적/exploratory
oral_diseases,frozen,train_std,13,2,5,Gum,OLP,1.204714696625149,탐색적/exploratory
oral_diseases,frozen,train_std,13,2,6,Gum,OT,1.0197754485281625,탐색적/exploratory
oral_diseases,frozen,train_std,13,3,4,MC,OC,3.374057808063075,탐색적/exploratory
oral_diseases,frozen,train_std,13,3,5,MC,OLP,2.254012257457101,탐색적/exploratory
oral_diseases,frozen,train_std,13,3,6,MC,OT,0.9659853968584261,탐색적/exploratory
oral_diseases,frozen,train_std,13,4,5,OC,OLP,3.558543646363276,탐색적/exploratory
oral_diseases,frozen,train_std,13,4,6,OC,OT,1.6473250098835386,탐색적/exploratory
oral_diseases,frozen,train_std,13,5,6,OLP,OT,2.2525246692932686,탐색적/exploratory
oral_diseases,frozen,raw,13,0,1,CaS,CoS,1.1779986195527519,탐색적/exploratory
oral_diseases,frozen,raw,13,0,2,CaS,Gum,0.8317201842563123,탐색적/exploratory
oral_diseases,frozen,raw,13,0,3,CaS,MC,0.5447306329075717,탐색적/exploratory
oral_diseases,frozen,raw,13,0,4,CaS,OC,0.7966568088526645,탐색적/exploratory
oral_diseases,frozen,raw,13,0,5,CaS,OLP,0.9995836408271274,탐색적/exploratory
oral_diseases,frozen,raw,13,0,6,CaS,OT,1.2927439203005773,탐색적/exploratory
oral_diseases,frozen,raw,13,1,2,CoS,Gum,0.6402920504183894,탐색적/exploratory
oral_diseases,frozen,raw,13,1,3,CoS,MC,0.4234440477028061,탐색적/exploratory
oral_diseases,frozen,raw,13,1,4,CoS,OC,0.5480496017415647,탐색적/exploratory
oral_diseases,frozen,raw,13,1,5,CoS,OLP,0.5747149020322307,탐색적/exploratory
oral_diseases,frozen,raw,13,1,6,CoS,OT,0.6324761983632428,탐색적/exploratory
oral_diseases,frozen,raw,13,2,3,Gum,MC,1.3081382950244114,탐색적/exploratory
oral_diseases,frozen,raw,13,2,4,Gum,OC,1.1109899568314041,탐색적/exploratory
oral_diseases,frozen,raw,13,2,5,Gum,OLP,1.0914890782065443,탐색적/exploratory
oral_diseases,frozen,raw,13,2,6,Gum,OT,0.9073820765869912,탐색적/exploratory
oral_diseases,frozen,raw,13,3,4,MC,OC,3.315058763825511,탐색적/exploratory
oral_diseases,frozen,raw,13,3,5,MC,OLP,2.0188629825705067,탐색적/exploratory
oral_diseases,frozen,raw,13,3,6,MC,OT,0.8371192889017932,탐색적/exploratory
oral_diseases,frozen,raw,13,4,5,OC,OLP,3.6797756382179294,탐색적/exploratory
oral_diseases,frozen,raw,13,4,6,OC,OT,1.518832625132635,탐색적/exploratory
oral_diseases,frozen,raw,13,5,6,OLP,OT,2.1803123526720323,탐색적/exploratory
oral_diseases,frozen,train_std,14,0,1,CaS,CoS,1.6213429290902621,탐색적/exploratory
oral_diseases,frozen,train_std,14,0,2,CaS,Gum,1.2204389632337245,탐색적/exploratory
oral_diseases,frozen,train_std,14,0,3,CaS,MC,1.504995463363269,탐색적/exploratory
oral_diseases,frozen,train_std,14,0,4,CaS,OC,1.4787126984457903,탐색적/exploratory
oral_diseases,frozen,train_std,14,0,5,CaS,OLP,1.546889056116132,탐색적/exploratory
oral_diseases,frozen,train_std,14,0,6,CaS,OT,1.1921677424280173,탐색적/exploratory
oral_diseases,frozen,train_std,14,1,2,CoS,Gum,0.7656185766177983,탐색적/exploratory
oral_diseases,frozen,train_std,14,1,3,CoS,MC,0.7484284994590288,탐색적/exploratory
oral_diseases,frozen,train_std,14,1,4,CoS,OC,0.7334914056516848,탐색적/exploratory
oral_diseases,frozen,train_std,14,1,5,CoS,OLP,0.7288874720825832,탐색적/exploratory
oral_diseases,frozen,train_std,14,1,6,CoS,OT,0.8693335127000301,탐색적/exploratory
oral_diseases,frozen,train_std,14,2,3,Gum,MC,1.96675392198252,탐색적/exploratory
oral_diseases,frozen,train_std,14,2,4,Gum,OC,1.1644927568311134,탐색적/exploratory
oral_diseases,frozen,train_std,14,2,5,Gum,OLP,1.5233630284220314,탐색적/exploratory
oral_diseases,frozen,train_std,14,2,6,Gum,OT,0.8220492755119384,탐색적/exploratory
oral_diseases,frozen,train_std,14,3,4,MC,OC,3.8864534619913256,탐색적/exploratory
oral_diseases,frozen,train_std,14,3,5,MC,OLP,3.9988976582206286,탐색적/exploratory
oral_diseases,frozen,train_std,14,3,6,MC,OT,0.8220935042712076,탐색적/exploratory
oral_diseases,frozen,train_std,14,4,5,OC,OLP,3.7830589888777646,탐색적/exploratory
oral_diseases,frozen,train_std,14,4,6,OC,OT,1.2508455122735562,탐색적/exploratory
oral_diseases,frozen,train_std,14,5,6,OLP,OT,1.4129001635332403,탐색적/exploratory
oral_diseases,frozen,raw,14,0,1,CaS,CoS,1.4240164888004216,탐색적/exploratory
oral_diseases,frozen,raw,14,0,2,CaS,Gum,1.0531196276842496,탐색적/exploratory
oral_diseases,frozen,raw,14,0,3,CaS,MC,1.3050122621367455,탐색적/exploratory
oral_diseases,frozen,raw,14,0,4,CaS,OC,1.373974155632872,탐색적/exploratory
oral_diseases,frozen,raw,14,0,5,CaS,OLP,1.3612253597571455,탐색적/exploratory
oral_diseases,frozen,raw,14,0,6,CaS,OT,1.0846681746897957,탐색적/exploratory
oral_diseases,frozen,raw,14,1,2,CoS,Gum,0.6098304205355987,탐색적/exploratory
oral_diseases,frozen,raw,14,1,3,CoS,MC,0.5693059691679909,탐색적/exploratory
oral_diseases,frozen,raw,14,1,4,CoS,OC,0.5767904258765392,탐색적/exploratory
oral_diseases,frozen,raw,14,1,5,CoS,OLP,0.5544004057949417,탐색적/exploratory
oral_diseases,frozen,raw,14,1,6,CoS,OT,0.7177992105624945,탐색적/exploratory
oral_diseases,frozen,raw,14,2,3,Gum,MC,1.7969783077359271,탐색적/exploratory
oral_diseases,frozen,raw,14,2,4,Gum,OC,1.0343343115272683,탐색적/exploratory
oral_diseases,frozen,raw,14,2,5,Gum,OLP,1.3322460293999134,탐색적/exploratory
oral_diseases,frozen,raw,14,2,6,Gum,OT,0.6758145611833455,탐색적/exploratory
oral_diseases,frozen,raw,14,3,4,MC,OC,3.5346303991168306,탐색적/exploratory
oral_diseases,frozen,raw,14,3,5,MC,OLP,3.6582069172965714,탐색적/exploratory
oral_diseases,frozen,raw,14,3,6,MC,OT,0.6802863444457268,탐색적/exploratory
oral_diseases,frozen,raw,14,4,5,OC,OLP,3.8892195194534662,탐색적/exploratory
oral_diseases,frozen,raw,14,4,6,OC,OT,1.0711298240917724,탐색적/exploratory
oral_diseases,frozen,raw,14,5,6,OLP,OT,1.1746394952313457,탐색적/exploratory
oral_diseases,cp,train_std,0,0,1,CaS,CoS,3.2952048851653983,탐색적/exploratory
oral_diseases,cp,train_std,0,0,2,CaS,Gum,2.673932265755473,탐색적/exploratory
oral_diseases,cp,train_std,0,0,3,CaS,MC,3.1994404250122908,탐색적/exploratory
oral_diseases,cp,train_std,0,0,4,CaS,OC,2.4776723879203315,탐색적/exploratory
oral_diseases,cp,train_std,0,0,5,CaS,OLP,2.4772963898727633,탐색적/exploratory
oral_diseases,cp,train_std,0,0,6,CaS,OT,3.61357648065212,탐색적/exploratory
oral_diseases,cp,train_std,0,1,2,CoS,Gum,1.8940124701492511,탐색적/exploratory
oral_diseases,cp,train_std,0,1,3,CoS,MC,2.1418548340593464,탐색적/exploratory
oral_diseases,cp,train_std,0,1,4,CoS,OC,1.8522103508847096,탐색적/exploratory
oral_diseases,cp,train_std,0,1,5,CoS,OLP,1.7088066313898593,탐색적/exploratory
oral_diseases,cp,train_std,0,1,6,CoS,OT,2.485502933843283,탐색적/exploratory
oral_diseases,cp,train_std,0,2,3,Gum,MC,3.0805442679338606,탐색적/exploratory
oral_diseases,cp,train_std,0,2,4,Gum,OC,2.4669976873603483,탐색적/exploratory
oral_diseases,cp,train_std,0,2,5,Gum,OLP,1.9886732076420686,탐색적/exploratory
oral_diseases,cp,train_std,0,2,6,Gum,OT,3.499216672083571,탐색적/exploratory
oral_diseases,cp,train_std,0,3,4,MC,OC,4.890145796932759,탐색적/exploratory
oral_diseases,cp,train_std,0,3,5,MC,OLP,3.107275388808412,탐색적/exploratory
oral_diseases,cp,train_std,0,3,6,MC,OT,4.004395334990997,탐색적/exploratory
oral_diseases,cp,train_std,0,4,5,OC,OLP,2.7221480892325762,탐색적/exploratory
oral_diseases,cp,train_std,0,4,6,OC,OT,3.177005632478908,탐색적/exploratory
oral_diseases,cp,train_std,0,5,6,OLP,OT,3.1856663171395727,탐색적/exploratory
oral_diseases,cp,raw,0,0,1,CaS,CoS,3.769399543460285,탐색적/exploratory
oral_diseases,cp,raw,0,0,2,CaS,Gum,3.082812296325331,탐색적/exploratory
oral_diseases,cp,raw,0,0,3,CaS,MC,4.033136139539372,탐색적/exploratory
oral_diseases,cp,raw,0,0,4,CaS,OC,3.336044311672766,탐색적/exploratory
oral_diseases,cp,raw,0,0,5,CaS,OLP,3.03346242606992,탐색적/exploratory
oral_diseases,cp,raw,0,0,6,CaS,OT,4.109180111047294,탐색적/exploratory
oral_diseases,cp,raw,0,1,2,CoS,Gum,2.3030503824100577,탐색적/exploratory
oral_diseases,cp,raw,0,1,3,CoS,MC,2.688069069324101,탐색적/exploratory
oral_diseases,cp,raw,0,1,4,CoS,OC,2.424101131415649,탐색적/exploratory
oral_diseases,cp,raw,0,1,5,CoS,OLP,2.244690231628122,탐색적/exploratory
oral_diseases,cp,raw,0,1,6,CoS,OT,3.0124566604627567,탐색적/exploratory
oral_diseases,cp,raw,0,2,3,Gum,MC,3.310946375976291,탐색적/exploratory
oral_diseases,cp,raw,0,2,4,Gum,OC,2.907401469726286,탐색적/exploratory
oral_diseases,cp,raw,0,2,5,Gum,OLP,2.2063655454189584,탐색적/exploratory
oral_diseases,cp,raw,0,2,6,Gum,OT,3.65120989245126,탐색적/exploratory
oral_diseases,cp,raw,0,3,4,MC,OC,5.155150411868264,탐색적/exploratory
oral_diseases,cp,raw,0,3,5,MC,OLP,3.343967727842001,탐색적/exploratory
oral_diseases,cp,raw,0,3,6,MC,OT,4.25356287630781,탐색적/exploratory
oral_diseases,cp,raw,0,4,5,OC,OLP,3.0800932906240077,탐색적/exploratory
oral_diseases,cp,raw,0,4,6,OC,OT,3.5355288766946735,탐색적/exploratory
oral_diseases,cp,raw,0,5,6,OLP,OT,3.528701427319916,탐색적/exploratory
oral_diseases,cp,train_std,1,0,1,CaS,CoS,3.1376982741395754,탐색적/exploratory
oral_diseases,cp,train_std,1,0,2,CaS,Gum,2.697816986165534,탐색적/exploratory
oral_diseases,cp,train_std,1,0,3,CaS,MC,2.5661283470094367,탐색적/exploratory
oral_diseases,cp,train_std,1,0,4,CaS,OC,1.833734633612941,탐색적/exploratory
oral_diseases,cp,train_std,1,0,5,CaS,OLP,2.2124961268644587,탐색적/exploratory
oral_diseases,cp,train_std,1,0,6,CaS,OT,2.242948277072421,탐색적/exploratory
oral_diseases,cp,train_std,1,1,2,CoS,Gum,2.6969547089507233,탐색적/exploratory
oral_diseases,cp,train_std,1,1,3,CoS,MC,2.754883110659382,탐색적/exploratory
oral_diseases,cp,train_std,1,1,4,CoS,OC,1.890322741611399,탐색적/exploratory
oral_diseases,cp,train_std,1,1,5,CoS,OLP,2.2841295891616413,탐색적/exploratory
oral_diseases,cp,train_std,1,1,6,CoS,OT,2.49914047536924,탐색적/exploratory
oral_diseases,cp,train_std,1,2,3,Gum,MC,4.3989851516529335,탐색적/exploratory
oral_diseases,cp,train_std,1,2,4,Gum,OC,2.444620890027053,탐색적/exploratory
oral_diseases,cp,train_std,1,2,5,Gum,OLP,3.621224462101166,탐색적/exploratory
oral_diseases,cp,train_std,1,2,6,Gum,OT,2.517828100437616,탐색적/exploratory
oral_diseases,cp,train_std,1,3,4,MC,OC,4.10691442298992,탐색적/exploratory
oral_diseases,cp,train_std,1,3,5,MC,OLP,5.027475349523117,탐색적/exploratory
oral_diseases,cp,train_std,1,3,6,MC,OT,3.3724688948049617,탐색적/exploratory
oral_diseases,cp,train_std,1,4,5,OC,OLP,3.2231309650426514,탐색적/exploratory
oral_diseases,cp,train_std,1,4,6,OC,OT,2.4680313770455227,탐색적/exploratory
oral_diseases,cp,train_std,1,5,6,OLP,OT,3.446471721880399,탐색적/exploratory
oral_diseases,cp,raw,1,0,1,CaS,CoS,3.6697748473099647,탐색적/exploratory
oral_diseases,cp,raw,1,0,2,CaS,Gum,3.2858635103684404,탐색적/exploratory
oral_diseases,cp,raw,1,0,3,CaS,MC,3.328815363681595,탐색적/exploratory
oral_diseases,cp,raw,1,0,4,CaS,OC,2.098285970668323,탐색적/exploratory
oral_diseases,cp,raw,1,0,5,CaS,OLP,2.7471120406007605,탐색적/exploratory
oral_diseases,cp,raw,1,0,6,CaS,OT,2.381724154512533,탐색적/exploratory
oral_diseases,cp,raw,1,1,2,CoS,Gum,3.546861169489961,탐색적/exploratory
