dataset,rep,space,fold,i,j,i_name,j_name,cdnv,exploratory
aptos2019,cp,train_std,0,0,1,no_dr,mild,8.992564483139002,탐색적/exploratory
aptos2019,cp,train_std,0,0,2,no_dr,moderate,11.072494132538962,탐색적/exploratory
aptos2019,cp,train_std,0,0,3,no_dr,severe,6.70514089782049,탐색적/exploratory
aptos2019,cp,train_std,0,0,4,no_dr,proliferative,7.215867107731633,탐색적/exploratory
aptos2019,cp,train_std,0,1,2,mild,moderate,12.355312867818595,탐색적/exploratory
aptos2019,cp,train_std,0,1,3,mild,severe,5.900238416841045,탐색적/exploratory
aptos2019,cp,train_std,0,1,4,mild,proliferative,7.922933199229201,탐색적/exploratory
aptos2019,cp,train_std,0,2,3,moderate,severe,15.593264820721716,탐색적/exploratory
aptos2019,cp,train_std,0,2,4,moderate,proliferative,16.082163250295544,탐색적/exploratory
aptos2019,cp,train_std,0,3,4,severe,proliferative,12.399553107166334,탐색적/exploratory
aptos2019,cp,raw,0,0,1,no_dr,mild,9.451428397728229,탐색적/exploratory
aptos2019,cp,raw,0,0,2,no_dr,moderate,10.870847312711449,탐색적/exploratory
aptos2019,cp,raw,0,0,3,no_dr,severe,7.164642030455722,탐색적/exploratory
aptos2019,cp,raw,0,0,4,no_dr,proliferative,7.369037817093569,탐색적/exploratory
aptos2019,cp,raw,0,1,2,mild,moderate,15.639168255607816,탐색적/exploratory
aptos2019,cp,raw,0,1,3,mild,severe,7.487270122050329,탐색적/exploratory
aptos2019,cp,raw,0,1,4,mild,proliferative,9.627204544043583,탐색적/exploratory
aptos2019,cp,raw,0,2,3,moderate,severe,17.889653277428295,탐색적/exploratory
aptos2019,cp,raw,0,2,4,moderate,proliferative,17.749298044513733,탐색적/exploratory
aptos2019,cp,raw,0,3,4,severe,proliferative,12.70873773261353,탐색적/exploratory
aptos2019,cp,train_std,1,0,1,no_dr,mild,8.050848186458907,탐색적/exploratory
aptos2019,cp,train_std,1,0,2,no_dr,moderate,10.866382393355314,탐색적/exploratory
aptos2019,cp,train_std,1,0,3,no_dr,severe,6.036350956252501,탐색적/exploratory
aptos2019,cp,train_std,1,0,4,no_dr,proliferative,7.010484638978696,탐색적/exploratory
aptos2019,cp,train_std,1,1,2,mild,moderate,16.70893242952404,탐색적/exploratory
aptos2019,cp,train_std,1,1,3,mild,severe,6.259477901055823,탐색적/exploratory
aptos2019,cp,train_std,1,1,4,mild,proliferative,8.288965559049036,탐색적/exploratory
aptos2019,cp,train_std,1,2,3,moderate,severe,12.713027733256087,탐색적/exploratory
aptos2019,cp,train_std,1,2,4,moderate,proliferative,14.461656241574143,탐색적/exploratory
aptos2019,cp,train_std,1,3,4,severe,proliferative,14.578978560560909,탐색적/exploratory
aptos2019,cp,raw,1,0,1,no_dr,mild,8.80650130340811,탐색적/exploratory
aptos2019,cp,raw,1,0,2,no_dr,moderate,10.336537478212689,탐색적/exploratory
aptos2019,cp,raw,1,0,3,no_dr,severe,6.781032768730538,탐색적/exploratory
aptos2019,cp,raw,1,0,4,no_dr,proliferative,6.928853354042996,탐색적/exploratory
aptos2019,cp,raw,1,1,2,mild,moderate,19.529342944408075,탐색적/exploratory
aptos2019,cp,raw,1,1,3,mild,severe,8.169457225464459,탐색적/exploratory
aptos2019,cp,raw,1,1,4,mild,proliferative,9.335524856482678,탐색적/exploratory
aptos2019,cp,raw,1,2,3,moderate,severe,15.621266345519267,탐색적/exploratory
aptos2019,cp,raw,1,2,4,moderate,proliferative,15.68959359363626,탐색적/exploratory
aptos2019,cp,raw,1,3,4,severe,proliferative,15.974646204794894,탐색적/exploratory
aptos2019,cp,train_std,2,0,1,no_dr,mild,9.573641478830456,탐색적/exploratory
aptos2019,cp,train_std,2,0,2,no_dr,moderate,11.26067848826008,탐색적/exploratory
aptos2019,cp,train_std,2,0,3,no_dr,severe,6.022957187231016,탐색적/exploratory
aptos2019,cp,train_std,2,0,4,no_dr,proliferative,7.294740159450556,탐색적/exploratory
aptos2019,cp,train_std,2,1,2,mild,moderate,15.11716797950263,탐색적/exploratory
aptos2019,cp,train_std,2,1,3,mild,severe,5.990853787962852,탐색적/exploratory
aptos2019,cp,train_std,2,1,4,mild,proliferative,9.350294854851606,탐색적/exploratory
aptos2019,cp,train_std,2,2,3,moderate,severe,13.30746517831752,탐색적/exploratory
aptos2019,cp,train_std,2,2,4,moderate,proliferative,15.902796446802766,탐색적/exploratory
aptos2019,cp,train_std,2,3,4,severe,proliferative,10.517106167145638,탐색적/exploratory
aptos2019,cp,raw,2,0,1,no_dr,mild,10.866522492859236,탐색적/exploratory
aptos2019,cp,raw,2,0,2,no_dr,moderate,10.597776823139988,탐색적/exploratory
aptos2019,cp,raw,2,0,3,no_dr,severe,6.206066211518581,탐색적/exploratory
aptos2019,cp,raw,2,0,4,no_dr,proliferative,7.076120404088184,탐색적/exploratory
aptos2019,cp,raw,2,1,2,mild,moderate,18.649003626836556,탐색적/exploratory
aptos2019,cp,raw,2,1,3,mild,severe,8.01951631628092,탐색적/exploratory
aptos2019,cp,raw,2,1,4,mild,proliferative,11.721995046471145,탐색적/exploratory
aptos2019,cp,raw,2,2,3,moderate,severe,15.555319977146175,탐색적/exploratory
aptos2019,cp,raw,2,2,4,moderate,proliferative,16.558053568154904,탐색적/exploratory
aptos2019,cp,raw,2,3,4,severe,proliferative,11.123733179083096,탐색적/exploratory
aptos2019,cp,train_std,3,0,1,no_dr,mild,8.983958418131975,탐색적/exploratory
aptos2019,cp,train_std,3,0,2,no_dr,moderate,11.312026579733853,탐색적/exploratory
aptos2019,cp,train_std,3,0,3,no_dr,severe,6.598620213025111,탐색적/exploratory
aptos2019,cp,train_std,3,0,4,no_dr,proliferative,7.620919109985537,탐색적/exploratory
aptos2019,cp,train_std,3,1,2,mild,moderate,17.05590929935528,탐색적/exploratory
aptos2019,cp,train_std,3,1,3,mild,severe,7.012284740127652,탐색적/exploratory
aptos2019,cp,train_std,3,1,4,mild,proliferative,9.812931426112147,탐색적/exploratory
aptos2019,cp,train_std,3,2,3,moderate,severe,16.48871506909024,탐색적/exploratory
aptos2019,cp,train_std,3,2,4,moderate,proliferative,20.77318711724847,탐색적/exploratory
aptos2019,cp,train_std,3,3,4,severe,proliferative,14.47422305814752,탐색적/exploratory
aptos2019,cp,raw,3,0,1,no_dr,mild,9.675056351125326,탐색적/exploratory
aptos2019,cp,raw,3,0,2,no_dr,moderate,11.450365430804398,탐색적/exploratory
aptos2019,cp,raw,3,0,3,no_dr,severe,7.683325563500142,탐색적/exploratory
aptos2019,cp,raw,3,0,4,no_dr,proliferative,7.8549030523750645,탐색적/exploratory
aptos2019,cp,raw,3,1,2,mild,moderate,21.032638465324638,탐색적/exploratory
aptos2019,cp,raw,3,1,3,mild,severe,9.416367667159083,탐색적/exploratory
aptos2019,cp,raw,3,1,4,mild,proliferative,11.800850100830019,탐색적/exploratory
aptos2019,cp,raw,3,2,3,moderate,severe,19.760422143385465,탐색적/exploratory
aptos2019,cp,raw,3,2,4,moderate,proliferative,21.80069486204784,탐색적/exploratory
aptos2019,cp,raw,3,3,4,severe,proliferative,15.211739258121709,탐색적/exploratory
aptos2019,cp,train_std,4,0,1,no_dr,mild,10.932288920186377,탐색적/exploratory
aptos2019,cp,train_std,4,0,2,no_dr,moderate,11.913991841227347,탐색적/exploratory
aptos2019,cp,train_std,4,0,3,no_dr,severe,7.322420347943008,탐색적/exploratory
aptos2019,cp,train_std,4,0,4,no_dr,proliferative,7.231541987668146,탐색적/exploratory
aptos2019,cp,train_std,4,1,2,mild,moderate,24.107002460214094,탐색적/exploratory
aptos2019,cp,train_std,4,1,3,mild,severe,8.767084504138934,탐색적/exploratory
aptos2019,cp,train_std,4,1,4,mild,proliferative,9.58240604751238,탐색적/exploratory
aptos2019,cp,train_std,4,2,3,moderate,severe,15.58665792679561,탐색적/exploratory
aptos2019,cp,train_std,4,2,4,moderate,proliferative,15.908440146032197,탐색적/exploratory
aptos2019,cp,train_std,4,3,4,severe,proliferative,16.214890233839764,탐색적/exploratory
aptos2019,cp,raw,4,0,1,no_dr,mild,11.649015327412686,탐색적/exploratory
aptos2019,cp,raw,4,0,2,no_dr,moderate,11.997054084730866,탐색적/exploratory
aptos2019,cp,raw,4,0,3,no_dr,severe,7.438537202101217,탐색적/exploratory
aptos2019,cp,raw,4,0,4,no_dr,proliferative,7.60023603262487,탐색적/exploratory
aptos2019,cp,raw,4,1,2,mild,moderate,26.990543370840133,탐색적/exploratory
aptos2019,cp,raw,4,1,3,mild,severe,10.751984319130518,탐색적/exploratory
aptos2019,cp,raw,4,1,4,mild,proliferative,11.488469570817548,탐색적/exploratory
aptos2019,cp,raw,4,2,3,moderate,severe,17.614605253965312,탐색적/exploratory
aptos2019,cp,raw,4,2,4,moderate,proliferative,17.433827752300637,탐색적/exploratory
aptos2019,cp,raw,4,3,4,severe,proliferative,16.635285256469906,탐색적/exploratory
aptos2019,lora_s1ce,train_std,0,0,1,no_dr,mild,0.6023276617522378,탐색적/exploratory
aptos2019,lora_s1ce,train_std,0,0,2,no_dr,moderate,0.35961829683278074,탐색적/exploratory
aptos2019,lora_s1ce,train_std,0,0,3,no_dr,severe,0.25682751440991675,탐색적/exploratory
aptos2019,lora_s1ce,train_std,0,0,4,no_dr,proliferative,0.3202204554564958,탐색적/exploratory
aptos2019,lora_s1ce,train_std,0,1,2,mild,moderate,1.9788629936075137,탐색적/exploratory
aptos2019,lora_s1ce,train_std,0,1,3,mild,severe,0.8542891421166368,탐색적/exploratory
aptos2019,lora_s1ce,train_std,0,1,4,mild,proliferative,1.1416727541637464,탐색적/exploratory
aptos2019,lora_s1ce,train_std,0,2,3,moderate,severe,4.505056688401353,탐색적/exploratory
aptos2019,lora_s1ce,train_std,0,2,4,moderate,proliferative,4.262888478327801,탐색적/exploratory
aptos2019,lora_s1ce,train_std,0,3,4,severe,proliferative,7.028678389456024,탐색적/exploratory
aptos2019,lora_s1ce,raw,0,0,1,no_dr,mild,0.27606871885797307,탐색적/exploratory
aptos2019,lora_s1ce,raw,0,0,2,no_dr,moderate,0.14557189054253172,탐색적/exploratory
aptos2019,lora_s1ce,raw,0,0,3,no_dr,severe,0.10452035672257243,탐색적/exploratory
aptos2019,lora_s1ce,raw,0,0,4,no_dr,proliferative,0.13008798424203702,탐색적/exploratory
aptos2019,lora_s1ce,raw,0,1,2,mild,moderate,1.3853665874127215,탐색적/exploratory
aptos2019,lora_s1ce,raw,0,1,3,mild,severe,0.5905352434087502,탐색적/exploratory
aptos2019,lora_s1ce,raw,0,1,4,mild,proliferative,0.7818472550906471,탐색적/exploratory
aptos2019,lora_s1ce,raw,0,2,3,moderate,severe,3.490573358612574,탐색적/exploratory
aptos2019,lora_s1ce,raw,0,2,4,moderate,proliferative,3.6653868100125044,탐색적/exploratory
aptos2019,lora_s1ce,raw,0,3,4,severe,proliferative,6.75078411250548,탐색적/exploratory
aptos2019,lora_s1ce,train_std,1,0,1,no_dr,mild,0.6513452076427227,탐색적/exploratory
aptos2019,lora_s1ce,train_std,1,0,2,no_dr,moderate,0.525697447951386,탐색적/exploratory
aptos2019,lora_s1ce,train_std,1,0,3,no_dr,severe,0.4412569332834479,탐색적/exploratory
aptos2019,lora_s1ce,train_std,1,0,4,no_dr,proliferative,0.5402140219593923,탐색적/exploratory
aptos2019,lora_s1ce,train_std,1,1,2,mild,moderate,3.699819924067526,탐색적/exploratory
aptos2019,lora_s1ce,train_std,1,1,3,mild,severe,1.3309092451686961,탐색적/exploratory
aptos2019,lora_s1ce,train_std,1,1,4,mild,proliferative,1.528161541657134,탐색적/exploratory
aptos2019,lora_s1ce,train_std,1,2,3,moderate,severe,3.82721514776826,탐색적/exploratory
aptos2019,lora_s1ce,train_std,1,2,4,moderate,proliferative,2.990392840254939,탐색적/exploratory
aptos2019,lora_s1ce,train_std,1,3,4,severe,proliferative,8.389620819296397,탐색적/exploratory
aptos2019,lora_s1ce,raw,1,0,1,no_dr,mild,0.3237879670964556,탐색적/exploratory
aptos2019,lora_s1ce,raw,1,0,2,no_dr,moderate,0.24206227330840355,탐색적/exploratory
aptos2019,lora_s1ce,raw,1,0,3,no_dr,severe,0.2214443697579775,탐색적/exploratory
aptos2019,lora_s1ce,raw,1,0,4,no_dr,proliferative,0.27381715905757176,탐색적/exploratory
aptos2019,lora_s1ce,raw,1,1,2,mild,moderate,3.017335538507334,탐색적/exploratory
aptos2019,lora_s1ce,raw,1,1,3,mild,severe,1.1468660071278467,탐색적/exploratory
aptos2019,lora_s1ce,raw,1,1,4,mild,proliferative,1.3086849943230594,탐색적/exploratory
aptos2019,lora_s1ce,raw,1,2,3,moderate,severe,3.458044777978665,탐색적/exploratory
aptos2019,lora_s1ce,raw,1,2,4,moderate,proliferative,2.63956632483707,탐색적/exploratory
aptos2019,lora_s1ce,raw,1,3,4,severe,proliferative,8.159986017773399,탐색적/exploratory
aptos2019,lora_s1ce,train_std,2,0,1,no_dr,mild,0.6390913958962857,탐색적/exploratory
aptos2019,lora_s1ce,train_std,2,0,2,no_dr,moderate,0.4851206778343065,탐색적/exploratory
aptos2019,lora_s1ce,train_std,2,0,3,no_dr,severe,0.3683408283419968,탐색적/exploratory
aptos2019,lora_s1ce,train_std,2,0,4,no_dr,proliferative,0.46783278444749893,탐색적/exploratory
aptos2019,lora_s1ce,train_std,2,1,2,mild,moderate,2.961736631359962,탐색적/exploratory
aptos2019,lora_s1ce,train_std,2,1,3,mild,severe,1.0227893707384488,탐색적/exploratory
aptos2019,lora_s1ce,train_std,2,1,4,mild,proliferative,1.4009360347367767,탐색적/exploratory
aptos2019,lora_s1ce,train_std,2,2,3,moderate,severe,3.6843126115523344,탐색적/exploratory
aptos2019,lora_s1ce,train_std,2,2,4,moderate,proliferative,3.283472962942817,탐색적/exploratory
aptos2019,lora_s1ce,train_std,2,3,4,severe,proliferative,4.51623155294206,탐색적/exploratory
aptos2019,lora_s1ce,raw,2,0,1,no_dr,mild,0.2969233609824941,탐색적/exploratory
aptos2019,lora_s1ce,raw,2,0,2,no_dr,moderate,0.20912450167213967,탐색적/exploratory
aptos2019,lora_s1ce,raw,2,0,3,no_dr,severe,0.17140524384616249,탐색적/exploratory
aptos2019,lora_s1ce,raw,2,0,4,no_dr,proliferative,0.21286133822577935,탐색적/exploratory
aptos2019,lora_s1ce,raw,2,1,2,mild,moderate,2.360858988464743,탐색적/exploratory
aptos2019,lora_s1ce,raw,2,1,3,mild,severe,0.8423550263320485,탐색적/exploratory
aptos2019,lora_s1ce,raw,2,1,4,mild,proliferative,1.137777159022939,탐색적/exploratory
aptos2019,lora_s1ce,raw,2,2,3,moderate,severe,3.177433275577014,탐색적/exploratory
aptos2019,lora_s1ce,raw,2,2,4,moderate,proliferative,2.8788228048071143,탐색적/exploratory
aptos2019,lora_s1ce,raw,2,3,4,severe,proliferative,4.309508188467869,탐색적/exploratory
aptos2019,lora_s1ce,train_std,3,0,1,no_dr,mild,0.5513024911179776,탐색적/exploratory
aptos2019,lora_s1ce,train_std,3,0,2,no_dr,moderate,0.4438810789418222,탐색적/exploratory
aptos2019,lora_s1ce,train_std,3,0,3,no_dr,severe,0.3542214668594439,탐색적/exploratory
aptos2019,lora_s1ce,train_std,3,0,4,no_dr,proliferative,0.4358115449154321,탐색적/exploratory
aptos2019,lora_s1ce,train_std,3,1,2,mild,moderate,3.038993666157707,탐색적/exploratory
aptos2019,lora_s1ce,train_std,3,1,3,mild,severe,1.2112967785109268,탐색적/exploratory
aptos2019,lora_s1ce,train_std,3,1,4,mild,proliferative,1.3212858140912167,탐색적/exploratory
aptos2019,lora_s1ce,train_std,3,2,3,moderate,severe,5.110225202106101,탐색적/exploratory
aptos2019,lora_s1ce,train_std,3,2,4,moderate,proliferative,3.3180540240541534,탐색적/exploratory
aptos2019,lora_s1ce,train_std,3,3,4,severe,proliferative,5.746431590149738,탐색적/exploratory
aptos2019,lora_s1ce,raw,3,0,1,no_dr,mild,0.2819737496540823,탐색적/exploratory
aptos2019,lora_s1ce,raw,3,0,2,no_dr,moderate,0.2074210743878501,탐색적/exploratory
aptos2019,lora_s1ce,raw,3,0,3,no_dr,severe,0.17261045853700904,탐색적/exploratory
aptos2019,lora_s1ce,raw,3,0,4,no_dr,proliferative,0.219033701189613,탐색적/exploratory
aptos2019,lora_s1ce,raw,3,1,2,mild,moderate,2.349674069095017,탐색적/exploratory
aptos2019,lora_s1ce,raw,3,1,3,mild,severe,0.9405834867400416,탐색적/exploratory
aptos2019,lora_s1ce,raw,3,1,4,mild,proliferative,1.0717569169930972,탐색적/exploratory
aptos2019,lora_s1ce,raw,3,2,3,moderate,severe,4.266343373536501,탐색적/exploratory
aptos2019,lora_s1ce,raw,3,2,4,moderate,proliferative,2.880713016021612,탐색적/exploratory
aptos2019,lora_s1ce,raw,3,3,4,severe,proliferative,5.2955708440047236,탐색적/exploratory
aptos2019,lora_s1ce,train_std,4,0,1,no_dr,mild,0.6450282452707559,탐색적/exploratory
aptos2019,lora_s1ce,train_std,4,0,2,no_dr,moderate,0.45383484763165527,탐색적/exploratory
aptos2019,lora_s1ce,train_std,4,0,3,no_dr,severe,0.395664833409189,탐색적/exploratory
aptos2019,lora_s1ce,train_std,4,0,4,no_dr,proliferative,0.41137108944620926,탐색적/exploratory
aptos2019,lora_s1ce,train_std,4,1,2,mild,moderate,4.566128884246758,탐색적/exploratory
aptos2019,lora_s1ce,train_std,4,1,3,mild,severe,1.457446529247004,탐색적/exploratory
aptos2019,lora_s1ce,train_std,4,1,4,mild,proliferative,1.5259784191195804,탐색적/exploratory
aptos2019,lora_s1ce,train_std,4,2,3,moderate,severe,3.453899482657053,탐색적/exploratory
aptos2019,lora_s1ce,train_std,4,2,4,moderate,proliferative,3.06426055572352,탐색적/exploratory
aptos2019,lora_s1ce,train_std,4,3,4,severe,proliferative,12.57039166823068,탐색적/exploratory
aptos2019,lora_s1ce,raw,4,0,1,no_dr,mild,0.3258947156642733,탐색적/exploratory
aptos2019,lora_s1ce,raw,4,0,2,no_dr,moderate,0.20884675646126996,탐색적/exploratory
aptos2019,lora_s1ce,raw,4,0,3,no_dr,severe,0.1866480191195732,탐색적/exploratory
aptos2019,lora_s1ce,raw,4,0,4,no_dr,proliferative,0.1943232102082765,탐색적/exploratory
aptos2019,lora_s1ce,raw,4,1,2,mild,moderate,3.300220569257251,탐색적/exploratory
aptos2019,lora_s1ce,raw,4,1,3,mild,severe,1.1132452541737252,탐색적/exploratory
aptos2019,lora_s1ce,raw,4,1,4,mild,proliferative,1.1619891827547555,탐색적/exploratory
aptos2019,lora_s1ce,raw,4,2,3,moderate,severe,2.9338597480632482,탐색적/exploratory
aptos2019,lora_s1ce,raw,4,2,4,moderate,proliferative,2.6462128367881474,탐색적/exploratory
aptos2019,lora_s1ce,raw,4,3,4,severe,proliferative,13.15137874937126,탐색적/exploratory
oral_diseases,frozen,train_std,0,0,1,CaS,CoS,1.572346854971219,탐색적/exploratory
oral_diseases,frozen,train_std,0,0,2,CaS,Gum,1.4877425136253188,탐색적/exploratory
oral_diseases,frozen,train_std,0,0,3,CaS,MC,1.1149394967289428,탐색적/exploratory
oral_diseases,frozen,train_std,0,0,4,CaS,OC,1.0431633700971357,탐색적/exploratory
oral_diseases,frozen,train_std,0,0,5,CaS,OLP,1.2298428457558086,탐색적/exploratory
oral_diseases,frozen,train_std,0,0,6,CaS,OT,2.204165985895327,탐색적/exploratory
oral_diseases,frozen,train_std,0,1,2,CoS,Gum,0.6684585263801078,탐색적/exploratory
oral_diseases,frozen,train_std,0,1,3,CoS,MC,0.6008184582823138,탐색적/exploratory
oral_diseases,frozen,train_std,0,1,4,CoS,OC,0.555187658542321,탐색적/exploratory
oral_diseases,frozen,train_std,0,1,5,CoS,OLP,0.5607847870115744,탐색적/exploratory
oral_diseases,frozen,train_std,0,1,6,CoS,OT,0.8906788227102472,탐색적/exploratory
oral_diseases,frozen,train_std,0,2,3,Gum,MC,2.2777848766519084,탐색적/exploratory
oral_diseases,frozen,train_std,0,2,4,Gum,OC,1.5646400303760195,탐색적/exploratory
oral_diseases,frozen,train_std,0,2,5,Gum,OLP,1.6566684412204147,탐색적/exploratory
oral_diseases,frozen,train_std,0,2,6,Gum,OT,2.389535681474021,탐색적/exploratory
oral_diseases,frozen,train_std,0,3,4,MC,OC,3.9675054487130472,탐색적/exploratory
oral_diseases,frozen,train_std,0,3,5,MC,OLP,3.262219072947974,탐색적/exploratory
oral_diseases,frozen,train_std,0,3,6,MC,OT,2.3032664652782615,탐색적/exploratory
oral_diseases,frozen,train_std,0,4,5,OC,OLP,2.7414327035243744,탐색적/exploratory
oral_diseases,frozen,train_std,0,4,6,OC,OT,2.5177413428782573,탐색적/exploratory
oral_diseases,frozen,train_std,0,5,6,OLP,OT,3.190218383698757,탐색적/exploratory
oral_diseases,frozen,raw,0,0,1,CaS,CoS,1.414659146880634,탐색적/exploratory
oral_diseases,frozen,raw,0,0,2,CaS,Gum,1.221528128142777,탐색적/exploratory
oral_diseases,frozen,raw,0,0,3,CaS,MC,0.9192522172337068,탐색적/exploratory
oral_diseases,frozen,raw,0,0,4,CaS,OC,0.9346895374843921,탐색적/exploratory
oral_diseases,frozen,raw,0,0,5,CaS,OLP,1.0357202218849921,탐색적/exploratory
oral_diseases,frozen,raw,0,0,6,CaS,OT,1.9907644432416705,탐색적/exploratory
oral_diseases,frozen,raw,0,1,2,CoS,Gum,0.5246113183060774,탐색적/exploratory
oral_diseases,frozen,raw,0,1,3,CoS,MC,0.4543702966659259,탐색적/exploratory
oral_diseases,frozen,raw,0,1,4,CoS,OC,0.4392256760606563,탐색적/exploratory
oral_diseases,frozen,raw,0,1,5,CoS,OLP,0.43255904047486443,탐색적/exploratory
oral_diseases,frozen,raw,0,1,6,CoS,OT,0.7245712153190748,탐색적/exploratory
oral_diseases,frozen,raw,0,2,3,Gum,MC,2.197663784339373,탐색적/exploratory
oral_diseases,frozen,raw,0,2,4,Gum,OC,1.4716016856825016,탐색적/exploratory
oral_diseases,frozen,raw,0,2,5,Gum,OLP,1.545162419507259,탐색적/exploratory
oral_diseases,frozen,raw,0,2,6,Gum,OT,2.1768610454457256,탐색적/exploratory
oral_diseases,frozen,raw,0,3,4,MC,OC,3.657818774547147,탐색적/exploratory
oral_diseases,frozen,raw,0,3,5,MC,OLP,3.256547617435481,탐색적/exploratory
oral_diseases,frozen,raw,0,3,6,MC,OT,2.027557400526944,탐색적/exploratory
oral_diseases,frozen,raw,0,4,5,OC,OLP,2.9156541473532083,탐색적/exploratory
oral_diseases,frozen,raw,0,4,6,OC,OT,2.509605455725296,탐색적/exploratory
oral_diseases,frozen,raw,0,5,6,OLP,OT,3.1627603238295703,탐색적/exploratory
oral_diseases,frozen,train_std,1,0,1,CaS,CoS,1.717890642772356,탐색적/exploratory
oral_diseases,frozen,train_std,1,0,2,CaS,Gum,0.9572462690599851,탐색적/exploratory
oral_diseases,frozen,train_std,1,0,3,CaS,MC,1.1862421795289502,탐색적/exploratory
oral_diseases,frozen,train_std,1,0,4,CaS,OC,1.0348614884148255,탐색적/exploratory
oral_diseases,frozen,train_std,1,0,5,CaS,OLP,1.084074440871958,탐색적/exploratory
oral_diseases,frozen,train_std,1,0,6,CaS,OT,1.315840858552932,탐색적/exploratory
oral_diseases,frozen,train_std,1,1,2,CoS,Gum,0.7416060527018924,탐색적/exploratory
oral_diseases,frozen,train_std,1,1,3,CoS,MC,0.8468547014928608,탐색적/exploratory
oral_diseases,frozen,train_std,1,1,4,CoS,OC,0.660163923535847,탐색적/exploratory
oral_diseases,frozen,train_std,1,1,5,CoS,OLP,0.693836640121845,탐색적/exploratory
oral_diseases,frozen,train_std,1,1,6,CoS,OT,0.9340158451480236,탐색적/exploratory
oral_diseases,frozen,train_std,1,2,3,Gum,MC,1.9355005672857535,탐색적/exploratory
oral_diseases,frozen,train_std,1,2,4,Gum,OC,1.0712996788958962,탐색적/exploratory
oral_diseases,frozen,train_std,1,2,5,Gum,OLP,1.7788896323481398,탐색적/exploratory
oral_diseases,frozen,train_std,1,2,6,Gum,OT,1.0596540241554773,탐색적/exploratory
oral_diseases,frozen,train_std,1,3,4,MC,OC,3.8653874124770065,탐색적/exploratory
oral_diseases,frozen,train_std,1,3,5,MC,OLP,4.21859506658398,탐색적/exploratory
oral_diseases,frozen,train_std,1,3,6,MC,OT,1.6713452384035385,탐색적/exploratory
oral_diseases,frozen,train_std,1,4,5,OC,OLP,2.700508316981735,탐색적/exploratory
oral_diseases,frozen,train_std,1,4,6,OC,OT,1.8739182358371491,탐색적/exploratory
oral_diseases,frozen,train_std,1,5,6,OLP,OT,2.2240107081764244,탐색적/exploratory
oral_diseases,frozen,raw,1,0,1,CaS,CoS,1.5524903678437363,탐색적/exploratory
oral_diseases,frozen,raw,1,0,2,CaS,Gum,0.778032090767674,탐색적/exploratory
oral_diseases,frozen,raw,1,0,3,CaS,MC,1.0522376683914032,탐색적/exploratory
oral_diseases,frozen,raw,1,0,4,CaS,OC,0.9384172597176114,탐색적/exploratory
oral_diseases,frozen,raw,1,0,5,CaS,OLP,0.9365197407652733,탐색적/exploratory
oral_diseases,frozen,raw,1,0,6,CaS,OT,1.2283090756958486,탐색적/exploratory
oral_diseases,frozen,raw,1,1,2,CoS,Gum,0.5809869848090192,탐색적/exploratory
oral_diseases,frozen,raw,1,1,3,CoS,MC,0.6546286131310523,탐색적/exploratory
oral_diseases,frozen,raw,1,1,4,CoS,OC,0.5246609494177161,탐색적/exploratory
oral_diseases,frozen,raw,1,1,5,CoS,OLP,0.5475165715954836,탐색적/exploratory
oral_diseases,frozen,raw,1,1,6,CoS,OT,0.7687034663811962,탐색적/exploratory
oral_diseases,frozen,raw,1,2,3,Gum,MC,1.720350094043023,탐색적/exploratory
oral_diseases,frozen,raw,1,2,4,Gum,OC,0.9022983250447391,탐색적/exploratory
oral_diseases,frozen,raw,1,2,5,Gum,OLP,1.5348614195553403,탐색적/exploratory
oral_diseases,frozen,raw,1,2,6,Gum,OT,0.8785854564905312,탐색적/exploratory
oral_diseases,frozen,raw,1,3,4,MC,OC,3.786943772893365,탐색적/exploratory
oral_diseases,frozen,raw,1,3,5,MC,OLP,4.543158494684241,탐색적/exploratory
oral_diseases,frozen,raw,1,3,6,MC,OT,1.4878144817649344,탐색적/exploratory
oral_diseases,frozen,raw,1,4,5,OC,OLP,2.7269486753587744,탐색적/exploratory
oral_diseases,frozen,raw,1,4,6,OC,OT,1.733342692000126,탐색적/exploratory
oral_diseases,frozen,raw,1,5,6,OLP,OT,1.9682321052825618,탐색적/exploratory
oral_diseases,frozen,train_std,2,0,1,CaS,CoS,1.4911795980545017,탐색적/exploratory
oral_diseases,frozen,train_std,2,0,2,CaS,Gum,0.9725722085822892,탐색적/exploratory
oral_diseases,frozen,train_std,2,0,3,CaS,MC,1.2161228284491115,탐색적/exploratory
oral_diseases,frozen,train_std,2,0,4,CaS,OC,1.1167950404087341,탐색적/exploratory
oral_diseases,frozen,train_std,2,0,5,CaS,OLP,1.4855557225748044,탐색적/exploratory
oral_diseases,frozen,train_std,2,0,6,CaS,OT,1.8374863889194961,탐색적/exploratory
oral_diseases,frozen,train_std,2,1,2,CoS,Gum,0.668681073593097,탐색적/exploratory
oral_diseases,frozen,train_std,2,1,3,CoS,MC,0.7431080380214947,탐색적/exploratory
oral_diseases,frozen,train_std,2,1,4,CoS,OC,0.6419121448276223,탐색적/exploratory
oral_diseases,frozen,train_std,2,1,5,CoS,OLP,0.7838526301542507,탐색적/exploratory
oral_diseases,frozen,train_std,2,1,6,CoS,OT,0.856242112997325,탐색적/exploratory
oral_diseases,frozen,train_std,2,2,3,Gum,MC,1.4048459497797792,탐색적/exploratory
