arm,dataset,repr,fold,n_train,n_test,bacc,mcc,macro_mae,per_class_recall,source,device,exploratory
B1,aptos2019,patchmean,12,2930,732,0.6636573345024446,0.7074191977632684,0.28688524590163933,"[0.9861495844875346, 0.7432432432432432, 0.65, 0.4473684210526316, 0.4915254237288136]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B1,aptos2019,patchmean,13,2930,732,0.6580642397879358,0.6945915076902439,0.2814207650273224,"[0.9750692520775623, 0.6756756756756757, 0.665, 0.5, 0.4745762711864407]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B1,aptos2019,patchmean,14,2930,732,0.6778515431401676,0.7205478971746629,0.25956284153005466,"[0.9889196675900277, 0.6621621621621622, 0.6834170854271356, 0.46153846153846156, 0.5932203389830508]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B3,aptos2019,patchmean,0,2929,733,0.6630465961054721,0.6667641910934657,0.2783083219645293,"[0.9473684210526315, 0.6216216216216216, 0.605, 0.6666666666666666, 0.4745762711864407]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B3,aptos2019,patchmean,1,2929,733,0.6739924782142726,0.6853903496074363,0.2673942701227831,"[0.961218836565097, 0.7027027027027027, 0.6, 0.5128205128205128, 0.5932203389830508]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B3,aptos2019,patchmean,2,2930,732,0.6568569276821777,0.6616817232204345,0.28415300546448086,"[0.9584487534626038, 0.7297297297297297, 0.535, 0.5526315789473685, 0.5084745762711864]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B3,aptos2019,patchmean,3,2930,732,0.66223021002128,0.6355859247738629,0.30601092896174864,"[0.925207756232687, 0.6756756756756757, 0.51, 0.6578947368421053, 0.5423728813559322]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B3,aptos2019,patchmean,4,2930,732,0.6383770039564859,0.6431280657977739,0.3005464480874317,"[0.9445983379501385, 0.5135135135135135, 0.592964824120603, 0.6153846153846154, 0.5254237288135594]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B3,aptos2019,patchmean,5,2929,733,0.6400124100777183,0.6678524743509445,0.2783083219645293,"[0.9695290858725761, 0.6216216216216216, 0.605, 0.46153846153846156, 0.5423728813559322]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B3,aptos2019,patchmean,6,2929,733,0.6608730082656089,0.6625326979473789,0.27694406548431105,"[0.9584487534626038, 0.5540540540540541, 0.575, 0.5897435897435898, 0.6271186440677966]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B3,aptos2019,patchmean,7,2930,732,0.6670454532188417,0.6485982605420375,0.30601092896174864,"[0.9335180055401662, 0.6891891891891891, 0.535, 0.7368421052631579, 0.4406779661016949]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B3,aptos2019,patchmean,8,2930,732,0.6931277918135986,0.6611411470751971,0.2923497267759563,"[0.925207756232687, 0.7162162162162162, 0.545, 0.7368421052631579, 0.5423728813559322]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B3,aptos2019,patchmean,9,2930,732,0.6400507995924395,0.6592271025915335,0.30191256830601093,"[0.9529085872576177, 0.6756756756756757, 0.592964824120603, 0.48717948717948717, 0.4915254237288136]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B3,aptos2019,patchmean,10,2929,733,0.6829703630683959,0.6606754442315014,0.286493860845839,"[0.9362880886426593, 0.6621621621621622, 0.54, 0.6153846153846154, 0.6610169491525424]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B3,aptos2019,patchmean,11,2929,733,0.6397242054414691,0.6503926156353252,0.29195088676671216,"[0.9529085872576177, 0.6891891891891891, 0.56, 0.5897435897435898, 0.4067796610169492]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B3,aptos2019,patchmean,12,2930,732,0.6422023746832423,0.6470588807573845,0.30327868852459017,"[0.9529085872576177, 0.6621621621621622, 0.55, 0.6052631578947368, 0.4406779661016949]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B3,aptos2019,patchmean,13,2930,732,0.6541680005278765,0.6598240918310584,0.28415300546448086,"[0.9390581717451524, 0.6756756756756757, 0.595, 0.5526315789473685, 0.5084745762711864]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B3,aptos2019,patchmean,14,2930,732,0.6644505801884554,0.679080038744445,0.27049180327868855,"[0.9529085872576177, 0.6621621621621622, 0.6180904522613065, 0.5128205128205128, 0.576271186440678]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B4,aptos2019,patchmean,0,2929,733,0.6695929949242311,0.7018108682115424,0.25648021828103684,"[0.9806094182825484, 0.6621621621621622, 0.65, 0.5128205128205128, 0.5423728813559322]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B4,aptos2019,patchmean,1,2929,733,0.6911890812321819,0.7170110308050153,0.2578444747612551,"[0.9806094182825484, 0.7297297297297297, 0.64, 0.46153846153846156, 0.6440677966101694]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B4,aptos2019,patchmean,2,2930,732,0.6756845785171998,0.7146961816542015,0.24453551912568305,"[0.9861495844875346, 0.7162162162162162, 0.66, 0.47368421052631576, 0.5423728813559322]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B4,aptos2019,patchmean,3,2930,732,0.6803910969046891,0.6947792146510435,0.2814207650273224,"[0.9722991689750693, 0.7027027027027027, 0.615, 0.5526315789473685, 0.559322033898305]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B4,aptos2019,patchmean,4,2930,732,0.6421682999641103,0.6926122422179428,0.2609289617486339,"[0.9833795013850416, 0.5675675675675675, 0.6733668341708543, 0.41025641025641024, 0.576271186440678]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B4,aptos2019,patchmean,5,2929,733,0.6389317225288866,0.698675983758632,0.2660300136425648,"[0.9916897506925207, 0.6216216216216216, 0.68, 0.358974358974359, 0.5423728813559322]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B4,aptos2019,patchmean,6,2929,733,0.6575878656974483,0.6923673348083417,0.26193724420190995,"[0.9833795013850416, 0.5945945945945946, 0.63, 0.4358974358974359, 0.6440677966101694]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B4,aptos2019,patchmean,7,2930,732,0.6568517821544724,0.6835309081389427,0.29918032786885246,"[0.9806094182825484, 0.6891891891891891, 0.61, 0.631578947368421, 0.3728813559322034]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B4,aptos2019,patchmean,8,2930,732,0.6671447219321298,0.6789027215272515,0.28415300546448086,"[0.9667590027700831, 0.7567567567567568, 0.585, 0.5526315789473685, 0.4745762711864407]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B4,aptos2019,patchmean,9,2930,732,0.631793104757155,0.6930757063136316,0.28415300546448086,"[0.9750692520775623, 0.6216216216216216, 0.7035175879396985, 0.3333333333333333, 0.5254237288135594]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B4,aptos2019,patchmean,10,2929,733,0.663439638416257,0.6986363658650745,0.26330150068212826,"[0.9778393351800554, 0.6756756756756757, 0.635, 0.38461538461538464, 0.6440677966101694]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B4,aptos2019,patchmean,11,2929,733,0.6429613115663634,0.6679514229633992,0.2892223738062756,"[0.9750692520775623, 0.6486486486486487, 0.595, 0.5384615384615384, 0.4576271186440678]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B4,aptos2019,patchmean,12,2930,732,0.6312994024589406,0.6838828575765765,0.2923497267759563,"[0.9833795013850416, 0.7027027027027027, 0.635, 0.39473684210526316, 0.4406779661016949]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B4,aptos2019,patchmean,13,2930,732,0.6681070586996217,0.6982416310558924,0.27049180327868855,"[0.9750692520775623, 0.6756756756756757, 0.655, 0.5263157894736842, 0.5084745762711864]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
B4,aptos2019,patchmean,14,2930,732,0.6858622391632764,0.716606837663684,0.25546448087431695,"[0.9778393351800554, 0.7297297297297297, 0.6582914572864321, 0.48717948717948717, 0.576271186440678]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,cls,0,412,104,0.6886837577627052,0.6641283759487757,0.5865384615384616,"[0.9375, 1.0, 0.5, 0.6111111111111112, 0.5454545454545454, 0.8421052631578947, 0.38461538461538464]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,cls,1,413,103,0.7911900964532543,0.7324847858921925,0.4368932038834951,"[1.0, 0.9333333333333333, 0.8333333333333334, 0.5555555555555556, 0.9090909090909091, 0.47368421052631576, 0.8333333333333334]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,cls,2,413,103,0.7217190704032809,0.6810328400703991,0.5048543689320388,"[0.875, 1.0, 0.6666666666666666, 0.6666666666666666, 0.5454545454545454, 0.631578947368421, 0.6666666666666666]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,cls,3,413,103,0.7454878454878455,0.6951100430423188,0.4271844660194174,"[0.8666666666666667, 0.9333333333333333, 0.6923076923076923, 0.5, 0.6363636363636364, 0.6666666666666666, 0.9230769230769231]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,cls,4,413,103,0.770840562945826,0.7379402146367858,0.4660194174757281,"[0.75, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6, 0.7894736842105263, 0.9230769230769231]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,cls,5,412,104,0.7423967845020477,0.7072933638379626,0.3942307692307692,"[1.0, 0.9333333333333333, 0.6666666666666666, 0.5555555555555556, 0.6363636363636364, 0.7894736842105263, 0.6153846153846154]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,cls,6,413,103,0.7286426293005241,0.692715035204276,0.4466019417475728,"[0.9375, 0.9333333333333333, 0.6666666666666666, 0.6666666666666666, 0.5454545454545454, 0.6842105263157895, 0.6666666666666666]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,cls,7,413,103,0.7395192526771474,0.6937053621433955,0.4563106796116505,"[0.75, 1.0, 0.5833333333333334, 0.6666666666666666, 0.9090909090909091, 0.6842105263157895, 0.5833333333333334]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,cls,8,413,103,0.7984459984459985,0.7536762898250211,0.4563106796116505,"[0.9333333333333333, 1.0, 0.6923076923076923, 0.6666666666666666, 0.8181818181818182, 0.5555555555555556, 0.9230769230769231]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,cls,9,413,103,0.7071476768845191,0.6584745187683466,0.4660194174757281,"[0.875, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6, 0.5263157894736842, 0.6153846153846154]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,cls,10,412,104,0.8059013355065987,0.7649295868595603,0.3269230769230769,"[0.9375, 1.0, 0.75, 0.5, 0.8181818181818182, 0.7894736842105263, 0.8461538461538461]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,cls,11,413,103,0.6732579554947976,0.6256643200336489,0.5533980582524272,"[0.9375, 0.9333333333333333, 0.6666666666666666, 0.6111111111111112, 0.45454545454545453, 0.5263157894736842, 0.5833333333333334]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,cls,12,413,103,0.743724842409053,0.6926737664137061,0.4368932038834951,"[0.875, 1.0, 0.6666666666666666, 0.5555555555555556, 0.7272727272727273, 0.631578947368421, 0.75]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,cls,13,413,103,0.7233433233433233,0.6825697712960499,0.4951456310679611,"[0.8666666666666667, 0.9333333333333333, 0.7692307692307693, 0.6666666666666666, 0.5454545454545454, 0.6666666666666666, 0.6153846153846154]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,cls,14,413,103,0.7780918642760748,0.7273937778056959,0.4271844660194174,"[0.8125, 1.0, 0.6666666666666666, 0.6666666666666666, 0.9, 0.631578947368421, 0.7692307692307693]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,cls,0,412,104,0.6886837577627052,0.6641283759487757,0.5865384615384616,"[0.9375, 1.0, 0.5, 0.6111111111111112, 0.5454545454545454, 0.8421052631578947, 0.38461538461538464]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,cls,1,413,103,0.8041771094402673,0.744742085454948,0.4077669902912621,"[1.0, 0.9333333333333333, 0.8333333333333334, 0.5555555555555556, 1.0, 0.47368421052631576, 0.8333333333333334]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,cls,2,413,103,0.7227111338953444,0.6814055602304473,0.4757281553398058,"[0.9375, 1.0, 0.6666666666666666, 0.6111111111111112, 0.5454545454545454, 0.631578947368421, 0.6666666666666666]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,cls,3,413,103,0.7454878454878455,0.6953496121069672,0.4271844660194174,"[0.8666666666666667, 0.9333333333333333, 0.6923076923076923, 0.5, 0.6363636363636364, 0.6666666666666666, 0.9230769230769231]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,cls,4,413,103,0.7565548486601118,0.726830701474835,0.4854368932038835,"[0.75, 1.0, 0.6666666666666666, 0.6666666666666666, 0.5, 0.7894736842105263, 0.9230769230769231]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,cls,5,412,104,0.7423967845020477,0.7072933638379626,0.3942307692307692,"[1.0, 0.9333333333333333, 0.6666666666666666, 0.5555555555555556, 0.6363636363636364, 0.7894736842105263, 0.6153846153846154]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,cls,6,413,103,0.7286426293005241,0.692715035204276,0.4466019417475728,"[0.9375, 0.9333333333333333, 0.6666666666666666, 0.6666666666666666, 0.5454545454545454, 0.6842105263157895, 0.6666666666666666]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,cls,7,413,103,0.7395192526771474,0.6937053621433955,0.4563106796116505,"[0.75, 1.0, 0.5833333333333334, 0.6666666666666666, 0.9090909090909091, 0.6842105263157895, 0.5833333333333334]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,cls,8,413,103,0.7984459984459985,0.7533974192486541,0.4563106796116505,"[0.9333333333333333, 1.0, 0.6923076923076923, 0.6666666666666666, 0.8181818181818182, 0.5555555555555556, 0.9230769230769231]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,cls,9,413,103,0.6992111689480112,0.6472477611964466,0.4854368932038835,"[0.875, 1.0, 0.6666666666666666, 0.6111111111111112, 0.6, 0.5263157894736842, 0.6153846153846154]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,cls,10,412,104,0.8059013355065987,0.7653570833654408,0.3173076923076923,"[0.9375, 1.0, 0.75, 0.5, 0.8181818181818182, 0.7894736842105263, 0.8461538461538461]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,cls,11,413,103,0.6992319814688236,0.649845080105653,0.5533980582524272,"[0.9375, 0.9333333333333333, 0.6666666666666666, 0.6111111111111112, 0.6363636363636364, 0.5263157894736842, 0.5833333333333334]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,cls,12,413,103,0.7805213792055898,0.7276651949268081,0.3786407766990291,"[0.875, 1.0, 0.8333333333333334, 0.5555555555555556, 0.8181818181818182, 0.631578947368421, 0.75]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,cls,13,413,103,0.7233433233433233,0.6825697712960499,0.4951456310679611,"[0.8666666666666667, 0.9333333333333333, 0.7692307692307693, 0.6666666666666666, 0.5454545454545454, 0.6666666666666666, 0.6153846153846154]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,cls,14,413,103,0.7705730672835935,0.71624945028322,0.4466019417475728,"[0.8125, 1.0, 0.6666666666666666, 0.6666666666666666, 0.9, 0.5789473684210527, 0.7692307692307693]",사전 등록 fold_scores_*.csv (읽기 전용),,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,patchmean,0,412,104,0.6002125798178429,0.5505849553710914,0.8557692307692307,"[0.6875, 0.9333333333333333, 0.4166666666666667, 0.4444444444444444, 0.5454545454545454, 0.7894736842105263, 0.38461538461538464]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,patchmean,1,413,103,0.7638300296195031,0.7089409930319391,0.44660194174757284,"[1.0, 0.9333333333333333, 0.5833333333333334, 0.6666666666666666, 0.9090909090909091, 0.42105263157894735, 0.8333333333333334]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,patchmean,2,413,103,0.7474889876205666,0.7268261063707652,0.39805825242718446,"[0.9375, 1.0, 0.75, 0.7777777777777778, 0.36363636363636365, 0.7368421052631579, 0.6666666666666666]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,patchmean,3,413,103,0.6814962814962815,0.636655708476335,0.4563106796116505,"[0.8666666666666667, 0.9333333333333333, 0.5384615384615384, 0.5, 0.36363636363636365, 0.7222222222222222, 0.8461538461538461]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,patchmean,4,413,103,0.7848724375040164,0.739357172258931,0.4368932038834951,"[0.75, 1.0, 0.75, 0.6111111111111112, 0.8, 0.7368421052631579, 0.8461538461538461]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,patchmean,5,412,104,0.7504304905620696,0.7094538661367569,0.4230769230769231,"[0.9375, 1.0, 0.75, 0.5, 0.6363636363636364, 0.7368421052631579, 0.6923076923076923]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,patchmean,6,413,103,0.719296346927926,0.6926526925212639,0.5533980582524272,"[0.875, 0.9333333333333333, 0.5, 0.7777777777777778, 0.5454545454545454, 0.7368421052631579, 0.6666666666666666]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,patchmean,7,413,103,0.6936166173008278,0.6504302035063545,0.6019417475728155,"[0.75, 0.9333333333333333, 0.4166666666666667, 0.7222222222222222, 0.8181818181818182, 0.631578947368421, 0.5833333333333334]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,patchmean,8,413,103,0.7568431568431568,0.7169007151374881,0.5048543689320388,"[0.8666666666666667, 1.0, 0.5384615384615384, 0.7222222222222222, 0.6363636363636364, 0.6111111111111112, 0.9230769230769231]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,patchmean,9,413,103,0.6653283850652273,0.601708799946427,0.5145631067961165,"[0.875, 1.0, 0.75, 0.4444444444444444, 0.6, 0.5263157894736842, 0.46153846153846156]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,patchmean,10,412,104,0.7874461065250538,0.7521432491384494,0.2980769230769231,"[0.9375, 1.0, 0.75, 0.5, 0.6363636363636364, 0.8421052631578947, 0.8461538461538461]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,patchmean,11,413,103,0.6426815143920407,0.6034687620799049,0.6601941747572816,"[0.9375, 1.0, 0.5833333333333334, 0.6111111111111112, 0.45454545454545453, 0.5789473684210527, 0.3333333333333333]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,patchmean,12,413,103,0.6563995215311005,0.6134999756735104,0.6213592233009708,"[0.8125, 1.0, 0.5833333333333334, 0.5, 0.5454545454545454, 0.7368421052631579, 0.4166666666666667]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,patchmean,13,413,103,0.7372183372183373,0.7045719110949399,0.42718446601941745,"[0.8666666666666667, 0.9333333333333333, 0.7692307692307693, 0.8333333333333334, 0.45454545454545453, 0.6111111111111112, 0.6923076923076923]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A0,oral_diseases,patchmean,14,413,103,0.7560431527536792,0.7056804383866565,0.4854368932038835,"[0.8125, 1.0, 0.6666666666666666, 0.6111111111111112, 0.7, 0.5789473684210527, 0.9230769230769231]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,patchmean,0,412,104,0.5926937828253618,0.5385274837249243,0.8653846153846154,"[0.6875, 0.9333333333333333, 0.4166666666666667, 0.4444444444444444, 0.5454545454545454, 0.7368421052631579, 0.38461538461538464]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,patchmean,1,413,103,0.775734791524265,0.7201164583302188,0.44660194174757284,"[1.0, 0.9333333333333333, 0.6666666666666666, 0.6666666666666666, 0.9090909090909091, 0.42105263157894735, 0.8333333333333334]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,patchmean,2,413,103,0.7474889876205666,0.7270635187585728,0.3883495145631068,"[0.9375, 1.0, 0.75, 0.7777777777777778, 0.36363636363636365, 0.7368421052631579, 0.6666666666666666]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,patchmean,3,413,103,0.6975357975357975,0.6485715910335659,0.42718446601941745,"[0.8666666666666667, 0.9333333333333333, 0.6153846153846154, 0.5, 0.45454545454545453, 0.6666666666666666, 0.8461538461538461]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,patchmean,4,413,103,0.7848724375040164,0.739357172258931,0.4368932038834951,"[0.75, 1.0, 0.75, 0.6111111111111112, 0.8, 0.7368421052631579, 0.8461538461538461]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,patchmean,5,412,104,0.7614195015510805,0.7194888249779852,0.375,"[0.9375, 1.0, 0.75, 0.5, 0.6363636363636364, 0.7368421052631579, 0.7692307692307693]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,patchmean,6,413,103,0.7312011088326879,0.7044746064239207,0.5436893203883495,"[0.875, 0.9333333333333333, 0.5, 0.7777777777777778, 0.5454545454545454, 0.7368421052631579, 0.75]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,patchmean,7,413,103,0.6980025822131085,0.6508948693553728,0.6019417475728155,"[0.75, 0.9333333333333333, 0.5, 0.7222222222222222, 0.8181818181818182, 0.5789473684210527, 0.5833333333333334]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
A2,oral_diseases,patchmean,8,413,103,0.7568431568431568,0.7169007151374881,0.5048543689320388,"[0.8666666666666667, 1.0, 0.5384615384615384, 0.7222222222222222, 0.6363636363636364, 0.6111111111111112, 0.9230769230769231]",w11_patchmean_feats (block-23 patch-mean pre-norm),cuda,탐색적/exploratory (사후 표현 · §B 판정 불변)
