dataset,arm,fold,prereg,bacc_regen,bacc_archived,abs_diff,logit_max_abs_diff,n_label_mismatch,label_mismatch_frac,label_exact,bacc_macro_recall_identity,checked,device,bacc_tol,logit_tol,ok,exploratory,secs
oral_diseases,A1,2,True,0.6589485076327181,0.6589485076327181,0.0,0.0015010833740234375,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.26
oral_diseases,A2,2,True,0.7227111338953444,0.7227111338953444,0.0,7.247924804865136e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A5,2,True,0.6393265360370624,0.6393265360370624,0.0,9.5367431640625e-06,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.21
oral_diseases,A5s,2,True,0.6986310473152579,0.6986310473152579,0.0,1.3649463653564453e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.25
oral_diseases,A3,2,True,0.6802897395002657,0.6802897395002657,0.0,1.5974044799804688e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.4
oral_diseases,A4,2,True,0.6679672666514771,0.6679672666514771,0.0,5.340576171875e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.28
oral_diseases,A0d,3,True,0.6896769896769898,0.6896769896769898,0.0,9.918212890625e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A2d,3,True,0.6976134976134977,0.6976134976134977,0.0,0.00011444091796875,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.1
oral_diseases,A0,3,True,0.7454878454878455,0.7454878454878455,0.0,6.4849853515625e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.11
oral_diseases,A1,3,True,0.7664113664113665,0.7664113664113665,0.0,4.76837158203125e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.21
oral_diseases,A2,3,True,0.7454878454878455,0.7454878454878455,0.0,7.534027099609375e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A5,3,True,0.7134088134088135,0.7134088134088135,0.0,8.106231689453125e-06,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.17
oral_diseases,A5s,3,True,0.7503718503718504,0.7503718503718504,0.0,1.6689300537109375e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.17
oral_diseases,A3,3,True,0.7543678543678544,0.7543678543678544,0.0,1.9073486328125e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.33
oral_diseases,A4,3,True,0.7584748584748586,0.7584748584748586,0.0,4.9591064453125e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.22
oral_diseases,A0d,4,True,0.6864043120622069,0.6864043120622069,0.0,9.34600830078125e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A2d,4,True,0.6864043120622069,0.6864043120622069,0.0,9.72747802734375e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A0,4,True,0.770840562945826,0.770840562945826,0.0,6.4849853515625e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A1,4,True,0.7556294582610371,0.7556294582610371,0.0,5.3405761722302714e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.21
oral_diseases,A2,4,True,0.7565548486601118,0.7565548486601118,0.0,5.91278076171875e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.11
oral_diseases,A5,4,True,0.6990055266371057,0.6990055266371057,0.0,9.298324584960938e-06,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.22
oral_diseases,A5s,4,True,0.7520580296896086,0.7520580296896086,0.0,1.2874603271484375e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.18
oral_diseases,A3,4,True,0.728050093181672,0.728050093181672,0.0,3.24249267578125e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.32
oral_diseases,A4,4,True,0.763565966197545,0.763565966197545,0.0,4.76837158203125e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.22
oral_diseases,A0d,5,True,0.7056765602818235,0.7056765602818235,0.0,7.62939453125e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A2d,5,True,0.6981577632893422,0.6981577632893422,0.0,0.000110626220703125,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A0,5,True,0.7423967845020477,0.7423967845020477,0.0,5.91278076171875e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.08
oral_diseases,A1,5,True,0.7718132744448534,0.7718132744448534,0.0,5.435943603515625e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.21
oral_diseases,A2,5,True,0.7423967845020477,0.7423967845020477,0.0,4.57763671875e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.1
oral_diseases,A5,5,True,0.7568630200209148,0.7568630200209148,0.0,1.5735626220703125e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.2
oral_diseases,A5s,5,True,0.7525672426988216,0.7525672426988216,0.0,2.2411346435546875e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.21
oral_diseases,A3,5,True,0.7195614327193275,0.7195614327193275,0.0,2.002716064453125e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.37
oral_diseases,A4,5,True,0.7718132744448534,0.7718132744448534,0.0,5.340576171875e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.23
oral_diseases,A0d,6,True,0.7241000227842332,0.7241000227842332,0.0,9.059906006037011e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A2d,6,True,0.7111130097972203,0.7111130097972203,0.0,8.869171142755761e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.1
oral_diseases,A0,6,True,0.7286426293005241,0.7286426293005241,0.0,5.14984130859375e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A1,6,True,0.779066985645933,0.779066985645933,0.0,0.00045418739318847656,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.3
oral_diseases,A2,6,True,0.7286426293005241,0.7286426293005241,0.0,6.4849853515625e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.1
oral_diseases,A5,6,True,0.7229275841117947,0.7229275841117947,0.0,7.510185241699219e-06,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.19
oral_diseases,A5s,6,True,0.801658502316397,0.801658502316397,0.0,1.239776611328125e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.18
oral_diseases,A3,6,True,0.7452703729019517,0.7452703729019517,0.0,2.09808349609375e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.32
oral_diseases,A4,6,True,0.7671622237411712,0.7671622237411712,0.0,4.673004150390625e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.22
oral_diseases,A0d,7,True,0.6778907496012759,0.6778907496012759,0.0,7.152557372869239e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A2d,7,True,0.658049479760006,0.658049479760006,0.0,8.964538574574021e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.08
oral_diseases,A0,7,True,0.7395192526771474,0.7395192526771474,0.0,7.247924804332229e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.08
oral_diseases,A1,7,True,0.6946960203539151,0.6946960203539151,0.0,5.340576171875e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.21
oral_diseases,A2,7,True,0.7395192526771474,0.7395192526771474,0.0,7.43865966796875e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.08
oral_diseases,A5,7,True,0.7048568390673653,0.7048568390673653,0.0,1.0013580322265625e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.17
oral_diseases,A5s,7,True,0.7676245538087644,0.7676245538087644,0.0,1.5184283256586273e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.18
oral_diseases,A3,7,True,0.6755790992633097,0.6755790992633097,0.0,3.0040740966796875e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.31
oral_diseases,A4,7,True,0.6796584263689526,0.6796584263689526,0.0,4.9591064453125e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.2
oral_diseases,A0d,8,True,0.6915972915972916,0.6915972915972916,0.0,8.964538574574021e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.1
oral_diseases,A2d,8,True,0.7025863025863026,0.7025863025863026,0.0,0.0001010894775390625,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.1
oral_diseases,A0,8,True,0.7984459984459985,0.7984459984459985,0.0,5.7220458984375e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.11
oral_diseases,A1,8,True,0.7953934953934952,0.7953934953934952,0.0,5.7220458984375e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.22
oral_diseases,A2,8,True,0.7984459984459985,0.7984459984459985,0.0,6.4849853515625e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A5,8,True,0.6894882894882893,0.6894882894882893,0.0,1.1563301086481292e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.2
oral_diseases,A5s,8,True,0.7774003774003775,0.7774003774003775,0.0,2.7179718017578125e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.2
oral_diseases,A3,8,True,0.7604728604728604,0.7604728604728604,0.0,2.276897430419922e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.33
oral_diseases,A4,8,True,0.7953934953934952,0.7953934953934952,0.0,6.294250488636521e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.21
oral_diseases,A0d,9,True,0.7476166377482166,0.7476166377482166,0.0,8.296966552912011e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A2d,9,True,0.7476166377482166,0.7476166377482166,0.0,0.0001087188720703125,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.1
oral_diseases,A0,9,True,0.7071476768845191,0.7071476768845191,0.0,6.4849853515625e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A1,9,True,0.7065452091767881,0.7065452091767881,0.0,4.76837158203125e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.24
oral_diseases,A2,9,True,0.6992111689480112,0.6992111689480112,0.0,6.294250487925979e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A5,9,True,0.6989500996079945,0.6989500996079945,0.0,7.3909759521484375e-06,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.22
oral_diseases,A5s,9,True,0.7033151789730737,0.7033151789730737,0.0,1.430511474609375e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.21
oral_diseases,A3,9,True,0.7284123770965876,0.7284123770965876,0.0,5.1021575927734375e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.36
oral_diseases,A4,9,True,0.6990264121843069,0.6990264121843069,0.0,4.9591064456677714e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.23
oral_diseases,A0d,10,True,0.73703562519352,0.73703562519352,0.0,8.392333984375e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.11
oral_diseases,A2d,10,True,0.7630096511675459,0.7630096511675459,0.0,8.96453857421875e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A0,10,True,0.8059013355065987,0.8059013355065987,0.0,5.5313110348009786e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.08
oral_diseases,A1,10,True,0.7770413066465698,0.7770413066465698,0.0,4.9591064453125e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.21
oral_diseases,A2,10,True,0.8059013355065987,0.8059013355065987,0.0,6.4849853515625e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A5,10,True,0.7666226317542106,0.7666226317542106,0.0,1.239776611328125e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.19
oral_diseases,A5s,10,True,0.7401783158362105,0.7401783158362105,0.0,1.1205673218217527e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.19
oral_diseases,A3,10,True,0.7769649940702573,0.7769649940702573,0.0,3.2901763915571536e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.34
oral_diseases,A4,10,True,0.7640542936595568,0.7640542936595568,0.0,4.38690185546875e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.23
oral_diseases,A0d,11,True,0.645660552897395,0.645660552897395,0.0,8.392333984375e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A2d,11,True,0.645660552897395,0.645660552897395,0.0,9.34600830078125e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A0,11,True,0.6732579554947976,0.6732579554947976,0.0,0.00010585784911931739,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A1,11,True,0.6916894508999772,0.6916894508999772,0.0,4.76837158203125e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.2
oral_diseases,A2,11,True,0.6992319814688236,0.6992319814688236,0.0,7.247924804332229e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.08
oral_diseases,A5,11,True,0.6826944254575834,0.6826944254575834,0.0,7.629394530361822e-06,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.19
oral_diseases,A5s,11,True,0.6774065846434267,0.6774065846434267,0.0,1.3828277587890625e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.17
oral_diseases,A3,11,True,0.6805394167236273,0.6805394167236273,0.0,1.33514404296875e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.31
oral_diseases,A4,11,True,0.6916894508999772,0.6916894508999772,0.0,4.9591064453125e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.22
oral_diseases,A0d,12,True,0.6886534518113466,0.6886534518113466,0.0,0.000102996826171875,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.1
oral_diseases,A2d,12,True,0.6811346548188653,0.6811346548188653,0.0,0.00012969970703125,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.08
oral_diseases,A0,12,True,0.743724842409053,0.743724842409053,0.0,6.866455077769729e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.08
oral_diseases,A1,12,True,0.7538685729475203,0.7538685729475203,0.0,5.14984130859375e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.21
oral_diseases,A2,12,True,0.7805213792055898,0.7805213792055898,0.0,6.4849853515625e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.08
oral_diseases,A5,12,True,0.7204687856003645,0.7204687856003645,0.0,5.602836608886719e-06,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.17
oral_diseases,A5s,12,True,0.7475222146274777,0.7475222146274777,0.0,1.52587890625e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.18
oral_diseases,A3,12,True,0.792165071770335,0.792165071770335,0.0,1.8537044525146484e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.34
oral_diseases,A4,12,True,0.7538685729475203,0.7538685729475203,0.0,5.340576171875e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.25
oral_diseases,A0d,13,True,0.6548784548784549,0.6548784548784549,0.0,7.629394530894729e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.1
oral_diseases,A2d,13,True,0.6628149628149629,0.6628149628149629,0.0,0.00010681152343927636,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.1
oral_diseases,A0,13,True,0.7233433233433233,0.7233433233433233,0.0,5.7220458984375e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A1,13,True,0.7251748251748252,0.7251748251748252,0.0,5.626678466619239e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.24
oral_diseases,A2,13,True,0.7233433233433233,0.7233433233433233,0.0,6.580352783203125e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.1
oral_diseases,A5,13,True,0.6897213897213899,0.6897213897213899,0.0,6.675720215065795e-06,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.2
oral_diseases,A5s,13,True,0.7217560217560217,0.7217560217560217,0.0,1.4781951904296875e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.18
oral_diseases,A3,13,True,0.7031968031968032,0.7031968031968032,0.0,1.9431114196777344e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.35
oral_diseases,A4,13,True,0.7013653013653014,0.7013653013653014,0.0,4.9591064453125e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.24
oral_diseases,A0d,14,True,0.71817122935544,0.71817122935544,0.0,8.7738037109375e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A2d,14,True,0.71817122935544,0.71817122935544,0.0,0.000102996826171875,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A0,14,True,0.7780918642760748,0.7780918642760748,0.0,7.247924804332229e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.09
oral_diseases,A1,14,True,0.7546446243814665,0.7546446243814665,0.0,5.435943603515625e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.21
oral_diseases,A2,14,True,0.7705730672835935,0.7705730672835935,0.0,7.009506225585938e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.08
oral_diseases,A5,14,True,0.7738866396761133,0.7738866396761133,0.0,1.0013580322265625e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.21
oral_diseases,A5s,14,True,0.7838876036244457,0.7838876036244457,0.0,1.52587890625e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.18
oral_diseases,A3,14,True,0.8108299595141701,0.8108299595141701,0.0,2.288818359375e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.33
oral_diseases,A4,14,True,0.7471258273889854,0.7471258273889854,0.0,5.14984130859375e-05,0,0.0,True,0.0,True,cpu,1e-06,0.005,True,탐색적/exploratory,0.22
