dataset,arm,base,role,rep,lever,loss,preregistered,side,fold,cls,class_name,cos_centred,cos_raw,relnorm_centred,relnorm_raw,scale_ratio,bias_arm,bias_base,bias_diff,bias_diff_centred,neg_log_prior,prior,margin_spearman,margin_spearman_p,recall_base,recall_arm,bias_slope,bias_r,flip_repro,n_flip,relnorm_fro_centred,margin_spearman_true,bacc_base,bacc_arm,bacc_base_offset,offset_identified,train_agree_before,flip_repro_ceiling,exploratory
aptos2019,B_la,B0,primary,panderm,none,logitadj,False,True,11,4,proliferative,0.9692894220352173,0.9627867341041565,0.40051066875457764,0.4665306508541107,1.2854079008102417,-0.402965247631073,-0.26160866022109985,-0.14135658740997314,-0.08015871047973633,2.5185845418021233,0.0805735745988392,0.9901028782130123,0.0,0.423728813559322,0.423728813559322,0.04917592605093848,0.17879978501980862,0.7878787878787878,66,0.29318684339523315,0.9801791260884589,0.6237506041183678,0.6199193027552106,0.6253814945876546,True,0.9412768863093206,0.9393939393939394,탐색적/exploratory
aptos2019,B_ldam,B0,primary,panderm,none,ldam,False,True,11,0,no_dr,0.9421374201774597,0.9439556002616882,0.39329734444618225,0.3540334701538086,0.7364540100097656,-0.12256629765033722,-0.048232875764369965,-0.07433342188596725,-0.07834653556346893,0.707244027374962,0.4930010242403551,0.9797548028046088,0.0,0.9750692520775623,0.96398891966759,0.13004839886405536,0.7977384973684067,0.13725490196078433,51,0.5749810338020325,0.9642218582092145,0.6237506041183678,0.6168318349336707,0.6292842146519785,True,0.9774667121884603,0.2549019607843137,탐색적/exploratory
aptos2019,B_ldam,B0,primary,panderm,none,ldam,False,True,11,1,mild,0.9437997937202454,0.9325239658355713,0.6078686714172363,0.6217560172080994,0.4336405098438263,0.1561150848865509,0.17329524457454681,-0.01718015968799591,-0.021193265914916992,2.292056892503673,0.101058381700239,0.9284260428214895,0.0,0.6216216216216216,0.6081081081081081,0.13004839886405536,0.7977384973684067,0.13725490196078433,51,0.5749810338020325,0.9642218582092145,0.6237506041183678,0.6168318349336707,0.6292842146519785,True,0.9774667121884603,0.2549019607843137,탐색적/exploratory
aptos2019,B_ldam,B0,primary,panderm,none,ldam,False,True,11,2,moderate,0.9434324502944946,0.9311046600341797,0.5709368586540222,0.5540573000907898,0.4786381721496582,0.23629672825336456,0.4295404553413391,-0.19324372708797455,-0.19725683331489563,1.2990554010614588,0.2727893479003073,0.9889189421377601,0.0,0.765,0.755,0.13004839886405536,0.7977384973684067,0.13725490196078433,51,0.5749810338020325,0.9642218582092145,0.6237506041183678,0.6168318349336707,0.6292842146519785,True,0.9774667121884603,0.2549019607843137,탐색적/exploratory
aptos2019,B_ldam,B0,primary,panderm,none,ldam,False,True,11,3,severe,0.9294484853744507,0.9175921082496643,0.5987853407859802,0.6000247001647949,0.4578358829021454,-0.18411262333393097,-0.3165234625339508,0.13241083920001984,0.12839773297309875,2.9454637444141043,0.05257767156025948,0.9073736081739247,2.252906888316919e-277,0.3333333333333333,0.3333333333333333,0.13004839886405536,0.7977384973684067,0.13725490196078433,51,0.5749810338020325,0.9642218582092145,0.6237506041183678,0.6168318349336707,0.6292842146519785,True,0.9774667121884603,0.2549019607843137,탐색적/exploratory
aptos2019,B_ldam,B0,primary,panderm,none,ldam,False,True,11,4,proliferative,0.9331761002540588,0.9235743880271912,0.5809413194656372,0.5729949474334717,0.47676581144332886,-0.08919660747051239,-0.26160866022109985,0.17241205275058746,0.16839894652366638,2.5185845418021233,0.0805735745988392,0.9688752419895593,0.0,0.423728813559322,0.423728813559322,0.13004839886405536,0.7977384973684067,0.13725490196078433,51,0.5749810338020325,0.9642218582092145,0.6237506041183678,0.6168318349336707,0.6292842146519785,True,0.9774667121884603,0.2549019607843137,탐색적/exploratory
aptos2019,B1d,B0d,primary,dinov2,rebalance,ce,True,False,12,0,no_dr,0.9589741230010986,0.974669337272644,0.2872309386730194,0.2716846764087677,1.0051603317260742,-0.03242919594049454,0.048403896391391754,-0.08083309233188629,-0.04098197817802429,0.7075853825583414,0.4928327645051195,0.9972186189095181,0.0,0.9778393351800554,0.9722991689750693,-0.06884957338668056,-0.26544092073755776,0.5185185185185185,27,0.28170591592788696,0.9899065332378855,0.6255257955264998,0.6391291444973308,0.6438880749381712,True,0.9866894197952218,0.5185185185185185,탐색적/exploratory
aptos2019,B1d,B0d,primary,dinov2,rebalance,ce,True,False,12,1,mild,0.9706322550773621,0.9560856819152832,0.24165436625480652,0.29310986399650574,0.9935193061828613,0.2772233188152313,0.016658075153827667,0.26056525111198425,0.30041635036468506,2.2923982476870526,0.10102389078498293,0.9913894364608619,0.0,0.6081081081081081,0.6351351351351351,-0.06884957338668056,-0.26544092073755776,0.5185185185185185,27,0.28170591592788696,0.9899065332378855,0.6255257955264998,0.6391291444973308,0.6438880749381712,True,0.9866894197952218,0.5185185185185185,탐색적/exploratory
aptos2019,B1d,B0d,primary,dinov2,rebalance,ce,True,False,12,2,moderate,0.9734327793121338,0.9481732845306396,0.31869685649871826,0.4846723675727844,1.1951056718826294,0.5799317359924316,0.45955705642700195,0.12037467956542969,0.16022580862045288,1.2993967562448383,0.2726962457337884,0.9937916857234564,0.0,0.725,0.685,-0.06884957338668056,-0.26544092073755776,0.5185185185185185,27,0.28170591592788696,0.9899065332378855,0.6255257955264998,0.6391291444973308,0.6438880749381712,True,0.9866894197952218,0.5185185185185185,탐색적/exploratory
aptos2019,B1d,B0d,primary,dinov2,rebalance,ce,True,False,12,3,severe,0.965388298034668,0.9531552195549011,0.3137340843677521,0.3192572295665741,1.139754056930542,-0.4556807577610016,-0.3113050162792206,-0.144375741481781,-0.10452461242675781,2.9393325850918663,0.052901023890784986,0.9871682600330346,0.0,0.34210526315789475,0.39473684210526316,-0.06884957338668056,-0.26544092073755776,0.5185185185185185,27,0.28170591592788696,0.9899065332378855,0.6255257955264998,0.6391291444973308,0.6438880749381712,True,0.9866894197952218,0.5185185185185185,탐색적/exploratory
aptos2019,B1d,B0d,primary,dinov2,rebalance,ce,True,False,12,4,proliferative,0.967302680015564,0.9492399096488953,0.26065167784690857,0.3147192597389221,1.0274171829223633,-0.7765742540359497,-0.42158761620521545,-0.35498663783073425,-0.31513550877571106,2.518925896985503,0.08054607508532423,0.9908356078336492,0.0,0.4745762711864407,0.5084745762711864,-0.06884957338668056,-0.26544092073755776,0.5185185185185185,27,0.28170591592788696,0.9899065332378855,0.6255257955264998,0.6391291444973308,0.6438880749381712,True,0.9866894197952218,0.5185185185185185,탐색적/exploratory
aptos2019,B1,B0,primary,panderm,rebalance,ce,True,False,12,0,no_dr,0.9533402919769287,0.9705991148948669,0.3039955794811249,0.2880997955799103,0.988990843296051,-0.281000554561615,-0.045257117599248886,-0.2357434332370758,-0.2205241322517395,0.7075853825583414,0.4928327645051195,0.9972814608054573,0.0,0.9833795013850416,0.9833795013850416,0.061765411032567455,0.29410294399260734,0.7647058823529411,34,0.3296298682689667,0.9875300219005073,0.6377742198276025,0.633974861146888,0.6482964128502416,True,0.9491467576791809,0.7647058823529411,탐색적/exploratory
aptos2019,B1,B0,primary,panderm,rebalance,ce,True,False,12,1,mild,0.9571859836578369,0.9452278017997742,0.2935565114021301,0.32812923192977905,1.0059738159179688,0.3731711506843567,0.10855171084403992,0.2646194398403168,0.2798387408256531,2.2923982476870526,0.10102389078498293,0.9921357375161928,0.0,0.6891891891891891,0.7432432432432432,0.061765411032567455,0.29410294399260734,0.7647058823529411,34,0.3296298682689667,0.9875300219005073,0.6377742198276025,0.633974861146888,0.6482964128502416,True,0.9491467576791809,0.7647058823529411,탐색적/exploratory
aptos2019,B1,B0,primary,panderm,rebalance,ce,True,False,12,2,moderate,0.9575445055961609,0.9288052916526794,0.36199018359184265,0.4991786777973175,1.1764694452285767,0.5326131582260132,0.49101072549819946,0.04160243272781372,0.05682176351547241,1.2993967562448383,0.2726962457337884,0.9955974876825755,0.0,0.775,0.685,0.061765411032567455,0.29410294399260734,0.7647058823529411,34,0.3296298682689667,0.9875300219005073,0.6377742198276025,0.633974861146888,0.6482964128502416,True,0.9491467576791809,0.7647058823529411,탐색적/exploratory
aptos2019,B1,B0,primary,panderm,rebalance,ce,True,False,12,3,severe,0.9647772908210754,0.9540929198265076,0.3151386082172394,0.3087256848812103,1.1382921934127808,-0.4482898414134979,-0.29609590768814087,-0.15219393372535706,-0.13697463274002075,2.9393325850918663,0.052901023890784986,0.9915916686576289,0.0,0.3684210526315789,0.3684210526315789,0.061765411032567455,0.29410294399260734,0.7647058823529411,34,0.3296298682689667,0.9875300219005073,0.6377742198276025,0.633974861146888,0.6482964128502416,True,0.9491467576791809,0.7647058823529411,탐색적/exploratory
aptos2019,B1,B0,primary,panderm,rebalance,ce,True,False,12,4,proliferative,0.9595980644226074,0.940405547618866,0.3685923218727112,0.4064159393310547,1.1976914405822754,-0.2982941269874573,-0.30391302704811096,0.0056189000606536865,0.02083820104598999,2.518925896985503,0.08054607508532423,0.9927070970131101,0.0,0.3728813559322034,0.3898305084745763,0.061765411032567455,0.29410294399260734,0.7647058823529411,34,0.3296298682689667,0.9875300219005073,0.6377742198276025,0.633974861146888,0.6482964128502416,True,0.9491467576791809,0.7647058823529411,탐색적/exploratory
aptos2019,B2,B0,primary,panderm,aug,ce,True,False,12,0,no_dr,0.7342993021011353,0.6957902908325195,0.745088517665863,0.8292346000671387,1.0414677858352661,-0.012015068903565407,-0.045257117599248886,0.03324204683303833,0.021199215203523636,0.7075853825583414,0.4928327645051195,0.9774668358319106,0.0,0.9833795013850416,0.9833795013850416,-0.05430879401325044,-0.5001730619899977,0.13432835820895522,67,0.7594032883644104,0.9468755004175896,0.6377742198276025,0.6305140515415646,0.6243104206135804,True,0.9464163822525598,0.34328358208955223,탐색적/exploratory
aptos2019,B2,B0,primary,panderm,aug,ce,True,False,12,1,mild,0.6225723624229431,0.6122285723686218,0.7996595501899719,0.8026452660560608,0.7870466113090515,0.23523862659931183,0.10855171084403992,0.1266869157552719,0.11464408785104752,2.2923982476870526,0.10102389078498293,0.9280180960184397,0.0,0.6891891891891891,0.6216216216216216,-0.05430879401325044,-0.5001730619899977,0.13432835820895522,67,0.7594032883644104,0.9468755004175896,0.6377742198276025,0.6305140515415646,0.6243104206135804,True,0.9464163822525598,0.34328358208955223,탐색적/exploratory
aptos2019,B2,B0,primary,panderm,aug,ce,True,False,12,2,moderate,0.6700705885887146,0.6690280437469482,0.7689710855484009,0.7782540917396545,0.8708471059799194,0.5719327330589294,0.49101072549819946,0.08092200756072998,0.06887918710708618,1.2993967562448383,0.2726962457337884,0.9719443671158701,0.0,0.775,0.825,-0.05430879401325044,-0.5001730619899977,0.13432835820895522,67,0.7594032883644104,0.9468755004175896,0.6377742198276025,0.6305140515415646,0.6243104206135804,True,0.9464163822525598,0.34328358208955223,탐색적/exploratory
aptos2019,B2,B0,primary,panderm,aug,ce,True,False,12,3,severe,0.6980866193771362,0.71368408203125,0.7491483092308044,0.7355660796165466,0.9184228181838989,-0.3686157763004303,-0.29609590768814087,-0.07251986861228943,-0.08456271886825562,2.9393325850918663,0.052901023890784986,0.9366807320536288,0.0,0.3684210526315789,0.3157894736842105,-0.05430879401325044,-0.5001730619899977,0.13432835820895522,67,0.7594032883644104,0.9468755004175896,0.6377742198276025,0.6305140515415646,0.6243104206135804,True,0.9464163822525598,0.34328358208955223,탐색적/exploratory
aptos2019,B2,B0,primary,panderm,aug,ce,True,False,12,4,proliferative,0.7268297076225281,0.73566734790802,0.7067664265632629,0.7001258134841919,0.8935636878013611,-0.4120299816131592,-0.30391302704811096,-0.10811695456504822,-0.1201598048210144,2.518925896985503,0.08054607508532423,0.9490991351101068,0.0,0.3728813559322034,0.4067796610169492,-0.05430879401325044,-0.5001730619899977,0.13432835820895522,67,0.7594032883644104,0.9468755004175896,0.6377742198276025,0.6305140515415646,0.6243104206135804,True,0.9464163822525598,0.34328358208955223,탐색적/exploratory
aptos2019,B5,B0,primary,panderm,mixup,mixup,True,False,12,0,no_dr,0.7452213168144226,0.6998060941696167,0.6852914094924927,0.717037558555603,0.5871734619140625,0.7751114368438721,-0.045257117599248886,0.8203685283660889,1.0049834251403809,0.7075853825583414,0.4928327645051195,0.9240443404340698,4.4390425604712155e-307,0.9833795013850416,0.9833795013850416,-0.5071907401267656,-0.812659433419784,0.23529411764705882,51,0.49666669964790344,0.9297643930730488,0.6377742198276025,0.6220073610866137,0.6150726502830358,True,0.9583617747440273,0.3137254901960784,탐색적/exploratory
aptos2019,B5,B0,primary,panderm,mixup,mixup,True,False,12,1,mild,0.9277514815330505,0.924984872341156,0.5073786973953247,0.51540207862854,0.5840131640434265,-0.4931805431842804,0.10855171084403992,-0.6017322540283203,-0.4171174466609955,2.2923982476870526,0.10102389078498293,0.8887733625991775,1.5596999712104607e-249,0.6891891891891891,0.6216216216216216,-0.5071907401267656,-0.812659433419784,0.23529411764705882,51,0.49666669964790344,0.9297643930730488,0.6377742198276025,0.6220073610866137,0.6150726502830358,True,0.9583617747440273,0.3137254901960784,탐색적/exploratory
aptos2019,B5,B0,primary,panderm,mixup,mixup,True,False,12,2,moderate,0.9250524044036865,0.9175609946250916,0.46269741654396057,0.479512095451355,0.6608350872993469,0.193947896361351,0.49101072549819946,-0.29706281423568726,-0.11244800686836243,1.2993967562448383,0.2726962457337884,0.9360870382898976,0.0,0.775,0.745,-0.5071907401267656,-0.812659433419784,0.23529411764705882,51,0.49666669964790344,0.9297643930730488,0.6377742198276025,0.6220073610866137,0.6150726502830358,True,0.9583617747440273,0.3137254901960784,탐색적/exploratory
aptos2019,B5,B0,primary,panderm,mixup,mixup,True,False,12,3,severe,0.9336678385734558,0.9291822910308838,0.46157005429267883,0.4716949760913849,0.6424932479858398,-0.7872867584228516,-0.29609590768814087,-0.4911908507347107,-0.3065760135650635,2.9393325850918663,0.052901023890784986,0.9121224923781256,6.005691240853327e-285,0.3684210526315789,0.42105263157894735,-0.5071907401267656,-0.812659433419784,0.23529411764705882,51,0.49666669964790344,0.9297643930730488,0.6377742198276025,0.6220073610866137,0.6150726502830358,True,0.9583617747440273,0.3137254901960784,탐색적/exploratory
aptos2019,B5,B0,primary,panderm,mixup,mixup,True,False,12,4,proliferative,0.9477012157440186,0.9457443356513977,0.4244166314601898,0.420974463224411,0.6679388284683228,-0.6573697924613953,-0.30391302704811096,-0.3534567654132843,-0.16884192824363708,2.518925896985503,0.08054607508532423,0.8748747789557728,4.940294530835917e-232,0.3728813559322034,0.3389830508474576,-0.5071907401267656,-0.812659433419784,0.23529411764705882,51,0.49666669964790344,0.9297643930730488,0.6377742198276025,0.6220073610866137,0.6150726502830358,True,0.9583617747440273,0.3137254901960784,탐색적/exploratory
aptos2019,B5s,B0,primary,panderm,mixup,mixup,True,False,12,0,no_dr,0.7590352296829224,0.7276068925857544,0.652064859867096,0.6965173482894897,0.722661018371582,0.8442754149436951,-0.045257117599248886,0.8895325064659119,1.0424680709838867,0.7075853825583414,0.4928327645051195,0.8986872376890079,1.656912981365031e-263,0.9833795013850416,0.9806094182825484,-0.5389961855432539,-0.8389008610400741,0.21153846153846154,52,0.45013266801834106,0.9058218150219786,0.6377742198276025,0.6264561170870857,0.6358053696214643,True,0.956655290102389,0.4230769230769231,탐색적/exploratory
aptos2019,B5s,B0,primary,panderm,mixup,mixup,True,False,12,1,mild,0.9396421313285828,0.9346903562545776,0.4648875892162323,0.4921836853027344,0.6249234676361084,-0.3969978094100952,0.10855171084403992,-0.5055495500564575,-0.35261401534080505,2.2923982476870526,0.10102389078498293,0.8460767305668397,1.2294335028976924e-201,0.6891891891891891,0.7162162162162162,-0.5389961855432539,-0.8389008610400741,0.21153846153846154,52,0.45013266801834106,0.9058218150219786,0.6377742198276025,0.6264561170870857,0.6358053696214643,True,0.956655290102389,0.4230769230769231,탐색적/exploratory
aptos2019,B5s,B0,primary,panderm,mixup,mixup,True,False,12,2,moderate,0.9376707673072815,0.9244164824485779,0.4036298096179962,0.4370180070400238,0.7323818206787109,0.2446170300245285,0.49101072549819946,-0.24639369547367096,-0.09345817565917969,1.2993967562448383,0.2726962457337884,0.9302935600732577,0.0,0.775,0.745,-0.5389961855432539,-0.8389008610400741,0.21153846153846154,52,0.45013266801834106,0.9058218150219786,0.6377742198276025,0.6264561170870857,0.6358053696214643,True,0.956655290102389,0.4230769230769231,탐색적/exploratory
aptos2019,B5s,B0,primary,panderm,mixup,mixup,True,False,12,3,severe,0.9361356496810913,0.9302353858947754,0.43697240948677063,0.45702028274536133,0.6767231822013855,-0.7604672312736511,-0.29609590768814087,-0.46437132358551025,-0.3114358186721802,2.9393325850918663,0.052901023890784986,0.8945271286537293,1.7888401173582852e-257,0.3684210526315789,0.3684210526315789,-0.5389961855432539,-0.8389008610400741,0.21153846153846154,52,0.45013266801834106,0.9058218150219786,0.6377742198276025,0.6264561170870857,0.6358053696214643,True,0.956655290102389,0.4230769230769231,탐색적/exploratory
aptos2019,B5s,B0,primary,panderm,mixup,mixup,True,False,12,4,proliferative,0.9544830918312073,0.9482067227363586,0.34513574838638306,0.3455657958984375,0.7808268070220947,-0.7418085932731628,-0.30391302704811096,-0.4378955662250519,-0.2849600613117218,2.518925896985503,0.08054607508532423,0.8876041790289128,5.663048294139198e-248,0.3728813559322034,0.3220338983050847,-0.5389961855432539,-0.8389008610400741,0.21153846153846154,52,0.45013266801834106,0.9058218150219786,0.6377742198276025,0.6264561170870857,0.6358053696214643,True,0.956655290102389,0.4230769230769231,탐색적/exploratory
aptos2019,B_la,B0,primary,panderm,none,logitadj,False,True,12,0,no_dr,0.9767747521400452,0.9899994730949402,0.23813459277153015,0.14107520878314972,1.0806834697723389,-0.3512398600578308,-0.045257117599248886,-0.3059827387332916,-0.2265290915966034,0.7075853825583414,0.4928327645051195,0.9948821792468094,0.0,0.9833795013850416,0.9833795013850416,0.009263125925801653,0.03310195523621971,0.75,48,0.296315997838974,0.97790464932724,0.6377742198276025,0.6390772070253266,0.6472964128502416,True,0.947098976109215,0.75,탐색적/exploratory
aptos2019,B_la,B0,primary,panderm,none,logitadj,False,True,12,1,mild,0.9896064400672913,0.9889461398124695,0.1703479290008545,0.15891967713832855,1.080926775932312,0.3819979131221771,0.10855171084403992,0.2734462022781372,0.35289984941482544,2.2923982476870526,0.10102389078498293,0.9914419372853176,0.0,0.6891891891891891,0.7567567567567568,0.009263125925801653,0.03310195523621971,0.75,48,0.296315997838974,0.97790464932724,0.6377742198276025,0.6390772070253266,0.6472964128502416,True,0.947098976109215,0.75,탐색적/exploratory
aptos2019,B_la,B0,primary,panderm,none,logitadj,False,True,12,2,moderate,0.977450430393219,0.9686855673789978,0.2461821436882019,0.27250179648399353,1.1040006875991821,0.6056869626045227,0.49101072549819946,0.11467623710632324,0.19412988424301147,1.2993967562448383,0.2726962457337884,0.9953023082219993,0.0,0.775,0.635,0.009263125925801653,0.03310195523621971,0.75,48,0.296315997838974,0.97790464932724,0.6377742198276025,0.6390772070253266,0.6472964128502416,True,0.947098976109215,0.75,탐색적/exploratory
aptos2019,B_la,B0,primary,panderm,none,logitadj,False,True,12,3,severe,0.9713718295097351,0.9669339060783386,0.3743312954902649,0.42901358008384705,1.260659098625183,-0.5236502885818481,-0.29609590768814087,-0.22755438089370728,-0.14810073375701904,2.9393325850918663,0.052901023890784986,0.9902105543117203,0.0,0.3684210526315789,0.4473684210526316,0.009263125925801653,0.03310195523621971,0.75,48,0.296315997838974,0.97790464932724,0.6377742198276025,0.6390772070253266,0.6472964128502416,True,0.947098976109215,0.75,탐색적/exploratory
aptos2019,B_la,B0,primary,panderm,none,logitadj,False,True,12,4,proliferative,0.9697640538215637,0.9623531699180603,0.4053964912891388,0.475273996591568,1.2934746742248535,-0.5557666420936584,-0.30391302704811096,-0.2518536150455475,-0.17239996790885925,2.518925896985503,0.08054607508532423,0.9889581832462956,0.0,0.3728813559322034,0.3728813559322034,0.009263125925801653,0.03310195523621971,0.75,48,0.296315997838974,0.97790464932724,0.6377742198276025,0.6390772070253266,0.6472964128502416,True,0.947098976109215,0.75,탐색적/exploratory
aptos2019,B_ldam,B0,primary,panderm,none,ldam,False,True,12,0,no_dr,0.9425930380821228,0.9482064843177795,0.40034300088882446,0.35140883922576904,0.7217848896980286,-0.11016670614480972,-0.045257117599248886,-0.06490959227085114,-0.06684566289186478,0.7075853825583414,0.4928327645051195,0.9791319625049881,0.0,0.9833795013850416,0.9778393351800554,0.1380168600545662,0.7733847147236906,0.13636363636363635,44,0.5797531604766846,0.9646563909869672,0.6377742198276025,0.6247529575681131,0.6364769225303053,True,0.9802047781569966,0.4318181818181818,탐색적/exploratory
aptos2019,B_ldam,B0,primary,panderm,none,ldam,False,True,12,1,mild,0.9468146562576294,0.9338628053665161,0.6086596250534058,0.6236913204193115,0.43016722798347473,0.10995803028345108,0.10855171084403992,0.0014063194394111633,-0.000529751181602478,2.2923982476870526,0.10102389078498293,0.9239971019300142,5.520449089320253e-307,0.6891891891891891,0.6756756756756757,0.1380168600545662,0.7733847147236906,0.13636363636363635,44,0.5797531604766846,0.9646563909869672,0.6377742198276025,0.6247529575681131,0.6364769225303053,True,0.9802047781569966,0.4318181818181818,탐색적/exploratory
aptos2019,B_ldam,B0,primary,panderm,none,ldam,False,True,12,2,moderate,0.9429712891578674,0.930286169052124,0.5791335105895996,0.5678835511207581,0.4690614342689514,0.255580872297287,0.49101072549819946,-0.23542985320091248,-0.2373659312725067,1.2993967562448383,0.2726962457337884,0.9903187684236666,0.0,0.775,0.65,0.1380168600545662,0.7733847147236906,0.13636363636363635,44,0.5797531604766846,0.9646563909869672,0.6377742198276025,0.6247529575681131,0.6364769225303053,True,0.9802047781569966,0.4318181818181818,탐색적/exploratory
aptos2019,B_ldam,B0,primary,panderm,none,ldam,False,True,12,3,severe,0.9221591353416443,0.9049363136291504,0.6108859777450562,0.6118044257164001,0.44933873414993286,-0.15922538936138153,-0.29609590768814087,0.13687051832675934,0.1349344402551651,2.9393325850918663,0.052901023890784986,0.9062319365880602,3.7753969096519046e-275,0.3684210526315789,0.4473684210526316,0.1380168600545662,0.7733847147236906,0.13636363636363635,44,0.5797531604766846,0.9646563909869672,0.6377742198276025,0.6247529575681131,0.6364769225303053,True,0.9802047781569966,0.4318181818181818,탐색적/exploratory
aptos2019,B_ldam,B0,primary,panderm,none,ldam,False,True,12,4,proliferative,0.9370231628417969,0.928041934967041,0.5862595438957214,0.5767336487770081,0.46615952253341675,-0.13217006623744965,-0.30391302704811096,0.17174296081066132,0.16980688273906708,2.518925896985503,0.08054607508532423,0.9719783580342676,0.0,0.3728813559322034,0.3728813559322034,0.1380168600545662,0.7733847147236906,0.13636363636363635,44,0.5797531604766846,0.9646563909869672,0.6377742198276025,0.6247529575681131,0.6364769225303053,True,0.9802047781569966,0.4318181818181818,탐색적/exploratory
aptos2019,B1d,B0d,primary,dinov2,rebalance,ce,True,False,13,0,no_dr,0.9613472819328308,0.9772436022758484,0.2784859240055084,0.26653721928596497,1.003096580505371,-0.008395515382289886,0.05166523531079292,-0.06006075069308281,-0.08805382996797562,0.7075853825583414,0.4928327645051195,0.9973493508575945,0.0,0.9806094182825484,0.9778393351800554,-0.039329341872868635,-0.17149577126031426,0.625,24,0.2849930226802826,0.9894303850409125,0.626715369202716,0.6407021101104861,0.6425754374967484,True,0.9870307167235495,0.7083333333333334,탐색적/exploratory
aptos2019,B1d,B0d,primary,dinov2,rebalance,ce,True,False,13,1,mild,0.9687919020652771,0.9525290727615356,0.24957162141799927,0.3044637441635132,0.9978414177894592,0.3626213073730469,0.04162265732884407,0.3209986388683319,0.2930055856704712,2.2923982476870526,0.10102389078498293,0.9905603150490035,0.0,0.6351351351351351,0.6756756756756757,-0.039329341872868635,-0.17149577126031426,0.625,24,0.2849930226802826,0.9894303850409125,0.626715369202716,0.6407021101104861,0.6425754374967484,True,0.9870307167235495,0.7083333333333334,탐색적/exploratory
aptos2019,B1d,B0d,primary,dinov2,rebalance,ce,True,False,13,2,moderate,0.9702264070510864,0.9417728781700134,0.3532281517982483,0.5421640872955322,1.2273433208465576,0.6216827630996704,0.451911598443985,0.16977116465568542,0.14177805185317993,1.2993967562448383,0.2726962457337884,0.9940904447856999,0.0,0.69,0.645,-0.039329341872868635,-0.17149577126031426,0.625,24,0.2849930226802826,0.9894303850409125,0.626715369202716,0.6407021101104861,0.6425754374967484,True,0.9870307167235495,0.7083333333333334,탐색적/exploratory
aptos2019,B1d,B0d,primary,dinov2,rebalance,ce,True,False,13,3,severe,0.9666768312454224,0.9536170363426208,0.2958051562309265,0.3089531660079956,1.1148815155029297,-0.4144689440727234,-0.31541773676872253,-0.09905120730400085,-0.12704429030418396,2.9393325850918663,0.052901023890784986,0.9835928498649893,0.0,0.42105263157894735,0.4473684210526316,-0.039329341872868635,-0.17149577126031426,0.625,24,0.2849930226802826,0.9894303850409125,0.626715369202716,0.6407021101104861,0.6425754374967484,True,0.9870307167235495,0.7083333333333334,탐색적/exploratory
aptos2019,B1d,B0d,primary,dinov2,rebalance,ce,True,False,13,4,proliferative,0.969860315322876,0.954110860824585,0.2509710192680359,0.299476683139801,1.0299899578094482,-0.6164154410362244,-0.4247230291366577,-0.19169241189956665,-0.21968552470207214,2.518925896985503,0.08054607508532423,0.9924403707965571,0.0,0.4067796610169492,0.4576271186440678,-0.039329341872868635,-0.17149577126031426,0.625,24,0.2849930226802826,0.9894303850409125,0.626715369202716,0.6407021101104861,0.6425754374967484,True,0.9870307167235495,0.7083333333333334,탐색적/exploratory
aptos2019,B1,B0,primary,panderm,rebalance,ce,True,False,13,0,no_dr,0.9547848701477051,0.9660629630088806,0.29737475514411926,0.28764423727989197,0.9615535736083984,-0.2755189538002014,-0.04256369173526764,-0.23295526206493378,-0.178134948015213,0.7075853825583414,0.4928327645051195,0.996389069169255,0.0,0.9806094182825484,0.9722991689750693,0.061412099874817154,0.27531921207328786,0.7272727272727273,33,0.3369866907596588,0.9874761979442563,0.668620569675267,0.6739827742198277,0.6784870765408348,True,0.9426621160409556,0.7272727272727273,탐색적/exploratory
aptos2019,B1,B0,primary,panderm,rebalance,ce,True,False,13,1,mild,0.9506718516349792,0.9369515180587769,0.3197936713695526,0.3546746075153351,1.0284239053726196,0.42305147647857666,0.1576288938522339,0.2654225826263428,0.32024288177490234,2.2923982476870526,0.10102389078498293,0.990898143780728,0.0,0.6486486486486487,0.6891891891891891,0.061412099874817154,0.27531921207328786,0.7272727272727273,33,0.3369866907596588,0.9874761979442563,0.668620569675267,0.6739827742198277,0.6784870765408348,True,0.9426621160409556,0.7272727272727273,탐색적/exploratory
aptos2019,B1,B0,primary,panderm,rebalance,ce,True,False,13,2,moderate,0.9624614715576172,0.9395124912261963,0.32295361161231995,0.42706602811813354,1.137479305267334,0.3459116518497467,0.4261590242385864,-0.08024737238883972,-0.02542707324028015,1.2993967562448383,0.2726962457337884,0.996433890677313,0.0,0.82,0.745,0.061412099874817154,0.27531921207328786,0.7272727272727273,33,0.3369866907596588,0.9874761979442563,0.668620569675267,0.6739827742198277,0.6784870765408348,True,0.9426621160409556,0.7272727272727273,탐색적/exploratory
aptos2019,B1,B0,primary,panderm,rebalance,ce,True,False,13,3,severe,0.9668145179748535,0.958868145942688,0.3370439410209656,0.3161078095436096,1.1866538524627686,-0.517157793045044,-0.28833329677581787,-0.22882449626922607,-0.1740041971206665,2.9393325850918663,0.052901023890784986,0.9884257098495433,0.0,0.3684210526315789,0.42105263157894735,0.061412099874817154,0.27531921207328786,0.7272727272727273,33,0.3369866907596588,0.9874761979442563,0.668620569675267,0.6739827742198277,0.6784870765408348,True,0.9426621160409556,0.7272727272727273,탐색적/exploratory
