bacc,mcc,macro_mae,per_class_recall,arm,dataset,fold,seed,backbone,n_train,n_test
0.6463636853906352,0.6821407899030931,0.27049180327868855,"[0.9695290858725761, 0.4864864864864865, 0.675, 0.47368421052631576, 0.6271186440677966]",B3nd,aptos2019,7,0,dinov2,2930,732
0.6623007272261228,0.7189100751071585,0.226775956284153,"[0.9861495844875346, 0.581081081081081, 0.73, 0.42105263157894735, 0.5932203389830508]",B3nd,aptos2019,8,0,dinov2,2930,732
0.6296088623440677,0.6893059940413676,0.27595628415300544,"[0.9806094182825484, 0.5945945945945946, 0.6884422110552764, 0.358974358974359, 0.5254237288135594]",B3nd,aptos2019,9,0,dinov2,2930,732
0.6592951499679984,0.7093035242732804,0.24965893587994542,"[0.9750692520775623, 0.6216216216216216, 0.705, 0.38461538461538464, 0.6101694915254238]",B3nd,aptos2019,10,0,dinov2,2929,733
0.6808635052182638,0.6979373565444318,0.2646657571623465,"[0.9667590027700831, 0.5945945945945946, 0.66, 0.5897435897435898, 0.5932203389830508]",B3nd,aptos2019,11,0,dinov2,2929,733
0.6214086259601073,0.6823373271791741,0.25956284153005466,"[0.9695290858725761, 0.5675675675675675, 0.71, 0.3684210526315789, 0.4915254237288136]",B3nd,aptos2019,12,0,dinov2,2930,732
0.6220631040919318,0.6808557324171302,0.26229508196721313,"[0.9806094182825484, 0.5945945945945946, 0.66, 0.3157894736842105, 0.559322033898305]",B3nd,aptos2019,13,0,dinov2,2930,732
0.6442432417483502,0.6916499705784164,0.25956284153005466,"[0.9778393351800554, 0.4594594594594595, 0.7035175879396985, 0.48717948717948717, 0.5932203389830508]",B3nd,aptos2019,14,0,dinov2,2930,732
0.6531874243621745,0.7211304971113637,0.24147339699863574,"[0.9889196675900277, 0.5945945945945946, 0.755, 0.4358974358974359, 0.4915254237288136]",B4nd,aptos2019,0,0,dinov2,2929,733
0.6265004573205897,0.6906539188659838,0.26330150068212826,"[0.9861495844875346, 0.581081081081081, 0.69, 0.28205128205128205, 0.5932203389830508]",B4nd,aptos2019,1,0,dinov2,2929,733
0.6239781426104258,0.6949988222838658,0.2650273224043716,"[0.9778393351800554, 0.5540540540540541, 0.745, 0.3684210526315789, 0.4745762711864407]",B4nd,aptos2019,2,0,dinov2,2930,732
0.6308567754100878,0.6863123521493983,0.2718579234972678,"[0.9750692520775623, 0.5540540540540541, 0.705, 0.39473684210526316, 0.5254237288135594]",B4nd,aptos2019,3,0,dinov2,2930,732
0.5904728794988346,0.6809230890070241,0.2923497267759563,"[0.9889196675900277, 0.43243243243243246, 0.7487437185929648, 0.3076923076923077, 0.4745762711864407]",B4nd,aptos2019,4,0,dinov2,2930,732
