dataset,arm,base,role,rep,lever,loss,preregistered,side,fold,cos_centred_mean,relnorm_fro_centred,relnorm_fro_raw,bias_slope,bias_r,bias_p,margin_spearman_true,n_test,n_flip,flip_rate,n_train,n_train_flip,train_agree_before,offset_identified,offset_method,offset_delta,train_agree_ls,train_agree_greedy,flip_repro,flip_repro_ls,flip_repro_greedy,n_flip_repro,n_flip_repro_ls,n_flip_repro_greedy,flip_repro_ceiling,n_flip_repro_ceiling,test_agree_ceiling,test_agree,test_agree_ls,test_agree_greedy,bacc_base,bacc_arm,bacc_base_offset,bacc_offset_minus_arm,exploratory
oral_diseases,A2d,A0d,primary,dinov2,rebalance,ce,True,False,3,0.9953417607716152,0.09732348471879959,0.11275503784418106,0.09983661216925828,0.7380125477029321,0.058252201311937125,0.9989346746913852,103,1,0.009708737864077669,413,0,1.0,False,ls,0.0449;-0.0045;-0.0048;0.0130;-0.0250;-0.0065;-0.0170,1.0,1.0,0.0,0.0,0.0,0,0,0,1.0,1,0.9902912621359223,0.9805825242718447,0.9805825242718447,0.9902912621359223,0.6896769896769898,0.6976134976134977,0.6896769896769898,-0.007936507936507908,탐색적/exploratory
oral_diseases,A1,A0,primary,panderm,aug,ce,True,False,3,0.7973613739013672,0.707791268825531,0.7119215726852417,-0.04263287187090227,-0.15618514840829578,0.7380739744668671,0.9093704696217546,103,9,0.08737864077669903,413,0,1.0,False,ls,0.0948;-0.0177;-0.0315;0.0047;-0.0559;-0.0125;0.0181,1.0,1.0,0.0,0.0,0.0,0,0,0,0.2222222222222222,2,0.9320388349514563,0.912621359223301,0.912621359223301,0.912621359223301,0.7454878454878455,0.7664113664113665,0.7454878454878455,-0.02092352092352101,탐색적/exploratory
oral_diseases,A2,A0,primary,panderm,rebalance,ce,True,False,3,0.9930255498204913,0.11991415172815323,0.13280963897705078,0.13222010045637383,0.5578040077096243,0.1932061884601331,0.9985832271668936,103,1,0.009708737864077669,413,0,1.0,False,ls,0.0948;-0.0177;-0.0315;0.0047;-0.0559;-0.0125;0.0181,1.0,1.0,0.0,0.0,0.0,0,0,0,1.0,1,1.0,0.9902912621359223,0.9902912621359223,0.9902912621359223,0.7454878454878455,0.7454878454878455,0.7454878454878455,0.0,탐색적/exploratory
oral_diseases,A5,A0,primary,panderm,mixup,mixup,True,False,3,0.6806449804987226,0.7240341901779175,0.7194529175758362,-0.6032010250733059,-0.8719436860225318,0.010507355577585429,0.694833721389975,103,17,0.1650485436893204,413,0,1.0,False,ls,0.0948;-0.0177;-0.0315;0.0047;-0.0559;-0.0125;0.0181,1.0,1.0,0.0,0.0,0.0,0,0,0,0.5294117647058824,9,0.9029126213592233,0.8349514563106796,0.8349514563106796,0.8349514563106796,0.7454878454878455,0.7134088134088135,0.7454878454878455,0.032079032079032066,탐색적/exploratory
oral_diseases,A5s,A0,primary,panderm,mixup,mixup,True,False,3,0.7150368690490723,0.6871568560600281,0.6849948763847351,-0.3947227906954173,-0.6812935846923308,0.09192819727804052,0.8769055045468525,103,14,0.13592233009708737,413,0,1.0,False,ls,0.0948;-0.0177;-0.0315;0.0047;-0.0559;-0.0125;0.0181,1.0,1.0,0.0,0.0,0.0,0,0,0,0.5714285714285714,8,0.941747572815534,0.8640776699029126,0.8640776699029126,0.8640776699029126,0.7454878454878455,0.7503718503718504,0.7454878454878455,-0.004884004884004867,탐색적/exploratory
oral_diseases,A3,A0,primary,panderm,aug,ldam,True,False,3,0.7841778227261135,0.6329604387283325,0.6407333016395569,0.4306604909227618,0.7443759642229333,0.05498427706675184,0.8906449062074419,103,13,0.1262135922330097,413,0,1.0,False,ls,0.0948;-0.0177;-0.0315;0.0047;-0.0559;-0.0125;0.0181,1.0,1.0,0.0,0.0,0.0,0,0,0,0.23076923076923078,3,0.9029126213592233,0.8737864077669902,0.8737864077669902,0.8737864077669902,0.7454878454878455,0.7543678543678544,0.7454878454878455,-0.008880008880008838,탐색적/exploratory
oral_diseases,A3,A1,secondary,panderm,aug,ldam,True,False,3,0.9032959597451347,0.5264386534690857,0.5336461663246155,0.4732933627936642,0.7841373551886385,0.036875220516282496,0.9469973202126258,103,9,0.08737864077669903,413,0,1.0,False,ls,0.0551;-0.1113;-0.0482;-0.0149;-0.0277;0.0087;0.1383,1.0,1.0,0.0,0.0,0.0,0,0,0,0.6666666666666666,6,0.970873786407767,0.912621359223301,0.912621359223301,0.912621359223301,0.7664113664113665,0.7543678543678544,0.7664113664113665,0.012043512043512172,탐색적/exploratory
oral_diseases,A4,A0,primary,panderm,aug,logitadj,True,False,3,0.796543266092028,0.7090851068496704,0.713361918926239,0.007304764175910497,0.012407290508660252,0.97893835065334,0.9072178535342442,103,10,0.0970873786407767,413,0,1.0,False,ls,0.0948;-0.0177;-0.0315;0.0047;-0.0559;-0.0125;0.0181,1.0,1.0,0.0,0.0,0.0,0,0,0,0.2,2,0.9223300970873787,0.9029126213592233,0.9029126213592233,0.9029126213592233,0.7454878454878455,0.7584748584748586,0.7454878454878455,-0.012987012987013102,탐색적/exploratory
oral_diseases,A4,A1,secondary,panderm,aug,logitadj,True,False,3,0.9979396462440491,0.0658910796046257,0.07051871716976166,0.04993764386438954,0.14431493799608827,0.7575466102863727,0.9979132803233318,103,1,0.009708737864077669,413,0,1.0,False,ls,0.0551;-0.1113;-0.0482;-0.0149;-0.0277;0.0087;0.1383,1.0,1.0,0.0,0.0,0.0,0,0,0,1.0,1,0.9902912621359223,0.9902912621359223,0.9902912621359223,0.9902912621359223,0.7664113664113665,0.7584748584748586,0.7664113664113665,0.007936507936507908,탐색적/exploratory
oral_diseases,A2d,A0d,primary,dinov2,rebalance,ce,True,False,4,0.9955934882164001,0.09375647455453873,0.10914111137390137,0.11488684094655427,0.7648281859351392,0.04517401405462096,0.9991982603347538,103,1,0.009708737864077669,413,0,1.0,False,ls,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,1.0,1.0,0.0,0.0,0.0,0,0,0,1.0,1,1.0,0.9902912621359223,0.9902912621359223,0.9902912621359223,0.6864043120622069,0.6864043120622069,0.6864043120622069,0.0,탐색적/exploratory
oral_diseases,A1,A0,primary,panderm,aug,ce,True,False,4,0.8073505418641227,0.6879434585571289,0.6917409300804138,-0.09996067884372828,-0.44754184192243196,0.3139740128948139,0.926130123445943,103,9,0.08737864077669903,413,0,1.0,False,ls,0.0476;-0.0030;-0.0151;0.0064;-0.0431;-0.0054;0.0127,1.0,1.0,0.0,0.0,0.0,0,0,0,0.3333333333333333,3,0.941747572815534,0.912621359223301,0.912621359223301,0.912621359223301,0.770840562945826,0.7556294582610371,0.770840562945826,0.015211104684788923,탐색적/exploratory
oral_diseases,A2,A0,primary,panderm,rebalance,ce,True,False,4,0.9945230739457267,0.10776590555906296,0.11993110924959183,0.03659465998946078,0.10967161471080854,0.8149333609728169,0.9986820717831569,103,1,0.009708737864077669,413,0,1.0,False,ls,0.0476;-0.0030;-0.0151;0.0064;-0.0431;-0.0054;0.0127,1.0,1.0,0.0,0.0,0.0,0,0,0,1.0,1,1.0,0.9902912621359223,0.9902912621359223,0.9902912621359223,0.770840562945826,0.7565548486601118,0.770840562945826,0.014285714285714235,탐색적/exploratory
oral_diseases,A5,A0,primary,panderm,mixup,mixup,True,False,4,0.671913777078901,0.729873538017273,0.7255781888961792,-0.6561462722529754,-0.8141902973019006,0.025790900573854886,0.7342397750735843,103,28,0.27184466019417475,413,1,0.9975786924939467,True,greedy,0.0000;0.0000;0.0000;-1.7000;0.0000;0.0000;0.0000,0.9975786924939467,1.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,1,1,1,0.17857142857142858,5,0.7766990291262136,0.7184466019417476,0.7378640776699029,0.7184466019417476,0.770840562945826,0.6990055266371057,0.7470310391363023,0.04802551249919662,탐색적/exploratory
oral_diseases,A5s,A0,primary,panderm,mixup,mixup,True,False,4,0.6975070663860866,0.7091894149780273,0.7077910304069519,-0.41214949767718084,-0.6828966777631909,0.09086398281256484,0.8572793568510302,103,19,0.18446601941747573,413,0,1.0,False,ls,0.0476;-0.0030;-0.0151;0.0064;-0.0431;-0.0054;0.0127,1.0,1.0,0.0,0.0,0.0,0,0,0,0.3684210526315789,7,0.883495145631068,0.8155339805825242,0.8155339805825242,0.8155339805825242,0.770840562945826,0.7520580296896086,0.770840562945826,0.018782533256217482,탐색적/exploratory
oral_diseases,A3,A0,primary,panderm,aug,ldam,True,False,4,0.792388549872807,0.6261011958122253,0.6330350041389465,0.46121956171572714,0.7484008392559468,0.052970243557734865,0.9082941615779994,103,11,0.10679611650485436,413,0,1.0,False,ls,0.0476;-0.0030;-0.0151;0.0064;-0.0431;-0.0054;0.0127,1.0,1.0,0.0,0.0,0.0,0,0,0,0.6363636363636364,7,0.9611650485436893,0.8932038834951457,0.8932038834951457,0.8932038834951457,0.770840562945826,0.728050093181672,0.770840562945826,0.042790469764154015,탐색적/exploratory
oral_diseases,A3,A1,secondary,panderm,aug,ldam,True,False,4,0.9087695053645543,0.520851731300354,0.5253938436508179,0.5611802275164809,0.8202277247925379,0.0238286868926708,0.9592101216887055,103,9,0.08737864077669903,413,0,1.0,False,ls,0.0653;-0.0642;-0.0107;-0.0289;-0.0261;-0.0088;0.0733,1.0,1.0,0.0,0.0,0.0,0,0,0,0.5555555555555556,5,0.941747572815534,0.912621359223301,0.912621359223301,0.912621359223301,0.7556294582610371,0.728050093181672,0.7556294582610371,0.027579365079365092,탐색적/exploratory
oral_diseases,A4,A0,primary,panderm,aug,logitadj,True,False,4,0.8060264928000314,0.6953043341636658,0.7001001238822937,-0.16074237756375123,-0.262669243476729,0.5693014975555895,0.9241971620612398,103,8,0.07766990291262135,413,0,1.0,False,ls,0.0476;-0.0030;-0.0151;0.0064;-0.0431;-0.0054;0.0127,1.0,1.0,0.0,0.0,0.0,0,0,0,0.25,2,0.941747572815534,0.9223300970873787,0.9223300970873787,0.9223300970873787,0.770840562945826,0.763565966197545,0.770840562945826,0.007274596748281015,탐색적/exploratory
