dataset,arm,fold,repeat,target_prior,target_prior_source,target_assumed,n_test,exploratory,method,source_prior,bacc,bacc_weighted,bacc_sklearn,acc,acc_weighted,em_prior_l1_err,em_iters,em_min_prior,em_degenerate,changed_vs_raw,changed_vs_argmax_p,rec_0,recw_0,rec_1,recw_1,rec_2,recw_2,rec_3,recw_3,rec_4,recw_4,class_names,em_pi_0,em_pi_1,em_pi_2,em_pi_3,em_pi_4,rec_5,recw_5,rec_6,recw_6,em_pi_5,em_pi_6
aptos2019,B1,6,1,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,733,탐색적/exploratory,em,uniform,0.6293707604790284,0.6293707604790284,0.6293707604790284,0.8294679399727148,0.8724207697943756,0.031121448043414095,28.0,0.030677422804574146,0.0,0.12824010914051842,0.12824010914051842,0.9861495844875346,0.9861495844875345,0.4864864864864865,0.48648648648648646,0.875,0.875,0.3076923076923077,0.3076923076923077,0.4915254237288136,0.49152542372881347,no_dr|mild|moderate|severe|proliferative,0.5041294280339353,0.045543941716456156,0.3473521597634895,0.030677422804574146,0.07229704768154488,,,,,,
aptos2019,B1,6,1,uniform,정의상 균등,False,733,탐색적/exploratory,raw,none,0.7017784607029173,0.7017784607029173,0.7017784607029173,0.8130968622100955,0.7017784607029173,,,,,0.0,0.0,0.9806094182825484,0.9806094182825486,0.7027027027027027,0.7027027027027029,0.66,0.6599999999999999,0.5384615384615384,0.5384615384615382,0.6271186440677966,0.6271186440677967,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,6,1,uniform,정의상 균등,False,733,탐색적/exploratory,argmax_p,none,0.7017784607029173,0.7017784607029173,0.7017784607029173,0.8130968622100955,0.7017784607029173,,,,,0.0,0.0,0.9806094182825484,0.9806094182825486,0.7027027027027027,0.7027027027027029,0.66,0.6599999999999999,0.5384615384615384,0.5384615384615382,0.6271186440677966,0.6271186440677967,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,6,1,uniform,정의상 균등,False,733,탐색적/exploratory,oracle,train,0.7058659285244571,0.7058659285244571,0.7058659285244571,0.7830832196452933,0.705865928524457,,,,,0.06684856753069578,0.06684856753069578,0.9695290858725761,0.9695290858725762,0.7972972972972973,0.7972972972972975,0.52,0.52,0.6153846153846154,0.6153846153846151,0.6271186440677966,0.6271186440677967,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,6,1,uniform,정의상 균등,False,733,탐색적/exploratory,oracle,uniform,0.7017784607029173,0.7017784607029173,0.7017784607029173,0.8130968622100955,0.7017784607029173,,,,,0.0,0.0,0.9806094182825484,0.9806094182825486,0.7027027027027027,0.7027027027027029,0.66,0.6599999999999999,0.5384615384615384,0.5384615384615382,0.6271186440677966,0.6271186440677967,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,6,1,uniform,정의상 균등,False,733,탐색적/exploratory,em,train,0.7070866668638395,0.7070866668638395,0.7070866668638395,0.7735334242837654,0.7070866668638395,0.10821120239309734,27.0,0.15181791361426822,0.0,0.09004092769440655,0.09004092769440655,0.9695290858725761,0.9695290858725762,0.8108108108108109,0.8108108108108111,0.47,0.4699999999999999,0.6410256410256411,0.6410256410256407,0.6440677966101694,0.6440677966101696,no_dr|mild|moderate|severe|proliferative,0.19407648518918316,0.20225376077898158,0.15181791361426822,0.22270156871741223,0.22915027170015492,,,,,,
aptos2019,B1,6,1,uniform,정의상 균등,False,733,탐색적/exploratory,em,uniform,0.6922906432672619,0.6922906432672619,0.6922906432672619,0.8281036834924966,0.692290643267262,0.2006547909430319,25.0,0.15042015015389348,0.0,0.04638472032742155,0.04638472032742155,0.9778393351800554,0.9778393351800554,0.6486486486486487,0.6486486486486489,0.755,0.7549999999999999,0.4358974358974359,0.43589743589743574,0.6440677966101694,0.6440677966101696,no_dr|mild|moderate|severe|proliferative,0.2067967766511347,0.15042015015389348,0.2935306188203813,0.15231819908157604,0.19693425529301456,,,,,,
aptos2019,B1,7,1,aptos_pool,관측 · 이 프로젝트 pool 분포,False,732,탐색적/exploratory,raw,none,0.6726985888184067,0.6726985888184067,0.6726985888184067,0.8046448087431693,0.8044723906982092,,,,,0.0,0.0,0.9806094182825484,0.9806094182825483,0.6756756756756757,0.6756756756756757,0.68,0.6800000000000002,0.5526315789473685,0.5526315789473688,0.4745762711864407,0.4745762711864407,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,7,1,aptos_pool,관측 · 이 프로젝트 pool 분포,False,732,탐색적/exploratory,argmax_p,none,0.6726985888184067,0.6726985888184067,0.6726985888184067,0.8046448087431693,0.8044723906982092,,,,,0.0,0.0,0.9806094182825484,0.9806094182825483,0.6756756756756757,0.6756756756756757,0.68,0.6800000000000002,0.5526315789473685,0.5526315789473688,0.4745762711864407,0.4745762711864407,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,7,1,aptos_pool,관측 · 이 프로젝트 pool 분포,False,732,탐색적/exploratory,oracle,train,0.6726985888184067,0.6726985888184067,0.6726985888184067,0.8046448087431693,0.8044723906982092,,,,,0.0,0.0,0.9806094182825484,0.9806094182825483,0.6756756756756757,0.6756756756756757,0.68,0.6800000000000002,0.5526315789473685,0.5526315789473688,0.4745762711864407,0.4745762711864407,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,7,1,aptos_pool,관측 · 이 프로젝트 pool 분포,False,732,탐색적/exploratory,oracle,uniform,0.6313440283327603,0.6313440283327602,0.6313440283327603,0.8183060109289617,0.8179599154905285,,,,,0.07923497267759563,0.07923497267759563,0.9861495844875346,0.9861495844875345,0.5540540540540541,0.5540540540540541,0.815,0.8150000000000001,0.39473684210526316,0.3947368421052634,0.4067796610169492,0.4067796610169491,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,7,1,aptos_pool,관측 · 이 프로젝트 pool 분포,False,732,탐색적/exploratory,em,train,0.685874903402393,0.6858749034023931,0.685874903402393,0.7909836065573771,0.7909294604616403,0.19072232786908255,25.0,0.07959421355422003,0.0,0.045081967213114756,0.045081967213114756,0.9806094182825484,0.9806094182825483,0.7432432432432432,0.7432432432432432,0.59,0.5900000000000002,0.6578947368421053,0.6578947368421056,0.4576271186440678,0.45762711864406785,no_dr|mild|moderate|severe|proliferative,0.4835799664330968,0.1416224951247619,0.18772353100987318,0.10747979387804811,0.07959421355422003,,,,,,
aptos2019,B1,7,1,aptos_pool,관측 · 이 프로젝트 pool 분포,False,732,탐색적/exploratory,em,uniform,0.6301248225078452,0.6301248225078451,0.6301248225078452,0.819672131147541,0.8193427520193164,0.055069304581888474,24.0,0.0551174954181233,0.0,0.0860655737704918,0.0860655737704918,0.9861495844875346,0.9861495844875345,0.5405405405405406,0.5405405405405405,0.83,0.8300000000000001,0.42105263157894735,0.42105263157894757,0.3728813559322034,0.3728813559322034,no_dr|mild|moderate|severe|proliferative,0.4943100829977469,0.09691658817750909,0.2965123169116661,0.0551174954181233,0.057143516494954694,,,,,,
aptos2019,B1,7,1,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,732,탐색적/exploratory,raw,none,0.6726985888184067,0.6726985888184066,0.6726985888184067,0.8046448087431693,0.730024689571753,,,,,0.0,0.0,0.9806094182825484,0.9806094182825484,0.6756756756756757,0.6756756756756755,0.68,0.6799999999999999,0.5526315789473685,0.5526315789473685,0.4745762711864407,0.47457627118644075,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,7,1,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,732,탐색적/exploratory,argmax_p,none,0.6726985888184067,0.6726985888184066,0.6726985888184067,0.8046448087431693,0.730024689571753,,,,,0.0,0.0,0.9806094182825484,0.9806094182825484,0.6756756756756757,0.6756756756756755,0.68,0.6799999999999999,0.5526315789473685,0.5526315789473685,0.4745762711864407,0.47457627118644075,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,7,1,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,732,탐색적/exploratory,oracle,train,0.6698884543494619,0.6698884543494619,0.6698884543494619,0.796448087431694,0.7398471457742717,,,,,0.050546448087431695,0.050546448087431695,0.9778393351800554,0.9778393351800553,0.581081081081081,0.5810810810810809,0.675,0.6749999999999998,0.6578947368421053,0.6578947368421053,0.4576271186440678,0.4576271186440679,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,7,1,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,732,탐색적/exploratory,oracle,uniform,0.6205274552922799,0.6205274552922798,0.6205274552922799,0.8032786885245902,0.7301542201988395,,,,,0.07103825136612021,0.07103825136612021,0.9861495844875346,0.9861495844875345,0.47297297297297297,0.47297297297297286,0.78,0.78,0.47368421052631576,0.4736842105263157,0.3898305084745763,0.38983050847457634,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,7,1,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,732,탐색적/exploratory,em,train,0.687299549655294,0.687299549655294,0.687299549655294,0.7841530054644809,0.7267556883437691,0.21095141994850947,26.0,0.09889752721803383,0.0,0.05737704918032787,0.05737704918032787,0.9778393351800554,0.9778393351800553,0.6891891891891891,0.6891891891891891,0.575,0.5749999999999997,0.7368421052631579,0.736842105263158,0.4576271186440678,0.4576271186440679,no_dr|mild|moderate|severe|proliferative,0.31684302300900974,0.09889752721803383,0.2328497959896888,0.2352603532988566,0.11614930048441116,,,,,,
aptos2019,B1,7,1,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,732,탐색적/exploratory,em,uniform,0.6228744668890684,0.6228744668890684,0.6228744668890684,0.8155737704918032,0.7412817088060495,0.1471574652628906,26.0,0.058416166839894194,0.0,0.0942622950819672,0.0942622950819672,0.9861495844875346,0.9861495844875345,0.47297297297297297,0.47297297297297286,0.835,0.835,0.4473684210526316,0.4473684210526315,0.3728813559322034,0.3728813559322035,no_dr|mild|moderate|severe|proliferative,0.3246388352428461,0.058416166839894194,0.3891935735434891,0.1393636105992702,0.08838781377450043,,,,,,
aptos2019,B1,7,1,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,732,탐색적/exploratory,raw,none,0.6726985888184067,0.6726985888184067,0.6726985888184067,0.8046448087431693,0.8128288994456895,,,,,0.0,0.0,0.9806094182825484,0.9806094182825486,0.6756756756756757,0.6756756756756757,0.68,0.68,0.5526315789473685,0.5526315789473683,0.4745762711864407,0.47457627118644075,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,7,1,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,732,탐색적/exploratory,argmax_p,none,0.6726985888184067,0.6726985888184067,0.6726985888184067,0.8046448087431693,0.8128288994456895,,,,,0.0,0.0,0.9806094182825484,0.9806094182825486,0.6756756756756757,0.6756756756756757,0.68,0.68,0.5526315789473685,0.5526315789473683,0.4745762711864407,0.47457627118644075,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,7,1,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,732,탐색적/exploratory,oracle,train,0.650853710934278,0.650853710934278,0.650853710934278,0.8169398907103825,0.8425787277556755,,,,,0.05327868852459016,0.05327868852459016,0.9806094182825484,0.9806094182825486,0.581081081081081,0.581081081081081,0.78,0.7799999999999999,0.42105263157894735,0.4210526315789472,0.4915254237288136,0.49152542372881364,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,7,1,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,732,탐색적/exploratory,oracle,uniform,0.6042458052211562,0.6042458052211561,0.6042458052211562,0.8183060109289617,0.8620112063476373,,,,,0.11885245901639344,0.11885245901639344,0.9861495844875346,0.9861495844875345,0.4594594594594595,0.4594594594594595,0.87,0.8699999999999999,0.3157894736842105,0.31578947368421045,0.3898305084745763,0.38983050847457634,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,7,1,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,732,탐색적/exploratory,em,train,0.6921566258027594,0.6921566258027595,0.6921566258027594,0.8032786885245902,0.8036589691063015,0.25923149061672235,25.0,0.07548506844141721,0.0,0.01912568306010929,0.01912568306010929,0.9806094182825484,0.9806094182825486,0.7027027027027027,0.7027027027027027,0.645,0.645,0.6578947368421053,0.6578947368421052,0.4745762711864407,0.47457627118644075,no_dr|mild|moderate|severe|proliferative,0.48910289751349784,0.10764040315373183,0.23921140030224258,0.08856023058911053,0.07548506844141721,,,,,,
aptos2019,B1,7,1,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,732,탐색적/exploratory,em,uniform,0.6079640828207896,0.6079640828207896,0.6079640828207896,0.819672131147541,0.8610274149620242,0.06768060363961366,26.0,0.03853393338824224,0.0,0.1092896174863388,0.1092896174863388,0.9861495844875346,0.9861495844875345,0.5,0.5,0.865,0.8649999999999999,0.3157894736842105,0.31578947368421045,0.3728813559322034,0.37288135593220345,no_dr|mild|moderate|severe|proliferative,0.49854093110444286,0.06446464985625705,0.3483483026745666,0.03853393338824224,0.05011218297649113,,,,,,
aptos2019,B1,7,1,uniform,정의상 균등,False,732,탐색적/exploratory,raw,none,0.6726985888184067,0.6726985888184066,0.6726985888184067,0.8046448087431693,0.6726985888184067,,,,,0.0,0.0,0.9806094182825484,0.9806094182825484,0.6756756756756757,0.6756756756756758,0.68,0.6800000000000002,0.5526315789473685,0.5526315789473681,0.4745762711864407,0.47457627118644047,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,7,1,uniform,정의상 균등,False,732,탐색적/exploratory,argmax_p,none,0.6726985888184067,0.6726985888184066,0.6726985888184067,0.8046448087431693,0.6726985888184067,,,,,0.0,0.0,0.9806094182825484,0.9806094182825484,0.6756756756756757,0.6756756756756758,0.68,0.6800000000000002,0.5526315789473685,0.5526315789473681,0.4745762711864407,0.47457627118644047,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,7,1,uniform,정의상 균등,False,732,탐색적/exploratory,oracle,train,0.6804107971063227,0.6804107971063227,0.6804107971063227,0.7622950819672131,0.6804107971063229,,,,,0.08469945355191257,0.08469945355191257,0.9667590027700831,0.9667590027700831,0.7432432432432432,0.7432432432432432,0.49,0.4900000000000001,0.7105263157894737,0.7105263157894733,0.4915254237288136,0.49152542372881336,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,7,1,uniform,정의상 균등,False,732,탐색적/exploratory,oracle,uniform,0.6726985888184067,0.6726985888184066,0.6726985888184067,0.8046448087431693,0.6726985888184067,,,,,0.0,0.0,0.9806094182825484,0.9806094182825484,0.6756756756756757,0.6756756756756758,0.68,0.6800000000000002,0.5526315789473685,0.5526315789473681,0.4745762711864407,0.47457627118644047,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,7,1,uniform,정의상 균등,False,732,탐색적/exploratory,em,train,0.672488963445816,0.6724889634458158,0.672488963445816,0.7486338797814208,0.672488963445816,0.1468020474701132,27.0,0.16168606688142656,0.0,0.1051912568306011,0.1051912568306011,0.961218836565097,0.961218836565097,0.7567567567567568,0.7567567567567568,0.45,0.45000000000000007,0.7368421052631579,0.7368421052631575,0.4576271186440678,0.45762711864406763,no_dr|mild|moderate|severe|proliferative,0.19855140353415374,0.21962265713215687,0.16636150584936304,0.25377836660289965,0.16168606688142656,,,,,,
aptos2019,B1,7,1,uniform,정의상 균등,False,732,탐색적/exploratory,em,uniform,0.6304805884808702,0.6304805884808702,0.6304805884808702,0.8005464480874317,0.6304805884808703,0.2745348408234918,25.0,0.13435444626925516,0.0,0.04234972677595628,0.04234972677595628,0.9806094182825484,0.9806094182825484,0.5945945945945946,0.5945945945945946,0.74,0.7400000000000001,0.4473684210526316,0.44736842105263136,0.3898305084745763,0.38983050847457623,no_dr|mild|moderate|severe|proliferative,0.20863817496482698,0.16796689735631185,0.3286292454469189,0.1604112359626871,0.13435444626925516,,,,,,
aptos2019,B1,8,1,aptos_pool,관측 · 이 프로젝트 pool 분포,False,732,탐색적/exploratory,raw,none,0.6370742745186616,0.6370742745186617,0.6370742745186616,0.7800546448087432,0.7797987869728937,,,,,0.0,0.0,0.96398891966759,0.9639889196675899,0.7027027027027027,0.7027027027027026,0.64,0.6400000000000001,0.42105263157894735,0.42105263157894757,0.4576271186440678,0.45762711864406785,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,8,1,aptos_pool,관측 · 이 프로젝트 pool 분포,False,732,탐색적/exploratory,argmax_p,none,0.6370742745186616,0.6370742745186617,0.6370742745186616,0.7800546448087432,0.7797987869728937,,,,,0.0,0.0,0.96398891966759,0.9639889196675899,0.7027027027027027,0.7027027027027026,0.64,0.6400000000000001,0.42105263157894735,0.42105263157894757,0.4576271186440678,0.45762711864406785,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,8,1,aptos_pool,관측 · 이 프로젝트 pool 분포,False,732,탐색적/exploratory,oracle,train,0.6370742745186616,0.6370742745186617,0.6370742745186616,0.7800546448087432,0.7797987869728937,,,,,0.0,0.0,0.96398891966759,0.9639889196675899,0.7027027027027027,0.7027027027027026,0.64,0.6400000000000001,0.42105263157894735,0.42105263157894757,0.4576271186440678,0.45762711864406785,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,8,1,aptos_pool,관측 · 이 프로젝트 pool 분포,False,732,탐색적/exploratory,oracle,uniform,0.6162198187200769,0.616219818720077,0.6162198187200769,0.8032786885245902,0.8028682198396043,,,,,0.07513661202185792,0.07513661202185792,0.9778393351800554,0.9778393351800554,0.6081081081081081,0.6081081081081082,0.765,0.7650000000000002,0.2894736842105263,0.2894736842105265,0.4406779661016949,0.4406779661016949,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,8,1,aptos_pool,관측 · 이 프로젝트 pool 분포,False,732,탐색적/exploratory,em,train,0.667497038942318,0.6674970389423182,0.667497038942318,0.7759562841530054,0.7758093794015349,0.20036751170350003,24.0,0.09186837984303584,0.0,0.040983606557377046,0.040983606557377046,0.96398891966759,0.9639889196675899,0.7567567567567568,0.7567567567567568,0.565,0.5650000000000002,0.5263157894736842,0.5263157894736845,0.5254237288135594,0.5254237288135594,no_dr|mild|moderate|severe|proliferative,0.48146047815672344,0.14668983498088511,0.18405756828535508,0.09186837984303584,0.09592373873400056,,,,,,
aptos2019,B1,8,1,aptos_pool,관측 · 이 프로젝트 pool 분포,False,732,탐색적/exploratory,em,uniform,0.6118299882116023,0.6118299882116024,0.6118299882116023,0.8005464480874317,0.8001388369887034,0.033431094895221405,23.0,0.04787411105032479,0.0,0.07240437158469945,0.07240437158469945,0.9778393351800554,0.9778393351800554,0.6081081081081081,0.6081081081081082,0.76,0.7600000000000001,0.2894736842105263,0.2894736842105265,0.423728813559322,0.42372881355932196,no_dr|mild|moderate|severe|proliferative,0.4996677883788565,0.1047865128566771,0.2790007328314108,0.04787411105032479,0.06867085488273081,,,,,,
aptos2019,B1,8,1,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,732,탐색적/exploratory,raw,none,0.6370742745186616,0.6370742745186616,0.6370742745186616,0.7800546448087432,0.6871482212490251,,,,,0.0,0.0,0.96398891966759,0.96398891966759,0.7027027027027027,0.7027027027027026,0.64,0.64,0.42105263157894735,0.42105263157894735,0.4576271186440678,0.4576271186440679,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,8,1,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,732,탐색적/exploratory,argmax_p,none,0.6370742745186616,0.6370742745186616,0.6370742745186616,0.7800546448087432,0.6871482212490251,,,,,0.0,0.0,0.96398891966759,0.96398891966759,0.7027027027027027,0.7027027027027026,0.64,0.64,0.42105263157894735,0.42105263157894735,0.4576271186440678,0.4576271186440679,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,8,1,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,732,탐색적/exploratory,oracle,train,0.6525231003105082,0.6525231003105082,0.6525231003105082,0.7786885245901639,0.7046709192582457,,,,,0.045081967213114756,0.045081967213114756,0.9667590027700831,0.9667590027700831,0.6486486486486487,0.6486486486486486,0.62,0.6199999999999999,0.5526315789473685,0.5526315789473685,0.4745762711864407,0.47457627118644075,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,8,1,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,732,탐색적/exploratory,oracle,uniform,0.6268734085980435,0.6268734085980435,0.6268734085980435,0.8032786885245902,0.7227092763222694,,,,,0.07513661202185792,0.07513661202185792,0.9806094182825484,0.9806094182825484,0.527027027027027,0.5270270270270269,0.765,0.7649999999999999,0.42105263157894735,0.42105263157894735,0.4406779661016949,0.440677966101695,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,8,1,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,732,탐색적/exploratory,em,train,0.6747510605116596,0.6747510605116596,0.6747510605116596,0.7773224043715847,0.7043786702627274,0.20271934175147527,25.0,0.09939350902121467,0.0,0.04781420765027322,0.04781420765027322,0.961218836565097,0.961218836565097,0.7162162162162162,0.7162162162162161,0.575,0.5749999999999998,0.5789473684210527,0.5789473684210528,0.5423728813559322,0.5423728813559323,no_dr|mild|moderate|severe|proliferative,0.3163217286125418,0.09939350902121467,0.233481391209395,0.19965319906009252,0.151150172096756,,,,,,
aptos2019,B1,8,1,idrid_like,가정 · IDRiD 공개 등급 분포로 알려진 값(413 train + 103 test) — 미검증,True,732,탐색적/exploratory,em,uniform,0.6068769298901231,0.6068769298901231,0.6068769298901231,0.8019125683060109,0.7089385493783614,0.13557061646463892,24.0,0.0625105963455089,0.0,0.08469945355191257,0.08469945355191257,0.9778393351800554,0.9778393351800554,0.527027027027027,0.5270270270270269,0.79,0.7899999999999999,0.3157894736842105,0.3157894736842105,0.423728813559322,0.4237288135593221,no_dr|mild|moderate|severe|proliferative,0.3301805634447798,0.0625105963455089,0.374706551542806,0.11622795752944999,0.11637433113745538,,,,,,
aptos2019,B1,8,1,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,732,탐색적/exploratory,raw,none,0.6370742745186616,0.6370742745186616,0.6370742745186616,0.7800546448087432,0.7878549156456228,,,,,0.0,0.0,0.96398891966759,0.96398891966759,0.7027027027027027,0.7027027027027027,0.64,0.6399999999999999,0.42105263157894735,0.4210526315789472,0.4576271186440678,0.45762711864406785,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,8,1,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,732,탐색적/exploratory,argmax_p,none,0.6370742745186616,0.6370742745186616,0.6370742745186616,0.7800546448087432,0.7878549156456228,,,,,0.0,0.0,0.96398891966759,0.96398891966759,0.7027027027027027,0.7027027027027027,0.64,0.6399999999999999,0.42105263157894735,0.4210526315789472,0.4576271186440678,0.45762711864406785,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,8,1,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,732,탐색적/exploratory,oracle,train,0.6212251241334766,0.6212251241334765,0.6212251241334766,0.796448087431694,0.8202579555370861,,,,,0.05737704918032787,0.05737704918032787,0.9750692520775623,0.9750692520775623,0.6081081081081081,0.6081081081081081,0.725,0.7249999999999999,0.2894736842105263,0.2894736842105262,0.5084745762711864,0.5084745762711865,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,8,1,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,732,탐색적/exploratory,oracle,uniform,0.6071018230775965,0.6071018230775965,0.6071018230775965,0.8169398907103825,0.8574936375040115,,,,,0.12021857923497267,0.12021857923497267,0.9833795013850416,0.9833795013850414,0.527027027027027,0.5270270270270271,0.84,0.8400000000000001,0.21052631578947367,0.21052631578947364,0.4745762711864407,0.47457627118644075,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,8,1,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,732,탐색적/exploratory,em,train,0.6603616868194548,0.6603616868194547,0.6603616868194548,0.7841530054644809,0.7854676528888024,0.2752615875463742,24.0,0.07647032206384312,0.0,0.017759562841530054,0.017759562841530054,0.96398891966759,0.96398891966759,0.7432432432432432,0.7432432432432432,0.62,0.6199999999999999,0.5,0.49999999999999983,0.4745762711864407,0.47457627118644075,no_dr|mild|moderate|severe|proliferative,0.4872794819405028,0.11521081222738112,0.23301976741041175,0.07647032206384312,0.0880196163578613,,,,,,
aptos2019,B1,8,1,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,732,탐색적/exploratory,em,uniform,0.6012175029153761,0.6012175029153761,0.6012175029153761,0.8073770491803278,0.8438978796650182,0.08096606037156956,25.0,0.03508033857456806,0.0,0.10382513661202186,0.10382513661202186,0.9806094182825484,0.9806094182825484,0.5405405405405406,0.5405405405405406,0.815,0.8150000000000001,0.2631578947368421,0.26315789473684204,0.4067796610169492,0.4067796610169493,no_dr|mild|moderate|severe|proliferative,0.502484196188352,0.07247607408442029,0.3306574309487708,0.03508033857456806,0.05930196020388869,,,,,,
aptos2019,B1,8,1,uniform,정의상 균등,False,732,탐색적/exploratory,raw,none,0.6370742745186616,0.6370742745186615,0.6370742745186616,0.7800546448087432,0.6370742745186616,,,,,0.0,0.0,0.96398891966759,0.96398891966759,0.7027027027027027,0.7027027027027027,0.64,0.64,0.42105263157894735,0.4210526315789472,0.4576271186440678,0.45762711864406763,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,8,1,uniform,정의상 균등,False,732,탐색적/exploratory,argmax_p,none,0.6370742745186616,0.6370742745186615,0.6370742745186616,0.7800546448087432,0.6370742745186616,,,,,0.0,0.0,0.96398891966759,0.96398891966759,0.7027027027027027,0.7027027027027027,0.64,0.64,0.42105263157894735,0.4210526315789472,0.4576271186440678,0.45762711864406763,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B1,8,1,uniform,정의상 균등,False,732,탐색적/exploratory,oracle,train,0.6726340406794888,0.6726340406794887,0.6726340406794888,0.7540983606557377,0.6726340406794888,,,,,0.08196721311475409,0.08196721311475409,0.9418282548476454,0.9418282548476454,0.7567567567567568,0.7567567567567568,0.5,0.5000000000000001,0.6052631578947368,0.6052631578947365,0.559322033898305,0.559322033898305,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
