dataset,arm,fold,repeat,target_prior,target_prior_source,target_assumed,n_test,exploratory,method,source_prior,bacc,bacc_weighted,bacc_sklearn,acc,acc_weighted,em_prior_l1_err,em_iters,em_min_prior,em_degenerate,changed_vs_raw,changed_vs_argmax_p,rec_0,recw_0,rec_1,recw_1,rec_2,recw_2,rec_3,recw_3,rec_4,recw_4,class_names,em_pi_0,em_pi_1,em_pi_2,em_pi_3,em_pi_4,rec_5,recw_5,rec_6,recw_6,em_pi_5,em_pi_6
aptos2019,B0,0,0,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,733,탐색적/exploratory,oracle,uniform,0.5973803325694025,0.5973803325694025,0.5973803325694025,0.8376534788540245,0.8978781989211093,,,,,0.08594815825375171,0.08594815825375171,0.9944598337950139,0.9944598337950139,0.3783783783783784,0.3783783783783784,0.96,0.9600000000000001,0.1794871794871795,0.1794871794871795,0.4745762711864407,0.4745762711864407,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B0,0,0,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,733,탐색적/exploratory,em,train,0.6570890535010916,0.6570890535010916,0.6570890535010916,0.844474761255116,0.8866665244195505,0.04560051891118252,30.0,0.04164708903553046,0.0,0.03274215552523874,0.03274215552523874,0.9889196675900277,0.9889196675900276,0.4864864864864865,0.48648648648648657,0.9,0.8999999999999999,0.38461538461538464,0.3846153846153846,0.5254237288135594,0.5254237288135593,no_dr|mild|moderate|severe|proliferative,0.4989794645551583,0.04807703633711912,0.3459474419854103,0.04164708903553046,0.0653489680867817,,,,,,
aptos2019,B0,0,0,ddr_like,가정 · DDR 등급 분포로 알려진 값(ungradable 1151 제외) — 미검증,True,733,탐색적/exploratory,em,uniform,0.5700352028018585,0.5700352028018584,0.5700352028018585,0.8281036834924966,0.8962838707273791,0.14211936089229515,36.0,0.00978220348590803,0.0,0.10641200545702592,0.10641200545702592,0.9916897506925207,0.9916897506925206,0.2702702702702703,0.2702702702702703,0.985,0.985,0.1794871794871795,0.1794871794871795,0.423728813559322,0.42372881355932196,no_dr|mild|moderate|severe|proliferative,0.5064895050298749,0.02138545940423362,0.4225002185403743,0.00978220348590803,0.03984261353960913,,,,,,
aptos2019,B0,0,0,uniform,정의상 균등,False,733,탐색적/exploratory,raw,none,0.6711051026214648,0.6711051026214649,0.6711051026214648,0.8362892223738063,0.6711051026214648,,,,,0.0,0.0,0.9833795013850416,0.9833795013850416,0.5675675675675675,0.5675675675675678,0.835,0.8349999999999999,0.41025641025641024,0.41025641025641013,0.559322033898305,0.5593220338983051,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B0,0,0,uniform,정의상 균등,False,733,탐색적/exploratory,argmax_p,none,0.6711051026214648,0.6711051026214649,0.6711051026214648,0.8362892223738063,0.6711051026214648,,,,,0.0,0.0,0.9833795013850416,0.9833795013850416,0.5675675675675675,0.5675675675675678,0.835,0.8349999999999999,0.41025641025641024,0.41025641025641013,0.559322033898305,0.5593220338983051,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B0,0,0,uniform,정의상 균등,False,733,탐색적/exploratory,oracle,train,0.6791980241590083,0.6791980241590083,0.6791980241590083,0.7926330150068213,0.6791980241590082,,,,,0.10914051841746249,0.10914051841746249,0.9750692520775623,0.9750692520775623,0.7027027027027027,0.7027027027027029,0.62,0.62,0.5897435897435898,0.5897435897435896,0.5084745762711864,0.5084745762711864,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B0,0,0,uniform,정의상 균등,False,733,탐색적/exploratory,oracle,uniform,0.6711051026214648,0.6711051026214649,0.6711051026214648,0.8362892223738063,0.6711051026214648,,,,,0.0,0.0,0.9833795013850416,0.9833795013850416,0.5675675675675675,0.5675675675675678,0.835,0.8349999999999999,0.41025641025641024,0.41025641025641013,0.559322033898305,0.5593220338983051,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B0,0,0,uniform,정의상 균등,False,733,탐색적/exploratory,em,train,0.6761463031216071,0.6761463031216072,0.6761463031216071,0.8158253751705321,0.6761463031216072,0.20601034700492285,27.0,0.15473368884138416,0.0,0.058663028649386086,0.058663028649386086,0.9806094182825484,0.9806094182825486,0.6351351351351351,0.6351351351351353,0.735,0.7349999999999999,0.5384615384615384,0.5384615384615383,0.4915254237288136,0.4915254237288135,no_dr|mild|moderate|severe|proliferative,0.20518950396509453,0.15473368884138416,0.29781566953736693,0.1731664247566707,0.16909471289948375,,,,,,
aptos2019,B0,0,0,uniform,정의상 균등,False,733,탐색적/exploratory,em,uniform,0.6324268384829443,0.6324268384829443,0.6324268384829443,0.844474761255116,0.6324268384829443,0.5745215107155407,24.0,0.08596922592952308,0.0,0.06275579809004093,0.06275579809004093,0.9889196675900277,0.9889196675900277,0.44594594594594594,0.44594594594594605,0.945,0.9449999999999998,0.3076923076923077,0.3076923076923076,0.4745762711864407,0.47457627118644075,no_dr|mild|moderate|severe|proliferative,0.2201864765120629,0.10228870644648248,0.4670742788457074,0.08596922592952308,0.12448131226622414,,,,,,
aptos2019,B0,1,0,aptos_pool,관측 · 이 프로젝트 pool 분포,False,733,탐색적/exploratory,raw,none,0.6427510783418102,0.6427510783418102,0.6427510783418102,0.8035470668485676,0.8038085885532636,,,,,0.0,0.0,0.9695290858725761,0.969529085872576,0.6756756756756757,0.6756756756756757,0.735,0.735,0.358974358974359,0.3589743589743592,0.4745762711864407,0.47457627118644063,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
aptos2019,B0,1,0,aptos_pool,관측 · 이 프로젝트 pool 분포,False,733,탐색적/exploratory,argmax_p,none,0.6427510783418102,0.6427510783418102,0.6427510783418102,0.8035470668485676,0.8038085885532636,,,,,0.0,0.0,0.9695290858725761,0.969529085872576,0.6756756756756757,0.6756756756756757,0.735,0.735,0.358974358974359,0.3589743589743592,0.4745762711864407,0.47457627118644063,no_dr|mild|moderate|severe|proliferative,,,,,,,,,,,
