dataset,arm,source,family,frontier_base,axis,fold,recall_target,bacc,frontier_bacc,gap,exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,tau,1,0.5263157894736842,0.6660068732437152,0.6779116351484772,-0.011904761904761973,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,offset,1,0.5263157894736842,0.6660068732437152,0.6810444672286777,-0.015037593984962516,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,union,1,0.5263157894736842,0.6660068732437152,0.6810444672286777,-0.015037593984962516,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,tau,2,0.6842105263157895,0.7229968861547809,,,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,offset,2,0.6842105263157895,0.7229968861547809,0.7073222829801777,0.01567460317460312,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,union,2,0.6842105263157895,0.7229968861547809,0.7073222829801777,0.01567460317460312,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,tau,2,0.6842105263157895,0.7229968861547809,0.7359838991417939,-0.012987012987012991,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,offset,2,0.6842105263157895,0.7229968861547809,0.7359838991417939,-0.012987012987012991,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,union,2,0.6842105263157895,0.7229968861547809,0.7359838991417939,-0.012987012987012991,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,tau,3,0.7777777777777778,0.6896769896769898,,,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,offset,3,0.7777777777777778,0.6896769896769898,0.7503718503718504,-0.06069486069486063,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,union,3,0.7777777777777778,0.6896769896769898,0.7503718503718504,-0.06069486069486063,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,tau,3,0.7777777777777778,0.6896769896769898,0.6896769896769898,0.0,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,offset,3,0.7777777777777778,0.6896769896769898,0.7055500055500056,-0.015873015873015817,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,union,3,0.7777777777777778,0.6896769896769898,0.7055500055500056,-0.015873015873015817,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,tau,4,0.6842105263157895,0.6864043120622069,0.770840562945826,-0.08443625088361917,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,offset,4,0.6842105263157895,0.6864043120622069,0.770840562945826,-0.08443625088361917,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,union,4,0.6842105263157895,0.6864043120622069,0.770840562945826,-0.08443625088361917,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,tau,4,0.6842105263157895,0.6864043120622069,0.711679037336932,-0.025274725274725185,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,offset,4,0.6842105263157895,0.6864043120622069,0.711679037336932,-0.025274725274725185,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,union,4,0.6842105263157895,0.6864043120622069,0.711679037336932,-0.025274725274725185,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,tau,5,0.7894736842105263,0.7056765602818235,0.7692588113640745,-0.06358225108225102,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,offset,5,0.7894736842105263,0.7056765602818235,0.7762795683848315,-0.07060300810300801,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,union,5,0.7894736842105263,0.7056765602818235,0.7762795683848315,-0.07060300810300801,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,tau,5,0.7894736842105263,0.7056765602818235,0.7056765602818235,0.0,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,offset,5,0.7894736842105263,0.7056765602818235,0.7056765602818235,0.0,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,union,5,0.7894736842105263,0.7056765602818235,0.7056765602818235,0.0,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,tau,6,0.631578947368421,0.7241000227842332,0.7455978962557911,-0.02149787347155785,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,offset,6,0.631578947368421,0.7241000227842332,0.753534404192299,-0.029434381408065757,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,union,6,0.631578947368421,0.7241000227842332,0.753534404192299,-0.029434381408065757,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,tau,6,0.631578947368421,0.7241000227842332,0.7241000227842332,0.0,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,offset,6,0.631578947368421,0.7241000227842332,0.7241000227842332,0.0,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,union,6,0.631578947368421,0.7241000227842332,0.7241000227842332,0.0,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,tau,7,0.5789473684210527,0.6778907496012759,0.7395192526771474,-0.06162850307587142,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,offset,7,0.5789473684210527,0.6778907496012759,0.762075643654591,-0.08418489405331508,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,union,7,0.5789473684210527,0.6778907496012759,0.762075643654591,-0.08418489405331508,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,tau,7,0.5789473684210527,0.6778907496012759,0.6778907496012759,0.0,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,offset,7,0.5789473684210527,0.6778907496012759,0.6960611756664389,-0.018170426065162948,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,union,7,0.5789473684210527,0.6778907496012759,0.6960611756664389,-0.018170426065162948,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,tau,8,0.4444444444444444,0.6915972915972916,0.8094350094350095,-0.1178377178377179,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,offset,8,0.4444444444444444,0.6915972915972916,0.8173715173715174,-0.1257742257742258,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,union,8,0.4444444444444444,0.6915972915972916,0.8173715173715174,-0.1257742257742258,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,tau,8,0.4444444444444444,0.6915972915972916,0.7025863025863026,-0.010989010989011061,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,offset,8,0.4444444444444444,0.6915972915972916,0.7103563103563103,-0.018759018759018753,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,union,8,0.4444444444444444,0.6915972915972916,0.7103563103563103,-0.018759018759018753,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,tau,9,0.7368421052631579,0.7476166377482166,,,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,offset,9,0.7368421052631579,0.7476166377482166,0.7178796349848982,0.029737002763318476,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,union,9,0.7368421052631579,0.7476166377482166,0.7178796349848982,0.029737002763318476,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,tau,9,0.7368421052631579,0.7476166377482166,0.756545209176788,-0.008928571428571397,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,offset,9,0.7368421052631579,0.7476166377482166,0.756545209176788,-0.008928571428571397,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,union,9,0.7368421052631579,0.7476166377482166,0.756545209176788,-0.008928571428571397,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,tau,10,0.6842105263157895,0.73703562519352,0.8212763114078904,-0.08424068621437042,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,offset,10,0.6842105263157895,0.73703562519352,0.8059013355065987,-0.06886571031307875,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,union,10,0.6842105263157895,0.73703562519352,0.8212763114078904,-0.08424068621437042,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,tau,10,0.6842105263157895,0.73703562519352,0.7739986621565569,-0.03696303696303693,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,offset,10,0.6842105263157895,0.73703562519352,0.7497378352641509,-0.012702210070630993,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,union,10,0.6842105263157895,0.73703562519352,0.7739986621565569,-0.03696303696303693,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,tau,11,0.5263157894736842,0.645660552897395,0.6981497303865726,-0.052489177489177585,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,offset,11,0.5263157894736842,0.645660552897395,0.6851627173995596,-0.039502164502164594,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,union,11,0.5263157894736842,0.645660552897395,0.6981497303865726,-0.052489177489177585,탐색적/exploratory
