dataset,arm,wave,loss,family,scaling,repeat,n,n_classes,argmax_pred_agree,ece_top_ew,ece_top_em,ece_top_db,ece_top_rms_em,ece_top_bias_corr,ece_dep_em,cwece_ew,cwece_em,cwece_db,cwece_rms_em,brier_multiclass,brier_balanced,brier_ovr_mean,nll,acc,bacc,mean_conf,n_bins_eff_em,exploratory
aptos2019,B1d,w2,ce,softmax,none,1,3662,5,1.0,0.13645172874600883,0.1364517287460099,0.16805389820996736,0.16965219898348763,0.0015983007735202726,0.1364517287460099,0.05897190190257171,0.056986572032518,0.10239315975886124,0.10385912674223974,0.34468024113509693,0.6160360984333038,0.06893604822701939,0.8837433802372441,0.7872747132714364,0.6247144878528725,0.9237264420174462,15,탐색적/exploratory
aptos2019,B1d,w2,ce,softmax,none,2,3662,5,1.0,0.13523356321888225,0.13523356321887983,0.16484735678420046,0.16649835510321304,0.001650998319012581,0.13523356321887983,0.05887733409044166,0.057090607095338045,0.10225026416925531,0.10356146357632265,0.3457116945585389,0.6049690779237831,0.06914233891170778,0.8859037450485632,0.7883670125614418,0.6341121717805047,0.9236005757803217,15,탐색적/exploratory
aptos2019,B2,w1,ce,softmax,none,0,3662,5,1.0,0.05999359956633859,0.0598130485901614,0.07706138818031522,0.07984396734375893,0.0027825791634437103,0.0598130485901614,0.027150416913484954,0.024248999426142837,0.03968079340146898,0.04284529567892392,0.2542626684749916,0.508129968798545,0.05085253369499833,0.49952355615973854,0.8216821409066084,0.6453891742603781,0.8814684901763683,15,탐색적/exploratory
aptos2019,B2,w1,ce,softmax,none,1,3662,5,1.0,0.0603098585762731,0.05929525503340217,0.07707911743739868,0.07997029525853191,0.0028911778211332395,0.05929525503340217,0.0278598580500228,0.025126753345596397,0.041783030726701816,0.04495719474893322,0.2594705878763388,0.5149080963692042,0.05189411757526776,0.5096274493698187,0.8216821409066084,0.6439258108588567,0.8808916529983599,15,탐색적/exploratory
aptos2019,B2,w1,ce,softmax,none,2,3662,5,1.0,0.057824434041950694,0.05690760291143212,0.0742252856069843,0.07716871454991746,0.00294342894293316,0.05690760291143212,0.026998967259144892,0.024709745275360316,0.03917163046723789,0.042517258069811575,0.2556366182523938,0.5144372476462501,0.05112732365047876,0.5051928715482671,0.8255051884216276,0.6488494659097477,0.8823827148440323,15,탐색적/exploratory
aptos2019,B3,w1,coral,coral,none,0,3662,5,0.9287274713271436,0.05565153188739383,0.05337788869736184,0.05972343773608188,0.06405547611145575,0.004332038375373867,0.061161965557387336,0.07437330754622233,0.07430729852274172,0.11045063327351827,0.11144665397741664,0.3138459921664056,0.44306855585693083,0.06276919843328112,0.9338987304032531,0.7992900054614964,0.6689828565186404,0.7563740285646829,15,탐색적/exploratory
aptos2019,B3,w1,coral,coral,none,1,3662,5,0.9300928454396504,0.05898501120356134,0.05837017738725867,0.06728561695620794,0.07114539585161896,0.0038597788954110174,0.0677418866586309,0.07409040272911087,0.07477821277844043,0.10809705165780419,0.1091285172805847,0.3156084358210439,0.44264605018370384,0.06312168716420878,0.9413774246698641,0.7968323320589842,0.6606450904571544,0.7538732815022124,15,탐색적/exploratory
aptos2019,B3,w1,coral,coral,none,2,3662,5,0.9270890223921354,0.05921450889505394,0.05812183234087073,0.0648504759426216,0.06885192604049914,0.004001450097877543,0.06301773187701,0.07400599126585221,0.07381363576777777,0.10994923795785812,0.11094903603883588,0.3151512667515437,0.45545555712375235,0.06303025335030873,0.9481235555210957,0.79601310759148,0.661128466722648,0.7557732196597647,15,탐색적/exploratory
aptos2019,B3d,w2,coral,coral,none,0,3662,5,0.9142545057345712,0.0581931977006182,0.05716425404082523,0.06203568941616341,0.06651982083829869,0.00448413142213528,0.06532348306811006,0.07741706326847723,0.07790216388121765,0.11612572781824544,0.117129864686956,0.34299996053768,0.49091776939671516,0.068599992107536,1.1584318241500637,0.7815401419989078,0.6426717679550588,0.7619179110959666,15,탐색적/exploratory
aptos2019,B3d,w2,coral,coral,none,1,3662,5,0.9033315128345166,0.05022707730227417,0.04667172984998748,0.0474697679806993,0.05335288884398424,0.005883120863284935,0.058830440284447116,0.07862963266152904,0.07922776347394915,0.11829579224162823,0.11927551439245339,0.3467642153579901,0.4952617402110972,0.06935284307159803,1.1953661818419465,0.7801747678864008,0.6393036132417313,0.7582076363612378,15,탐색적/exploratory
