dataset,fold,mode,label,recall
oral_diseases,14,lora,2,0.5294117647058824
oral_diseases,14,lora,3,0.8333333333333334
oral_diseases,14,lora,4,1.0
oral_diseases,14,lora,5,0.6875
oral_diseases,14,lora,6,0.7692307692307693
oral_diseases,14,last2,0,0.8695652173913043
oral_diseases,14,last2,1,0.8823529411764706
oral_diseases,14,last2,2,0.5294117647058824
oral_diseases,14,last2,3,0.8333333333333334
oral_diseases,14,last2,4,0.8571428571428571
oral_diseases,14,last2,5,0.6875
oral_diseases,14,last2,6,0.7692307692307693
oral_diseases,14,full,0,0.8695652173913043
oral_diseases,14,full,1,0.8823529411764706
oral_diseases,14,full,2,0.5294117647058824
oral_diseases,14,full,3,0.8333333333333334
oral_diseases,14,full,4,0.8571428571428571
oral_diseases,14,full,5,0.6875
oral_diseases,14,full,6,0.46153846153846156
oral_diseases,14,lora_anchor_all,0,0.8695652173913043
oral_diseases,14,lora_anchor_all,1,0.8823529411764706
oral_diseases,14,lora_anchor_all,2,0.5294117647058824
oral_diseases,14,lora_anchor_all,3,0.75
oral_diseases,14,lora_anchor_all,4,1.0
oral_diseases,14,lora_anchor_all,5,0.6875
oral_diseases,14,lora_anchor_all,6,0.7692307692307693
oral_diseases,14,lora_anchor_oof,0,0.8695652173913043
oral_diseases,14,lora_anchor_oof,1,0.8823529411764706
oral_diseases,14,lora_anchor_oof,2,0.5294117647058824
oral_diseases,14,lora_anchor_oof,3,0.75
oral_diseases,14,lora_anchor_oof,4,1.0
oral_diseases,14,lora_anchor_oof,5,0.6875
oral_diseases,14,lora_anchor_oof,6,0.6923076923076923
oral_diseases,14,selected_training,0,0.8695652173913043
oral_diseases,14,selected_training,1,0.8823529411764706
oral_diseases,14,selected_training,2,0.5294117647058824
oral_diseases,14,selected_training,3,0.8333333333333334
oral_diseases,14,selected_training,4,0.8571428571428571
oral_diseases,14,selected_training,5,0.6875
oral_diseases,14,selected_training,6,0.46153846153846156
aptos2019,0,lora,0,0.9865591397849462
aptos2019,0,lora,1,0.6197183098591549
aptos2019,0,lora,2,0.4898989898989899
aptos2019,0,lora,3,0.5757575757575758
aptos2019,0,lora,4,0.7857142857142857
aptos2019,0,last2,0,0.9811827956989247
aptos2019,0,last2,1,0.6197183098591549
aptos2019,0,last2,2,0.6666666666666666
aptos2019,0,last2,3,0.6666666666666666
aptos2019,0,last2,4,0.5357142857142857
aptos2019,0,full,0,0.9865591397849462
aptos2019,0,full,1,0.5774647887323944
aptos2019,0,full,2,0.7676767676767676
aptos2019,0,full,3,0.18181818181818182
aptos2019,0,full,4,0.7857142857142857
aptos2019,0,lora_anchor_all,0,0.9758064516129032
aptos2019,0,lora_anchor_all,1,0.647887323943662
aptos2019,0,lora_anchor_all,2,0.7676767676767676
aptos2019,0,lora_anchor_all,3,0.5757575757575758
aptos2019,0,lora_anchor_all,4,0.5892857142857143
aptos2019,0,lora_anchor_oof,0,0.9758064516129032
aptos2019,0,lora_anchor_oof,1,0.6338028169014085
aptos2019,0,lora_anchor_oof,2,0.6161616161616161
aptos2019,0,lora_anchor_oof,3,0.6363636363636364
aptos2019,0,lora_anchor_oof,4,0.5714285714285714
aptos2019,0,selected_training,0,0.9865591397849462
aptos2019,0,selected_training,1,0.6197183098591549
aptos2019,0,selected_training,2,0.4898989898989899
aptos2019,0,selected_training,3,0.5757575757575758
aptos2019,0,selected_training,4,0.7857142857142857
aptos2019,1,lora,0,0.9757412398921833
aptos2019,1,lora,1,0.6285714285714286
aptos2019,1,lora,2,0.7233009708737864
aptos2019,1,lora,3,0.5
aptos2019,1,lora,4,0.7090909090909091
aptos2019,1,last2,0,0.9838274932614556
aptos2019,1,last2,1,0.7142857142857143
aptos2019,1,last2,2,0.8155339805825242
aptos2019,1,last2,3,0.3235294117647059
aptos2019,1,last2,4,0.6
aptos2019,1,full,0,0.9811320754716981
aptos2019,1,full,1,0.2857142857142857
aptos2019,1,full,2,0.9077669902912622
aptos2019,1,full,3,0.3235294117647059
aptos2019,1,full,4,0.6545454545454545
aptos2019,1,lora_anchor_all,0,0.9811320754716981
aptos2019,1,lora_anchor_all,1,0.7285714285714285
aptos2019,1,lora_anchor_all,2,0.6796116504854369
aptos2019,1,lora_anchor_all,3,0.47058823529411764
aptos2019,1,lora_anchor_all,4,0.6727272727272727
aptos2019,1,lora_anchor_oof,0,0.9730458221024259
aptos2019,1,lora_anchor_oof,1,0.7428571428571429
aptos2019,1,lora_anchor_oof,2,0.6067961165048543
aptos2019,1,lora_anchor_oof,3,0.5882352941176471
aptos2019,1,lora_anchor_oof,4,0.5818181818181818
aptos2019,1,selected_training,0,0.9757412398921833
aptos2019,1,selected_training,1,0.6285714285714286
aptos2019,1,selected_training,2,0.7233009708737864
aptos2019,1,selected_training,3,0.5
aptos2019,1,selected_training,4,0.7090909090909091
aptos2019,2,lora,0,0.9691011235955056
aptos2019,2,lora,1,0.7142857142857143
aptos2019,2,lora,2,0.6080402010050251
aptos2019,2,lora,3,0.49019607843137253
aptos2019,2,lora,4,0.603448275862069
aptos2019,2,last2,0,0.9691011235955056
aptos2019,2,last2,1,0.7532467532467533
aptos2019,2,last2,2,0.6130653266331658
aptos2019,2,last2,3,0.5098039215686274
aptos2019,2,last2,4,0.5689655172413793
aptos2019,2,full,0,0.9691011235955056
aptos2019,2,full,1,0.7532467532467533
aptos2019,2,full,2,0.6130653266331658
aptos2019,2,full,3,0.5098039215686274
aptos2019,2,full,4,0.5689655172413793
aptos2019,2,lora_anchor_all,0,0.9719101123595506
aptos2019,2,lora_anchor_all,1,0.7532467532467533
aptos2019,2,lora_anchor_all,2,0.6834170854271356
aptos2019,2,lora_anchor_all,3,0.45098039215686275
aptos2019,2,lora_anchor_all,4,0.5862068965517241
aptos2019,2,lora_anchor_oof,0,0.9691011235955056
aptos2019,2,lora_anchor_oof,1,0.7792207792207793
aptos2019,2,lora_anchor_oof,2,0.5628140703517588
aptos2019,2,lora_anchor_oof,3,0.49019607843137253
aptos2019,2,lora_anchor_oof,4,0.5862068965517241
aptos2019,2,selected_training,0,0.9691011235955056
aptos2019,2,selected_training,1,0.7142857142857143
aptos2019,2,selected_training,2,0.6080402010050251
aptos2019,2,selected_training,3,0.49019607843137253
aptos2019,2,selected_training,4,0.603448275862069
aptos2019,3,lora,0,0.9722991689750693
aptos2019,3,lora,1,0.8157894736842105
aptos2019,3,lora,2,0.6596858638743456
aptos2019,3,lora,3,0.4722222222222222
aptos2019,3,lora,4,0.5645161290322581
aptos2019,3,last2,0,0.9722991689750693
aptos2019,3,last2,1,0.8026315789473685
aptos2019,3,last2,2,0.6701570680628273
aptos2019,3,last2,3,0.4722222222222222
aptos2019,3,last2,4,0.5645161290322581
aptos2019,3,full,0,0.9722991689750693
aptos2019,3,full,1,0.8026315789473685
aptos2019,3,full,2,0.6701570680628273
aptos2019,3,full,3,0.4722222222222222
aptos2019,3,full,4,0.5645161290322581
aptos2019,3,lora_anchor_all,0,0.9722991689750693
aptos2019,3,lora_anchor_all,1,0.7763157894736842
aptos2019,3,lora_anchor_all,2,0.7120418848167539
aptos2019,3,lora_anchor_all,3,0.3888888888888889
aptos2019,3,lora_anchor_all,4,0.5483870967741935
aptos2019,3,lora_anchor_oof,0,0.9750692520775623
aptos2019,3,lora_anchor_oof,1,0.7236842105263158
aptos2019,3,lora_anchor_oof,2,0.7539267015706806
aptos2019,3,lora_anchor_oof,3,0.3611111111111111
aptos2019,3,lora_anchor_oof,4,0.5483870967741935
aptos2019,3,selected_training,0,0.9722991689750693
aptos2019,3,selected_training,1,0.8157894736842105
aptos2019,3,selected_training,2,0.6596858638743456
aptos2019,3,selected_training,3,0.4722222222222222
aptos2019,3,selected_training,4,0.5645161290322581
aptos2019,4,lora,0,0.9739130434782609
aptos2019,4,lora,1,0.7105263157894737
aptos2019,4,lora,2,0.5804878048780487
aptos2019,4,lora,3,0.48717948717948717
aptos2019,4,lora,4,0.5625
aptos2019,4,last2,0,0.9536231884057971
aptos2019,4,last2,1,0.5789473684210527
aptos2019,4,last2,2,0.6048780487804878
aptos2019,4,last2,3,0.48717948717948717
aptos2019,4,last2,4,0.578125
aptos2019,4,full,0,0.9884057971014493
aptos2019,4,full,1,0.75
aptos2019,4,full,2,0.7414634146341463
aptos2019,4,full,3,0.1282051282051282
aptos2019,4,full,4,0.46875
aptos2019,4,lora_anchor_all,0,0.9797101449275363
aptos2019,4,lora_anchor_all,1,0.6842105263157895
aptos2019,4,lora_anchor_all,2,0.6585365853658537
aptos2019,4,lora_anchor_all,3,0.41025641025641024
aptos2019,4,lora_anchor_all,4,0.5625
aptos2019,4,lora_anchor_oof,0,0.9797101449275363
aptos2019,4,lora_anchor_oof,1,0.6973684210526315
aptos2019,4,lora_anchor_oof,2,0.5560975609756098
aptos2019,4,lora_anchor_oof,3,0.717948717948718
aptos2019,4,lora_anchor_oof,4,0.53125
aptos2019,4,selected_training,0,0.9739130434782609
aptos2019,4,selected_training,1,0.7105263157894737
aptos2019,4,selected_training,2,0.5804878048780487
aptos2019,4,selected_training,3,0.48717948717948717
aptos2019,4,selected_training,4,0.5625
aptos2019,5,lora,0,0.9745762711864406
aptos2019,5,lora,1,0.7435897435897436
aptos2019,5,lora,2,0.6476190476190476
aptos2019,5,lora,3,0.5142857142857142
aptos2019,5,lora,4,0.5846153846153846
aptos2019,5,last2,0,0.9943502824858758
aptos2019,5,last2,1,0.7692307692307693
aptos2019,5,last2,2,0.7761904761904762
aptos2019,5,last2,3,0.4
aptos2019,5,last2,4,0.5692307692307692
aptos2019,5,full,0,1.0
aptos2019,5,full,1,0.5256410256410257
aptos2019,5,full,2,0.919047619047619
aptos2019,5,full,3,0.2
aptos2019,5,full,4,0.6
aptos2019,5,lora_anchor_all,0,0.9774011299435028
aptos2019,5,lora_anchor_all,1,0.7692307692307693
aptos2019,5,lora_anchor_all,2,0.6047619047619047
aptos2019,5,lora_anchor_all,3,0.4
aptos2019,5,lora_anchor_all,4,0.6307692307692307
aptos2019,5,lora_anchor_oof,0,0.980225988700565
aptos2019,5,lora_anchor_oof,1,0.782051282051282
aptos2019,5,lora_anchor_oof,2,0.5571428571428572
aptos2019,5,lora_anchor_oof,3,0.6
aptos2019,5,lora_anchor_oof,4,0.6461538461538462
aptos2019,5,selected_training,0,1.0
aptos2019,5,selected_training,1,0.5256410256410257
aptos2019,5,selected_training,2,0.919047619047619
aptos2019,5,selected_training,3,0.2
aptos2019,5,selected_training,4,0.6
aptos2019,6,lora,0,0.9766081871345029
aptos2019,6,lora,1,0.7142857142857143
aptos2019,6,lora,2,0.6543778801843319
aptos2019,6,lora,3,0.6216216216216216
aptos2019,6,lora,4,0.5606060606060606
aptos2019,6,last2,0,0.9415204678362573
aptos2019,6,last2,1,0.8311688311688312
aptos2019,6,last2,2,0.663594470046083
aptos2019,6,last2,3,0.8648648648648649
aptos2019,6,last2,4,0.22727272727272727
aptos2019,6,full,0,0.9707602339181286
aptos2019,6,full,1,0.7662337662337663
aptos2019,6,full,2,0.7050691244239631
aptos2019,6,full,3,0.7027027027027027
aptos2019,6,full,4,0.5757575757575758
aptos2019,6,lora_anchor_all,0,0.97953216374269
aptos2019,6,lora_anchor_all,1,0.8051948051948052
aptos2019,6,lora_anchor_all,2,0.6589861751152074
aptos2019,6,lora_anchor_all,3,0.5945945945945946
aptos2019,6,lora_anchor_all,4,0.5151515151515151
aptos2019,6,lora_anchor_oof,0,0.97953216374269
aptos2019,6,lora_anchor_oof,1,0.6753246753246753
aptos2019,6,lora_anchor_oof,2,0.6267281105990783
aptos2019,6,lora_anchor_oof,3,0.7837837837837838
aptos2019,6,lora_anchor_oof,4,0.5757575757575758
aptos2019,6,selected_training,0,0.9707602339181286
aptos2019,6,selected_training,1,0.7662337662337663
aptos2019,6,selected_training,2,0.7050691244239631
aptos2019,6,selected_training,3,0.7027027027027027
aptos2019,6,selected_training,4,0.5757575757575758
aptos2019,7,lora,0,0.9838274932614556
aptos2019,7,lora,1,0.704225352112676
aptos2019,7,lora,2,0.6458333333333334
aptos2019,7,lora,3,0.5
aptos2019,7,lora,4,0.6595744680851063
aptos2019,7,last2,0,0.8787061994609164
aptos2019,7,last2,1,0.7887323943661971
aptos2019,7,last2,2,0.6666666666666666
aptos2019,7,last2,3,0.5227272727272727
aptos2019,7,last2,4,0.6170212765957447
aptos2019,7,full,0,0.9838274932614556
aptos2019,7,full,1,0.7183098591549296
aptos2019,7,full,2,0.6354166666666666
aptos2019,7,full,3,0.5
aptos2019,7,full,4,0.6170212765957447
aptos2019,7,lora_anchor_all,0,0.9838274932614556
aptos2019,7,lora_anchor_all,1,0.7746478873239436
aptos2019,7,lora_anchor_all,2,0.546875
aptos2019,7,lora_anchor_all,3,0.5
aptos2019,7,lora_anchor_all,4,0.6595744680851063
aptos2019,7,lora_anchor_oof,0,0.9811320754716981
aptos2019,7,lora_anchor_oof,1,0.7887323943661971
aptos2019,7,lora_anchor_oof,2,0.6041666666666666
aptos2019,7,lora_anchor_oof,3,0.5227272727272727
aptos2019,7,lora_anchor_oof,4,0.5957446808510638
aptos2019,7,selected_training,0,0.8787061994609164
aptos2019,7,selected_training,1,0.7887323943661971
aptos2019,7,selected_training,2,0.6666666666666666
aptos2019,7,selected_training,3,0.5227272727272727
aptos2019,7,selected_training,4,0.6170212765957447
aptos2019,8,lora,0,0.9529085872576177
aptos2019,8,lora,1,0.726027397260274
aptos2019,8,lora,2,0.5255102040816326
aptos2019,8,lora,3,0.6153846153846154
aptos2019,8,lora,4,0.6
aptos2019,8,last2,0,0.9529085872576177
aptos2019,8,last2,1,0.684931506849315
aptos2019,8,last2,2,0.6173469387755102
aptos2019,8,last2,3,0.717948717948718
aptos2019,8,last2,4,0.4727272727272727
aptos2019,8,full,0,0.96398891966759
aptos2019,8,full,1,0.684931506849315
aptos2019,8,full,2,0.7653061224489796
aptos2019,8,full,3,0.3333333333333333
aptos2019,8,full,4,0.6363636363636364
aptos2019,8,lora_anchor_all,0,0.9473684210526315
aptos2019,8,lora_anchor_all,1,0.726027397260274
aptos2019,8,lora_anchor_all,2,0.5306122448979592
aptos2019,8,lora_anchor_all,3,0.717948717948718
aptos2019,8,lora_anchor_all,4,0.509090909090909
aptos2019,8,lora_anchor_oof,0,0.9362880886426593
aptos2019,8,lora_anchor_oof,1,0.863013698630137
aptos2019,8,lora_anchor_oof,2,0.576530612244898
aptos2019,8,lora_anchor_oof,3,0.6410256410256411
aptos2019,8,lora_anchor_oof,4,0.5272727272727272
aptos2019,8,selected_training,0,0.9529085872576177
aptos2019,8,selected_training,1,0.684931506849315
aptos2019,8,selected_training,2,0.6173469387755102
aptos2019,8,selected_training,3,0.717948717948718
aptos2019,8,selected_training,4,0.4727272727272727
aptos2019,9,lora,0,0.986737400530504
aptos2019,9,lora,1,0.7464788732394366
aptos2019,9,lora,2,0.6086956521739131
aptos2019,9,lora,3,0.5789473684210527
aptos2019,9,lora,4,0.5
aptos2019,9,last2,0,0.9893899204244032
aptos2019,9,last2,1,0.4084507042253521
aptos2019,9,last2,2,0.40217391304347827
aptos2019,9,last2,3,0.6052631578947368
aptos2019,9,last2,4,0.7258064516129032
aptos2019,9,full,0,0.986737400530504
aptos2019,9,full,1,0.6901408450704225
aptos2019,9,full,2,0.6304347826086957
aptos2019,9,full,3,0.6052631578947368
aptos2019,9,full,4,0.5
aptos2019,9,lora_anchor_all,0,0.986737400530504
aptos2019,9,lora_anchor_all,1,0.704225352112676
aptos2019,9,lora_anchor_all,2,0.6902173913043478
aptos2019,9,lora_anchor_all,3,0.5789473684210527
aptos2019,9,lora_anchor_all,4,0.5
aptos2019,9,lora_anchor_oof,0,0.9840848806366048
aptos2019,9,lora_anchor_oof,1,0.676056338028169
aptos2019,9,lora_anchor_oof,2,0.657608695652174
aptos2019,9,lora_anchor_oof,3,0.5789473684210527
aptos2019,9,lora_anchor_oof,4,0.532258064516129
aptos2019,9,selected_training,0,0.986737400530504
aptos2019,9,selected_training,1,0.7464788732394366
aptos2019,9,selected_training,2,0.6086956521739131
aptos2019,9,selected_training,3,0.5789473684210527
aptos2019,9,selected_training,4,0.5
aptos2019,10,lora,0,0.9855491329479769
aptos2019,10,lora,1,0.6578947368421053
aptos2019,10,lora,2,0.576530612244898
aptos2019,10,lora,3,0.3684210526315789
aptos2019,10,lora,4,0.6153846153846154
aptos2019,10,last2,0,0.9884393063583815
aptos2019,10,last2,1,0.4342105263157895
aptos2019,10,last2,2,0.7244897959183674
aptos2019,10,last2,3,0.3684210526315789
aptos2019,10,last2,4,0.6
aptos2019,10,full,0,0.9855491329479769
aptos2019,10,full,1,0.6842105263157895
aptos2019,10,full,2,0.826530612244898
aptos2019,10,full,3,0.2894736842105263
aptos2019,10,full,4,0.5846153846153846
aptos2019,10,lora_anchor_all,0,0.9797687861271677
aptos2019,10,lora_anchor_all,1,0.6578947368421053
aptos2019,10,lora_anchor_all,2,0.5867346938775511
aptos2019,10,lora_anchor_all,3,0.3157894736842105
aptos2019,10,lora_anchor_all,4,0.6307692307692307
aptos2019,10,lora_anchor_oof,0,0.9797687861271677
aptos2019,10,lora_anchor_oof,1,0.75
aptos2019,10,lora_anchor_oof,2,0.4744897959183674
aptos2019,10,lora_anchor_oof,3,0.42105263157894735
aptos2019,10,lora_anchor_oof,4,0.6461538461538462
aptos2019,10,selected_training,0,0.9855491329479769
aptos2019,10,selected_training,1,0.6578947368421053
aptos2019,10,selected_training,2,0.576530612244898
aptos2019,10,selected_training,3,0.3684210526315789
aptos2019,10,selected_training,4,0.6153846153846154
aptos2019,11,lora,0,0.9841688654353562
aptos2019,11,lora,1,0.7333333333333333
aptos2019,11,lora,2,0.6914893617021277
aptos2019,11,lora,3,0.5789473684210527
aptos2019,11,lora,4,0.4107142857142857
aptos2019,11,last2,0,0.9841688654353562
aptos2019,11,last2,1,0.6
aptos2019,11,last2,2,0.6436170212765957
aptos2019,11,last2,3,0.7368421052631579
aptos2019,11,last2,4,0.375
aptos2019,11,full,0,0.9841688654353562
aptos2019,11,full,1,0.72
aptos2019,11,full,2,0.6648936170212766
aptos2019,11,full,3,0.5789473684210527
aptos2019,11,full,4,0.4107142857142857
aptos2019,11,lora_anchor_all,0,0.9841688654353562
aptos2019,11,lora_anchor_all,1,0.72
aptos2019,11,lora_anchor_all,2,0.6914893617021277
aptos2019,11,lora_anchor_all,3,0.5526315789473685
aptos2019,11,lora_anchor_all,4,0.4107142857142857
aptos2019,11,lora_anchor_oof,0,0.9841688654353562
aptos2019,11,lora_anchor_oof,1,0.7466666666666667
aptos2019,11,lora_anchor_oof,2,0.6170212765957447
aptos2019,11,lora_anchor_oof,3,0.5526315789473685
aptos2019,11,lora_anchor_oof,4,0.5535714285714286
aptos2019,11,selected_training,0,0.9841688654353562
aptos2019,11,selected_training,1,0.7333333333333333
aptos2019,11,selected_training,2,0.6914893617021277
aptos2019,11,selected_training,3,0.5789473684210527
aptos2019,11,selected_training,4,0.4107142857142857
aptos2019,12,lora,0,0.9346590909090909
aptos2019,12,lora,1,0.9583333333333334
aptos2019,12,lora,2,0.4697674418604651
aptos2019,12,lora,3,0.5454545454545454
aptos2019,12,lora,4,0.64
aptos2019,12,last2,0,0.96875
aptos2019,12,last2,1,0.6527777777777778
aptos2019,12,last2,2,0.7767441860465116
aptos2019,12,last2,3,0.6363636363636364
aptos2019,12,last2,4,0.16
aptos2019,12,full,0,0.9744318181818182
aptos2019,12,full,1,0.3472222222222222
aptos2019,12,full,2,0.7348837209302326
aptos2019,12,full,3,0.25
aptos2019,12,full,4,0.78
aptos2019,12,lora_anchor_all,0,0.9744318181818182
aptos2019,12,lora_anchor_all,1,0.7777777777777778
aptos2019,12,lora_anchor_all,2,0.6976744186046512
aptos2019,12,lora_anchor_all,3,0.38636363636363635
aptos2019,12,lora_anchor_all,4,0.64
aptos2019,12,lora_anchor_oof,0,0.9659090909090909
aptos2019,12,lora_anchor_oof,1,0.7222222222222222
aptos2019,12,lora_anchor_oof,2,0.7441860465116279
aptos2019,12,lora_anchor_oof,3,0.36363636363636365
aptos2019,12,lora_anchor_oof,4,0.6
aptos2019,12,selected_training,0,0.9346590909090909
aptos2019,12,selected_training,1,0.9583333333333334
aptos2019,12,selected_training,2,0.4697674418604651
aptos2019,12,selected_training,3,0.5454545454545454
aptos2019,12,selected_training,4,0.64
aptos2019,13,lora,0,0.9808219178082191
aptos2019,13,lora,1,0.7435897435897436
aptos2019,13,lora,2,0.5603864734299517
aptos2019,13,lora,3,0.7096774193548387
aptos2019,13,lora,4,0.5172413793103449
aptos2019,13,last2,0,0.9808219178082191
aptos2019,13,last2,1,0.717948717948718
aptos2019,13,last2,2,0.4975845410628019
aptos2019,13,last2,3,0.6451612903225806
aptos2019,13,last2,4,0.6379310344827587
aptos2019,13,full,0,0.9863013698630136
aptos2019,13,full,1,0.7692307692307693
aptos2019,13,full,2,0.5942028985507246
aptos2019,13,full,3,0.6129032258064516
aptos2019,13,full,4,0.5
aptos2019,13,lora_anchor_all,0,0.9808219178082191
aptos2019,13,lora_anchor_all,1,0.7564102564102564
aptos2019,13,lora_anchor_all,2,0.7439613526570048
aptos2019,13,lora_anchor_all,3,0.5161290322580645
aptos2019,13,lora_anchor_all,4,0.603448275862069
aptos2019,13,lora_anchor_oof,0,0.989041095890411
aptos2019,13,lora_anchor_oof,1,0.6794871794871795
aptos2019,13,lora_anchor_oof,2,0.7391304347826086
aptos2019,13,lora_anchor_oof,3,0.3870967741935484
aptos2019,13,lora_anchor_oof,4,0.5689655172413793
aptos2019,13,selected_training,0,0.9808219178082191
aptos2019,13,selected_training,1,0.717948717948718
aptos2019,13,selected_training,2,0.4975845410628019
aptos2019,13,selected_training,3,0.6451612903225806
aptos2019,13,selected_training,4,0.6379310344827587
aptos2019,14,lora,0,0.9614325068870524
aptos2019,14,lora,1,0.7971014492753623
aptos2019,14,lora,2,0.6269430051813472
aptos2019,14,lora,3,0.5952380952380952
aptos2019,14,lora,4,0.5454545454545454
aptos2019,14,last2,0,0.9559228650137741
aptos2019,14,last2,1,0.6811594202898551
aptos2019,14,last2,2,0.7202072538860104
aptos2019,14,last2,3,0.5476190476190477
aptos2019,14,last2,4,0.5757575757575758
aptos2019,14,full,0,0.9752066115702479
aptos2019,14,full,1,0.6956521739130435
aptos2019,14,full,2,0.7253886010362695
aptos2019,14,full,3,0.30952380952380953
aptos2019,14,full,4,0.6060606060606061
aptos2019,14,lora_anchor_all,0,0.9696969696969697
aptos2019,14,lora_anchor_all,1,0.7536231884057971
aptos2019,14,lora_anchor_all,2,0.689119170984456
aptos2019,14,lora_anchor_all,3,0.5714285714285714
aptos2019,14,lora_anchor_all,4,0.5303030303030303
aptos2019,14,lora_anchor_oof,0,0.9586776859504132
aptos2019,14,lora_anchor_oof,1,0.8695652173913043
aptos2019,14,lora_anchor_oof,2,0.46632124352331605
aptos2019,14,lora_anchor_oof,3,0.5952380952380952
aptos2019,14,lora_anchor_oof,4,0.5909090909090909
aptos2019,14,selected_training,0,0.9559228650137741
aptos2019,14,selected_training,1,0.6811594202898551
aptos2019,14,selected_training,2,0.7202072538860104
aptos2019,14,selected_training,3,0.5476190476190477
aptos2019,14,selected_training,4,0.5757575757575758
