bacc,mcc,macro_mae,per_class_recall,arm,dataset,fold,n_train,n_test
0.6945449340783865,0.6889457172180967,0.2551159618008186,"[0.9473684210526315, 0.6756756756756757, 0.615, 0.6923076923076923, 0.5423728813559322]",B3,aptos2019,0,2929,733
0.6695709392230355,0.6735035603496918,0.27967257844474763,"[0.9473684210526315, 0.7027027027027027, 0.6, 0.5384615384615384, 0.559322033898305]",B3,aptos2019,1,2929,733
0.6723366685150806,0.6609607619246742,0.28688524590163933,"[0.9473684210526315, 0.7297297297297297, 0.52, 0.6052631578947368, 0.559322033898305]",B3,aptos2019,2,2930,732
0.6642890606461667,0.650442753173908,0.29508196721311475,"[0.9279778393351801, 0.7297297297297297, 0.55, 0.6052631578947368, 0.5084745762711864]",B3,aptos2019,3,2930,732
0.6442905882279614,0.6562431305614627,0.2814207650273224,"[0.9445983379501385, 0.581081081081081, 0.5979899497487438, 0.5384615384615384, 0.559322033898305]",B3,aptos2019,4,2930,732
0.6482167057644779,0.6503005764410357,0.28512960436562074,"[0.9529085872576177, 0.6486486486486487, 0.55, 0.5641025641025641, 0.5254237288135594]",B3,aptos2019,5,2929,733
0.6986790627535734,0.6972650121665909,0.2592087312414734,"[0.9501385041551247, 0.7027027027027027, 0.615, 0.6153846153846154, 0.6101694915254238]",B3,aptos2019,6,2929,733
0.6610944911764669,0.6613999931037893,0.2923497267759563,"[0.9362880886426593, 0.7432432432432432, 0.58, 0.6052631578947368, 0.4406779661016949]",B3,aptos2019,7,2930,732
0.6831477711807304,0.669400410904098,0.27595628415300544,"[0.9418282548476454, 0.6621621621621622, 0.57, 0.631578947368421, 0.6101694915254238]",B3,aptos2019,8,2930,732
0.612489678210012,0.6300029481794517,0.31420765027322406,"[0.9335180055401662, 0.6081081081081081, 0.592964824120603, 0.48717948717948717, 0.4406779661016949]",B3,aptos2019,9,2930,732
0.6833396972004419,0.6757166556940809,0.27012278308321963,"[0.9362880886426593, 0.6891891891891891, 0.6, 0.5641025641025641, 0.6271186440677966]",B3,aptos2019,10,2929,733
0.6405587536490397,0.6373347360811683,0.31105047748976805,"[0.9168975069252078, 0.7567567567567568, 0.55, 0.5384615384615384, 0.4406779661016949]",B3,aptos2019,11,2929,733
0.6465779131871436,0.6487230458254761,0.3087431693989071,"[0.9418282548476454, 0.7027027027027027, 0.55, 0.631578947368421, 0.4067796610169492]",B3,aptos2019,12,2930,732
0.671303277783629,0.6769740273619783,0.26366120218579236,"[0.9445983379501385, 0.6486486486486487, 0.625, 0.5789473684210527, 0.559322033898305]",B3,aptos2019,13,2930,732
0.6643687307845462,0.6843218640560937,0.25546448087431695,"[0.961218836565097, 0.6351351351351351, 0.628140703517588, 0.48717948717948717, 0.6101694915254238]",B3,aptos2019,14,2930,732
0.6656601257019117,0.7040615320239654,0.25375170532060026,"[0.9833795013850416, 0.7162162162162162, 0.65, 0.48717948717948717, 0.4915254237288136]",B4,aptos2019,0,2929,733
0.6550806332124235,0.6970427949706703,0.2660300136425648,"[0.9722991689750693, 0.7567567567567568, 0.645, 0.358974358974359, 0.5423728813559322]",B4,aptos2019,1,2929,733
0.6523972410835175,0.6972125730738822,0.27595628415300544,"[0.9806094182825484, 0.7162162162162162, 0.645, 0.39473684210526316, 0.5254237288135594]",B4,aptos2019,2,2930,732
0.6953603315978545,0.7026201368819407,0.25956284153005466,"[0.9750692520775623, 0.7297297297297297, 0.615, 0.631578947368421, 0.5254237288135594]",B4,aptos2019,3,2930,732
0.6698928076051497,0.6981643432569554,0.26639344262295084,"[0.9833795013850416, 0.6351351351351351, 0.6331658291457286, 0.5384615384615384, 0.559322033898305]",B4,aptos2019,4,2930,732
0.6389113164419986,0.6846507239381879,0.2755798090040928,"[0.9889196675900277, 0.6486486486486487, 0.63, 0.38461538461538464, 0.5423728813559322]",B4,aptos2019,5,2929,733
0.7208816627539573,0.747121332132105,0.22646657571623466,"[0.9833795013850416, 0.7567567567567568, 0.69, 0.5641025641025641, 0.6101694915254238]",B4,aptos2019,6,2929,733
0.6745185359546129,0.7064997055718673,0.2691256830601093,"[0.9833795013850416, 0.7702702702702703, 0.635, 0.5263157894736842, 0.4576271186440678]",B4,aptos2019,7,2930,732
0.6762499825521563,0.6979663028693941,0.2650273224043716,"[0.9722991689750693, 0.6621621621621622, 0.65, 0.6052631578947368, 0.4915254237288136]",B4,aptos2019,8,2930,732
0.6192744777151151,0.6738345926337032,0.29918032786885246,"[0.9584487534626038, 0.6081081081081081, 0.6884422110552764, 0.28205128205128205, 0.559322033898305]",B4,aptos2019,9,2930,732
0.6719828254327057,0.7015925967441654,0.2551159618008186,"[0.9806094182825484, 0.6621621621621622, 0.645, 0.5128205128205128, 0.559322033898305]",B4,aptos2019,10,2929,733
0.6282434773453132,0.6639195558494391,0.2987721691678035,"[0.96398891966759, 0.7432432432432432, 0.6, 0.41025641025641024, 0.423728813559322]",B4,aptos2019,11,2929,733
0.6747672521105545,0.7129677344680945,0.2691256830601093,"[0.9833795013850416, 0.7297297297297297, 0.675, 0.5789473684210527, 0.4067796610169492]",B4,aptos2019,12,2930,732
0.6624598325260798,0.7126574793323068,0.25,"[0.9750692520775623, 0.7027027027027027, 0.705, 0.42105263157894735, 0.5084745762711864]",B4,aptos2019,13,2930,732
0.6690050162108798,0.7108269743715441,0.2568306010928962,"[0.9806094182825484, 0.6486486486486487, 0.678391959798995, 0.41025641025641024, 0.6271186440677966]",B4,aptos2019,14,2930,732
