dataset,arm,reference,campaign,source_campaign,seed,n,mean_diff,sd,se_nb,t_nb,ci_lo,ci_hi,p_nb,holm_p_m1,tost_p,mde_post,wins,holm_m,passes_improvement_gate,verdict,bounded_effect_statement_ci_hi,floor,tost_delta,nb_ratio,pa17_holm_p_m7,pa17_verdict_note,fold_scores_sha256,utc
aptos2019,full_llrd_ema,frozen_lr,pa_surgical_confirm_v1,pa_surgical_v1,0,15,0.0358574865541751,0.021416237470670955,0.012051590019995456,2.9753324245748467,0.010009396711056353,0.06170557639729385,0.010029961237063921,0.010029961237063921,0.8953094347135213,0.03630953018534549,15,1,True,gate_passed,0.06170557639729385,0.019,0.02,0.25,0.07020972865944744,"③ under Holm(7) in PA-17; relabelled at m = 1 here (form-confirmatory, no new evidence)",24f37434813157f0d85202fff91ff6393e7e011414c35d1f9a0994ecc999b576,2026-09-17T14:55:15.545724+00:00
