cell,comparison,n_folds,mean_diff,sd,se_nb,mde_80
hk_u_N500_IR9p35,L18 - L23,15,0.014003034003033977,0.05059074743463436,0.028469003844504376,0.08577259537734741
hk_u_N500_IR9p35,L19 - L23,15,0.020015663348996685,0.04914319144490652,0.027654418586796074,0.08331837913250138
hk_u_N500_IR9p35,L20 - L23,15,0.03926072384405718,0.044245157654580515,0.02489814100881664,0.07501415174418263
hk_u_N500_IR9p35,L21 - L23,15,0.023329725829725794,0.04297715594320806,0.024184596587624962,0.07286435552170427
hk_u_N500_IR9p35,L22 - L23,15,0.016524987358320677,0.04144434501130051,0.02332203569405927,0.07026559629162271
hk_u_N500_IR20,L0 - L23,15,-0.11709051390437261,0.06727223972833109,0.037856203922046666,0.11405474105321962
hk_u_N500_IR20,L1 - L23,15,-0.07806711027499075,0.10146747040992579,0.057098935115054775,0.17203003957746205
hk_u_N500_IR20,L2 - L23,15,-0.07099008655394526,0.07288449270150246,0.041014395084886954,0.12356987035715225
hk_u_N500_IR20,L3 - L23,15,-0.020453924346587403,0.0532123726054817,0.029944274735967967,0.0902173526978573
hk_u_N500_IR20,L4 - L23,15,-0.021699763099219633,0.054516298096187944,0.03067803459701422,0.09242805483585319
hk_u_N500_IR20,L5 - L23,15,-0.024882033475783476,0.0616576033077257,0.03469667151841428,0.10453557080340801
hk_u_N500_IR20,L6 - L23,15,-0.04505423169825346,0.0638571479798272,0.035934424445609583,0.10826472415142528
hk_u_N500_IR20,L7 - L23,15,-0.030340390034683536,0.06677668011794968,0.037577336951928116,0.11321455908117979
hk_u_N500_IR20,L8 - L23,15,-0.04433514879846402,0.05011802233775068,0.028202986572908147,0.08497112750988586
hk_u_N500_IR20,L9 - L23,15,-0.04231392450142451,0.04686650268986239,0.026373254259191795,0.07945843411708399
hk_u_N500_IR20,L10 - L23,15,-0.019736834974606727,0.059458070593397076,0.033458925320233666,0.10080643772884525
hk_u_N500_IR20,L11 - L23,15,-0.025335725566703837,0.060352887796497265,0.033962467087986795,0.10232352924834429
hk_u_N500_IR20,L12 - L23,15,-0.01473929301374956,0.058739661657996496,0.03305465402990986,0.09958843242043978
hk_u_N500_IR20,L13 - L23,15,-0.0098323307630373,0.0725702100874402,0.04083753837883493,0.12303702913900408
hk_u_N500_IR20,L14 - L23,15,-0.026251258051529804,0.05586684667189391,0.031438030733533864,0.09471780271259986
hk_u_N500_IR20,L15 - L23,15,-0.022346498358726617,0.053656086529980655,0.030193966508929852,0.09096963442602345
hk_u_N500_IR20,L16 - L23,15,0.001604480211817157,0.06451623876822539,0.03630531555001616,0.10938216025144057
hk_u_N500_IR20,L17 - L23,15,-0.015105889229530538,0.0546021837610888,0.030726365160372852,0.09257366716138313
hk_u_N500_IR20,L18 - L23,15,-7.925724637681079e-05,0.061679148758379494,0.0347087958207541,0.10457209940428586
hk_u_N500_IR20,L19 - L23,15,0.02119174253685123,0.04555823032962543,0.025637048278021674,0.07724036220693961
hk_u_N500_IR20,L20 - L23,15,0.04427503328997893,0.047038322330609374,0.026469942571996568,0.07974974067551573
hk_u_N500_IR20,L21 - L23,15,0.037347872538089924,0.05503258208277169,0.030968563825069195,0.09330337334223159
hk_u_N500_IR20,L22 - L23,15,0.019342639043726,0.049559731737339685,0.027888818902822094,0.08402459012508247
hk_u_N950_IR9p35,L0 - L23,15,-0.0841315250240599,0.04397665495828563,0.024747046101532354,0.07455892674169015
hk_u_N950_IR9p35,L1 - L23,15,-0.09944878854169256,0.059434897065296595,0.033445884847537834,0.1007671488519257
hk_u_N950_IR9p35,L2 - L23,15,-0.0858934093661329,0.044380904575117584,0.024974530068054054,0.07524429986966724
hk_u_N950_IR9p35,L3 - L23,15,-0.06186869929814967,0.040580600485077695,0.02283597949831956,0.06880118602860316
hk_u_N950_IR9p35,L4 - L23,15,-0.03810728727566301,0.04268259151264151,0.024018835923244813,0.07236494491805215
hk_u_N950_IR9p35,L5 - L23,15,-0.02622875982371473,0.05653417483206374,0.031813557265968816,0.09584920462240779
hk_u_N950_IR9p35,L6 - L23,15,-0.02045388166204409,0.035162030631426866,0.019786779915043705,0.059614431075405774
hk_u_N950_IR9p35,L7 - L23,15,-0.006782708131354557,0.05803184296755479,0.032656342203316806,0.09838838203149815
hk_u_N950_IR9p35,L8 - L23,15,0.0033694814664871897,0.04817017216288137,0.027106870051037797,0.0816687021974189
hk_u_N950_IR9p35,L9 - L23,15,-0.008789565939483912,0.041958039334203445,0.023611107636957902,0.07113652422884922
hk_u_N950_IR9p35,L10 - L23,15,-0.0007218079067955981,0.04157628751770199,0.023396283889875125,0.07048929433501037
hk_u_N950_IR9p35,L11 - L23,15,0.006632918603591272,0.03476047054490934,0.01956080943177228,0.058933617832528463
hk_u_N950_IR9p35,L12 - L23,15,0.01148253009409695,0.03887872576028329,0.02187828109416696,0.06591579256132281
hk_u_N950_IR9p35,L13 - L23,15,0.02336209658994727,0.040107361887043017,0.022569673263484337,0.06799884756071203
hk_u_N950_IR9p35,L14 - L23,15,0.006345558301874958,0.03175534235294823,0.017869729335343428,0.053838661589804944
hk_u_N950_IR9p35,L15 - L23,15,0.03242954211042806,0.03620313599632494,0.020372642629843733,0.06137954255797412
hk_u_N950_IR9p35,L16 - L23,15,0.041847290140358234,0.0384291186595269,0.021625273045679665,0.06515351942072951
hk_u_N950_IR9p35,L17 - L23,15,0.031250087598118766,0.03285009998789405,0.018485783868997862,0.0556947362362567
hk_u_N950_IR9p35,L18 - L23,15,0.028569571254558952,0.03677090186792076,0.020692142332869944,0.06234214451273623
hk_u_N950_IR9p35,L19 - L23,15,0.0282820227352631,0.043130379848842965,0.024270820495746227,0.07312413448775217
hk_u_N950_IR9p35,L20 - L23,15,0.036237793379712974,0.03246699938908202,0.018270201119711477,0.05504521958910339
hk_u_N950_IR9p35,L21 - L23,15,0.030971140858958766,0.030146455404988882,0.016964358076181706,0.0511109215149323
hk_u_N950_IR9p35,L22 - L23,15,0.02824060007078875,0.02598470655148384,0.014622411176437249,0.044055006776075316
hk_u_N1300_IR9p35,L0 - L23,15,-0.10118836965464206,0.044552546495334924,0.025071118371930354,0.07553530511705195
hk_u_N1300_IR9p35,L1 - L23,15,-0.08233898078926852,0.04531976283665403,0.02550285512377022,0.07683605950689126
hk_u_N1300_IR9p35,L2 - L23,15,-0.10035521703360582,0.039163916792890316,0.022038767052873096,0.066399311312981
