cell,comparison,n_folds,mean_diff,sd,se_nb,mde_80
hk_l_N950_IR9p35,L4 - L23,15,-0.03640538278602264,0.03533519440898844,0.019884224615885474,0.05990801651108238
hk_l_N950_IR9p35,L5 - L23,15,-0.012567107853408088,0.04109841315291506,0.023127368963368318,0.06967909629267001
hk_l_N950_IR9p35,L6 - L23,15,-0.013264023097493135,0.04121341523980224,0.023192084252620513,0.06987407319983806
hk_l_N950_IR9p35,L7 - L23,15,-0.01158603111863979,0.03960837520539717,0.022288877772639173,0.06715285526145233
hk_l_N950_IR9p35,L8 - L23,15,-0.012497811526728634,0.036410051683889076,0.020489080591397132,0.061730351677163266
hk_l_N950_IR9p35,L9 - L23,15,-0.011655067314419225,0.032586770883650355,0.018337600304586803,0.05524828264830454
hk_l_N950_IR9p35,L10 - L23,15,-0.006161144729848581,0.026634541818628982,0.014988093908097867,0.04515675087469309
hk_l_N950_IR9p35,L11 - L23,15,0.0037551611864573343,0.02506438586259284,0.014104517795556342,0.04249467612139105
hk_l_N950_IR9p35,L12 - L23,15,-0.003328532897236736,0.027340422230197198,0.015385315004241198,0.046353515065703774
hk_l_N950_IR9p35,L13 - L23,15,0.0026397755239018733,0.02462697619835937,0.013858373628013147,0.04175308276594767
hk_l_N950_IR9p35,L14 - L23,15,0.004519230450526609,0.021537578824327237,0.01211987261392632,0.03651525481598367
hk_l_N950_IR9p35,L15 - L23,15,0.010071900003196155,0.017789583799443308,0.010010757999431494,0.03016082684155926
hk_l_N950_IR9p35,L16 - L23,15,0.005856586490712834,0.022084838960917594,0.012427833095290325,0.03744309092519643
hk_l_N950_IR9p35,L17 - L23,15,0.002430430521078608,0.02288220761954296,0.012876537503882483,0.03879496617493884
hk_l_N950_IR9p35,L18 - L23,15,0.0009938127909826214,0.023045524750574874,0.012968441187203793,0.03907185740324672
hk_l_N950_IR9p35,L19 - L23,15,0.0003430191401889567,0.022172528574771432,0.012477178797429902,0.03759176170294287
hk_l_N950_IR9p35,L20 - L23,15,-0.001318181818181811,0.021104564056314928,0.011876201592635374,0.035781112658129145
hk_l_N950_IR9p35,L21 - L23,15,0.009511544011544007,0.015291227304683777,0.008604854266814194,0.025925061773841084
hk_l_N950_IR9p35,L22 - L23,15,0.008161616161616163,0.026910640154307917,0.015143463120423908,0.04562485368066855
hk_l_N1510_IR9p35,L0 - L23,15,-0.12892030449913588,0.03506862835911865,0.01973421952042088,0.059456074938834196
hk_l_N1510_IR9p35,L1 - L23,15,-0.09987089280141226,0.036261402482849196,0.02040543101335216,0.061478328759525344
hk_l_N1510_IR9p35,L2 - L23,15,-0.0781858843741731,0.04029797072419431,0.022676934847722995,0.06832200970978779
hk_l_N1510_IR9p35,L3 - L23,15,-0.042029485349112994,0.03334694219242167,0.018765372595159386,0.05653709274483365
hk_l_N1510_IR9p35,L4 - L23,15,-0.03153453696136701,0.03421627252103112,0.01925457209748545,0.05801097329228783
hk_l_N1510_IR9p35,L5 - L23,15,-0.018842293189412596,0.032080623032715694,0.01805277499867955,0.05439014915511145
hk_l_N1510_IR9p35,L6 - L23,15,-0.015580642155768546,0.028996024279255395,0.01631697431922771,0.04916045688531721
hk_l_N1510_IR9p35,L7 - L23,15,-0.013445005568583102,0.023783431321706634,0.013383684410039702,0.040322919404924926
hk_l_N1510_IR9p35,L8 - L23,15,-0.012422107551723646,0.0211608277019276,0.01190786291460581,0.03587650320194005
hk_l_N1510_IR9p35,L9 - L23,15,-0.009397184132063386,0.02418381036303238,0.01360899028205689,0.04100173027945439
hk_l_N1510_IR9p35,L10 - L23,15,-0.004243345127286761,0.024675073209891665,0.013885439328277635,0.04183462743010488
hk_l_N1510_IR9p35,L11 - L23,15,0.006448024372184628,0.018241744736998463,0.010265203172162425,0.030927429809670573
hk_l_N1510_IR9p35,L12 - L23,15,0.004824620957965276,0.018021794766655372,0.010141430409971343,0.030554522098949894
hk_l_N1510_IR9p35,L13 - L23,15,8.443624805113774e-05,0.015399456849779537,0.008665758433913153,0.026108556374140623
hk_l_N1510_IR9p35,L14 - L23,15,0.0040839104408208005,0.019097584189906387,0.01074681093466079,0.0323784376485464
hk_l_N1510_IR9p35,L15 - L23,15,0.005735294877830681,0.01607457518802417,0.009045668744426255,0.02725316591233537
hk_l_N1510_IR9p35,L16 - L23,15,0.0119942895696909,0.01874005512785949,0.010545618092924538,0.03177227551160203
hk_l_N1510_IR9p35,L17 - L23,15,0.009474206128502449,0.020849188379946173,0.011732493672096573,0.035348143475637916
hk_l_N1510_IR9p35,L18 - L23,15,0.009452446343269116,0.017768087051886913,0.009998661103855519,0.03012438081291606
hk_l_N1510_IR9p35,L19 - L23,15,0.010121885282681283,0.015582212981765726,0.008768601054114483,0.02641840488511259
hk_l_N1510_IR9p35,L20 - L23,15,0.0017085587609928657,0.01614764411463791,0.009086786926271028,0.027377048475746693
hk_l_N1510_IR9p35,L21 - L23,15,0.005722123535157205,0.015820176949786727,0.008902510859048607,0.02682185389858734
hk_l_N1510_IR9p35,L22 - L23,15,0.0045424334754695355,0.010939635953967379,0.006156077026404315,0.018547284154429244
