cell,task,bacc,mcc,qwk,mae_sample,mae_classmean,per_class_recall,arm,fold,lever,loss,n_train,n_test,base_arm
hk_u_N500_IR9p35,hk_u,0.5224358974358975,0.39890957214801687,0.45141065830720994,0.57,0.8165064102564104,"[0.75, 0.4230769230769231, 0.5833333333333334, 0.3333333333333333]",H0,0,none,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.46508699633699635,0.38787057001011754,0.5299573828027074,0.49,0.7707188644688645,"[0.7321428571428571, 0.46153846153846156, 0.6666666666666666, 0.0]",H0,1,none,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.5777356902356903,0.4192698751126493,0.45358546168958747,0.51,0.6807659932659933,"[0.7090909090909091, 0.5185185185185185, 0.75, 0.3333333333333333]",H0,2,none,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.5311771561771561,0.4672713556463925,0.40839694656488557,0.51,0.7463869463869464,"[0.7272727272727273, 0.6923076923076923, 0.5384615384615384, 0.16666666666666666]",H0,3,none,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.6666083916083916,0.5650669219232438,0.6031746031746033,0.4,0.5241258741258741,"[0.7818181818181819, 0.6153846153846154, 0.7692307692307693, 0.5]",H0,4,none,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.5722298534798534,0.39277317123623384,0.5113819268797425,0.53,0.6872710622710623,"[0.6607142857142857, 0.46153846153846156, 0.6666666666666666, 0.5]",H0,5,none,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.5210622710622711,0.4101686839610409,0.558659217877095,0.49,0.6319826007326008,"[0.8214285714285714, 0.34615384615384615, 0.5833333333333334, 0.3333333333333333]",H0,6,none,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.5616161616161617,0.4295173786038873,0.40942877507382147,0.58,0.7241582491582491,"[0.6909090909090909, 0.5555555555555556, 0.6666666666666666, 0.3333333333333333]",H0,7,none,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.4780303030303031,0.38749525409986013,0.3627450980392156,0.56,0.8462703962703962,"[0.7454545454545455, 0.5384615384615384, 0.46153846153846156, 0.16666666666666666]",H0,8,none,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.5741841491841492,0.4952845895427122,0.5454545454545454,0.46,0.6435314685314686,"[0.7454545454545455, 0.5384615384615384, 0.8461538461538461, 0.16666666666666666]",H0,9,none,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.4994276556776556,0.33083073425108395,0.4352493849250727,0.59,0.7198946886446886,"[0.6964285714285714, 0.38461538461538464, 0.5833333333333334, 0.3333333333333333]",H0,10,none,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.532051282051282,0.43802140190898964,0.49110777801585603,0.53,0.7296245421245421,"[0.75, 0.46153846153846156, 0.75, 0.16666666666666666]",H0,11,none,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.6541245791245792,0.5609736351191077,0.46936542669584247,0.47,0.6227272727272727,"[0.7090909090909091, 0.7407407407407407, 0.8333333333333334, 0.3333333333333333]",H0,12,none,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.6153263403263404,0.5274710168405752,0.6169772256728778,0.44,0.5433566433566434,"[0.7818181818181819, 0.5, 0.8461538461538461, 0.3333333333333333]",H0,13,none,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.564044289044289,0.5212399282459006,0.3665158371040723,0.52,0.843065268065268,"[0.7818181818181819, 0.6923076923076923, 0.6153846153846154, 0.16666666666666666]",H0,14,none,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.5156822344322345,0.4116271750096373,0.45765540258656656,0.56,0.8181089743589745,"[0.7678571428571429, 0.46153846153846156, 0.5, 0.3333333333333333]",H1,0,rebalance,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.4955357142857143,0.4304256790291584,0.5620528003947693,0.47,0.7030677655677655,"[0.7321428571428571, 0.5, 0.75, 0.0]",H1,1,rebalance,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.5639309764309764,0.3872374321420512,0.42342342342342343,0.54,0.6991161616161616,"[0.6909090909090909, 0.48148148148148145, 0.75, 0.3333333333333333]",H1,2,rebalance,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.5362470862470863,0.4620395056605801,0.39429928741092624,0.54,0.7554778554778554,"[0.7090909090909091, 0.6538461538461539, 0.6153846153846154, 0.16666666666666666]",H1,3,rebalance,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.6479020979020979,0.5253661395033282,0.5796460176991151,0.44,0.5524475524475525,"[0.7454545454545455, 0.5769230769230769, 0.7692307692307693, 0.5]",H1,4,rebalance,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.5677655677655677,0.3847734841293586,0.4569939183318853,0.58,0.7147435897435896,"[0.6428571428571429, 0.46153846153846156, 0.6666666666666666, 0.5]",H1,5,rebalance,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.5470467032967034,0.433700014463023,0.5664739884393064,0.48,0.6059981684981686,"[0.8035714285714286, 0.38461538461538464, 0.6666666666666666, 0.3333333333333333]",H1,6,rebalance,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.557070707070707,0.4255600527005908,0.4121681199177035,0.6,0.7008417508417508,"[0.6727272727272727, 0.5555555555555556, 0.6666666666666666, 0.3333333333333333]",H1,7,rebalance,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.49726107226107225,0.4060908747509841,0.34705882352941175,0.57,0.8783216783216783,"[0.7454545454545455, 0.5384615384615384, 0.5384615384615384, 0.16666666666666666]",H1,8,rebalance,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.5549533799533799,0.4673586191920353,0.5347533632286996,0.49,0.6723776223776223,"[0.7454545454545455, 0.46153846153846156, 0.8461538461538461, 0.16666666666666666]",H1,9,rebalance,ce,400,100,H1
hk_u_N500_IR9p35,hk_u,0.4741300366300366,0.30112324259452866,0.38362361456684,0.63,0.79132326007326,"[0.6785714285714286, 0.38461538461538464, 0.5, 0.3333333333333333]",H1,10,rebalance,ce,400,100,H1
