cell,task,bacc,mcc,qwk,mae_sample,mae_classmean,per_class_recall,arm,fold,lever,loss,n_train,n_test,base_arm
hk_l_N950_IR9p35,hk_l,0.9722727272727273,0.9825407142544731,0.9670562125047681,0.021052631578947368,0.07318181818181818,"[1.0, 0.98, 1.0, 0.9090909090909091]",H0,0,none,ce,760,190,H1
hk_l_N950_IR9p35,hk_l,0.8743290043290043,0.8964543971327709,0.7920682107739048,0.14210526315789473,0.33725108225108225,"[0.9809523809523809, 0.88, 1.0, 0.6363636363636364]",H0,1,none,ce,760,190,H1
hk_l_N950_IR9p35,hk_l,0.9548917748917749,0.9488244312029098,0.920325150801587,0.06315789473684211,0.0875974025974026,"[0.9904761904761905, 0.92, 1.0, 0.9090909090909091]",H0,2,none,ce,760,190,H1
hk_l_N950_IR9p35,hk_l,0.9926190476190476,0.9827587927248101,0.9840876352551003,0.015789473684210527,0.012380952380952381,"[0.9904761904761905, 0.98, 1.0, 1.0]",H0,3,none,ce,760,190,H1
hk_l_N950_IR9p35,hk_l,0.9435714285714286,0.9482531885887935,0.8811796458429333,0.07368421052631578,0.1492857142857143,"[0.9809523809523809, 0.96, 1.0, 0.8333333333333334]",H0,4,none,ce,760,190,H1
hk_l_N950_IR9p35,hk_l,0.8409090909090909,0.9392504147061048,0.8230569244499631,0.09473684210526316,0.4090909090909091,"[1.0, 1.0, 1.0, 0.36363636363636365]",H0,5,none,ce,760,190,H1
hk_l_N950_IR9p35,hk_l,0.9303679653679654,0.8920563944216062,0.8404900345138522,0.12631578947368421,0.14175324675324674,"[0.9523809523809523, 0.86, 1.0, 0.9090909090909091]",H0,6,none,ce,760,190,H1
hk_l_N950_IR9p35,hk_l,0.9902380952380953,0.9743789160692921,0.956124435060865,0.031578947368421054,0.019523809523809527,"[0.9809523809523809, 0.98, 1.0, 1.0]",H0,7,none,ce,760,190,H1
hk_l_N950_IR9p35,hk_l,0.9545454545454546,0.9827001411805896,0.9399262251888284,0.031578947368421054,0.13636363636363635,"[1.0, 1.0, 1.0, 0.8181818181818182]",H0,8,none,ce,760,190,H1
hk_l_N950_IR9p35,hk_l,0.9177380952380952,0.9312125925377199,0.8940914158305463,0.08421052631578947,0.16452380952380952,"[0.9809523809523809, 0.94, 1.0, 0.75]",H0,9,none,ce,760,190,H1
hk_l_N950_IR9p35,hk_l,0.9401114922813036,0.9396667706851494,0.8810450438255102,0.07894736842105263,0.1425042881646655,"[0.9622641509433962, 0.98, 1.0, 0.8181818181818182]",H0,10,none,ce,760,190,H1
hk_l_N950_IR9p35,hk_l,0.9926190476190476,0.9828291998347594,0.968338610231628,0.021052631578947368,0.012142857142857143,"[0.9904761904761905, 0.98, 1.0, 1.0]",H0,11,none,ce,760,190,H1
hk_l_N950_IR9p35,hk_l,0.9575108225108225,0.9488244312029098,0.8896809780329666,0.07368421052631578,0.10746753246753246,"[0.9809523809523809, 0.94, 1.0, 0.9090909090909091]",H0,12,none,ce,760,190,H1
hk_l_N950_IR9p35,hk_l,0.8990205627705627,0.9218421623820243,0.8748944791490798,0.08947368421052632,0.24734307359307361,"[0.9904761904761905, 0.92, 0.9583333333333334, 0.7272727272727273]",H0,13,none,ce,760,190,H1
hk_l_N950_IR9p35,hk_l,0.9092857142857143,0.9477853228843541,0.8727722262284949,0.07894736842105263,0.2254761904761905,"[0.9904761904761905, 0.98, 1.0, 0.6666666666666666]",H0,14,none,ce,760,190,H1
hk_l_N950_IR9p35,hk_l,0.9699142367066895,0.973780184864044,0.9637190570426691,0.02631578947368421,0.07554030874785592,"[0.9905660377358491, 0.98, 1.0, 0.9090909090909091]",H1,0,rebalance,ce,760,190,H1
hk_l_N950_IR9p35,hk_l,0.8843290043290043,0.9131212895054767,0.8107378017896336,0.12105263157894737,0.31725108225108223,"[0.9809523809523809, 0.92, 1.0, 0.6363636363636364]",H1,1,rebalance,ce,760,190,H1
hk_l_N950_IR9p35,hk_l,0.9548917748917749,0.9488244312029098,0.920325150801587,0.06315789473684211,0.0875974025974026,"[0.9904761904761905, 0.92, 1.0, 0.9090909090909091]",H1,2,rebalance,ce,760,190,H1
hk_l_N950_IR9p35,hk_l,0.9748917748917749,0.9827222929834679,0.9579259360201683,0.02631578947368421,0.0525974025974026,"[0.9904761904761905, 1.0, 1.0, 0.9090909090909091]",H1,3,rebalance,ce,760,190,H1
hk_l_N950_IR9p35,hk_l,0.9435714285714286,0.9483479683278176,0.8966880869995056,0.06842105263157895,0.12845238095238096,"[0.9809523809523809, 0.96, 1.0, 0.8333333333333334]",H1,4,rebalance,ce,760,190,H1
hk_l_N950_IR9p35,hk_l,0.8409090909090909,0.9392504147061048,0.8230569244499631,0.09473684210526316,0.4090909090909091,"[1.0, 1.0, 1.0, 0.36363636363636365]",H1,5,rebalance,ce,760,190,H1
hk_l_N950_IR9p35,hk_l,0.9303679653679654,0.8921000255555105,0.8477229154225728,0.12105263157894737,0.13675324675324674,"[0.9523809523809523, 0.86, 1.0, 0.9090909090909091]",H1,6,rebalance,ce,760,190,H1
