cell,task,bacc,mcc,qwk,mae_sample,mae_classmean,per_class_recall,arm,fold,lever,loss,n_train,n_test,base_arm
hk_l_N500_IR20,hk_l,0.9259615384615385,0.9276419208776123,0.8553630244880424,0.07920792079207921,0.08942307692307692,"[0.9538461538461539, 1.0, 1.0, 0.75]",H0,0,none,ce,400,101,H1
hk_l_N500_IR20,hk_l,0.8910813823857302,0.9237355556131738,0.9416666666666667,0.05,0.1922519509476031,"[0.9846153846153847, 0.9130434782608695, 1.0, 0.6666666666666666]",H0,1,none,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.8602430555555555,0.8874656381077943,0.7877179681576951,0.12,0.3350694444444444,"[0.96875, 0.9166666666666666, 0.8888888888888888, 0.6666666666666666]",H0,2,none,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.8255208333333334,0.9248435959391254,0.8636859323882224,0.07,0.4244791666666667,"[0.96875, 1.0, 1.0, 0.3333333333333333]",H0,3,none,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.8815104166666666,0.9068105825539862,0.8012952605239918,0.11,0.31380208333333337,"[0.984375, 0.875, 1.0, 0.6666666666666666]",H0,4,none,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.9128205128205128,0.926126962328108,0.9693242217160213,0.039603960396039604,0.08717948717948718,"[0.9846153846153847, 0.9166666666666666, 1.0, 0.75]",H0,5,none,ce,400,101,H1
hk_l_N500_IR20,hk_l,0.9019509476031214,0.9419313423781205,0.9067796610169492,0.05,0.26471571906354513,"[0.9846153846153847, 0.9565217391304348, 1.0, 0.6666666666666666]",H0,6,none,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.8190104166666667,0.9232536690819471,0.7459016393442623,0.11,0.5325520833333334,"[0.984375, 0.9583333333333334, 1.0, 0.3333333333333333]",H0,7,none,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.9739583333333334,0.9122465818374783,0.7804309043502127,0.12,0.05989583333333333,"[0.9375, 0.9583333333333334, 1.0, 1.0]",H0,8,none,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.9127604166666666,0.9624461773706603,0.9193157979667581,0.04,0.09505208333333333,"[0.984375, 1.0, 1.0, 0.6666666666666666]",H0,9,none,ce,401,100,H1
hk_l_N500_IR20,hk_l,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0]",H0,10,none,ce,400,101,H1
hk_l_N500_IR20,hk_l,0.9051282051282051,0.9246523127966269,0.78125,0.1,0.27692307692307694,"[0.9538461538461539, 1.0, 1.0, 0.6666666666666666]",H0,11,none,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.875,0.9066437571592211,0.8559733171619164,0.09,0.3125,"[1.0, 0.8333333333333334, 1.0, 0.6666666666666666]",H0,12,none,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.8216145833333334,0.907192946292461,0.8596244955255308,0.08,0.3489583333333333,"[0.953125, 1.0, 1.0, 0.3333333333333333]",H0,13,none,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.9513888888888888,0.9431410944557588,0.9531030170392372,0.04,0.059027777777777776,"[1.0, 0.9166666666666666, 0.8888888888888888, 1.0]",H0,14,none,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.9807692307692308,0.913785363875386,0.7868073878627968,0.1188118811881188,0.046153846153846156,"[0.9230769230769231, 1.0, 1.0, 1.0]",H1,0,rebalance,ce,400,101,H1
hk_l_N500_IR20,hk_l,0.9782608695652174,0.9621724894964342,0.9841269841269842,0.02,0.021739130434782608,"[1.0, 0.9130434782608695, 1.0, 1.0]",H1,1,rebalance,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.8984375,0.9247478659772714,0.8202001250781739,0.09,0.2864583333333333,"[0.96875, 0.9583333333333334, 1.0, 0.6666666666666666]",H1,2,rebalance,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.9049479166666666,0.9271018635294558,0.8769685039370079,0.07,0.18619791666666666,"[0.953125, 1.0, 1.0, 0.6666666666666666]",H1,3,rebalance,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.7981770833333334,0.8854254548607086,0.7741571221164704,0.12,0.47005208333333337,"[0.984375, 0.875, 1.0, 0.3333333333333333]",H1,4,rebalance,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.846474358974359,0.8915955872855397,0.8831469340532202,0.0891089108910891,0.2237179487179487,"[0.9692307692307692, 0.9166666666666666, 1.0, 0.5]",H1,5,rebalance,ce,400,101,H1
hk_l_N500_IR20,hk_l,0.8981047937569676,0.923482642407819,0.8387096774193549,0.08,0.2762541806020067,"[0.9692307692307692, 0.9565217391304348, 1.0, 0.6666666666666666]",H1,6,rebalance,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.8190104166666667,0.9232536690819471,0.7459016393442623,0.11,0.5325520833333334,"[0.984375, 0.9583333333333334, 1.0, 0.3333333333333333]",H1,7,rebalance,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.9739583333333334,0.9122465818374783,0.7804309043502127,0.12,0.05989583333333333,"[0.9375, 0.9583333333333334, 1.0, 1.0]",H1,8,rebalance,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.9088541666666666,0.9447070257562902,0.8537111179550354,0.07,0.10677083333333333,"[0.96875, 1.0, 1.0, 0.6666666666666666]",H1,9,rebalance,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.9336538461538462,0.9625268027457203,0.9003264252637971,0.04950495049504951,0.13653846153846155,"[0.9846153846153847, 1.0, 1.0, 0.75]",H1,10,rebalance,ce,400,101,H1
hk_l_N500_IR20,hk_l,0.9012820512820513,0.9071074522185438,0.8278688524590164,0.09,0.2730769230769231,"[0.9384615384615385, 1.0, 1.0, 0.6666666666666666]",H1,11,rebalance,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.87109375,0.8890717388758825,0.7968954011315827,0.12,0.32421875,"[0.984375, 0.8333333333333334, 1.0, 0.6666666666666666]",H1,12,rebalance,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.8177083333333334,0.8900718528143107,0.8508248508248508,0.09,0.3528645833333333,"[0.9375, 1.0, 1.0, 0.3333333333333333]",H1,13,rebalance,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.9791666666666666,0.9626445538223973,0.9615147783251231,0.03,0.03125,"[1.0, 0.9166666666666666, 1.0, 1.0]",H1,14,rebalance,ce,401,100,H1
hk_l_N500_IR20,hk_l,0.8596153846153847,0.8924379545185065,0.7358326068003487,0.13861386138613863,0.28846153846153844,"[0.9384615384615385, 1.0, 1.0, 0.5]",H2,0,aug,ce,2000,101,H1
hk_l_N500_IR20,hk_l,0.8910813823857302,0.9240660767429348,0.8809523809523809,0.07,0.1999442586399108,"[0.9846153846153847, 0.9130434782608695, 1.0, 0.6666666666666666]",H2,1,aug,ce,2005,100,H1
hk_l_N500_IR20,hk_l,0.8190104166666667,0.9235128158012286,0.8448543354594036,0.08,0.44140625,"[0.984375, 0.9583333333333334, 1.0, 0.3333333333333333]",H2,2,aug,ce,2005,100,H1
hk_l_N500_IR20,hk_l,0.8294270833333334,0.9430262266904579,0.8727966563692531,0.06,0.4205729166666667,"[0.984375, 1.0, 1.0, 0.3333333333333333]",H2,3,aug,ce,2005,100,H1
hk_l_N500_IR20,hk_l,0.796875,0.8522768417122455,0.8134644734610819,0.12,0.4635416666666667,"[0.9375, 0.9166666666666666, 1.0, 0.3333333333333333]",H2,4,aug,ce,2005,100,H1
hk_l_N500_IR20,hk_l,0.8985576923076923,0.8899539603726045,0.85742518351214,0.09900990099009901,0.18205128205128204,"[0.9692307692307692, 0.875, 1.0, 0.75]",H2,5,aug,ce,2000,101,H1
hk_l_N500_IR20,hk_l,0.8186176142697882,0.9225815618819269,0.8660714285714286,0.07,0.4313823857302118,"[0.9846153846153847, 0.9565217391304348, 1.0, 0.3333333333333333]",H2,6,aug,ce,2005,100,H1
hk_l_N500_IR20,hk_l,0.7395833333333334,0.922815567549732,0.7638510445049954,0.1,0.6875,"[1.0, 0.9583333333333334, 1.0, 0.0]",H2,7,aug,ce,2005,100,H1
hk_l_N500_IR20,hk_l,0.8984375,0.9255745291282478,0.9179924553058881,0.06,0.1953125,"[0.96875, 0.9583333333333334, 1.0, 0.6666666666666666]",H2,8,aug,ce,2005,100,H1
hk_l_N500_IR20,hk_l,0.9049479166666666,0.9277883936963176,0.7938447945810632,0.1,0.11848958333333333,"[0.953125, 1.0, 1.0, 0.6666666666666666]",H2,9,aug,ce,2005,100,H1
hk_l_N500_IR20,hk_l,0.9375,0.9811362194437775,0.9678753180661578,0.019801980198019802,0.125,"[1.0, 1.0, 1.0, 0.75]",H2,10,aug,ce,2000,101,H1
hk_l_N500_IR20,hk_l,0.9051282051282051,0.9244776605775105,0.8360655737704918,0.08,0.2692307692307692,"[0.9538461538461539, 1.0, 1.0, 0.6666666666666666]",H2,11,aug,ce,2005,100,H1
hk_l_N500_IR20,hk_l,0.7981770833333334,0.8867889325269855,0.7776719072574242,0.12,0.47005208333333337,"[0.984375, 0.875, 1.0, 0.3333333333333333]",H2,12,aug,ce,2005,100,H1
hk_l_N500_IR20,hk_l,0.8255208333333334,0.9248435959391254,0.8636859323882224,0.07,0.4244791666666667,"[0.96875, 1.0, 1.0, 0.3333333333333333]",H2,13,aug,ce,2005,100,H1
hk_l_N500_IR20,hk_l,0.80859375,0.9055195399212198,0.8813358196304458,0.08,0.3684895833333333,"[0.984375, 0.9166666666666666, 1.0, 0.3333333333333333]",H2,14,aug,ce,2005,100,H1
