cell,task,bacc,mcc,qwk,mae_sample,mae_classmean,per_class_recall,arm,fold,lever,loss,n_train,n_test,base_arm
hk_u_N500_IR4,hk_u,0.6191077441077442,0.5247489418428831,0.5185185185185186,0.52,0.6252104377104377,"[0.8181818181818182, 0.48148148148148145, 0.7222222222222222, 0.45454545454545453]",H2,13,aug,ce,2000,100,H1
hk_u_N500_IR4,hk_u,0.6071127946127947,0.4634569722092917,0.49209932279909707,0.58,0.6778198653198653,"[0.6590909090909091, 0.48148148148148145, 0.8333333333333334, 0.45454545454545453]",H2,14,aug,ce,2000,100,H1
hk_u_N500_IR4,hk_u,0.3690794499618029,0.12675539732436922,0.33866891322662174,0.91,0.9217914438502675,"[0.45454545454545453, 0.21428571428571427, 0.35294117647058826, 0.45454545454545453]",H3,0,rebalance,coral,400,100,H1
hk_u_N500_IR4,hk_u,0.45736249045072574,0.24420690463127082,0.5035742652899127,0.75,0.7391615737203973,"[0.5454545454545454, 0.32142857142857145, 0.23529411764705882, 0.7272727272727273]",H3,1,rebalance,coral,400,100,H1
hk_u_N500_IR4,hk_u,0.45736249045072574,0.2924578695315784,0.5061728395061728,0.76,0.8292589763177999,"[0.6363636363636364, 0.32142857142857145, 0.23529411764705882, 0.6363636363636364]",H3,2,rebalance,coral,400,100,H1
hk_u_N500_IR4,hk_u,0.2914562289562289,0.06212747838098802,0.2384815551813868,1.05,1.1207912457912457,"[0.4318181818181818, 0.25925925925925924, 0.1111111111111111, 0.36363636363636365]",H3,3,rebalance,coral,400,100,H1
hk_u_N500_IR4,hk_u,0.40046296296296297,0.22701580309600325,0.5456020772476469,0.72,0.8331228956228957,"[0.7045454545454546, 0.2962962962962963, 0.05555555555555555, 0.5454545454545454]",H3,4,rebalance,coral,400,100,H1
hk_u_N500_IR4,hk_u,0.460609243697479,0.3380592306394569,0.5236122618061309,0.65,0.8227654698242933,"[0.7954545454545454, 0.35714285714285715, 0.23529411764705882, 0.45454545454545453]",H3,5,rebalance,coral,400,100,H1
hk_u_N500_IR4,hk_u,0.40918640183346067,0.2373179720049286,0.4166999600479425,0.82,0.8947669977081742,"[0.5681818181818182, 0.4642857142857143, 0.058823529411764705, 0.5454545454545454]",H3,6,rebalance,coral,400,100,H1
hk_u_N500_IR4,hk_u,0.3884644766997708,0.1434651090181296,0.39175670268107254,0.88,0.9177330022918258,"[0.5, 0.21428571428571427, 0.29411764705882354, 0.5454545454545454]",H3,7,rebalance,coral,400,100,H1
hk_u_N500_IR4,hk_u,0.44234006734006737,0.231734619146064,0.6122917863296955,0.72,0.7106481481481481,"[0.6363636363636364, 0.14814814814814814, 0.16666666666666666, 0.8181818181818182]",H3,8,rebalance,coral,400,100,H1
hk_u_N500_IR4,hk_u,0.35648148148148145,0.15074920805320408,0.35728892784107513,0.98,0.9684343434343435,"[0.45454545454545453, 0.25925925925925924, 0.16666666666666666, 0.5454545454545454]",H3,9,rebalance,coral,400,100,H1
hk_u_N500_IR4,hk_u,0.3857429335370512,0.18409036908251897,0.3943191311612365,0.85,0.9140565317035905,"[0.5227272727272727, 0.35714285714285715, 0.11764705882352941, 0.5454545454545454]",H3,10,rebalance,coral,400,100,H1
hk_u_N500_IR4,hk_u,0.32639419404125286,0.10150287000665112,0.37019406810692057,0.96,1.0115546218487395,"[0.5227272727272727, 0.17857142857142858, 0.058823529411764705, 0.5454545454545454]",H3,11,rebalance,coral,400,100,H1
hk_u_N500_IR4,hk_u,0.44924560733384267,0.22945334280584256,0.4660950896336711,0.81,0.8228609625668448,"[0.4772727272727273, 0.35714285714285715, 0.23529411764705882, 0.7272727272727273]",H3,12,rebalance,coral,400,100,H1
hk_u_N500_IR4,hk_u,0.35290404040404044,0.1645121224219141,0.46083995459704885,0.81,0.8741582491582491,"[0.5681818181818182, 0.3333333333333333, 0.05555555555555555, 0.45454545454545453]",H3,13,rebalance,coral,400,100,H1
hk_u_N500_IR4,hk_u,0.36468855218855223,0.18805858212669727,0.3189102564102565,0.9,1.0191498316498318,"[0.6136363636363636, 0.25925925925925924, 0.2222222222222222, 0.36363636363636365]",H3,14,rebalance,coral,400,100,H1
hk_u_N500_IR4,hk_u,0.5401069518716577,0.4430199513105393,0.4651284740429995,0.56,0.7854755538579068,"[0.7727272727272727, 0.5, 0.7058823529411765, 0.18181818181818182]",H4,0,rebalance,corn,400,100,H1
hk_u_N500_IR4,hk_u,0.5230614973262032,0.37685589519650653,0.5265743635551585,0.62,0.7221638655462186,"[0.7727272727272727, 0.25, 0.7058823529411765, 0.36363636363636365]",H4,1,rebalance,corn,400,100,H1
hk_u_N500_IR4,hk_u,0.5986440030557677,0.546874943517144,0.5151199165797706,0.49,0.6805767761650114,"[0.8409090909090909, 0.6071428571428571, 0.7647058823529411, 0.18181818181818182]",H4,2,rebalance,corn,400,100,H1
hk_u_N500_IR4,hk_u,0.464436026936027,0.32007438094492685,0.3888354186717998,0.69,0.8979377104377104,"[0.75, 0.25925925925925924, 0.6666666666666666, 0.18181818181818182]",H4,3,rebalance,corn,400,100,H1
hk_u_N500_IR4,hk_u,0.4377104377104377,0.31253384952525953,0.4322482967448903,0.68,0.853956228956229,"[0.7727272727272727, 0.2962962962962963, 0.5, 0.18181818181818182]",H4,4,rebalance,corn,400,100,H1
hk_u_N500_IR4,hk_u,0.6002673796791445,0.531627399863935,0.559597893729057,0.48,0.6675897631779986,"[0.8636363636363636, 0.5, 0.7647058823529411, 0.2727272727272727]",H4,5,rebalance,corn,400,100,H1
hk_u_N500_IR4,hk_u,0.46380825057295644,0.3121746705178885,0.43116634799235176,0.69,0.8181340718105424,"[0.6818181818181818, 0.2857142857142857, 0.7058823529411765, 0.18181818181818182]",H4,6,rebalance,corn,400,100,H1
hk_u_N500_IR4,hk_u,0.45043926661573724,0.33686352747141807,0.48769462581617273,0.6,0.8354660045836517,"[0.8636363636363636, 0.2857142857142857, 0.47058823529411764, 0.18181818181818182]",H4,7,rebalance,corn,400,100,H1
hk_u_N500_IR4,hk_u,0.5913299663299664,0.4903657650968708,0.6203110704483074,0.49,0.6094276094276094,"[0.8181818181818182, 0.48148148148148145, 0.6111111111111112, 0.45454545454545453]",H4,8,rebalance,corn,400,100,H1
hk_u_N500_IR4,hk_u,0.5719696969696969,0.5014852426334285,0.43191984254786187,0.61,0.7470538720538722,"[0.7727272727272727, 0.5555555555555556, 0.7777777777777778, 0.18181818181818182]",H4,9,rebalance,corn,400,100,H1
hk_u_N500_IR4,hk_u,0.49995225362872425,0.4012906298357533,0.45113143957631197,0.62,0.8355614973262033,"[0.8636363636363636, 0.39285714285714285, 0.47058823529411764, 0.2727272727272727]",H4,10,rebalance,corn,400,100,H1
hk_u_N500_IR4,hk_u,0.39481474407944994,0.23763218655486776,0.3212890625,0.77,0.9430385790679908,"[0.6590909090909091, 0.21428571428571427, 0.7058823529411765, 0.0]",H4,11,rebalance,corn,400,100,H1
hk_u_N500_IR4,hk_u,0.5585847975553858,0.4219576590165575,0.5511921458625526,0.56,0.6598548510313216,"[0.7272727272727273, 0.4642857142857143, 0.5882352941176471, 0.45454545454545453]",H4,12,rebalance,corn,400,100,H1
hk_u_N500_IR4,hk_u,0.5772306397306397,0.4869289988108822,0.49989896948878554,0.53,0.6984427609427609,"[0.7954545454545454, 0.5185185185185185, 0.7222222222222222, 0.2727272727272727]",H4,13,rebalance,corn,400,100,H1
hk_u_N500_IR4,hk_u,0.48042929292929293,0.3439979873478048,0.337748344370861,0.7,0.9021464646464648,"[0.7045454545454546, 0.4444444444444444, 0.5, 0.2727272727272727]",H4,14,rebalance,corn,400,100,H1
