pair,layer,is_best_linear,lin_bacc,knn_bacc,svm_bacc,mlp_bacc,nl_best
OLP_vs_OT,11,True,0.8549431818181819,0.7724019607843138,0.8448596256684492,0.8053275401069517,0.8448596256684492
OLP_vs_OT,23,False,0.8262644830659537,0.7819184491978609,0.8318382352941175,0.7892379679144385,0.8318382352941175
OLP_vs_OC,23,True,0.8500857843137254,0.7912401960784314,0.836812091503268,0.815017973856209,0.836812091503268
OLP_vs_MC,5,True,0.8420220588235294,0.7444852941176471,0.8401470588235295,0.818529411764706,0.8401470588235295
OLP_vs_MC,23,False,0.8179411764705882,0.8094852941176469,0.8383823529411764,0.7883088235294118,0.8383823529411764
OLP_vs_Gum,23,True,0.9152205882352942,0.8435748663101604,0.899355614973262,0.8615080213903744,0.899355614973262
OLP_vs_rest,19,True,0.8137115841073271,0.7944984004127967,0.8339537151702787,0.7966884416924666,0.8339537151702787
OLP_vs_rest,23,False,0.7996138286893704,0.7372739938080496,0.8303977812177504,0.7817253353973169,0.8303977812177504
