dataset,mode,sd_live,sd_ema,sd_ratio_ema_over_live,ratio_ci_lo,ratio_ci_hi,mean_disagreement_live,mean_disagreement_ema,floor_live,floor_ema
aptos2019,full_llrd,0.025699815841739863,0.020896620661285552,0.813103906657055,0.5269884200089635,1.4204233204453087,0.12820484877809843,0.103694060664306,0.02177083883771934,0.019148477902432334
