dataset,arm,reference,family,n,mean_diff,sd,se_nb,ci_lo,ci_hi,p_nb,wins,tost_p,mde_post,holm_p,direction
aptos2019,full_llrd_ema,full_llrd,F2_one_lever_m1,15,0.03494579151257096,0.030240386464032053,0.017017216035722104,-0.0015525069062522698,0.0714440899313942,0.05919148884487616,13,0.8026908585928573,0.051270174167427414,0.05919148884487616,1
